paper_id,title,abstract,true_com,true_ful,v2_com,v2_ful,p4_com_raw,p4_com_clean,p4_ful_raw,p4_ful_clean
21846375,,,,,,,"[""Dimensionality"", ""Multifactor"", ""Reduction""]","[""Dimensionality"", ""Multifactor"", ""Reduction""]",[],[]
21846734,,,,,,,"[""mAbprofiler""]","[""mAbprofiler""]",[],[]
21846735,,,,,,,"[""amniote""]","[""amniote""]",[],[]
21849047,,,,,,,"[""Alignment"", ""Defined"", ""DEscriptor""]","[""Alignment"", ""Defined"", ""DEscriptor""]",[],[]
21851431,,,,,,,"[""aralip""]","[""aralip""]",[],[]
21851591,,,,,,,"[""PARalyzer""]","[""PARalyzer""]",[],[]
21853133,,,,,,,"[""desiRm""]","[""desiRm""]",[],[]
21854652,,,,,,,"[""Haplo"", ""Ped""]","[""Haplo"", ""Ped""]",[],[]
21854988,,,,,,,"[""human"", ""mitochondrial"", ""transcriptome""]","[""human"", ""mitochondrial"", ""transcriptome""]",[],[]
21856736,,,,,,,"[""PTPan""]","[""PTPan""]",[],[]
21856737,,,,,,,"[""seal""]","[""seal""]",[],[]
21856738,,,,,,,"[""TripletSearch""]","[""TripletSearch""]",[],[]
21856757,,,,,"[""modENCODE""]","[""model organism Encyclopedia of DNA Elements""]","[""Center"", ""Coordination"", ""Data"", ""DNA"", ""Elements"", ""Encyclopedia"", ""model"", ""modENCODE"", ""of"", ""organism""]","[""Center"", ""Coordination"", ""Data"", ""DNA"", ""Elements"", ""Encyclopedia"", ""model"", ""modENCODE"", ""of"", ""organism""]",[],[]
21857117,,,,,,,"[""Detect"", ""Eu""]","[""Detect"", ""Eu""]",[],[]
21858037,,,,,,,"[""brainstars""]","[""brainstars""]",[],[]
21858155,,,,,,,"[""analysis"", ""application"", ""for"", ""online"", ""survival""]","[""analysis"", ""application"", ""for"", ""online"", ""survival""]",[],[]
21859476,,,,,,,"[""Cistrome""]","[""Cistrome""]",[],[]
21862568,,,,,,,"[""Plinke""]","[""Plinke""]",[],[]
21864367,,,,,,,"[""Discovery"", ""Glaucoma"", ""Platform""]","[""Discovery"", ""Glaucoma"", ""Platform""]",[],[]
21864382,,,,,,,"[""Browser"", ""coli"", ""Escherichia"", ""RNA"", ""Small""]","[""Browser"", ""coli"", ""Escherichia"", ""RNA"", ""Small""]",[],[]
21867558,,,,,,,"[""MaizeGDB""]","[""MaizeGDB""]",[],[]
21873288,,,,,,,"[""eBURST"", ""MLST""]","[""eBURST"", ""MLST""]",[],[]
21873327,,,,,,,"[""Alterations"", ""Analysis"", ""Important"", ""of""]","[""Alterations"", ""Analysis"", ""Important"", ""of""]",[],[]
21873637,,,,,,,"[""KBDOCK""]","[""KBDOCK""]",[],[]
21873639,,,,,,,"[""localization"", ""predictor"", ""subcellular""]","[""localization"", ""predictor"", ""subcellular""]",[],[]
21873640,,,,,,,"[""Atomic"", ""Chain"", ""eneRgy"", ""Optimized"", ""Side""]","[""Atomic"", ""Chain"", ""eneRgy"", ""Optimized"", ""Side""]",[],[]
21873641,,,,,,,"[""Konstanz""]","[""Konstanz""]",[],[]
21873645,,,,,"[""iRefIndex"", ""ppiTrim""]",[],"[""iRefIndex"", ""ppiTrim""]","[""iRefIndex"", ""ppiTrim""]",[],[]
21875969,,,,,,,"[""Fungal"", ""Ontology"", ""Subcellular""]","[""Fungal"", ""Ontology"", ""Subcellular""]",[],[]
21876203,,,,,"[""UPB""]","[""Urinary Protein Biomarker""]","[""Biomarker"", ""Protein"", ""Urinary""]","[""Biomarker"", ""Protein"", ""Urinary""]",[],[]
21877713,,,,,,,"[""active"", ""and"", ""automated"", ""detection"", ""docking"", ""scoring"", ""site""]","[""active"", ""and"", ""automated"", ""detection"", ""docking"", ""scoring"", ""site""]",[],[]
21880096,,,,,,,"[""Key"", ""Survey""]","[""Key"", ""Survey""]",[],[]
21880147,,,,,,,"[""and"", ""Center"", ""Drosophila"", ""Integrative"", ""Ortholog"", ""Prediction"", ""query"", ""RNAi"", ""Screening"", ""Tool""]","[""and"", ""Center"", ""Drosophila"", ""Integrative"", ""Ortholog"", ""Prediction"", ""query"", ""RNAi"", ""Screening"", ""Tool""]",[],[]
21880229,,,,,,,"[""Chicago"", ""Diabetes"", ""Monogenic"", ""Registry"", ""States"", ""United""]","[""Chicago"", ""Diabetes"", ""Monogenic"", ""Registry"", ""States"", ""United""]",[],[]
21880546,,,,,"[""MtbSD"", ""MtbSD--a""]","[""Mycobacterium tuberculosis Structural Database""]","[""Database"", ""Mycobacterium"", ""Structural"", ""tuberculosis""]","[""Database"", ""Mycobacterium"", ""Structural"", ""tuberculosis""]",[],[]
21880702,,,,,,,"[""PepCrawler""]","[""PepCrawler""]",[],[]
21880703,,,,,"[""AluHunter""]",[],"[""AluHunter""]","[""AluHunter""]",[],[]
21881406,,,,,,,"[""mirExplorer""]","[""mirExplorer""]",[],[]
21881655,,,,,"[""ZEOMICS""]",[],"[""ZEOMICS""]","[""ZEOMICS""]",[],[]
21882442,,,,,"[""KEGG""]","[""Kyoto Encyclopedia of Genes and Genomes""]",,,,
21882445,,,,,,,"[""Bank"", ""Brain"", ""Bryan"", ""Kathleen"", ""Price""]","[""Bank"", ""Brain"", ""Bryan"", ""Kathleen"", ""Price""]",[],[]
21883851,,,,,,,"[""Episode"", ""Hospital"", ""Statistics""]","[""Episode"", ""Hospital"", ""Statistics""]",[],[]
21884570,,,,,,,"[""AKI"", ""TRIBE""]","[""AKI"", ""TRIBE""]",[],[]
21884583,,,,,,,"[""Estimator"", ""medea"", ""with""]","[""Estimator"", ""medea"", ""with""]",[],[]
21884625,,,,,"[""NFI-Regulome""]",[],"[""database"", ""NFI"", ""Regulome""]","[""database"", ""NFI"", ""Regulome""]",[],[]
21884636,,,,,,,"[""FISH"", ""fishoracle"", ""Oracle""]","[""FISH"", ""fishoracle"", ""Oracle""]",[],[]
21886100,,,,,,,"[""by"", ""interactions"", ""matching"", ""protein"", ""structural""]","[""by"", ""interactions"", ""matching"", ""protein"", ""structural""]",[],[]
21887013,,,,,"[""AnimalLectinDb""]",[],"[""AnimalLectinDb""]","[""AnimalLectinDb""]",[],[]
21887016,,,,,,,"[""miRTour""]","[""miRTour""]",[],[]
21887657,,,,,,,"[""rRNASelector""]","[""rRNASelector""]",[],[]
21890895,,,,,"[""OPM""]","[""Membranes"", ""Orientations of Proteins""]","[""in"", ""Membranes"", ""of"", ""Orientations"", ""Proteins""]","[""in"", ""Membranes"", ""of"", ""Orientations"", ""Proteins""]",[],[]
21892150,,,,,,,"[""factored"", ""FaST"", ""linear"", ""mixed"", ""models"", ""spectrally"", ""transformed""]","[""factored"", ""FaST"", ""linear"", ""mixed"", ""models"", ""spectrally"", ""transformed""]",[],[]
21893517,,,,,,,"[""profile""]","[""profile""]",[],[]
21893519,,,,,,,"[""IMPaLA""]","[""IMPaLA""]",[],[]
21893620,,,,,,,"[""Clinic"", ""In"", ""the""]","[""Clinic"", ""In"", ""the""]",[],[]
21895812,,,,,,,"[""ricexpro""]","[""ricexpro""]",[],[]
21896507,,,,,,,"[""wapRNA""]","[""wapRNA""]",[],[]
21896509,,,,,,,"[""SpliceTrap""]","[""SpliceTrap""]",[],[]
21896882,,,,,,,"[""Co"", ""Network"", ""Prediction"", ""Seed""]","[""Co"", ""Network"", ""Prediction"", ""Seed""]",[],[]
21897156,,,,,,,"[""and"", ""Care"", ""Global"", ""Initiative"", ""Pediatric"", ""Sepsis"", ""Societies""]","[""and"", ""Care"", ""Global"", ""Initiative"", ""Pediatric"", ""Sepsis"", ""Societies""]",[],[]
21897815,,,,,,,"[""and"", ""in"", ""Interfaces"", ""Neuroimaging"", ""Nipype"", ""Pipelines"", ""Python""]","[""and"", ""in"", ""Interfaces"", ""Neuroimaging"", ""Nipype"", ""Pipelines"", ""Python""]",[],[]
21898825,,,,,"[""UniCarbKB""]",[],"[""UniCarbKB""]","[""UniCarbKB""]",[],[]
21899761,,,,,,,"[""WebMGA""]","[""WebMGA""]",[],[]
21901122,,,,,,,"[""Multicoil""]","[""Multicoil""]",[],[]
21903626,,,,,,,"[""TopiaryExplorer""]","[""TopiaryExplorer""]",[],[]
21903628,,,,,,,"[""and"", ""Clean"", ""Screen""]","[""and"", ""Clean"", ""Screen""]",[],[]
21903631,,,,,,,"[""gsanguin""]","[""gsanguin""]",[],[]
21904425,,,,,,,"[""SSPred""]","[""SSPred""]",[],[]
21904427,,,,,,,"[""RegStatGel""]","[""RegStatGel""]",[],[]
21904428,,,,,"[""BIOGEN BASE"", ""CASSAVA""]","[""IOGEN BASE""]","[""BASE"", ""BIOGEN""]","[""BASE"", ""BIOGEN""]",[],[]
21904429,,,,,"[""MGDB""]","[""Mycobacteriophage genome database"", ""Unlabelled Mycobacteriophage genome database""]","[""database"", ""genome"", ""Mycobacteriophage""]","[""database"", ""genome"", ""Mycobacteriophage""]",[],[]
21904437,,,,,,,"[""ValFold""]","[""ValFold""]",[],[]
21904438,,,,,"[""Antagomir"", ""Antagomirbase""]",[],"[""Antagomir"", ""Antagomirbase"", ""database""]","[""Antagomir"", ""Antagomirbase"", ""database""]",[],[]
21906109,,,,,,,"[""Genotypechecker""]","[""Genotypechecker""]",[],[]
21906294,,,,,"[""diArk""]",[],"[""diArk""]","[""diArk""]",[],[]
21908542,,,,,,,"[""HIV"", ""Simulator"", ""Therapy""]","[""HIV"", ""Simulator"", ""Therapy""]",[],[]
21911332,,,,,,,"[""Metavir""]","[""Metavir""]",[],[]
21913285,,,,,,,"[""disease"", ""engine"", ""gene"", ""mutation"", ""related"", ""search"", ""unique""]","[""disease"", ""engine"", ""gene"", ""mutation"", ""related"", ""search"", ""unique""]",[],[]
21914205,,,,,"[""GOMMA"", ""OnEX""]","[""Explorer""]",,,,
21914464,,,,,"[""IGD""]","[""Intronless Gene Database""]","[""Database"", ""Gene"", ""Intronless""]","[""Database"", ""Gene"", ""Intronless""]",[],[]
21917859,,,,,"[""GETPrime""]",[],"[""GETPrime""]","[""GETPrime""]",[],[]
21919745,,,,,,,"[""likelihood"", ""ratio""]","[""likelihood"", ""ratio""]",[],[]
21919860,,,,,,,"[""RSARF""]","[""RSARF""]",[],[]
21920474,,,,,"[""YOMICS\u00c3\u00a2""]",[],"[""antibody"", ""library"", ""YOMICS""]","[""antibody"", ""library"", ""YOMICS""]",[],[]
21923778,,,,,,,"[""anidulafungin"", ""EUCAST""]","[""anidulafungin"", ""EUCAST""]",[],[]
21923779,,,,,,,"[""EUCAST"", ""posaconazole""]","[""EUCAST"", ""posaconazole""]",[],[]
21926122,,,,,,,"[""MR"", ""MSPolygraph""]","[""MR"", ""MSPolygraph""]",[],[]
21926123,,,,,,,"[""Bambus""]","[""Bambus""]",[],[]
21926179,,,,,,,"[""Assemblathon""]","[""Assemblathon""]",[],[]
21928249,,,,,,,"[""Biochip"", ""Cancer"", ""Nanosized"", ""Polymarker""]","[""Biochip"", ""Cancer"", ""Nanosized"", ""Polymarker""]",[],[]
21930248,,,,,"[""HCVpro""]","[""hepatitis C virus protein interaction database""]","[""database"", ""hepatitis"", ""interaction"", ""protein"", ""virus""]","[""database"", ""hepatitis"", ""interaction"", ""protein"", ""virus""]",[],[]
21930509,,,,,,,"[""ecoPrimers""]","[""ecoPrimers""]",[],[]
21933848,,,,,"[""CTD""]","[""Comparative Toxicogenomics Database""]","[""Comparative"", ""Database"", ""Toxicogenomics""]","[""Comparative"", ""Database"", ""Toxicogenomics""]",[],[]
21935468,,,,,,,"[""CDinFusion""]","[""CDinFusion""]",[],[]
21935630,,,,,,,"[""OLAF""]","[""OLAF""]",[],[]
21936021,,,,,"[""dbHCCvar""]",[],"[""dbHCCvar""]","[""dbHCCvar""]",[],[]
21936510,,,,,,,"[""Complexes"", ""Fragment"", ""Protein"", ""Selected""]","[""Complexes"", ""Fragment"", ""Protein"", ""Selected""]",[],[]
21936816,,,,,"[""ChEMBL""]",[],"[""ChEMBL"", ""chembldb""]","[""ChEMBL"", ""chembldb""]",[],[]
21938212,,,,,"[""RiDs db""]","[""diseases database"", ""Repeats in diseases database""]","[""database"", ""diseases"", ""in"", ""Repeats""]","[""database"", ""diseases"", ""in"", ""Repeats""]",[],[]
21938213,,,,,"[""DDTRP""]","[""atabase of Drug Targets for Resistant Pathogens"", ""D""]","[""Database"", ""Drug"", ""for"", ""of"", ""Pathogens"", ""Resistant"", ""Targets""]","[""Database"", ""Drug"", ""for"", ""of"", ""Pathogens"", ""Resistant"", ""Targets""]",[],[]
21940398,,,,,"[""BitterDB""]",[],"[""BitterDB"", ""database""]","[""BitterDB"", ""database""]",[],[]
21940644,,,,,,,"[""BEAST""]","[""BEAST""]",[],[]
21943292,,,,,,,"[""EnzymeDetector""]","[""EnzymeDetector""]",[],[]
21943350,,,,,,,"[""GOmotif""]","[""GOmotif""]",[],[]
21943367,,,,,,,"[""Complex"", ""Networks"", ""Traits""]","[""Complex"", ""Networks"", ""Traits""]",[],[]
21943375,,,,,,,"[""Reptilian"", ""transcriptome""]","[""Reptilian"", ""transcriptome""]",[],[]
21948792,,,,,"[""B\u00c3\u008e"", ""G@Sbase"", ""Sbase"", ""Sbase--a""]","[""Microarray""]","[""bugsbase"", ""B\u03bcG"", ""Sbase""]","[""bugsbase"", ""B\u03bcG"", ""Sbase""]",[],[]
21949271,,,,,,,"[""pybedtools""]","[""pybedtools""]",[],[]
21949676,,,,,,,"[""Alignment"", ""Coding"", ""Multiple"", ""of"", ""SEquences""]","[""Alignment"", ""Coding"", ""Multiple"", ""of"", ""SEquences""]",[],[]
21949701,,,,,,,"[""GeneTerm"", ""Linker""]","[""GeneTerm"", ""Linker""]",[],[]
21949797,,,,,"[""ENA""]","[""European Nucleotide Archive""]",,,,
21949842,,,,,,,"[""analysis"", ""data"", ""fMRI"", ""RESting"", ""state"", ""Toolkit""]","[""analysis"", ""data"", ""fMRI"", ""RESting"", ""state"", ""Toolkit""]",[],[]
21950680,,,,,,,"[""Allergy"", ""and"", ""Clinical"", ""Immunology"", ""Pediatric""]","[""Allergy"", ""and"", ""Clinical"", ""Immunology"", ""Pediatric""]",[],[]
21952778,,,,,,,"[""ExMS""]","[""ExMS""]",[],[]
21955929,,,,,,,"[""WebFPC""]","[""WebFPC""]",[],[]
21956165,,,,,,,"[""AbDesigner"", ""NHLBI""]","[""AbDesigner"", ""NHLBI""]",[],[]
21957981,,,,,,,"[""caCORRECT""]","[""caCORRECT""]",[],[]
21959865,,,,,"[""NetPath"", ""NetSlim""]",[],"[""NetPath"", ""NetSlim""]","[""NetPath"", ""NetSlim""]",[],[]
21959868,,,,,,,"[""Tripal""]","[""Tripal""]",[],[]
21960719,,,,,,,"[""mz""]","[""mz""]",[],[]
21961731,,,,,"[""MaizeGDB""]",[],"[""Annotation"", ""Database"", ""Maize"", ""Microarray""]","[""Annotation"", ""Database"", ""Maize"", ""Microarray""]",[],[]
21961827,,,,,,,"[""Normalization"", ""Process"", ""theory""]","[""Normalization"", ""Process"", ""theory""]",[],[]
21961884,,,,,,,"[""Krona""]","[""Krona""]",[],[]
21962915,,,,,,,"[""Consortium"", ""Database"", ""Integrative"", ""Neuropathology"", ""Stanley""]","[""Consortium"", ""Database"", ""Integrative"", ""Neuropathology"", ""Stanley""]",[],[]
21963610,,,,,,,"[""BEAGLE""]","[""BEAGLE""]",[],[]
21963950,,,,,,,"[""Design"", ""Integrated"", ""Overlapping"", ""Peptide"", ""Project"", ""Scanning"", ""Vaccine"", ""Variable""]","[""Design"", ""Integrated"", ""Overlapping"", ""Peptide"", ""Project"", ""Scanning"", ""Vaccine"", ""Variable""]",[],[]
21965461,,,,,"[""ISSMIC""]",[],"[""ISSMIC""]","[""ISSMIC""]",[],[]
21965557,,,,,"[""QlicRice""]",[],"[""qlic"", ""QlicRice"", ""rice""]","[""qlic"", ""QlicRice"", ""rice""]",[],[]
21967198,,,,,,,"[""jTraML""]","[""jTraML""]",[],[]
21967760,,,,,,,"[""ProfileChaser""]","[""ProfileChaser""]",[],[]
21967761,,,,,,,"[""fpocket"", ""MDpocket""]","[""fpocket"", ""MDpocket""]",[],[]
21969353,,,,,,,"[""Clinic"", ""In"", ""the""]","[""Clinic"", ""In"", ""the""]",[],[]
21969735,,,,,,,"[""Decays"", ""Full"", ""Higgs"", ""Loop"", ""LoopTools"", ""One""]","[""Decays"", ""Full"", ""Higgs"", ""Loop"", ""LoopTools"", ""One""]",[],[]
21970648,,,,,,,"[""ExpressMatrix"", ""Ortho""]","[""ExpressMatrix"", ""Ortho""]",[],[]
21974739,,,,,"[""FetGOat""]",[],"[""FetGOat""]","[""FetGOat""]",[],[]
21975133,,,,,,,"[""Biblio"", ""MetReS""]","[""Biblio"", ""MetReS""]",[],[]
21975939,,,,,,,"[""PhenX"", ""Toolkit""]","[""PhenX"", ""Toolkit""]",[],[]
21976109,,,,,,,"[""Cancer"", ""Endometrial"", ""Genetics"", ""Shanghai"", ""Study""]","[""Cancer"", ""Endometrial"", ""Genetics"", ""Shanghai"", ""Study""]",[],[]
21976737,,,,,"[""PDBj""]","[""Protein Data Bank Japan""]","[""Bank"", ""Data"", ""Japan"", ""Protein""]","[""Bank"", ""Data"", ""Japan"", ""Protein""]",[],[]
21976864,,,,,,,"[""by"", ""Docking"", ""Screening"", ""Virtual"", ""VSDK""]","[""by"", ""Docking"", ""Screening"", ""Virtual"", ""VSDK""]",[],[]
21977986,,,,,,,"[""ProDiGe""]","[""ProDiGe""]",[],[]
21978489,,,,,,,"[""Medusa""]","[""Medusa""]",[],[]
21979275,,,,,,,"[""Coffee""]","[""Coffee""]",[],[]
21979549,,,,,,,"[""Community"", ""Environmental"", ""Monitoring"", ""Program""]","[""Community"", ""Environmental"", ""Monitoring"", ""Program""]",[],[]
21980353,,,,,"[""pubmed2ensembl""]",[],"[""ensembl"", ""pubmed""]","[""ensembl"", ""pubmed""]",[],[]
21982300,,,,,,,"[""Babel"", ""Open""]","[""Babel"", ""Open""]",[],[]
21982653,,,,,,,"[""Aortic"", ""Conditions"", ""Genetically"", ""Thoracic"", ""Triggered""]","[""Aortic"", ""Conditions"", ""Genetically"", ""Thoracic"", ""Triggered""]",[],[]
21983993,,,,,,,"[""MIAPE"", ""ProteoRed"", ""The"", ""toolkit"", ""web""]","[""MIAPE"", ""ProteoRed"", ""The"", ""toolkit"", ""web""]",[],[]
21984475,,,,,"[""NAPP""]","[""Nucleic Acid Phylogenetic Profile Database""]","[""Acid"", ""Database"", ""Nucleic"", ""Phylogenetic"", ""Profile"", ""the""]","[""Acid"", ""Database"", ""Nucleic"", ""Phylogenetic"", ""Profile"", ""the""]",[],[]
21984757,,,,,"[""miREnvironment""]",[],"[""database"", ""miREnvironment""]","[""database"", ""miREnvironment""]",[],[]
21984760,,,,,,,"[""MyBioNet""]","[""MyBioNet""]",[],[]
21984770,,,,,,,"[""CAMBerVis""]","[""CAMBerVis""]",[],[]
21986959,,,,,,,"[""seeSUMO""]","[""seeSUMO""]",[],[]
21987088,,,,,,,"[""PlantRGS""]","[""PlantRGS""]",[],[]
21989112,,,,,,,"[""flu"", ""FluReF"", ""reassortment"", ""virus""]","[""flu"", ""FluReF"", ""reassortment"", ""virus""]",[],[]
21989143,,,,,,,"[""MetaPhyler""]","[""MetaPhyler""]",[],[]
21989211,,,,,,,"[""Assembler"", ""Spectrum"", ""Viral""]","[""Assembler"", ""Spectrum"", ""Viral""]",[],[]
21989326,,,,,,,"[""Zinfandel""]","[""Zinfandel""]",[],[]
21989406,,,,,"[""ExoCarta""]",[],"[""ExoCarta""]","[""ExoCarta""]",[],[]
21991315,,,,,,,"[""chemical"", ""information"", ""ontology""]","[""chemical"", ""information"", ""ontology""]",[],[]
21991593,,,,,,,"[""Floragenex"", ""Sequencing"", ""Symposium""]","[""Floragenex"", ""Sequencing"", ""Symposium""]",[],[]
21992029,,,,,,,"[""AASsites""]","[""AASsites""]",[],[]
21992071,,,,,,,"[""Backus"", ""Extended"", ""Form"", ""Genome"", ""Human"", ""Naur"", ""Society"", ""Variation""]","[""Backus"", ""Extended"", ""Form"", ""Genome"", ""Human"", ""Naur"", ""Society"", ""Variation""]",[],[]
21993301,,,,,"[""Polbase""]",[],"[""Polbase""]","[""Polbase""]",[],[]
21993537,,,,,,,"[""AAindex""]","[""AAindex""]",[],[]
21994220,,,,,"[""F"", ""FlyExpress"", ""lyExpress""]",[],"[""FlyExpress""]","[""FlyExpress""]",[],[]
21994222,,,,,,,"[""SVseq""]","[""SVseq""]",[],[]
21994224,,,,,,,"[""Pyicos""]","[""Pyicos""]",[],[]
21994227,,,,,,,"[""BioTextQuest""]","[""BioTextQuest""]",[],[]
21995661,,,,,,,"[""mmass""]","[""mmass""]",[],[]
21995777,,,,,"[""BRAD""]","[""Brassica database""]","[""Brassica"", ""database""]","[""Brassica"", ""database""]",[],[]
21995939,,,,,,,"[""Genes"", ""WordCloud""]","[""Genes"", ""WordCloud""]",[],[]
21996254,,,,,"[""NetPath""]",[],"[""NetPath""]","[""NetPath""]",[],[]
21998153,,,,,,,"[""MIP"", ""Scaffolder""]","[""MIP"", ""Scaffolder""]",[],[]
21998154,,,,,,,"[""Genomic"", ""HyperBrowser""]","[""Genomic"", ""HyperBrowser""]",[],[]
21998155,,,,,,,"[""Analyzer"", ""Mutant"", ""Protein"", ""stAbilitY""]","[""Analyzer"", ""Mutant"", ""Protein"", ""stAbilitY""]",[],[]
21998157,,,,,,,"[""BDTcomparator""]","[""BDTcomparator""]",[],[]
21999478,,,,,,,"[""Enzyme"", ""Function"", ""Initiative""]","[""Enzyme"", ""Function"", ""Initiative""]",[],[]
21999641,,,,,,,"[""Chipster""]","[""Chipster""]",[],[]
22002696,,,,,,,"[""Pathos""]","[""Pathos""]",[],[]
22002877,,,,,,,"[""Cooperative"", ""pK"", ""pKa"", ""The""]","[""Cooperative"", ""pK"", ""pKa"", ""The""]",[],[]
22006916,,,,,,,"[""Enrich""]","[""Enrich""]",[],[]
22008641,,,,,,,"[""Bacteria"", ""for"", ""Metabolic"", ""network"", ""Reconstructions""]","[""Bacteria"", ""for"", ""Metabolic"", ""network"", ""Reconstructions""]",[],[]
22009673,,,,,"[""ICEberg""]",[],"[""ICEberg""]","[""ICEberg""]",[],[]
22009674,,,,,"[""DARC""]","[""of Aligned Ribosomal Complexes""]","[""Aligned"", ""Complexes"", ""Database"", ""of"", ""Ribosomal""]","[""Aligned"", ""Complexes"", ""Database"", ""of"", ""Ribosomal""]",[],[]
22009677,,,,,"[""PhenoM""]","[""Phenomics of yeast Mutants""]","[""Mutants"", ""of"", ""Phenomics"", ""yeast""]","[""Mutants"", ""of"", ""Phenomics"", ""yeast""]",[],[]
22009731,,,,,"[""WheatGenome.info""]",[],"[""info"", ""WheatGenome""]","[""info"", ""WheatGenome""]",[],[]
22012987,,,,,"[""Reactome"", ""Reactome BioMart""]",[],"[""BioMart"", ""Reactome""]","[""BioMart"", ""Reactome""]",[],[]
22013167,,,,,"[""mirEX""]",[],"[""mirEX""]","[""mirEX""]",[],[]
22014212,,,,,,,"[""pcrEfficiency""]","[""pcrEfficiency""]",[],[]
22016395,,,,,,,"[""database"", ""peptidase""]","[""database"", ""peptidase""]",[],[]
22016406,,,,,,,"[""ProC""]","[""ProC""]",[],[]
22016855,,,,,"[""GyDB"", ""Mobilomics""]","[""Gypsy Database concerning Mobile Genetic Elements""]","[""concerning"", ""Database"", ""Elements"", ""Genetic"", ""Gypsy"", ""Mobile"", ""Mobilomics""]","[""concerning"", ""Database"", ""Elements"", ""Genetic"", ""Gypsy"", ""Mobile"", ""Mobilomics""]",[],[]
22018222,,,,,,,"[""GeoSymbio""]","[""GeoSymbio""]",[],[]
22021380,,,,,"[""CAPS-DB""]",[],"[""CAPS"", ""DB""]","[""CAPS"", ""DB""]",[],[]
22022467,,,,,"[""HIVsirblast"", ""HIVsirDB""]",[],"[""HIVsirblast"", ""HIVsirDB""]","[""HIVsirblast"", ""HIVsirDB""]",[],[]
22022543,,,,,,,"[""analysis"", ""constrained"", ""discriminant"", ""Graph""]","[""analysis"", ""constrained"", ""discriminant"", ""Graph""]",[],[]
22023470,,,,,,,"[""database"", ""RNAimmuno""]","[""database"", ""RNAimmuno""]",[],[]
22024348,,,,,"[""HNOCDB""]",[],"[""and"", ""cancer"", ""database"", ""head"", ""HNOCDB"", ""neck"", ""oral""]","[""and"", ""cancer"", ""database"", ""head"", ""HNOCDB"", ""neck"", ""oral""]",[],[]
22025480,,,,,,,"[""PoPoolation""]","[""PoPoolation""]",[],[]
22032181,,,,,"[""BioN\u00c3\u0083""]",[],"[""BioN\u00d8T""]","[""BioN\u00d8T""]",[],[]
22034520,,,,,,,"[""SVGMap""]","[""SVGMap""]",[],[]
22034521,,,,,,,"[""PDB"", ""REDO""]","[""PDB"", ""REDO""]",[],[]
22034591,,,,,,,"[""modification"", ""post"", ""statistics"", ""translational"", ""wide""]","[""modification"", ""post"", ""statistics"", ""translational"", ""wide""]",[],[]
22038416,,,,,,,"[""Carboxylator""]","[""Carboxylator""]",[],[]
22038678,,,,,,,"[""EcoliTox""]","[""EcoliTox""]",[],[]
22039101,,,,,"[""Newt-omics""]",[],"[""Newt"", ""omics""]","[""Newt"", ""omics""]",[],[]
22039151,,,,,"[""ALFRED""]",[],"[""ALFRED""]","[""ALFRED""]",[],[]
22039152,,,,,"[""ProGlycProt""]",[],"[""ProGlycProt""]","[""ProGlycProt""]",[],[]
22039163,,,,,"[""CELLPEDIA""]",[],"[""CELLPEDIA""]","[""CELLPEDIA""]",[],[]
22039183,,,,,,,"[""Childhood"", ""ITP"", ""registry"", ""UK""]","[""Childhood"", ""ITP"", ""registry"", ""UK""]",[],[]
22039206,,,,,,,"[""RAPSearch""]","[""RAPSearch""]",[],[]
22039209,,,,,,,"[""CNAnorm""]","[""CNAnorm""]",[],[]
22039212,,,,,,,"[""missForest""]","[""missForest""]",[],[]
22039460,,,,,,,"[""ConDeTri""]","[""ConDeTri""]",[],[]
22040322,,,,,,,"[""information"", ""labs"", ""management"", ""molecular"", ""system""]","[""information"", ""labs"", ""management"", ""molecular"", ""system""]",[],[]
22041349,,,,,,,"[""Centra"", ""Japana"", ""Revuo""]","[""Centra"", ""Japana"", ""Revuo""]",[],[]
22041966,,,,,,,"[""Clinic"", ""In"", ""the""]","[""Clinic"", ""In"", ""the""]",[],[]
22044556,,,,,,,"[""Experience"", ""Facility"", ""User""]","[""Experience"", ""Facility"", ""User""]",[],[]
22044723,,,,,,,"[""carp"", ""common""]","[""carp"", ""common""]",[],[]
22045651,,,,,,,"[""Hopkins"", ""Pitt"", ""syndrome""]","[""Hopkins"", ""Pitt"", ""syndrome""]",[],[]
22045659,,,,,,,"[""miRNASNP""]","[""miRNASNP""]",[],[]
22046276,,,,,,,"[""myKaryoView""]","[""myKaryoView""]",[],[]
22046350,,,,,,,"[""TMhhcp""]","[""TMhhcp""]",[],[]
22047014,,,,,,,"[""GHMM""]","[""GHMM""]",[],[]
22053076,,,,,,,"[""deepBlockAlign""]","[""deepBlockAlign""]",[],[]
22053077,,,,,,,"[""AMPA""]","[""AMPA""]",[],[]
22053078,,,,,,,"[""minzhux""]","[""minzhux""]",[],[]
22053084,,,,,"[""etaSMART"", ""m"", ""SMART"", ""SMART 7""]","[""protein domain annotation resource"", ""Simple Modular Architecture Research Tool""]","[""Architecture"", ""Modular"", ""Research"", ""Simple"", ""Tool""]","[""Architecture"", ""Modular"", ""Research"", ""Simple"", ""Tool""]",[],[]
22053087,,,,,"[""MimoDB""]",[],"[""MimoDB""]","[""MimoDB""]",[],[]
22053089,,,,,"[""InterEvol""]",[],"[""database"", ""InterEvol"", ""InterEvolAlign""]","[""database"", ""InterEvol"", ""InterEvolAlign""]",[],[]
22054122,,,,,,,"[""AIGO""]","[""AIGO""]",[],[]
