"extracted_name","baseline_name","score","is_match","signals","review_flags","edit_distance","extracted_url","baseline_url","extracted_long","baseline_long"
"PlaNet","PhosPhAt","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","6","http://aranet.mpimp-golm.mpg.de","http://phosphat.mpimp-golm.mpg.de","Plant Network",""
"CellLineNavigator","CellMinerHCC","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","10","http://www.medicalgenomics.org/celllinenavigator","http://www.medicalgenomics.org/cellminerhcc","CellLineNavigator",""
"OvirusTdb","CancerEnD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","9","https://webs.iiitd.edu.in/raghava/ovirustdb/","http://webs.iiitd.edu.in/raghava/cancerend","Oncolytic Viruses Database",""
"NutriChem","ChemProt-2.0","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","11","http://cbs.dtu.dk/services/NutriChem-1.0","http://www.cbs.dtu.dk/services/ChemProt-2.0","Nutritional Chemistry Resource",""
"ncRDeathDB","cncRNAdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.88","","5","http://www.rna-society.org/ncrdeathdb","http://www.rna-society.org/cncrnadb","Non-Coding RNA Death Database",""
"euHCVdb","HBVdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.67","","3","https://euhcvdb.ibcp.fr/euHCVdb/","http://hbvdb.ibcp.fr","European Hepatitis C Virus Database",""
"TEA","SGN","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.88","","3","http://tea.solgenomics.net/","http://solgenomics.net","The Epigenome Atlas","Sol Genomics Network"
"S2RSLDB","HemeOxDB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","6","http://www.researchdsf.unict.it/S2RSLDB/","http://www.researchdsf.unict.it/hemeoxdb","Sigma-2 Receptor Ligands Database","Heme Oxygenase Database"
"UCSC","UCSC Genome Browser","1.35","MAYBE","SAME_DOMAIN_GENERIC, CONTAINS_0.8, URL_SIM_0.71","GENERIC_DOMAIN","15","http://genome.ucsc.edu/ebolaPortal/","http://genome.ucsc.edu","University of California Santa Cruz Genome Browser","UCSC Genome Browser"
"BioUML","GTRD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","6","http://www.biouml.org","http://gtrd.biouml.org","Biological Universal Modeling Language","Gene Transcription Regulation Database"
"HapRice","OGRO","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.89","","6","http://qtaro.abr.affrc.go.jp/index.html","http://qtaro.abr.affrc.go.jp/ogro","Rice Haplotype Database",""
"RNAdt","FerrDb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","5","http://www.zhounan.org/rnadt","http://www.zhounan.org/ferrdb","RNA Data Tools",""
"ADMETlab","HAMdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","6","http://admet.scbdd.com/","http://hamdb.scbdd.com","ADMET Laboratory Platform","Human Autophagy Modulator Database"
"PTGL","RenalDB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","6","http://ptgl.uni-frankfurt.de","http://renaldb.uni-frankfurt.de","Protein Topology Graph Library",""
"DanioNet","AraNet","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","4","http://www.inetbio.org/danionet","http://www.inetbio.org/aranet","DanioNet Zebrafish Resource",""
"HIV_LANL","hemorrhagic fever virus database","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.92","","28","http://hiv.lanl.gov","http://hfv.lanl.gov","HIV Sequence Database","hemorrhagic fever virus database"
"Vibrio parahaemolyticus","BSRD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.89","","21","http://kwanlab.bio.cuhk.edu.hk/vp","http://kwanlab.bio.cuhk.edu.hk/BSRD","Vibrio parahaemolyticus Genome Database",""
"Medicago sativa gene index","HRGRN","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","24","http://plantgrn.noble.org/AGED/","http://plantgrn.noble.org/hrgrn","Medicago sativa gene index",""
"SysFinder","SyStemCell","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","6","http://lifecenter.sgst.cn/SysFinder","http://lifecenter.sgst.cn/SyStemCell","Systems Finder database",""
"Phenoscape Knowledgebase","VTO","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.90","","23","http://kb.phenoscape.org","http://phenoscape.org","Phenoscape Knowledgebase","Vertebrate Taxonomy Ontology"
"FetGOAT","MitoCarta","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","6","http://www.broadinstitute.org/fetgoat/index.html","http://www.broadinstitute.org/mitocarta","Functional Enrichment Tool for Gene Ontology Analysis",""
"MemBlob","MemMoRF","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","4","http://memblob.hegelab.org","http://memmorf.hegelab.org","MemBlob",""
"e!DAL","MetaCrop","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","7","http://edal.ipk-gatersleben.de","http://metacrop.ipk-gatersleben.de","Electronic Data Archive Library",""
"RSIADB","DPTEdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","4","http://genedenovoweb.ticp.net:81/rsia/index.php","http://genedenovoweb.ticp.net:81/DPTEdb/index.php","Rhizoctonia Solani Integrated Analysis Database","dioecious plant transposable element database"
"C. elegans functional interactome","PRID","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","32","http://worm.biomedtzc.cn","http://rat.biomedtzc.cn","C. elegans functional interactome","predicted rat interactome database"
"CSTEA","STAB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, EDIT_DIST_3, URL_SIM_0.73","","3","http://comp-sysbio.org/cstea/","http://stab.comp-sysbio.org","Cell State Transition Expression Atlas","Spatio-Temporal cell Atlas of the human Brain"
"THISP","PeptideAtlas","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.84","","11","http://www.peptideatlas.org/thisp/","http://www.peptideatlas.org","Tiered Human Integrated Sequence Search Database",""
"AllerBase","FlavoDb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","8","http://bioinfo.net.in/AllerBase/Home.html","http://bioinfo.net.in/flavodb/home.html","Allergen Knowledgebase",""
"eChickAtlas","Electronic Mouse Atlas of Gene Expression","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","32","http://www.emouseatlas.org","http://www.emouseatlas.org/emage","Chick Atlas Database","Electronic Mouse Atlas of Gene Expression"
"CIViCmine","CancerMine","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","5","http://bionlp.bcgsc.ca/civicmine/","http://bionlp.bcgsc.ca/cancermine","Clinical Interpretation of Variants in Cancer text mining",""
"Co-LncRNA","LNCmap","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","6","http://www.bio-bigdata.com/Co-LncRNA/","http://www.bio-bigdata.com/LNCmap","Co-LncRNA","LncRNA Connectivity Map"
"PathwaysWeb","TANRIC","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","9","http://bioinformatics.mdanderson.org/main/PathwaysWeb:Overview","http://bioinformatics.mdanderson.org/main/TANRIC:Overview","gene pathways database","he Atlas of Noncoding RNAs in Cancer"
"DES-ncRNA","DESMSCI","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.85","","5","http://www.cbrc.kaust.edu.sa/des_ncrna","http://www.cbrc.kaust.edu.sa/desmsci","Database of Exosomal and Secretory ncRNAs","Dragon Exploration System on Marine Sponge Compounds Interactions"
"HDTT","HDNetDB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","4","http://hdtt.sysbiolab.eu","http://hdnetdb.sysbiolab.eu","Huntington's Disease Therapeutic Targets",""
"ReproGenomics Viewer","SORGOdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.88","","17","http://rgv.genouest.org","http://sorgo.genouest.org/index.php","Reproductive Genomics Viewer","Superoxide Reductase Gene"
"CFam","CMAUP","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","3","http://bidd2.cse.nus.edu.sg/cfam","http://bidd2.nus.edu.sg/CMAUP","Chemical Families Database","Collective Molecular Activities of Useful Plants"
"CancerLivER","DenvInD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","9","https://webs.iiitd.edu.in/raghava/cancerliver","http://webs.iiitd.edu.in/raghava/denvind","Cancer Liver Expression Resource Database",""
"IMG","IMG-ABC","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.88","","4","http://img.jgi.doe.gov/","http://img.jgi.doe.gov/abc","Integrated Microbial Genomes database","Integrated Microbial Genomes Atlas of Biosynthetic gene Clusters"
"GEPIA2","GESUR","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","4","http://gepia2.cancer-pku.cn/","http://gesur.cancer-pku.cn","Gene Expression Profiling Interactive Analysis",""
"DESTAF","DESMSCI","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","4","http://cbrc.kaust.edu.sa/destaf","http://www.cbrc.kaust.edu.sa/desmsci","Database for rEproductive toxinS and Toxicity affecting Fertility","Dragon Exploration System on Marine Sponge Compounds Interactions"
"HPTT","CNGBdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","6","https://db.cngb.org/HPTT/","http://db.cngb.org","Helicobacter pylori Tracking Tool","China National GeneBank DataBase"
"StraPep","NeuroPep","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","4","http://isyslab.info/StraPep","http://isyslab.info/NeuroPep","Structure Database of Bioactive Peptides",""
"HPVbase","AVPdb","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.86","","6","http://crdd.osdd.net/servers/hpvbase/","http://crdd.osdd.net/servers/avpdb","Human Papillomavirus Base",""
"VacTarBac","CancerEnD","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","7","http://webs.iiitd.edu.in/raghava/vactarbac/","http://webs.iiitd.edu.in/raghava/cancerend","Vaccine Target Bacteria Resource",""
"ANGI","PACHIN","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","4","https://clinicaltrials.gov/ct2/show/NCT01916538?cond=Anorexia+Nervosa&draw=1&rank=3","http://clinicaltrials.gov/ct2/show/record/NCT04675918?cond=pediatric+cardiac+arrest&draw=2&rank=10","Anorexia Nervosa Genetics Initiative","Pediatric In-Hospital Cardiac Arrest International Registry"
"VIRmiRNA","siRNAmod","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.87","","6","http://crdd.osdd.net/servers/virmirna","http://crdd.osdd.net/servers/sirnamod","Viral miRNA Database",""
"OPL","NCRO","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.92","","4","http://purl.obolibrary.org/obo/opl.owl","http://purl.obolibrary.org/obo/ncro.owl","Ontology for Parasite Lifecycle","The Non-Coding RNA Ontology"
"HExpoChem","ChemProt-2.0","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.83","","8","http://www.cbs.dtu.dk/services/HExpoChem-1.0/","http://www.cbs.dtu.dk/services/ChemProt-2.0","Human Exposure to Chemicals Resource",""
"AR Database","OPA1","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.82","","10","http://www.lovd.nl/AR","http://www.lovd.nl/OPA1","Androgen Receptor Gene Mutations Database",""
"EuGI","Pre_GI","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.91","","3","http://eugi.bi.up.ac.za","http://pregi.bi.up.ac.za/index.php","genomic islands resource","Predicted Genomic Islands database"
"GeMSE","GPKB","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.90","","4","http://www.bioinformatics.deib.polimi.it/GeMSE/","http://www.bioinformatics.deib.polimi.it/GPKB","Genomic Multi-Scale Explorer","Genomic and Proteomic Knowledge Base"
"VIRsiRNAdb","siRNAmod","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.90","","6","http://crdd.osdd.net/servers/virsirnadb","http://crdd.osdd.net/servers/sirnamod","Viral siRNA Database",""
"ClinicalTrials.gov","PACHIN","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.80","","16","http://clinicaltrials.gov/ct2/show/NCT00931216","http://clinicaltrials.gov/ct2/show/record/NCT04675918?cond=pediatric+cardiac+arrest&draw=2&rank=10","Clinical Trials Registry","Pediatric In-Hospital Cardiac Arrest International Registry"
"mMGE","database of Genomic Elements Associated with drug Resistance","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.88","","56","https://mgedb.comp-sysbio.org","http://gear.comp-sysbio.org","metagenomic extrachromosomal mobile genetic elements database","database of Genomic Elements Associated with drug Resistance"
"SpliceSeq","TANRIC","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.89","","8","http://bioinformatics.mdanderson.org/main/SpliceSeq:Overview","http://bioinformatics.mdanderson.org/main/TANRIC:Overview","Splicing Sequence Resource","he Atlas of Noncoding RNAs in Cancer"
"AVPpred","siRNAmod","1.35","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.81","","7","http://crdd.osdd.net/servers/avppred","http://crdd.osdd.net/servers/sirnamod","Antiviral Peptide Collection",""
"PCOS","PCOSBase","1.3","MAYBE","DB_SUFFIX_DIFF, CONTAINS_0.3","","4","http://www.sicau.edu.cn/web/yms/PCOSWeb/PCOS.html","http://pcosbase.org","Poaceae COSII Database",""
"MASS","MassBase","1.3","MAYBE","DB_SUFFIX_DIFF, CONTAINS_0.3","","4","http://www.ceams-carsm.ca/en/MASS","http://webs2.kazusa.or.jp/massbase/, http://webs2.kazusa.or.jp/km2","Montreal Archive of Sleep Studies",""
"MINTbase","MINT","1.3","MAYBE","DB_SUFFIX_DIFF, CONTAINS_0.3","","4","http://cm.jefferson.edu/MINTbase/","http://mint.bio.uniroma2.it/mint/, http://mint.bio.uniroma2.it/mint/download.do","Mitochondrial and Nuclear tRNA fragment base","Molecular INTeraction Database"
"OMAP","OMA","1.3","MAYBE","EDIT_DIST_1, URL_SIM_0.64","","1","http://www.OMAP.org","http://omabrowser.org","Oryza Map Alignment Project","Orthologous Matrix"
"dreamBase","DREAM","1.3","MAYBE","DB_SUFFIX_DIFF, CONTAINS_0.3","","4","http://rna.sysu.edu.cn/dreamBase","http://bio-big-data.cn:8080/DREAM","DNA RNA and Epigenomics Associated Modules Base","Drug Response Gene Expression Associated Map"
"UCSC Cancer Genomics Browser","UCSC Genome Browser","1.25","MAYBE","SAME_DOMAIN_GENERIC, URL_SIM_0.81, LONG_SIM_0.77","GENERIC_DOMAIN","10","https://genome-cancer.ucsc.edu/","http://genome.ucsc.edu","UCSC Cancer Genomics Browser","UCSC Genome Browser"
"DREAMER","DREAM","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://bio-big-data.cn:8080/DREAM","Database for Emotion Recognition through EEG and ECG","Drug Response Gene Expression Associated Map"
"RNAmod","siRNAmod","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","https://bioinformatics.sc.cn/RNAmod","http://crdd.osdd.net/servers/sirnamod","RNA Modification Database",""
"HDACiDB","AciDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://hdacidb.bioinfo.au-kbc.org.in/hdacidb/website","http://AciDB.cl, http://gitlab.com/Hawkline451/acidb","HDAC Inhibitor Database",""
"mentha","MENT","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://mgrc.kribb.re.kr:8080/MENT","Protein Interaction Networks Resource","Methylation and Expression database of"
"NeeMDB","EMDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://emdb-empiar.org, http://emdb-empiar.org/emstats","Neem Metabolites Database","Electron Microscopy Data Bank"
"CoReCG","CORE","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://microbiome.osu.edu","Colon-Rectal Cancer Gene Database",""
"UniCorn","UniCarb","1.2","MAYBE","EDIT_DIST_2, URL_SIM_0.89","","2","http://www.unicarbkb.org","http://www.unicarb-db.org","theoretical N-glycan structure database",""
"RepoDB","PODB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://apps.chiragjpgroup.org/repoDB/","http://podb.nibb.ac.jp/Organellome","Drug Repositioning Database","Plant Organelles Database"
"rCAD","circad","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://clingen.igib.res.in/circad","RNA Comparative Analysis Database",""
"FADB","RTFAdb","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://tools.ibg.deu.edu.tr/rtfa","Food Additive Database",""
"miRTil","miRT","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://www.isical.ac.in","Tilapia microRNA Repository",""
"BASE","REBASE","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://rebase.neb.com","Biomes of Australian Soil Environments",""
"OCDB","HNOCDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.actrec.gov.in/OCDB/index.htm","http://gyanxet.com/hno.html","Obsessive-Compulsive Disorder Database",""
"GPCRmd","GPCRdb","1.2","MAYBE","EDIT_DIST_2, URL_SIM_0.90","","2","http://gpcrmd.org/","http://gpcrdb.org","GPCR Molecular Dynamics Database",""
"RampDB","MPDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://rampdb.biology.gatech.edu","http://www.medicinalplantbd.com","Receptor Activity Modifying Protein Database",""
"SISTEMA","SistematX","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://sistematx.ufpb.br","Stem Cell Transcriptome Collection",""
"WormQTLHD","WormQTL","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.wormqtl-hd.org","http://www.wormqtl.org, http://www.rqtl.org","Worm QTL Human Disease Database",""
"PrenDB","ENdb","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.kolblab.org/prendb.php","http://www.licpathway.net/ENdb","Prenyltransferase Substrate Database",""
"CWRPdb","RPdb","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://csbl.bmb.uga.edu/publications/materials/shanwang/CWRPdb/index.html","http://bioinformatics.ustc.edu.cn/rpdb","Cell Wall Related Protein Database","reprogramming database"
"ECOD","ECODAB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://prodata.swmed.edu/ecod","http://www.casper.organ.su.se/ECODAB","Evolutionary Classification of Domains Sequence Database","Escherichia coli O-antigen database"
"AbDb","AgAbDb","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.bioinf.org.uk/abs/abdb/","http://bioinfo.net.in/AgAbDb.htm","Antibody Structure Database","Antigen-Antibody Interaction Database"
"MoSys","KiMoSys","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.univie.ac.at/mosys/databases.html","http://kimosys.org","Molecular Systems Biology Platform",""
"ParaDB","RADB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://www.bioapp.org/RADB","Paracoccidioides Database","Database of Rheumatoid Arthritis-related Polymorphisms"
"imiRTP","miRT","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://admis.fudan.edu.cn/projects/imiRTP.htm","http://www.isical.ac.in","Arabidopsis miRNA-Target Prediction Database",""
"MLST","wgMLST","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.mlst.net","http://wgmlst.imst.nsysu.edu.tw","Multi-Locus Sequence Typing Database",""
"ChemDP","HEMD","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://www.chemdp.com","http://mdl.shsmu.edu.cn/HEMD","Chemical Database of Pakistan","human epigenetic enzyme and modulator database"
"BODB","RiboDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://ribodb.univ-lyon1.fr","Brain Operation Database",""
"HAMAP","AthaMap","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://hamap.expasy.org/","http://www.athamap.de","High-quality Automated and Manual Annotation of Proteins",""
"PaIntDB","IntDb","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","https://www.paintdb.ca","http://introndb.bicpu.edu.in","Pseudomonas aeruginosa Interaction Database",""
"Yeast","YeastIP","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://yeast.sf.net/","http://genome.jouy.inra.fr/yeastip","Consensus Yeast Metabolic Network",""
"ConnecTF","CollecTF","1.2","MAYBE","EDIT_DIST_2, URL_SIM_0.83","","2","https://ConnecTF.org","http://www.collectf.org","Connect Transcription Factors",""
"DictDb","CTDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://nipgr.res.in/ctdb.html","Termite and Cockroach Gut Microbiota Database","Chickpea Transcriptome Database"
"FeatSNP","atSNP","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://atsnp.biostat.wisc.edu","Functional and Epigenetic Annotation Tool for SNPs",""
"C²Maps","MAPS","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://www.mapsdatabase.com","Connectivity Maps","Medicinal plant Activities"
"MetIDB","TIDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","","http://www.ieom-tm.com/tidb","Flavonoid NMR Database","Trained Immunity DataBase"
"ResiDB","ESID","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","https://residb.ait.ac.at/","http://esid.org/Working-Parties/Registry-Working-Party/ESID-Registry, http://cci-esid-reg-demo-app.uniklinik-freiburg.de/EERS","Residue Database Manager",""
"3PFDB+","PFDB","1.2","MAYBE","EDIT_DIST_2, CONTAINS_0.6","","2","http://caps.ncbs.res.in/3pfdbplus/","http://lee.kias.re.kr","Protein Family Phylogeny Database Plus","protein folding kinetics database"
"PTSDgene","BDgene","1.15","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_0.89","GENERIC_DOMAIN","3","http://ptsdgene.psych.ac.cn","http://bdgene.psych.ac.cn","Post-Traumatic Stress Disorder Genetic Database",""
"GlycoFly","GlycoFish","1.15","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_0.91","GENERIC_DOMAIN","3","http://betenbaugh.jhu.edu/GlycoFly","http://betenbaugh.jhu.edu/GlycoFish","Drosophila Glycoprotein Database",""
"miRvar","tbvar","1.15","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_0.80","GENERIC_DOMAIN","3","http://genome.igib.res.in/mirlovd","http://genome.igib.res.in/tbvar","miRvar",""
"ZikaVR","NipahVR","1.15","MAYBE","SAME_DOMAIN_GENERIC, EDIT_DIST_3, URL_SIM_0.93","GENERIC_DOMAIN","3","http://bioinfo.imtech.res.in/manojk/zikavr/","http://bioinfo.imtech.res.in/manojk/nipahvr","Zika Virus Resource",""
"COMBREX-DB","COMBREX","1.1","MAYBE","EDIT_DIST_3, CONTAINS_0.8","","3","","http://www.oxfordjournals.org/nar/database/a/, http://nar.oxfordjournals.org","COMBREX Database","Acids"
"se-atlas","ATLAS","1.1","MAYBE","EDIT_DIST_3, CONTAINS_0.8","","3","http://www.se-atlas.de","http://zlab.umassmed.edu/atlas/web","health service information platform for rare diseases","Altered TCR Ligand Affinities and Structures"
"OryzaPG-DB","OryzaPG","1.1","MAYBE","EDIT_DIST_3, CONTAINS_0.8","","3","","http://oryzapg.iab.keio.ac.jp","OryzaPG-DB",""
"SE-Atlas","ATLAS","1.1","MAYBE","EDIT_DIST_3, CONTAINS_0.8","","3","http://www.se-atlas.de","http://zlab.umassmed.edu/atlas/web","Rare Diseases Medical Care Atlas","Altered TCR Ligand Affinities and Structures"
"miRBase Tracker","miRBase","1.1","MAYBE","CONTAINS_0.8, URL_SIM_0.76","","8","http://www.mirbasetracker.org","http://mirbase.org","microRNA Base Tracker",""
"TREND","TREND-DB","1.1","MAYBE","EDIT_DIST_3, CONTAINS_0.8","","3","http://trend.zhulinlab.org","http://shiny.imbei.uni-mainz.de:3838/trend-db","retinal images database",""
"TP-Atlas","ATLAS","1.1","MAYBE","EDIT_DIST_3, CONTAINS_0.8","","3","http://net.genes.nig.ac.jp/tpatlas/index_e.html","http://zlab.umassmed.edu/atlas/web","Targeted Proteins Atlas","Altered TCR Ligand Affinities and Structures"
"miRTargetLink","IMOTA","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.70","","11","https://www.ccb.uni-saarland.de/mirtargetlink2","http://ccb-web.cs.uni-saarland.de/imota","miRNA Target Gene and Pathway Network",""
"Interactome INSIDER","HINT","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.62","","17","http://interactomeinsider.yulab.org","http://hint.yulab.org","Structural Interactome Browser",""
"PFR²","MicRhoDE","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.75","","7","http://pfr2.sb-roscoff.fr","http://micrhode.sb-roscoff.fr","PFR²",""
"SiESTa","MAdb","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.69","","6","http://www.siesta.ethz.ch","http://madb.ethz.ch","Silene EST Annotation Database","Mammalian Annotation Database tool"
"MorphDB","PLAZA","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.64","","7","http://bioinformatics.psb.ugent.be/webtools/morphdb/morphDB/index/","http://bioinformatics.psb.ugent.be/plaza","Morphology Database","Comparative Genomic Database"
"LungMAP","Lung CellCards","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.67","","9","http://www.lungmap.net","http://www.lungmap.net/cell-cards","Lung Molecular Atlas Program",""
"Arena-Idb","miRandola","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.67","","8","http://arenaidb.ba.itb.cnr.it","http://mirandola.iit.cnr.it","non-coding RNA interaction networks platform","extracellular circulating microRNAs"
"PHI-DAC","ChiTaRS","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.68","","5","http://tarshish.md.biu.ac.il/∼samsona","http://chitars.md.biu.ac.il","PHI-DAC",""
"PTEE","A.P.E.S","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.63","","5","https://bioinf.eva.mpg.de/PTEE/","http://apeswiki.eva.mpg.de","Phenotype-Tissue Expression and Exploration Resource",""
"MetaPhOrs","PhylomeDB","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.72","","9","http://orthology.phylomedb.org/","http://phylomedb.org","Orthology Inference Resource",""
"TraV","SubtiWiki","1.05","MAYBE","SAME_DOMAIN_SPECIFIC, URL_SIM_0.75","","8","http://appmibio.uni-goettingen.de/index.php?sec=serv","http://subtiwiki.uni-goettingen.de","Transcriptome Browser",""
