ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags,url_validation
21652655,GUDMAP,0.99920994,gudmap,0.99920994,,0.99920994,1,http://www.gudmap.org,"HTTPConnectionPool(host='www.gudmap.org', port=80): Max retries exceeded with url: / (Caused by Name",,,http://web.archive.org/web/20240815093350/https://www.gudmap.org/,2011-07-01,"MRC Human Genetics Unit, Western General Hospital, Edinburgh EH4 2XU, UK. sharding@hgu.mrc.ac.uk","Armit C, Armstrong J, Aronow BJ, Baldock RA, Brennan J, Brunskill EW, Cheng Y, Davidson D, Davies JA, Georgas K, Gottesman B, Haggarty B, Harding SD, Houghton D, Little MH, Lloyd-MacGilp S, McMahon AP, Mendelsohn C, Pi X, Potter SS, Roochun Y, Sharghi M, Southard-Smith EM, Tindal C","DK070136, DK070181, DK070200, MC_PC_U127527203, MC_U127527203, R01 DK061459, R56 DK082963, U01 DK070136, U01 DK070181, U01 DK070200, U01 DK092983, U01 DK094530","Medical Research Council, NIDDK NIH HHS",200.0,United Kingdom,gudmap,CAPITALIZED,ok
31819989,neopeptide,0.9991679,,0.9991679,neopeptide,0.9991679,1,http://www.neopeptide.cn,"HTTPConnectionPool(host='www.neopeptide.cn', port=80): Max retries exceeded with url: / (Caused by C",,,http://web.archive.org/web/20220615165057/http://www.neopeptide.cn/,2019-01-01,"Department of Hematology, Zhujiang Hospital, Southern Medical University, 253 Industrial Avenue, Haizhu, Guangzhou 510282, China.","He YJ, Lai AL, Li YH, Liang Z, Liu J, Luo MY, Meng H, Qu Z, Song CY, Sun Y, Ying YZ, Zhou WJ","2016 T90294, 201704020216, 2017A030310301, 2017SHZDZX01, 2018YFC1603800, 2018YFC1603802, 61602130, 61872115, PY2016N009","China Postdoctoral Science Foundation, Dean Fund on Clinical Research of Zhujiang Hospital, National Key R&amp;D Program of China, National Natural Science Foundation of China, National Natural Science Foundation of Guangdong Province, Research Startup Project of Southern Medical University, Science and Technology Plan Project of Guangzhou, Shanghai Municipal Science and Technology Major Project, Southern Medical University",24.0,China,neopeptide,,ok
28386015,lncatlas,0.9991642,,0.9991642,lncatlas,0.9991642,1,lncatlas.crg.eu,Invalid URL 'lncatlas.crg.eu': No scheme supplied. Perhaps you meant https://lncatlas.crg.eu?,,,http://web.archive.org/web/20250719194632/https://lncatlas.crg.eu/,2017-04-06,"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona 08003, Spain.","Carlevaro-Fita J, Guigo R, Hermoso Pulido T, Johnson R, Mas-Ponte D, Palumbo E",,,244.0,"Andorra, Spain",lncatlas,,ok
33179738,oncovar,0.999163,,0.999163,oncovar,0.999163,1,https://oncovar.org/,200,Canada,"(43.6532,-79.3832)",,2021-01-01,"Center for Medical Genetics & Hunan Key Laboratory of Medical Genetics, School of Life Sciences, Central South University, Changsha, Hunan 410083, China.","Mao F, Ruan S, Shi X, Sun Z, Teng H, Wang T, Xia K, You M, Zhao X, Zhong J","2012AA02A210, 2016YFC0900400, 31872237, 81525007, 81730036","National High-tech Research and Development Program, National Key Research and Development Program of China, National Natural Science Foundation of China",73.0,China,oncovar,,ok
29028907,oncomir,0.9991589,,0.9991589,oncomir,0.9991589,1,http://www.oncomir.org,200,United States,"(41.946,-87.7033)",,2018-02-01,"Department of Biomedical Engineering, Washington University in St. Louis, St. Louis, MO 63130, USA.","Chen S, Chen Y, Wang X, Wong NW","R01 DE026471, R01 GM089784, R01DE026471, R01GM089784","NIDCR NIH HHS, NIGMS NIH HHS, National Institutes of Health",134.0,United States,oncomir,,ok
34887386,DBTMM,0.9991565,dbtmm,0.9991565,,0.9991565,1,http://www.megabank.tohoku.ac.jp/english/a201201/,200,Japan,"(38.2676,140.87)",,2021-12-10,"Tohoku Medical Megabank Organization, Tohoku University, Sendai, Japan. ogishima@megabank.tohoku.ac.jp.","Aoki Y, Asahi K, Danjoh I, Fuse N, Hozawa A, Iida K, Ishikuro M, Ishiwata R, Katsuoka F, Kinoshita K, Kobayashi T, Koshiba S, Kumada K, Kure S, Kuriyama S, Makino S, Minegishi N, Mizuno S, Motoike IN, Mugikura S, Murakami K, Nagaie S, Nagami F, Nagase S, Nakamura N, Nakamura T, Nakaya N, Narita A, Nobukuni T, Obara T, Ogishima S, Ohmomo H, Onuma T, Sakurai M, Sasaki M, Shimizu A, Shimizu R, Shimokawa K, Suzuki K, Tadaka S, Takai-Igarashi T, Tamiya G, Tanaka H, Tanno K, Tominaga T, Tomita H, Tsuboi A, Tsuchiya N, Ueno F, Uruno A, Yaegashi N, Yamamoto M","JP20km0105001,JP20km0105002,JP20km0405001","Japan Agency for Medical Research and Development, Japan Agency for Medical Research and Development (AMED)",13.0,Japan,dbtmm,CAPITALIZED,ok
29237557,erepo-orp,0.99914247,,0.99914247,erepo-orp,0.99914247,1,https://osf.io/qdjup/,200,United States,"(39.0997,-94.5785)",,2017-12-10,"Department of Biological Sciences, Louisiana State University, Baton Rouge, LA 70803, USA; Center for Computation & Technology, Louisiana State University, Baton Rouge, LA 70803, USA. Electronic address: michal@brylinski.org.","Brylinski M, Govindaraj RG, Lemoine J, Naderi M","R35 GM119524, R35GM119524","NIGMS NIH HHS, National Institute of General Medical Sciences, National Institutes of Health",8.0,United States,erepo-orp,,ok
30053268,adrecs-target,0.9991417,,0.9991417,adrecs-target,0.9991417,1,http://bioinf.xmu.edu.cn/ADReCS-Target,200,China,"(31.2304,121.474)",,2018-01-01,"State Key Laboratory of Stress Cell Biology, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, PR China.","Chen LS, Cheng J, He QS, Huang LH, Ji ZL, Liu K, Yao LX, Zhong MD",,,27.0,China,adrecs-target,,ok
34254996,ADEIP,0.99912715,adeip,0.99912715,,0.99912715,1,http://geneyun.net/ADEIP,200,China,"(31.2222,121.4581)",,2021-11-01,"College of Biomedicine and Health, Huazhong Agricultural University, Wuhan 430070, China.","Chang L, Chen W, Chen X, Dong Z, Fang Y, Han L, He C, Liu X, Tang X, Yang S, Ye H, Zhang W, Zhong S","2018ZX10733403, 81870129","China National Grand S&amp;T Special Project, National Natural Foundation of China",16.0,"Andorra, China",adeip,CAPITALIZED,ok
31820805,upobase,0.9991211,,0.9991211,upobase,0.9991211,1,upobase.bioinformaticsreview.com,Invalid URL 'upobase.bioinformaticsreview.com': No scheme supplied. Perhaps you meant https://upobas,,,http://web.archive.org/web/20250408104924/https://upobase.bioinformaticsreview.com/,2019-01-01,"School of Food Science and Engineering, South China University of Technology, Wushan road, Tianhe district, Guangzhou 510640, Guangdong province, China.","Faiza M, Huang S, Lan D, Wang Y","2015TX01N207, 2017A050503001, 2018SDKJ0302-2, 2018YFD0900503, 31725022, 31930084","Key Program of Natural Science Foundation of China, Marine S&amp;T Fund of Shandong Province, Molecular Enzyme and Engineering International Cooperation Base of South China University of Technology, National Key R&amp;D Program of China, National Outstanding Youth Science Foundation of China, Special Program of Guangdong Province for Leader Project in Science and Technology Innovation: Development of New Partial Glycerin Lipase",4.0,"Andorra, China",upobase,,ok
27562499,biocatnet,0.9991165,,0.9991165,biocatnet,0.9991165,1,https://biocatnet.de,"HTTPSConnectionPool(host='biocatnet.de', port=443): Max retries exceeded with url: / (Caused by SSLE",,,http://web.archive.org/web/20250811170213/https://biocatnet.de/,2016-09-22,"Institute of Technical Biochemistry, University of Stuttgart, Allmandring 31, 70569, Stuttgart, Germany.","Buchholz PC, Pleiss J, Pohl M, Reusch W, Rother D, Spieß AC, Vogel C",,,22.0,Germany,biocatnet,,ok
30565464,PPIEXP,0.99910825,ppiexp,0.99910825,,0.99910825,1,http://www.fgvis.com/expressvis/PPIExp,"HTTPSConnectionPool(host='omicsmining.ncpsb.org.cn', port=443): Max retries exceeded with url: /expr",,,http://web.archive.org/web/20210730220625/http://www.fgvis.com/expressvis/PPIExp,2018-12-26,"State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences (Beijing) , Beijing Institute of Life Omics , Beijing 102206 , P. R. China.","Chang C, Ge C, Han M, Li C, Liu X, Yang X, Yin R, Yu M, Zhan Y","2013CB910801, 21475150, 21605159, SKLP-K201404","Beijing Institute of Life Omics, Ministry of Science and Technology of the People&apos;s Republic of China, National Natural Science Foundation of China, State Key Laboratory of Proteomics",6.0,China,ppiexp,CAPITALIZED,ok
32977531,funcpep,0.9991068,,0.9991068,funcpep,0.9991068,1,https://bioinformatics.mdanderson.org/Supplements/FuncPEP/,200,United States,"(29.7046,-95.4007)",,2020-09-23,"Department of Translational Molecular Pathology, The University of Texas MD Anderson Cancer Center, Houston, TX 77030, USA.","Berland L, Broom BM, Calin GA, Dragomir MP, Ivan C, Knutsen E, Lipovich L, Manyam GC, Ott LF","#CA096297/CA096300, 1R01 CA182905-01, 1R01CA222007-01A1, 1R01GM122775-01, CA160445P1, UH3TR00943-01","NCI NIH HHS, NIGMS NIH HHS, NIH HHS, National Cancer Institute, National Institute of General Medical Sciences, National Institutes of Health, U.S. Department of Defense, UPR/MDACC",48.0,United States,funcpep,,ok
26947550,plantpres,0.99908185,,0.99908185,plantpres,0.99908185,1,http://www.proteome.ir,200,,,,2016-03-03,"Agricultural Biotechnology Research Institute of Iran, Karaj, Tehran, Iran; Department of Molecular Systems Biology, Cell Science Research Center, Royan Institute for Stem Cell Biology and Technology, ACECR, Tehran, Iran.","Alikhani M, Ghaffari A, Ghaffari MR, Ghareyazie M, Haynes PA, Komatsu S, Mirzaei M, Mousavi SA, Pouya FM, Salekdeh GH",,"Agricultural Biotechnology Research Institute of Iran, Iran National Science Foundation",26.0,Andorra,plantpres,,ok
28914198,PEMTB,0.9990796,pemtb,0.9990796,,0.9990796,1,http://www.pemtb-amu.org,"HTTPConnectionPool(host='www.pemtb-amu.org', port=80): Max retries exceeded with url: / (Caused by N",,,http://web.archive.org/web/20181113212504/http://pemtb-amu.org/,2017-11-01,"Department of Biotechnology, Gagan College of Management and Technology, Aligarh, India.","Afsar M, Ahmad S, Akbar S, Alam M, Aliev G, Ashraf GM, Azhar A, Ganash M, Hasan Z, Owais M, Zia Q, Zubair S",,,3.0,"Andorra, India",pemtb,CAPITALIZED,ok
33151297,pk-db,0.9990788,pk-db,0.9990788,,0.9990788,1,https://pk-db.com,200,Germany,"(50.5692,8.6489)",,2021-01-01,"Institute for Theoretical Biology, Humboldt-University Berlin, Invalidenstraße 110, Berlin 10115, Germany.","Barthorscht F, Brandhorst J, De Angelis S, Duport Y, Eleftheriadou D, Green K, Grzegorzewski J, Ke DYJ, Köller A, König M","031A532B, 031A533A, 031A533B, 031A534A, 031A535A, 031A537B, 031A537C, 031A538A, 031L0054",Federal Ministry of Education and Research,33.0,Germany,pk-db,,ok
29746660,interspia,0.99907684,interspia,0.99907684,,0.99907684,1,http://bioinfo.konkuk.ac.kr/INTERSPIA/,200,,,,2018-07-01,"Department of Biomedical Science and Engineering, Konkuk University, Seoul 05029, Korea.","Kim J, Kwon D, Lee D, Lee J, Sim M","2014M3C9A3063544, 2016R1D1A1B03930209, PJ01040605","Ministry of Education of Korea, Ministry of Science and ICT of Korea, Rural Development Administration",6.0,Andorra,interspia,,ok
27226167,flydivas,0.99907255,,0.99907255,flydivas,0.99907255,1,http://www.flydivas.info,405,,,http://web.archive.org/web/20250813163511/http://flydivas.info/,2016-08-09,"Department of Biology, Temple University, Philadelphia, Pennsylvania 19122.","Kulathinal RJ, Stanley CE Jr",R01 HG002516,NHGRI NIH HHS,28.0,,flydivas,,ok
23118487,celllinenavigator,0.9990692,,0.9990692,celllinenavigator,0.9990692,1,http://www.medicalgenomics.org/celllinenavigator,"HTTPSConnectionPool(host='www.medicalgenomics.org', port=443): Max retries exceeded with url: /celll",,,http://web.archive.org/web/20250519235353/https://medicalgenomics.org/celllinenavigator,2012-10-31,"Department of Medicine I of the Johannes Gutenberg University Mainz, Langenbeck Strasse 1, 55131 Mainz, Germany.","Galle PR, Hildebrandt A, Itzel T, Krupp M, Maass T, Teufel A",,,11.0,Germany,celllinenavigator,,ok
31032841,yeastss,0.9990468,,0.9990468,yeastss,0.9990468,1,http://www.yeastss.org,200,United States,"(40.0992,-83.1141)",,2019-01-01,"Department of Biology, Saint Louis University, St. Louis, MO, USA.","Ahn TH, Lin Z, Lu Z, McMillan J, Rodriguez JS","CRII-156629, NSF-1564894","National Science Foundation, Saint Louis University",32.0,United States,yeastss,,ok
27631363,EPGA,0.99904567,epga,0.99904567,,0.99904567,1,http://www.epga.gr/,"HTTPConnectionPool(host='www.epga.gr', port=80): Max retries exceeded with url: / (Caused by NameRes",,,http://web.archive.org/web/20240314231931/http://epga.gr/,2016-09-15,"Institute of Computer Science, Foundation for Research and Technology, Heraklion, Crete, Greece.","Kanterakis A, Kartsaki E, Katsila T, Lakiotaki K, Patrinos GP, Potamias G","11_046, FP7-305444","Directorate-General for Research and Innovation, General Secretariat of Research and Technology",10.0,"Andorra, Greece",epga,CAPITALIZED,ok
26424084,mirsponge,0.99904394,,0.99904394,mirsponge,0.99904394,1,http://www.bio-bigdata.net/miRSponge,502,,,http://web.archive.org/web/20241113105232/http://www.bio-bigdata.net/miRSponge/,2015-09-30,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin 150081, China.","Gao Y, Guo M, Li X, Liu Y, Ning S, Wang P, Zhang J, Zhang Y, Zhi H",,,83.0,"Andorra, China",mirsponge,,ok
30144540,idgenetics,0.99904245,,0.99904245,idgenetics,0.99904245,1,http://www.ccgenomics.cn/IDGenetics/,404,,,http://web.archive.org/web/20250320073910/http://www.ccgenomics.cn/IDGenetics/,2018-08-23,"Key Laboratory of Birth Defects, Department of Genetics, Wenzhou Central Hospital, Wenzhou, 325000, China.","Chen C, Chen D, Li W, Liu X, Tang S, Xu X, Xue H, Zhang T","2015RCB027, 2017RC013, ZS2017004","Major Program of Science and Technology of Wenzhou, Medicine and Health of Science and Technology Program of Zhejiang",10.0,China,idgenetics,,ok
27081157,pmirexat,0.99903697,,0.99903697,pmirexat,0.99903697,1,http://pmirexat.nabi.res.in,"HTTPConnectionPool(host='pmirexat.nabi.res.in', port=80): Max retries exceeded with url: / (Caused b",,,http://web.archive.org/web/20180207192313/http://pmirexat.nabi.res.in:80/,2016-04-13,"Computational Biology Laboratory, National Agri Food Biotechnology Institute (NABI), Mohali, Punjab, India.","Gupta R, Gurjar AK, Mantri SS, Panwar AS",,,25.0,India,pmirexat,,ok
33540828,t1k,0.99902105,t1k,0.99902105,,0.99902105,1,http://www.ivl.disco.unimib.it/activities/t1k/,200,,,,2021-02-02,"Department of Electrical, Computer and Biomedical Engineering, University of Pavia, Via Ferrata 1, 27100 Pavia, Italy.","Cusano C, Napoletano P, Schettini R",,,3.0,"Andorra, Italy",t1k,,ok
30305799,opennahele,0.99901175,,0.99901175,opennahele,0.99901175,1,http://botany.si.edu/pacificislandbiodiversity/hawaiianflora,200,United States,"(39.0851,-77.059)",,2018-09-27,"Department of Community Ecology, Helmholtz Centre for Environmental Research - UFZ, Halle (Saale), Germany Department of Community Ecology, Helmholtz Centre for Environmental Research - UFZ Halle (Saale) Germany.","Barton KE, Bialic-Murphy L, Chase JM, Cordell S, Craven D, Giardina CP, Gillespie TW, Knight TM, Ostertag R, Sack L",,"Deutsche Forschungsgemeinschaft, National Geographic Society",5.0,Germany,opennahele,,ok
30862334,HEVNET,0.9990112,hevnet,0.9990112,,0.9990112,1,http://www.hevnet.nl,200,Netherlands,"(51.5679,5.462)",,2019-03-01,"Centre for Infectious Disease Control, National Institute for Public Health and the Environment (RIVM), Bilthoven, the Netherlands.","Adlhoch C, Franz E, Hofhuis A, Kroneman A, Mulder AC, Takkinen J, Tulen AD, Vennema H",,,56.0,"Andorra, Netherlands",hevnet,CAPITALIZED,ok
32212654,cirfess,0.9989996,cirfess,0.9989996,,0.9989996,1,http://www.cellsurfer.net/cirfess,200,United States,"(40.7209,-74.001)",,2020-04-02,"CardiOmics Program, Center for Heart and Vascular Research, Division of Cardiovascular Medicine, and Department of Cellular and Integrative Physiology, University of Nebraska Medical Center, Omaha, Nebraska 68198, United States.","Gundry RL, Littrell J, Waas M","2-SRA-2019-829-S-B, F31 HL140914, F31-HL140914, P20 GM104320, P20GM104320, R01 HL126785, R01 HL134010, R01-HL126785, R01-HL134010","Juvenile Diabetes Research Foundation, Lung, NHLBI NIH HHS, NIGMS NIH HHS, National Heart, National Institute of General Medical Sciences, and Blood Institute",16.0,"Andorra, United States",cirfess,,ok
26704706,mycobase,0.9989955,,0.9989955,mycobase,0.9989955,1,strong.ucdenver.edu/mycobase,Invalid URL 'strong.ucdenver.edu/mycobase': No scheme supplied. Perhaps you meant https://strong.ucd,,,http://web.archive.org/web/20181008111641/http://strong.ucdenver.edu:80/mycobase,2015-12-24,"Computational Bioscience Program, University of Colorado Denver, Anschutz Medical Campus, Aurora, CO, USA. benjamin.garcia@ucdenver.edu.","Datta G, Davidson RM, Garcia BJ, Strong M","2T15LM009451-06, T15 LM009451","NLM NIH HHS, National Institutes of Health",8.0,United States,mycobase,,ok
29136213,knottin,0.9989933,knottin,0.9989933,,0.9989933,1,http://www.dsimb.inserm.fr/KNOTTIN/,200,France,"(48.8558,2.3494)",,2018-01-01,"INSERM, U 1134, DSIMB, 6, rue Alexandre Cabanel, 75739, Paris Cedex 15, France.","Chiche L, Gelly JC, Gracy J, Postic G, Périn C",,,68.0,France,knottin,,ok
30413482,chip-atlas,0.9989666,,0.9989666,chip-atlas,0.9989666,1,http://chip-atlas.org,200,Japan,"(35.6895,139.692)",,2018-11-09,"Department of Developmental Biology, Graduate School of Medical Sciences, Kyushu University, Fukuoka, Japan soki@dev.med.kyushu-u.ac.jp meno@dev.med.kyushu-u.ac.jp.","Hatanaka H, Kawaji H, Meno C, Nakaki R, Ogasawara O, Ohta T, Oki S, Okuda Y, Sese J, Shioi G","15K14529, 16H06530, 17H01571, 18KT0024, 25840087, 26291051, JP17gm5010003","Japan Agency for Medical Research and Development, Japan Society for the Promotion of Science, National Bioscience Database Center",556.0,Japan,chip-atlas,,ok
28616227,foresee,0.99895483,foresee,0.99895483,,0.99895483,1,http://nimbus.elte.hu/FORESEE,200,Hungary,"(47.5,19.0412)",,2015-02-05,Department of Meteorology Eötvös Loránd University Budapest Hungary.,"Barcza Z, Bartholy J, Dobor L, Havasi Á, Hlásny T, Horváth F, Ittzés P","283359, OTKA K104816","European Union&apos;s Seventh Framework Programme, Országos Tudományos Kutatási Alapprogramok",6.0,Hungary,foresee,,ok
31688938,rarelsd,0.99893045,,0.99893045,rarelsd,0.99893045,1,https://webs.iiitd.edu.in/raghava/rarelsd/,200,India,"(28.6327,77.2198)",,2019-01-01,"Department of Computational Biology, Indraprastha Institute of Information Technology, New Delhi 110020, India.","Agrawal P, Akhter S, Kaur H, Raghava GPS",,"Bose National Fellowship, Council of Scientific &amp; Industrial Research, Department of Biotechnology, Department of Science &amp; Technology",4.0,India,rarelsd,,ok
31650170,protmiscuity,0.99891853,,0.99891853,protmiscuity,0.99891853,1,http://ufq.unq.edu.ar/protmiscuity,"HTTPConnectionPool(host='ufq.unq.edu.ar', port=80): Max retries exceeded with url: /protmiscuity (Ca",,,http://web.archive.org/web/20231119195628/http://ufq.unq.edu.ar/protmiscuity/,2019-01-01,"Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes - CONICET, Roque Sáenz Peña 352, Bernal B1876BXD Buenos Aires, Argentina.","Palopoli N, Parisi G, Sommese LM, Velez Rueda AJ, Zacarías M","PICT-2014 3430, PUNQ 1402/15","Agencia Nacional de Promociientca y Tecnola, Universidad Nacional de Quilmes",6.0,Argentina,protmiscuity,,ok
30030469,circ2disease,0.9988983,,0.9988983,circ2disease,0.9988983,1,http://bioinformatics.zju.edu.cn/Circ2Disease/circRNAgroup.html,404,,,http://web.archive.org/web/20250428115852/http://bioinformatics.zju.edu.cn/Circ2Disease/circRNAgroup.html,2018-07-20,"Sir Run Run Shaw Hospital and Institute of Translational Medicine, Zhejiang University School of Medicine, Hangzhou, Zhejiang, 310016, China.","Liu P, Lu Y, Sun X, Yao D, Zhang L, Zheng M",81772766,"National Natural Science Foundation of China, National Natural Science Foundation of China (National Science Foundation of China)",107.0,"Andorra, China",circ2disease,,ok
24065691,sus-bar,0.99888194,sus-bar,0.99888194,,0.99888194,1,http://bar.biocomp.unibo.it/bar2.0,200,Italy,"(44.4847,11.328)",,2013-09-23,"Bologna Biocomputing Group, University of Bologna, via S. Giacomo 9/2, I-40126, Bologna, Italy, Department of Biological, Geological and Environmental Sciences (BIGEA), University of Bologna, via Selmi 3, I-40126, Bologna, Italy, Department of Computer Science and Engineering, University of Bologna, Mura A. Zamboni 7, I-40126, Bologna, Italy, Health Science and Technologies-ICIR, University of Bologna, Via Tolara di Sopra 41/E, I-40064, Ozzano dell'Emilia, Italy and Department of Agro-Food Science and Technology (DISTAL), University of Bologna, Viale Fanin 46, I-40127, Bologna, Italy.","Casadio R, Fariselli P, Fontanesi L, Martelli PL, Piovesan D, Profiti G",,,4.0,"Andorra, Italy",sus-bar,,ok
22348130,HIPPIE,0.99887717,hippie,0.99887717,,0.99887717,1,http://cbdm.mdc-berlin.de/tools/hippie,"HTTPConnectionPool(host='cbdm.mdc-berlin.de', port=80): Max retries exceeded with url: /tools/hippie",,,http://web.archive.org/web/20230203165534/https://cbdm.mdc-berlin.de/tools/hippie/,2012-02-14,"Max Delbrück Center for Molecular Medicine, Berlin, Germany.","Andrade-Navarro MA, Fontaine JF, Porras P, Schaefer MH, Vinayagam A, Wanker EE",,,220.0,Germany,hippie,CAPITALIZED,ok
32821938,m6a-atlas,0.9988661,,0.9988661,m6a-atlas,0.9988661,1,http://www.xjtlu.edu.cn/biologicalsciences/atlas,200,United Kingdom,"(51.5081,-0.1278)",,2021-01-01,"Department of Biological Sciences, Xi'an Jiaotong-Liverpool University, Suzhou, Jiangsu 215123, China.","Chen K, Liu G, Lu Z, Ma J, Meng J, Rigden DJ, Rong R, Song B, Su J, Tang Y, Wei Z, Wu X, Xu Q, de Magalhães JP","31671373, KSF-E-51, KSF-P-02, KSF-T-01","National Natural Science Foundation of China, XJTLU Key Program Special Fund",237.0,China,m6a-atlas,,ok
25380781,chlorossrdb,0.9988567,,0.9988567,chlorossrdb,0.9988567,1,http://www.compubio.in/chlorossrdb/,"HTTPConnectionPool(host='www.compubio.in', port=80): Max retries exceeded with url: /chlorossrdb/ (C",,,http://web.archive.org/web/20160617221254/http://www.compubio.in:80/chlorossrdb/,2014-11-07,"Department of Bioinformatics, Banasthali University, Banasthali, Rajasthan 304022, India and Department of Mathematics and Statistics, Banasthali University, Banasthali, Rajasthan 304022, India.","Kapil A, Rai PK, Shanker A",,,9.0,"Andorra, India",chlorossrdb,,ok
29423963,OTAED,0.9988553,otaed,0.9988553,,0.9988553,1,https://biocatnet.de,"HTTPSConnectionPool(host='biocatnet.de', port=443): Max retries exceeded with url: / (Caused by SSLE",,,http://web.archive.org/web/20250811170213/https://biocatnet.de/,2018-03-05,"Institute of Process Engineering in Life Sciences, Karlsruhe Institute of Technology, Engler-Bunte-Ring 3, Karlsruhe, 76131, Germany.","Buchholz PCF, Buß O, Gräff M, Klausmann P, Pleiss J, Rudat J","031A095B, FOR1296","Deutsche Forschungsgemeinschaft, Federal Ministry of Education and Research",16.0,Germany,otaed,CAPITALIZED,ok
31250014,PRRDB,0.9988481,prrdb,0.9988481,,0.9988481,1,https://webs.iiitd.edu.in/raghava/prrdb2/,200,,,,2019-01-01,"Department of Computational Biology, Indraprastha Institute of Information Technology, Delhi, New Delhi 110020, India.","Kaur D, Patiyal S, Raghava GPS, Sharma N, Usmani SS",,"Department of Biotechnology, Department of Science and Technology, Government of India and Indraprastha Institute of Information Technology",24.0,India,prrdb,CAPITALIZED,ok
25819073,bioxpress,0.99883735,,0.99883735,bioxpress,0.99883735,1,http://hive.biochemistry.gwu.edu/tools/bioxpress,"HTTPSConnectionPool(host='hive.biochemistry.gwu.edu', port=443): Max retries exceeded with url: /too",,,http://web.archive.org/web/20221020180626/https://hive.biochemistry.gwu.edu/tools/bioxpress/,2015-03-28,"Department of Biochemistry and Molecular Medicine and McCormick Genomic and Proteomic Center, The George Washington University, Washington, DC 20037, USA.","Dingerdissen H, Fan Y, Gulzar N, Mazumder R, Pan Y, Wan Q, Wu TJ, Yan C, Zhang H",,,61.0,"Andorra, United States",bioxpress,,ok
28542505,alzhcpi,0.9988187,,0.9988187,alzhcpi,0.9988187,1,http://rcidm.org/AlzhCPI/index.html,"HTTPConnectionPool(host='rcidm.org', port=80): Max retries exceeded with url: /AlzhCPI/index.html (C",,,http://web.archive.org/web/20170808095551/http://rcidm.org:80/AlzhCPI/index.html,2017-05-25,"Institute of Clinical Pharmacology, Guangzhou University of Chinese Medicine, Guangzhou, China.","Du GH, Fang J, Li Y, Lian W, Liu AL, Pang X, Wang H, Wang L, Wang Q, Yuan D",,,12.0,China,alzhcpi,,ok
25707511,lncrna2function,0.9988038,,0.9988038,lncrna2function,0.9988038,1,http://mlg.hit.edu.cn/lncrna2function,"HTTPConnectionPool(host='mlg.hit.edu.cn', port=80): Max retries exceeded with url: /lncrna2function ",,,http://web.archive.org/web/20160809220811/http://mlg.hit.edu.cn:80/lncrna2function/,2015-01-29,,"Jiang Q, Jin S, Li Y, Ma R, Peng J, Tan R, Wang J, Wang Y, Wu X, Zhang T",,,85.0,,lncrna2function,,ok
34572428,dnarepairk,0.9988,,0.9988,dnarepairk,0.9988,1,http://dnarepair.bas.bg/index.php/dnarepairk/,200,,,,2021-09-16,"Faculty of Mathematics and Informatics, Sofia University, St. Kliment Ohridski, 5 James Bourchier Blvd., 1164 Sofia, Bulgaria.","Aleksandrov R, Atemin A, Babukov Y, Ivanova A, Stoynov S",KP06-N21-9,Bulgarian National Science Fund,9.0,"Andorra, Bulgaria",dnarepairk,,ok
28711281,cancergd,0.99879575,,0.99879575,cancergd,0.99879575,1,http://www.cancerrxgene.org/gdsc1000/GDSC1000_WebResources//Data/suppData/TableS2C.xlsx,200,United Kingdom,"(52.1932,0.1426)",,2017-07-12,"Systems Biology Ireland, University College Dublin, Belfield, Dublin, Ireland.","Bridgett S, Campbell J, Lord CJ, Ryan CJ","103049/Z/13/Z, 14276, 24439, 25237, C347/A8363, KEDS-2015-1636","Cancer Research UK, Health Research Board, Irish Health Research Board, NHS, Science Foundation Ireland, Wellcome Trust",7.0,Ireland,cancergd,,ok
23129204,iroothair,0.9987956,,0.9987956,iroothair,0.9987956,1,http://www.iroothair.org,"HTTPConnectionPool(host='www.iroothair.org', port=80): Max retries exceeded with url: / (Caused by N",,,http://web.archive.org/web/20230923075640/http://www.iroothair.org/,2012-11-05,"Department of Genetics, University of Silesia, 40-032 Katowice, Poland. kwasniew@us.edu.pl","Chwialkowska K, Kwasniewski M, Nowakowska U, Szarejko I, Szumera J",,,25.0,Poland,iroothair,,ok
22715305,MEIMAN,0.998758,meiman,0.998758,,0.998758,1,http://www.ibsd.gov.in/meiman,404,,,http://web.archive.org/web/20200128135109/http://ibsd.gov.in:80/meiman/,2012-05-31,,"Lokeshwari R, Shantibala T, Somkuwar BG, Thingnam G",,,,,meiman,CAPITALIZED,ok
32147717,cancerliver,0.998752,,0.998752,cancerliver,0.998752,1,https://webs.iiitd.edu.in/raghava/cancerliver,200,India,"(28.6327,77.2198)",,2020-01-01,"Bioinformatics Centre, CSIR-Institute of Microbial Technology, Sector -39A, Chandigarh-160036, India.","Bhalla S, Kaur D, Kaur H, Raghava GP",,,19.0,India,cancerliver,,ok
