ID,best_name,best_name_original,name_modification_flags,extracted_url
36243984,chromatin (3dgenomics),chromatin,DISAMBIGUATED,https://3dgenomics.hzau.edu.cn/chromloops
40677986,CA,ca,"SHORT_NAME_FLAGGED,CAPITALIZED",http://www.cirrhosiscare.ca
38271343,NCATS,ncats,CAPITALIZED,
40447627,MICS,mics,CAPITALIZED,
36535208,LESION,lesion,CAPITALIZED,
37553584,IXUL,ixul,CAPITALIZED,
34986603,TLAS,tlas,CAPITALIZED,https://www.xjtlu.edu.cn/biologicalsciences/m5c-atlas
38711584,privateer,privateer</i,HTML_REMOVED,
36806329,2,2,SHORT_NAME_NO_URL,
39013972,OF,of,"SHORT_NAME_FLAGGED,CAPITALIZED",
35445695,3d (biocomp),3d,"SHORT_NAME_FLAGGED,DISAMBIGUATED",http://biocomp.chem.uw.edu.pl/A3D2/hproteome
37715446,SINGLE (biobigdata),single,"CAPITALIZED,DISAMBIGUATED",https://biobigdata.nju.edu.cn/scPLAD/
37645315,OOLBOX,oolbox,CAPITALIZED,
37130913,kuanrongchan-stages-stages-vpgh46,s,SHORT_NAME_REPLACED,https://kuanrongchan-stages-stages-vpgh46.streamlitapp.com/
37488166,BASE,base,CAPITALIZED,
39095383,SOUL,soul,CAPITALIZED,
40351053,DICED,d,"SHORT_NAME_REPLACED,CAPITALIZED",https://diced.lerner.ccf.org/
37203586,RCX,rcx,CAPITALIZED,
36479579,GENOME (banana-genome-hub),genome,"CAPITALIZED,DISAMBIGUATED",https://banana-genome-hub.southgreen.fr
34850820,SIB,sib,CAPITALIZED,
35390717,DNA,dna,CAPITALIZED,
36755109,MAIZE,maize,CAPITALIZED,
40193392,PRE,pre,CAPITALIZED,
38842342,ON,on,"SHORT_NAME_FLAGGED,CAPITALIZED",
39412436,LASSO,lasso,CAPITALIZED,
38285683,histify,y,SHORT_NAME_REPLACED,https://histify.streamlit.app/&
37356905,PI,pi,"SHORT_NAME_FLAGGED,CAPITALIZED",http://missense3d.bc.ic.ac.uk
38763400,C,c,"SHORT_NAME_NO_URL,CAPITALIZED",
39758944,IMBE,imbe,CAPITALIZED,
39946426,ESPCA,espca,CAPITALIZED,
40545606,TDK,tdk,CAPITALIZED,
38083163,AWAKE,awake,CAPITALIZED,
40146303,MICE,mice,CAPITALIZED,
40514586,OURCE,ource,CAPITALIZED,
40382353,SNE,sne,CAPITALIZED,
36896476,GENOME,genome,CAPITALIZED,http://yeyn.group:96/
38819572,AND,and,CAPITALIZED,
39443154,TISSUE,tissue,CAPITALIZED,
39319243,WASPS,wasps,CAPITALIZED,
37995293,OMMO,ommo,CAPITALIZED,https://commo.ncpsb.org.cn/
38580907,YAK,yak,CAPITALIZED,http://yakgenomics.com/
38926852,CACAO,cacao,CAPITALIZED,
39497074,GPCR,gpcr,CAPITALIZED,https://gpcrbs.bigdata.jcmsc.cn
40563233,MUMAP,μmap,"CHARS_SANITIZED,CAPITALIZED",
39237105,KOMET,komet,CAPITALIZED,https://komet.readthedocs.io
40687679,fred_explorer,i,SHORT_NAME_REPLACED,https://forrt-replications.shinyapps.io/fred_explorer
37019916,L,l,"SHORT_NAME_NO_URL,CAPITALIZED",
39421415,WORLD,world,CAPITALIZED,
40516374,PEN,pen,CAPITALIZED,
38152493,DATA,data,CAPITALIZED,
36635305,PLCO,plco,CAPITALIZED,
39159043,BINARY,binary,CAPITALIZED,
36365786,REAL,real,CAPITALIZED,
39250076,OF (venomzone),of,"SHORT_NAME_FLAGGED,CAPITALIZED,DISAMBIGUATED",https://venomzone.expasy.org/10897
39686909,expression atlas (cannatlas),expression atlas,DISAMBIGUATED,https://cannatlas.venanciogroup.uenf.br/
38310806,CSSL,c,SHORT_NAME_REPLACED,http://www.tmliang.cn/CSSL/
36483087,HE,he,"SHORT_NAME_FLAGGED,CAPITALIZED",http://tvir.bio2db.com
38062064,UCLA,ucla,CAPITALIZED,
"35380657, 36930729, 37347557",MOET,moet,CAPITALIZED,https://rgd.mcw.edu/rgdweb/enrichment/start.html
"35609987, 38842945",alphaknot,alphaknot | alphafold,PIPE_CLEANED,https://alphaknot.cent.uw.edu.pl/
"34850155, 39540425",DBAMP,dbamp,CAPITALIZED,http://awi.cuhk.edu.cn/dbAMP
"36395823, 39558158",GPCRDB,gpcrdb,CAPITALIZED,https://gpcrdb.org
"34893873, 38015436",modomics (iimcb),modomics,DISAMBIGUATED,https://iimcb.genesilico.pl/modomics/
"36287286, 39085735",CMIRC,cmirc,CAPITALIZED,http://slsdb.manipal.edu/cmirclust
37666818,CRUSTY,crusty,CAPITALIZED,https://crusty.humanitas.it/
35242021,BOSSDB,bossdb,CAPITALIZED,
35881019,BHLHDB,bhlhdb,CAPITALIZED,http://www.bhlhdb.org
40108108,TOPEC,topec,CAPITALIZED,
36028515,RSDB,rsdb,CAPITALIZED,https://rsdb.cmdm.tw
38781078,MIMIC,mimic,CAPITALIZED,
37994699,atlas of biosynthetic gene clusters,atlas of biosynthetic gene clusters | abc-humi,PIPE_CLEANED,https://www.ccb.uni-saarland.de/abc_humi/
37650649,HMDD,hmdd,CAPITALIZED,http://www.cuilab.cn/hmdd
35504357,ODISEA,odisea,CAPITALIZED,https://netbio.bgu.ac.il/odisea
37142846,MSP,msp,CAPITALIZED,https://classic.wikipathways.org/index.php/Pathway:WP5353
37159240,TRSRD,trsrd,CAPITALIZED,http://trsrd.wpengxs.cn
34554255,covid19db (hpcc),covid19db,DISAMBIGUATED,http://hpcc.siat.ac.cn/covid19db
37208471,IOBPDB,iobpdb,CAPITALIZED,
37831073,RAVAR,ravar,CAPITALIZED,http://www.ravar.bio
37831097,PRMD,prmd,CAPITALIZED,http://bioinformatics.sc.cn/PRMD
37831118,ADCDB,adcdb,CAPITALIZED,https://idrblab.org/adcdb/
38748636,PMBC,pmbc,CAPITALIZED,http://www.pmbreastcancer.com/
37863915,NCEI,ncei,CAPITALIZED,https://www.ncei.noaa.gov/products/microplastics
39043627,PANGEN,pangen,CAPITALIZED,https://c-gc.shinyapps.io/PANGEN/
37962376,JASPAR,jaspar,CAPITALIZED,https://jaspar.elixir.no/
35193506,SEASEQ,seaseq,CAPITALIZED,https://platform.stjude.cloud/workflows/seaseq
35701419,chip-hub (biobigdata),chip-hub,DISAMBIGUATED,https://biobigdata.nju.edu.cn/ChIPHub/
35701420,PRIDE,pride,CAPITALIZED,
37520074,pkad-2,pkad-2 | pkad,PIPE_CLEANED,
40190740,FACDB,facdb,CAPITALIZED,
35849014,GEMO,gemo,CAPITALIZED,https://gemo.southgreen.fr/
35930941,SPECDB,specdb,CAPITALIZED,https://github.rpi.edu/RPIBioinformatics/SpecDB
38011720,LNCPCD,lncpcd | pcd,"PIPE_CLEANED,CAPITALIZED",http://spare4.hospital.studio:9000/lncPCD/Home.jsp
34751388,CEBS,cebs,CAPITALIZED,https://cebs.niehs.nih.gov/cebs/
39961523,CAZY (pro),cazy,"CAPITALIZED,DISAMBIGUATED",https://pro.unl.edu/CAZyme3D/
35881922,COMPAS,compas,CAPITALIZED,
37929927,TRENDI,trendi,CAPITALIZED,
34718689,arts-db,arts-db | arts,PIPE_CLEANED,https://arts-db.ziemertlab.com/
34718696,-pi 2.0,-pi 2.0 | proteome-pi 2.0,PIPE_CLEANED,http://isoelectricpointdb2.org
34718712,PCMDB,pcmdb,CAPITALIZED,http://www.tobaccodb.org/pcmdb/
34718715,ONCODB,oncodb,CAPITALIZED,http://oncodb.org
34718720,brainbase,brainbase | a curated knowledgebase for brain diseases,PIPE_CLEANED,https://ngdc.cncb.ac.cn/brainbase
37651464,RIVET,rivet,CAPITALIZED,https://rivet.ucsd.edu/
34718734,RPS,rps,CAPITALIZED,http://rps.renlab.org
34718747,TCOF,tcof,CAPITALIZED,http://tcof.liclab.net/TcoFbase
34718752,EWAS (ngdc),ewas,"CAPITALIZED,DISAMBIGUATED",https://ngdc.cncb.ac.cn/ewas
37930022,COMO,como,CAPITALIZED,
36029479,SLOAD,sload,CAPITALIZED,http://www.tmliang.cn/SLOAD
38814806,BNGL,bngl,CAPITALIZED,https://bnglviz.github.io/
40338521,cancerppd2,cancerppd2 | cancerppd,PIPE_CLEANED,http://webs.iiitd.edu.in/raghava/cancerppd2/
38552697,funcphos-str,funcphos-str | alphafold,PIPE_CLEANED,http://funcptm.jysw.suda.edu.cn/str
37897342,SPIRE,spire,CAPITALIZED,https://motu-tool.org/
37897357,HHCDB,hhcdb,CAPITALIZED,http://hhcdb.edbc.org/
39126203,SODCOD,sodcod,CAPITALIZED,https://fujisawagroup.github.io/SoDCoDweb/
35013825,nowinbrain,"nowinbrain | a large, systematic",PIPE_CLEANED,http://www.nowinbrain.org
36717789,GENTLE,gentle,CAPITALIZED,https://share.streamlit.io/dhiego22/gentle/main/gentle.py
35947748,SUMMER,summer,CAPITALIZED,http://njmu-edu.cn:3838/SUMMER/
36095221,ICB (bioinfo),icb,"CAPITALIZED,DISAMBIGUATED",http://bioinfo.life.hust.edu.cn/ICBatlas/
35325185,DAVID,david,CAPITALIZED,
39535874,SOYOD,soyod,CAPITALIZED,https://bis.zju.edu.cn/soyod
38389029,LASTU,lastu,CAPITALIZED,https://osf.io/j8v6b/
34850103,QTLDB,qtldb | corrdb,"PIPE_CLEANED,CAPITALIZED",https://www.animalgenome.org/QTLdb
38847800,GROND,grond,CAPITALIZED,
39404857,DEORI,deori,CAPITALIZED,http://tubic.tju.edu.cn/deori/
34850116,PLSDB,plsdb,CAPITALIZED,https://www.ccb.uni-saarland.de/plsdb
38028612,DASES,dases,CAPITALIZED,http://www.hxdsjzx.cn/DASES
40027488,HTIRDB,htirdb,CAPITALIZED,https://yanglab.hzau.edu.cn/HTIRDB#/
37356904,GUTBUG (metabiosys),gutbug,"CAPITALIZED,DISAMBIGUATED",https://metabiosys.iiserb.ac.in/gutbug
39257527,RCDDB,rcddb,CAPITALIZED,
35669450,HPMPDB,hpmpdb,CAPITALIZED,hpmp.esat.kuleuven.be
38864430,AMLDB,amldb,CAPITALIZED,https://project.iith.ac.in/cgntlab/amldb
40224325,CNSA,cnsa,CAPITALIZED,https://db.cngb.org/cnsa/
38995535,PTMVIZ,ptmviz,CAPITALIZED,
38995543,channelsdb (channelsdb2),channelsdb | moleonline,"PIPE_CLEANED,DISAMBIGUATED",https://channelsdb2.biodata.ceitec.cz/
39470702,STSNV,stsnv,CAPITALIZED,http://bio-bigdata.hrbmu.edu.cn/stSNV/index.jsp
39470706,HSCGD,hscgd,CAPITALIZED,http://www.hscgd.com
39470718,ncplantdb,ncplantdb | plant ncrna database,PIPE_CLEANED,https://bis.zju.edu.cn/ncPlantDB
39470732,VDGE,vdge,CAPITALIZED,https://ngdc.cncb.ac.cn/vdge
37258913,TSNAD,tsnad | tsnadb,"PIPE_CLEANED,CAPITALIZED",https://pgx.zju.edu.cn/tsnadb
37258914,EPIPOX,epipox,CAPITALIZED,http://bio.med.ucm.es/epipox/
40601258,CNN,cnn,CAPITALIZED,
40601261,plmsearch,plmsearch | plmalign,PIPE_CLEANED,https://dmiip.sjtu.edu.cn/PLMSearch
40355512,SESAME,sesame,CAPITALIZED,
36587232,TCMSID,tcmsid,CAPITALIZED,https://tcm.scbdd.com
38995706,mother-db,mother-db | mother,PIPE_CLEANED,
37340940,MEMOR,memor,CAPITALIZED,http://www.memor.be
37930838,RVDB,rvdb,CAPITALIZED,http://rvdb.mgc.ac.cn
37930842,SCAN,scan,CAPITALIZED,http://47.98.139.124:8799
37930866,IMG (genome),img/pr,"HTML_REMOVED,CAPITALIZED,DISAMBIGUATED",https://genome.jgi.doe.gov/portal/IMG_PR
38537198,BIOKC,biokc,CAPITALIZED,
37881887,dichropipeline,dichropipeline | circular dichroism,PIPE_CLEANED,https://pcddb.cryst.bbk.ac.uk/
38783035,CHEMFH,chemfh,CAPITALIZED,https://chemfh.scbdd.com/
34850907,JASPAR,jaspar,CAPITALIZED,http://jaspar.genereg.net/
38783079,IEDB,iedb,CAPITALIZED,https://nextgen-tools.iedb.org
38406264,DBCRAF,dbcraf,CAPITALIZED,http://dbCRAF.xialab.info/
40044690,VITAP,vitap,CAPITALIZED,
37030102,EPEK,epek,CAPITALIZED,https://cb.imsc.res.in/epek
40323323,BRAD,brad,CAPITALIZED,
36653322,ENCD,encd,CAPITALIZED,http://www.bio-server.cn/ENCD/
40225143,LOVD,lovd,CAPITALIZED,
39586215,RIDIMS,ridims | dims,"PIPE_CLEANED,CAPITALIZED",
38685101,QUANDB,quandb,CAPITALIZED,https://quandb.cmdrg.com/
37587443,ARCA,arca,CAPITALIZED,
36719094,ITCM,itcm,CAPITALIZED,http://itcm.biotcm.net
36243962,RABC,rabc,CAPITALIZED,http://www.onethird-lab.com/RABC/
36243963,PAT (bioinfo),pat,"CAPITALIZED,DISAMBIGUATED",http://bioinfo.qd.sdu.edu.cn/PAT/
36243967,AQUILA,aquila,CAPITALIZED,https://aquila.cheunglab.org
36243972,HGNC,hgnc,CAPITALIZED,http://www.genenames.org
38701592,DTNPD,dtnpd,CAPITALIZED,http://dtnpd.lyhbio.com
38717988,PESSA,pessa,CAPITALIZED,https://smuonco.shinyapps.io/PESSA/
39504480,STAVER,staver,CAPITALIZED,
37178003,mbrole3,mbrole3 | mbrole,PIPE_CLEANED,http://csbg.cnb.csic.es/mbrole3
38963888,MIMOSA,mimosa,CAPITALIZED,
39373502,ORITDB,oritdb,CAPITALIZED,https://bioinfo-mml.sjtu.edu.cn/oriTDB2/
36604610,ASV,asv,CAPITALIZED,
38800073,nanoehs,nanoehs | naknowbase,PIPE_CLEANED,
39373530,MOLBIC,molbic,CAPITALIZED,https://idrblab.org/MolBiC/
36703003,ORCA,orca,CAPITALIZED,
35556129,srnabench,srnabench | srnatoolbox,PIPE_CLEANED,https://arn.ugr.es/srnatoolbox/
37489459,DOXODB,doxodb,CAPITALIZED,
35801909,DEMOS,demos,CAPITALIZED,http://heal.erc.monash.edu.au
38587202,FEVER,fever,CAPITALIZED,https://fever.sk8.inrae.fr/
37522378,BIOLIP,biolip,CAPITALIZED,https://zhanggroup.org/BioLiP
40160219,QARLES,qarles,CAPITALIZED,https://qarles.org
37112801,DRAVP,dravp,CAPITALIZED,http://dravp.cpu-bioinfor.org/
38095856,ICB (bioinfo),icb,"CAPITALIZED,DISAMBIGUATED",http://bioinfo.life.hust.edu.cn/ICBcomb/
37981176,FAD,fad,CAPITALIZED,
37620744,e-babylab,e-babylab | an open,PIPE_CLEANED,
36949095,MAFLD,mafld,CAPITALIZED,
35654801,CDCDB,cdcdb,CAPITALIZED,https://icc.ise.bgu.ac.il/medical_ai/CDCDB/
36474016,PQSAR,pqsar,CAPITALIZED,http://i.uestc.edu.cn/PQsarDB
36162726,NCFO,ncfo,CAPITALIZED,http://www.jianglab.cn/ncFO/
39898310,mosaec-db,mosaec-db | mosaec,PIPE_CLEANED,
37850400,ARIC,aric,CAPITALIZED,https://precision.heart.org/duke-ninds
39423319,BIOTRY,biotry,CAPITALIZED,http://www.synbiohealth.cn/biotry
39423320,SMCVDB,smcvdb,CAPITALIZED,http://smcvdb.rcb.ac.in:4321/
39030186,VOICE,voice,CAPITALIZED,
34999761,SCNAME,scname,CAPITALIZED,
36130266,HTCA,htca,CAPITALIZED,http://www.htcatlas.org
35818996,OMIC,omic,CAPITALIZED,http://www.healthinformaticslab.org/supp/resources.php
34606614,PRONAB,pronab,CAPITALIZED,https://web.iitm.ac.in/bioinfo2/pronab/
34508353,GRAND,grand,CAPITALIZED,https://grand.networkmedicine.org
40635974,TCMKD,tcmkd,CAPITALIZED,https://cbcb.cdutcm.edu.cn/TCMKD/
35475145,PDXNET,pdxnet,CAPITALIZED,https://portal.pdxnetwork.org/
37162753,CAVIDB,cavidb,CAPITALIZED,https://www.cavidb.org
38522645,NNDB,nndb,CAPITALIZED,https://rna.urmc.rochester.edu/NNDB
37310261,GERDH,gerdh,CAPITALIZED,https://dphdatabase.com
37572442,ALPACA,alpaca,CAPITALIZED,https://www.ba.ic.cnr.it/softwareic/alpaca/
40996707,MRDB,mrdb,CAPITALIZED,
38489989,NCRS,ncrs,CAPITALIZED,http://www.ncrdb.cn
39341994,DRCTDB,drctdb,CAPITALIZED,https://singlecellatlas.top/DRCTDB
40538029,MORE,more,CAPITALIZED,
35229639,VIRION,virion,CAPITALIZED,
35524568,SCIMC,scimc,CAPITALIZED,https://server.wei-group.net/scIMC/
39342076,ANAGDB,anagdb,CAPITALIZED,https://anagenome.cn/
37244984,EGA,ega,CAPITALIZED,https://identifiers.org/ega
39702608,SNED,sned,CAPITALIZED,
38686803,swissdock,swissdock | autodock,PIPE_CLEANED,https://www.swissdock.ch/
39014503,CREDB,credb,CAPITALIZED,
35754095,DOPI,dopi,CAPITALIZED,https://www.dopi.org.uk/
36933822,PREPPI,preppi,CAPITALIZED,https://honiglab.c2b2.columbia.edu/PrePPI
35639514,AMBP,ambp,CAPITALIZED,http://mgb.qnlm.ac
35213533,IQCELL,iqcell,CAPITALIZED,
35639517,PADLOC,padloc,CAPITALIZED,https://padloc.otago.ac.nz
34459872,FIVEX,fivex | eqtl,"PIPE_CLEANED,CAPITALIZED",https://fivex.sph.umich.edu
38277370,STRING (biocomputo),string,"CAPITALIZED,DISAMBIGUATED",https://biocomputo.ibt.unam.mx/phylostring/
39866619,UVREK,uvrek,CAPITALIZED,https://cb.imsc.res.in/uvrek/
40276250,MTD,mtd,CAPITALIZED,https://mtd.biodesign.ac.cn/
36704562,LDMD,ldmd,CAPITALIZED,
38113679,GWASWA,gwaswa,CAPITALIZED,
36147666,peakcnv,peakcnv | copy number variation,PIPE_CLEANED,https://rdrr.io/github/mahdieh1/PeakCNV
39883249,DSCI,dsci,CAPITALIZED,https://dsci.renlab.cn/
39817732,multitax,multitax | multitax-human,PIPE_CLEANED,
39227914,RAICHU,raichu,CAPITALIZED,https://pypi.org/project/raichu
35787295,PCYCDB,pcycdb,CAPITALIZED,
38310531,TMD,tmd,CAPITALIZED,
37819042,MAMI,mami,CAPITALIZED,https://bioinfo.biols.ac.cn/mami/
37950115,VITAFA,vitafa,CAPITALIZED,https://osf.io/9jtzx/
37311149,NEODB,neodb,CAPITALIZED,https://liuxslab.com/Neodb/
36999902,GENEO,geneo,CAPITALIZED,https://neo.engr.uconn.edu/
37016293,GELFAP,gelfap,CAPITALIZED,http://www.gzybioinformatics.cn/Gelv2
36049666,TIGER,tiger,CAPITALIZED,http://tiger.canceromics.org/
38277912,GEOFOR,geofor,CAPITALIZED,
37933857,PPGR,ppgr,CAPITALIZED,https://ngdc.cncb.ac.cn/ppgr/
35263335,RDB (covdb),rdb,"CAPITALIZED,DISAMBIGUATED",https://covdb.stanford.edu
36934538,QSP,qsp,CAPITALIZED,
40211375,inertdb,inertdb | pubchem,PIPE_CLEANED,
35673010,POKR,pokr,CAPITALIZED,
39310281,MASSKG,masskg,CAPITALIZED,https://xomics.com.cn/masskg
38556628,PRIDE,pride,CAPITALIZED,https://www.ebi.ac.uk/pride/chatbot/
40621063,BCMA,bcma,CAPITALIZED,http://lifeome.net/database/bcma/
35181599,PSATDB,psatdb,CAPITALIZED,https://lms.snu.edu.in/pSATdb/
40145964,RBAD,rbad,CAPITALIZED,http://www.bioinform.cn/RBAD/
40113206,SERS,sers,CAPITALIZED,http://sers.test.bniu.net/
40899639,CROPCS,cropcs,CAPITALIZED,https://www2.tezu.ernet.in/cropcs
35181636,CANCOL,cancol,CAPITALIZED,
34935911,MACA,maca,CAPITALIZED,
36426870,GSEAPY,gseapy,CAPITALIZED,https://pypi.org/project/gseapy/
37114999,orthovenn3,orthovenn3 | orthovenn,PIPE_CLEANED,https://orthovenn3.bioinfotoolkits.net
40309917,EVOLVE,evolve,CAPITALIZED,https://evolve-iiserkol.com
36803795,GENECI,geneci,CAPITALIZED,https://pypi.org/project/geneci/
34591957,GEN (ngdc),gen,"CAPITALIZED,DISAMBIGUATED",https://ngdc.cncb.ac.cn/gen/
34755877,IID (ophid),iid,"CAPITALIZED,DISAMBIGUATED",http://ophid.utoronto.ca/iid
34755880,RHEA,rhea,CAPITALIZED,https://www.rhea-db.org
36164976,DGPD,dgpd,CAPITALIZED,http://dgpd.tlds.cc/DGPD/index/
35657113,GEMI,gemi,CAPITALIZED,http://gmql.eu/gemi/
35149212,TAPASS,tapass,CAPITALIZED,https://bioinfo.crbm.cnrs.fr/index.php?route=tools&tool=32
37279138,AADB,aadb,CAPITALIZED,http://www.acdb.plus/AADB
35411388,pass2.7,pass2.7 | scope | pass2,PIPE_CLEANED,http://caps.ncbs.res.in/pass2/
34788838,GMREPO,gmrepo,CAPITALIZED,https://gmrepo.humangut.info
34788852,DBPTM,dbptm,CAPITALIZED,https://awi.cuhk.edu.cn/dbPTM/
34723326,GREENC,greenc,CAPITALIZED,http://greenc.sequentiabiotech.com/wiki2/Main_Page
36968016,ESCCDB,esccdb,CAPITALIZED,http://cailab.labshare.cn/ESCCdb
37639797,HMDB,hmdb,CAPITALIZED,http://www.orgene.net/HMDB/
38459036,MCSDB,mcsdb,CAPITALIZED,
38016694,POSSUM,possum,CAPITALIZED,https://possum.cbrc.pj.aist.go.jp/PoSSuM/
39982792,pubtator,pubtator | comparative toxicogenomics database,PIPE_CLEANED,https://ctdbase.org
39048957,PPGV,ppgv,CAPITALIZED,http://peachtree.work/home
39343895,FEATL,featl,CAPITALIZED,http://backlin.cabgrid.res.in/FEAtl/
34985769,FPIA,fpia,CAPITALIZED,http://bioinfo-sysu.com/fpia
36263784,BIC,bic,CAPITALIZED,http://bic.jhlab.tw/
35788654,LBD (bis),lbd,"CAPITALIZED,DISAMBIGUATED",http://bis.zju.edu.cn/LBD
39720854,CMS,cms,CAPITALIZED,https://atorang.shinyapps.io/NanoCMSer
37738401,ml-plic,ml-plic | pli,PIPE_CLEANED,http://cadd.zju.edu.cn/plic/
35805101,IPCD,ipcd | pcd,"PIPE_CLEANED,CAPITALIZED",
36280237,NACDDB,nacddb,CAPITALIZED,https://genesilico.pl/nacddb/
36542404,CLRP,clrp,CAPITALIZED,https://physics.carleton.ca/clrp/egs_brachy/seed_database_v2
41031637,COBVAR,cobvar,CAPITALIZED,https://datatools.sjri.res.in/VBG/
35461097,CCDB,ccdb,CAPITALIZED,http://www.ccdb.idsl.me
39475181,gutmgene (bio-computing),gutmgene,DISAMBIGUATED,http://bio-computing.hrbmu.edu.cn/gutmgene
39540753,VISTA,vista,CAPITALIZED,https://ngdc.cncb.ac.cn/vista
36640825,OOCDB,oocdb,CAPITALIZED,http://www.organchip.cn
38803518,DBEBV,dbebv | ebv,"PIPE_CLEANED,CAPITALIZED",http://dbebv.omicsbio.info
35625024,BRHD,brhd,CAPITALIZED,
39065696,DBAASP,dbaasp,CAPITALIZED,
39360609,RDBSB,rdbsb,CAPITALIZED,https://www.biosino.org/rdbsb/
37410917,CROPGF,cropgf,CAPITALIZED,https://bis.zju.edu.cn/cropgf
39180399,ddinter (ddinter2),ddinter,DISAMBIGUATED,https://ddinter2.scbdd.com
37001349,AODB,aodb,CAPITALIZED,https://aodb.idruglab.cn/
37165197,perunpdb,perunpdb | peruvian natural products database,PIPE_CLEANED,https://perunpdb.com.pe/
38656142,CGE,cge | etec,"PIPE_CLEANED,CAPITALIZED",
38164624,APTADB,aptadb,CAPITALIZED,http://lmmd.ecust.edu.cn/aptadb/
34871441,IPROX,iprox,CAPITALIZED,https://www.iprox.cn
40343712,GENDIS,gendis,CAPITALIZED,https://caps.ncbs.res.in/gendis3/
37214420,CTGA,ctga,CAPITALIZED,
39737565,IPHYLO,iphylo,CAPITALIZED,https://www.iphylo.net/
36509942,CRISSD,crissd,CAPITALIZED,osf.io/gkbrm
38213899,CCTCM,cctcm,CAPITALIZED,http://www.cctcm.org.cn
36624664,NPASS,npass,CAPITALIZED,http://bidd.group/NPASS
37378342,MSDB,msdb,CAPITALIZED,
36165955,QPTM,qptm,CAPITALIZED,http://qptm.omicsbio.info
38148439,FEATS,feats,CAPITALIZED,
35592546,EWAS,ewas,CAPITALIZED,http://www.ewascatalog.org/upload
38213995,TSCRE,tscre | scre,"PIPE_CLEANED,CAPITALIZED",http://tscre.zsqylab.com/
38525301,BIOVDB,biovdb,CAPITALIZED,
36641216,SAXS,saxs,CAPITALIZED,https://simplescattering.com
39737797,ALLIN,allin,CAPITALIZED,
38443468,HEVOD,hevod,CAPITALIZED,
39377391,AMIR,amir,CAPITALIZED,https://yanglab.hzau.edu.cn/AMIR/
35133949,BIOPHI,biophi,CAPITALIZED,https://biophi.dichlab.org
38017550,EMNPD,emnpd,CAPITALIZED,http://emnpd.idrblab.cn/
38459946,EQTL,eqtl | sc-,"PIPE_CLEANED,CAPITALIZED",http://www.sqraolab.com/scqtl
35871305,CMDB,cmdb,CAPITALIZED,https://db.cngb.org/cmdb/
37427797,TARPID,tarpid,CAPITALIZED,https://tarpid.nitrkl.ac.in/tarpid_db/
34986599,HIT,hit,CAPITALIZED,http://hit2.badd-cao.net
34773623,qprimerdb (biodb),qprimerdb,DISAMBIGUATED,http://biodb.swu.edu.cn/qprimerdb
40164028,LSDV,lsdv,CAPITALIZED,http://45.248.163.59/bic/lsdb/
38738624,PROSCA,prosca,CAPITALIZED,https://idrblab.org/prosca/
38345567,SEPDB,sepdb,CAPITALIZED,https://sysomics.com/SEPDB/
37870433,HALL,hall,CAPITALIZED,https://ngdc.cncb.ac.cn/hall/index
39574394,BFVD,bfvd,CAPITALIZED,
37870462,UNITMP,unitmp,CAPITALIZED,https://www.unitmp.org
37739405,SCAR,scar,CAPITALIZED,http://8.142.154.29/SCAR2023
40197022,MSIGHT,msight | msi,"PIPE_CLEANED,CAPITALIZED",
35445712,IMOMDB,imomdb,CAPITALIZED,
37149650,DEEPAR,deepar,CAPITALIZED,http://pmlabstack.pythonanywhere.com/DeepAR
36477976,PGWAS,pgwas,CAPITALIZED,https://spgwas.waslitbre.org/
37428248,SEER (124),seer,"CAPITALIZED,DISAMBIGUATED",http://124.222.228.112:8501/
39558176,causaldb2,causaldb2 | causaldb,PIPE_CLEANED,http://mulinlab.org/causaldb
39558177,HERB,herb,CAPITALIZED,http://herb.ac.cn/v2
38247521,PHIND,phind,CAPITALIZED,
35298480,DBGSRV,dbgsrv,CAPITALIZED,http://www.ehbio.com/dbGSRV/front/
38788333,MSGD,msgd,CAPITALIZED,http://bio-bigdata.hrbmu.edu.cn/MSGD
39738650,MTFAP,mtfap,CAPITALIZED,http://www.xiejjlab.bio/MTFAP/
39198030,APIR,apir,CAPITALIZED,
35134858,COXI,coxi,CAPITALIZED,
35134877,psl-lccl,psl-lccl | sk_hep1,PIPE_CLEANED,http://www.igenetics.org.cn/project/PSL-LCCL/
39656924,BGEE,bgee,CAPITALIZED,https://www.bgee.org/
38100461,AAAKB,aaakb,CAPITALIZED,http://www.lqlgroup.cn:3838/AAAKB/
39427574,HAIRDB,hairdb,CAPITALIZED,https://www.hairdb.ca/
35642895,MIO,mio,CAPITALIZED,https://mio.icbi.at
35069469,CANT,cant | cant-hyd,"PIPE_CLEANED,CAPITALIZED",
36757087,ECCDNA (lcbb),eccdna,"CAPITALIZED,DISAMBIGUATED",http://lcbb.swjtu.edu.cn/eccDNAatlas
40476263,SPIRIT,spirit,CAPITALIZED,
37805704,agingreg,agingreg | regulatory relationships,PIPE_CLEANED,https://bio.liclab.net/Aging-ReG/
36871844,CIPDB,cipdb,CAPITALIZED,http://chemyang.ccnu.edu.cn/ccb/database/CIPDB
37871298,HGMMX,hgmmx,CAPITALIZED,https://www.way2drug.com/hgmmx
35643087,HTPDB,htpdb,CAPITALIZED,
38870743,ABCD,abcd,CAPITALIZED,
35561186,EDGE,edge,CAPITALIZED,https://edge-covid19.edgebioinformatics.org
34643704,ESC,esc,CAPITALIZED,http://clingen.igib.res.in/esc/
