name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles
CAPITALIZED,36394265,REAT,0.7318086,reat,0.7318086,,0.7318086,1,https://bioconductor.org/packages/rGREAT/,200,,,,2023-01-01,"Molecular Precision Oncology Program, National Center for Tumor Diseases (NCT), Heidelberg 69120, Germany.","Gu Z, Hübschmann D",,"Molecular Precision Oncology Program, National Center for Tumor Diseases, National Center for Tumor Diseases (NCT) Molecular Precision Oncology Program.",103.0,Germany,reat,ok,rGREAT: an R/bioconductor package for functional enrichment on genomic regions.
TITLE_CAPITALIZED,34983060,edTator,0.7315787,,0.7315787,edtator,0.7315787,1,https://ohnlp.github.io/MedTator,200,,,,2022-03-01,"Department of Artificial Intelligence and Informatics, Mayo Clinic, Rochester, MN 55901, USA.","Fu S, He H, Liu H, Liu S, Wang L, Wen A","R01 LM011934, U01 TR002062, U01TR002062","NCATS NIH HHS, NLM NIH HHS, National Center for Advancing Translational Sciences, National Institutes of Health",8.0,"Andorra, United States",edtator,review,MedTator: a serverless annotation tool for corpus development.
"CAPITALIZED,TITLE_CAPITALIZED",36596370,PApred,0.72532076,papred,0.72532076,,0.72532076,1,https://procarb.org/gpapred/,200,,,,2022-12-31,"Institute of Intelligence Informatics Technology, Sangmyung University, Seoul 03016, Republic of Korea.","Kim CB, Malik A, Manavalan B, Shoombuatong W","2021R1A2C1014338, 2021R1I1A1A01056363","ICT and Future Planning, Ministry of Science, National Research Foundation of Korea",9.0,,papred,ok,GPApred: The first computational predictor for identifying proteins with LPXTG-like motif using sequence-based optimal features.
CAPITALIZED,37526283,JGI,0.7206341,jgi,0.7206341,,0.7206341,1,https://plantgeneatlas.jgi.doe.gov,200,,,,2023-09-01,"HudsonAlpha Institute for Biotechnology, Huntsville, AL, USA.","Allona I, Amirebrahimi M, Barry K, Baxter I, Brutnell TP, Carey S, Carlson J, Carrell AA, Chen JG, Conde D, Cooper EA, Daum C, Gallaher SD, Goodstein D, Grattapaglia D, Grimwood J, Haas FB, Hiss M, Hossain MS, Hu R, Huang P, Jawdy SS, Jenkins JW, Jiang H, Johnson J, Juenger TE, Kellogg EA, Kropat J, Laiben C, Lipzen A, Liu L, Lovell JT, Medlin A, Merchant SS, Mockler TC, Muchlinski A, Mullet J, Pappas MR, Perales M, Perroud PF, Phillips J, Plott C, Rensing SA, Schmutz J, Sebastian J, Shakirov EV, Shu S, Shyu C, Sreedasyam A, Stacey G, Swaminathan K, Tang Y, Tholl D, Torres-Jerez I, Tuskan GA, Udvardi M, Vogel JP, Wang M, Weers B, Weng X, Weston DJ, Yang X, Yang Y, Zane M","DE-AC02-05CH11231, DE-AC05-00OR22725, DE-FC02-02ER63421, DE-SC0008451, DE-SC0008769, DE-SC0008834, DE-SC0012629, DE-SC0018277, DE-SC0018409, DE-SC0021126, R24 GM092473","BioEnergy Science Center, Brazilian Federal District Research Foundation, Center for Bioenergy Innovation, DOE BER Early Career Research Program, DOE Office of Science, Department of Energy, Genomic Science Program, Great Lakes Bioenergy Research Center, LLC, NIGMS NIH HHS, National Institutes of Health, Office of Biological and Environmental Research, Office of Science of the U.S. Department of Energy, Samuel Roberts Noble Foundation, U.S. Department of Energy, U.S. Department of Energy Office of Science, UT-Battelle, United Soybean Board",42.0,United States,jgi,ok,JGI Plant Gene Atlas: an updateable transcriptome resource to improve functional gene descriptions across the plant kingdom.
TITLE_CAPITALIZED,37356898,Operon Finder,0.7162218,,0.7162218,operon finder,0.7162218,1,https://www.iitg.ac.in/spkanaujia/operonfinder.html,200,,,,2022-12-14,"Department of Biosciences and Bioengineering, Indian Institute of Technology Guwahati, Guwahati 781039, Assam, India.","Dasgupta P, Kanaujia SP, Tomar TS",,"India, Indian Institute of Technology Guwahati, Ministry of Education",5.0,"Andorra, India",operon finder,ok,Operon Finder: A Deep Learning-based Web Server for Accurate Prediction of Prokaryotic Operons.
TITLE_CAPITALIZED,35980167,Reference Implementation,0.71213704,,0.71213704,reference implementation,0.71213704,1,https://b2ri-documentation.readthedocs.io,200,,,,2022-09-01,"European Genome-Phenome Archive (EGA) in the Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona 08003, Spain.","Ariosa R, Moldes M, Rambla J, Rueda M",MC_PC_19024,"ELIXIR, ELIXIR Beacon Implementation Studies 2019-2021 and 2022-2023, Medical Research Council",16.0,"Andorra, Spain",reference implementation,ok,Beacon v2 Reference Implementation: a toolkit to enable federated sharing of genomic and phenotypic data.
"CAPITALIZED,TITLE_CAPITALIZED",35037201,Legume,0.7065933,legume,0.7065933,,0.7065933,1,https://legumeinfo.org,200,,,,2022-01-01,"National Center for Genome Resources, Santa Fe, NM, USA.","Berendzen J, Brown AV, Cameron CT, Campbell JD, Cannon SB, Cleary AM, Dash S, Farmer AD, Hokin S, Huang W, Kalberer SR, Redsun S, Weeks NT, Wilkey A",,,9.0,United States,legume,ok,Doing Genetic and Genomic Biology Using the Legume Information System and Associated Resources.
TITLE_CAPITALIZED,36852842,World Archives of Species,0.70487607,,0.70487607,world archives of species,0.70487607,1,http://wasp-project.net/,200,,,,2023-02-01,"Research Group Environmental Economics, Centre for Environmental Sciences, Hasselt University, Martelarenlaan 42, Hasselt 3500, Belgium.","Malina R, Mokas I, Nguyen T, Papakonstantinou A, Polyzos O, Vanhove MPM",BOF20TT06,Universiteit Hasselt,1.0,Belgium,world archives of species,ok,WASP: the World Archives of Species Perception.
"SHORT_NAME_FLAGGED,CAPITALIZED",37566336,EX,0.70425534,ex,0.70425534,,0.70425534,1,https://tinyurl.com/4este73c,200,,,,2023-08-11,"Faculty of Education, University of Hong Kong, Pok Fu Lam, Hong Kong.","Green C, Keogh K, O'Brien B, Sun H",,Federation University Australia,5.0,Hong Kong,ex,ok,The Children's Picture Books Lexicon (CPB-LEX): A large-scale lexical database from children's picture books.
"DISAMBIGUATED,SMART_CAPITALIZED",39959838,Catalog (tianzelab),0.70319784,,0.70319784,catalog,0.70319784,1,https://tianzelab.github.io/pandaspgs/,200,,,,2025-02-12,"School of Mathematics, Hangzhou Normal University, Hangzhou, Zhejiang, China.","Cao T, Huang C, Huang Y, Xia Y, Zhang Z, Zhou J",,,,China,catalog,review,pandasPGS: a Python package for easy retrieval of Polygenic Score Catalog data.
"SHORT_NAME_REPLACED,SMART_CAPITALIZED",40102678,Metavision3d,0.70252156,a,0.70252156,,0.70252156,1,https://metavision3d.rc.ufl.edu,200,,,,2025-03-18,"Department of Biochemistry and Molecular Biology, College of Medicine, University of Florida, Gainesville, FL, USA.","Burke SN, Chen L, Clarke HA, Dande PK, Gentry MS, Golamari HKR, Hawkinson TR, Ma X, Medina T, Merritt ME, Ribas RA, Shedlock CJ, Sun RC, Vander Kooi CW, Wu L, Yadav NN, Ziani BE","R01 AG066653, R01 AG078702, R01 CA266004, R01 CA288696, R01 NS127280, R35 GM142701, R35 NS116824, RM1 NS133593, T32 HL134621","NCI NIH HHS, NHLBI NIH HHS, NIA NIH HHS, NIGMS NIH HHS, NINDS NIH HHS",1.0,"Andorra, United States",a,ok,AI-driven framework to map the brain metabolome in three dimensions.
TITLE_CAPITALIZED,35111182,Gene Reference,0.69723177,,0.69723177,gene reference,0.69723177,1,https://integrape.eu/resources/genes-genomes/,200,,,,2022-01-17,"Institute for Integrative Systems Biology (I2SysBio), Universitat de València-CSIC, Valencia, Spain.","Amato A, D'Inca E, Fattorini C, Matus JT, Navarro-Payá D, Orduña L, Pezzotti M, Rustenholz C, Santiago A, Tornielli GB, Zenoni S, Zhang C","201906300087, PGC2018-099449-A-I00, PRE2019-088044, RYC-2017-23645","Agencia Estatal de Investigación, China Scholarship Council",22.0,Spain,gene reference,ok,The Grape Gene Reference Catalogue as a Standard Resource for Gene Selection and Genetic Improvement.
TITLE_CAPITALIZED,36648443,Symbol Nomenclature,0.69357383,,0.69357383,symbol nomenclature,0.69357383,1,https://www.ncbi.nlm.nih.gov/glycans/sialic.html,200,,,,2023-03-01,"Department of Obstetrics, Gynecology, and Reproductive Sciences, Glycobiology Research and Training Center, University of California, San Diego, CA 92093, USA.","Bolton E, Chen X, Frank M, Kamerling JP, Knirel Y, Lewis AL, Lütteke T, Neelamegham S, Schoenhofen I, Toukach P, Varki A, Vinogradov E, Woods RJ, Zachara N, Zhang J","P01 HL131474, R01 AI151371, R01 DK048247, R01 GM032373, R01 HL103411","NHLBI NIH HHS, NIAID NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, National Center for Biotechnology Information of the National Library of Medicine, National Institutes of Health, Russian Science Foundation",12.0,"Andorra, United States",symbol nomenclature,ok,"Cataloging natural sialic acids and other nonulosonic acids (NulOs), and their representation using the Symbol Nomenclature for Glycans."
SMART_CAPITALIZED,37930837,Metabolic Roadmap,0.69299257,,0.69299257,metabolic roadmap,0.69299257,1,http://idrblab.org/intede/,200,,,,2024-01-01,"School of Pharmacy, Hebei Medical University, Shijiazhuang 050017, China.","Chai X, Jia Q, Li F, Li X, Liu X, Niu T, Yang H, Yin J, Zeng S, Zhang Y, Zhu F","181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 21372601D, 22220102001, 81872798, 82373790, H2021206352, H2021206448, LR21H300001, U1909208","Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Fundamental Research Funds for Central Universities, Hebei Provincial Department of Science and Technology, Information Technology Center of Zhejiang University, Key R&D Program of Zhejiang Province, Key R&amp;D Program of Zhejiang Province, Leading Talent of the 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Leading Talent of the ‘Ten Thousand Plan’ National High-Level Talents Special Support Plan of China, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Natural Science Foundation of Hebei Province, Natural Science Foundation of Zhejiang Province, The Double Top-Class Universities, Westlake Laboratory (Westlake Laboratory of Life Science & Biomedicine); Alibaba Cloud, Westlake Laboratory (Westlake Laboratory of Life Science &amp; Biomedicine); Alibaba Cloud",11.0,China,metabolic roadmap,ok,INTEDE 2.0: the metabolic roadmap of drugs.
TITLE_CAPITALIZED,39401061,VirusSeq,0.6880766,,0.6880766,virusseq,0.6880766,1,https://virusseq-dataportal.ca/,200,,,,2024-10-01,"Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC, Canada.","Alturmessov Y, Andric D, Anwar MZ, Bajari R, Baker J, Bell C, Bourque G, Brinkman FSL, Bujold D, Cain S, CanCOGeN Consortium, Chan B, Colijn C, Courtot M, Cphln Consortium, Croxen MA, Cullion K, Duggan AT, Eubank J, Fang K, Feher H, Fiume M, Fritz JH, Gill EE, Gordon PMK, Griffiths EJ, Gálvez JH, Hobb A, Hsiao WWL, Hussin JG, Jia B, John NS, Jolly GW, Joly Y, Joy JB, Kachru A, Knox NC, Kraemer SA, Lepsa A, Lopez-Correa C, Moreira S, Mubareka S, Murall CL, N'Guessan A, Olabode AS, Otto SP, Poon AFY, Poujol R, Prystajecky N, Quirion PO, Ragoussis J, Rich S, Richardsson J, Rivera L, Shapiro BJ, Shiell M, Simpson JT, Snutch TP, Stein L, Su E, Sutcliffe SG, Tyler AD, Uddin J, Van Domselaar G, VirusSeq Data Portal Academic And Health Network, Ward HKE, Xiang L, Yoshida C, Yung CK","#174924, #286GET, #ARR-175622, #CVD19-030, #E09CMA, #OGI-136, #OGI-201, #U24CA253529, ACRRP-5, N/A, U24 CA253529","CIHR, Digital Research Alliance of Canada, Fonds de Recherche du Québec - Santé, Genome Alberta, Genome Canada, IVADO COVID19 Rapid Response, Innovation, Michael Smith Health Research BC, NCI NIH HHS, Ontario Genomics, Public Health Agency of Canada, Science and Economic Development Canada, Simon Fraser University, US National Institutes of Health",3.0,"Andorra, Canada",virusseq,ok,The Canadian VirusSeq Data Portal and Duotang: open resources for SARS-CoV-2 viral sequences and genomic epidemiology.
TITLE_CAPITALIZED,39520544,indCompare,0.68690896,,0.68690896,indcompare,0.68690896,1,https://pypi.org/project/bindcompare/,200,,,,2024-11-01,"Molecular Biology, Cell Biology, & Biochemistry Department, Brown University, Providence, RI, 02912, United States.","Larschan E, Mahableshwarkar P, Ray M, Shum J","R01 DA058947, R35 GM126994, R35 GM153389","NIDA NIH HHS, NIGMS NIH HHS, NIH, NIH HHS",,United States,indcompare,ok,BindCompare: a novel integrated protein-nucleic acid binding analysis platform.
TITLE_CAPITALIZED,35809063,NAloops,0.685988,,0.685988,naloops,0.685988,1,https://rnaloops.cs.put.poznan.pl,200,,,,2022-09-01,"Institute of Computing Science, Poznan University of Technology, 60-965 Poznan, Poland.","Antczak M, Blazewicz J, Kaczor J, Milostan M, Szachniuk M, Wiedemann J, Zok T","0311/SBAD/0705, 2019/35/B/ST6/03074","Institute of Bioorganic Chemistry, National Science Center, Poznan University of Technology",7.0,Poland,naloops,ok,RNAloops: a database of RNA multiloops.
SMART_CAPITALIZED,35839778,Ancer Proteomic Map,0.6859143,,0.6859143,ancer proteomic map,0.6859143,1,https://cellmodelpassports.sanger.ac.uk,200,,,,2022-07-14,"Wellcome Sanger Institute, Wellcome Genome Campus, Cambridge CB10 1SA, UK; Instituto Superior Técnico (IST), Universidade de Lisboa, 1049-001 Lisboa, Portugal; INESC-ID, 1000-029 Lisboa, Portugal.","Barthorpe S, Beck A, Bucio-Noble D, Cai Z, Dausmann M, Garnett MJ, Gonçalves E, Hains PG, Hall C, Hecker M, Koh J, Lightfoot H, Lucas N, MacKenzie KL, Mahboob S, Mali I, Manda SS, Morris J, Poulos RC, Reddel RR, Richardson L, Robinson PJ, Seneviratne AJ, Shepherd R, Sykes E, Thomas F, Tully B, Valentini S, Williams SG, Wu Y, Xavier D, Zhong Q",206194,Wellcome Trust,138.0,"Portugal, United Kingdom",ancer proteomic map,ok,Pan-cancer proteomic map of 949 human cell lines.
"SHORT_NAME_REPLACED,CAPITALIZED",36309134,MPAD,0.6838334,m,0.6838334,,0.6838334,1,https://web.iitm.ac.in/bioinfo2/mpad,200,,,,2022-10-26,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600 036, India.","Kulandaisamy A, Michael Gromiha M, Ridha F",,,10.0,"Andorra, India",m,ok,MPAD: A Database for Binding Affinity of Membrane Protein-protein Complexes and their Mutants.
TITLE_CAPITALIZED,39240327,bio2Byte,0.6837252,,0.6837252,bio2byte,0.6837252,1,https://bio2byte.be/b2btools/,200,,,,2024-09-01,"Interuniversity Institute of Bioinformatics in Brussels, ULB-VUB, La Plaine Campus, Triomflaan, C building, 6th floor, CP 263, 1050, Brussels, Belgium.","Díaz A, Gavalda-Garcia J, Vranken W","813239, CA21160, G.0328.16N, I000323N","COST, COST Action ML4NGP, European Cooperation in Science and Technology, European Union's Horizon 2020 Research and Innovation Program, European Union’s Horizon 2020 Research and Innovation Program, International Research Infrastructure, Marie Skłodowska-Curie, Research Foundation Flanders",,Belgium,bio2byte,ok,bio2Byte Tools deployment as a Python package and Galaxy tool to predict protein biophysical properties.
TITLE_CAPITALIZED,37131131,CompArative GEne Cluster Analysis Toolbox,0.6777363,,0.6777363,comparative gene cluster analysis toolbox,0.6777363,1,https://cagecat.bioinformatics.nl,200,,,,2023-05-03,"Bioinformatics Group, Wageningen University and Research, 6708PB, Wageningen, The Netherlands.","Alanjary M, Booth TJ, Chooi YH, Gilchrist C, Medema MH, van den Belt M","2019R1A6A1A10073437, 2021R1C1C1012065, 948770, 948770-DECIPHER, FT160100233, VI.Veni.202.130","Australian Research Council, Dutch Research Council (NWO), European Research Council, National Research Foundation of Korea",92.0,"Andorra, Netherlands",comparative gene cluster analysis toolbox,ok,CAGECAT: The CompArative GEne Cluster Analysis Toolbox for rapid search and visualisation of homologous gene clusters.
TITLE_CAPITALIZED,36318251,ulfAtlas,0.677113,,0.677113,ulfatlas,0.677113,1,https://sulfatlas.sb-roscoff.fr/,200,,,,2023-01-01,"LABGeM, Génomique Métabolique, CEA, Genoscope, Institut François Jacob, CNRS, Université d'Évry, Université Paris-Saclay, 91057, Evry, Ile-de-France, France.","Barbeyron T, Corre E, Hoebeke M, Lelièvre P, Michel G, Stam M","ANR-10-BTBR-04, ANR-11-INBS-0013, ANR-14-CE19-0020","ANR, Agence National de la Recherche, Institut Français de Bioinformatique",37.0,France,ulfatlas,ok,"SulfAtlas, the sulfatase database: state of the art and new developments."
CAPITALIZED,37933855,NCBI,0.67708087,ncbi,0.67708087,,0.67708087,1,https://www.ncbi.nlm.nih.gov/geo/,200,,,,2024-01-01,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD, 20892, USA.","Barrett T, Clough E, Evangelista C, Kim IF, Kochergin A, Ledoux P, Lee H, Marshall KA, Phillippy KH, Serova N, Sherman PM, Soboleva A, Tomashevsky M, Wagner L, Wilhite SE, Zalunin V, Zhang N",,"NIH HHS, NLM NIH HHS, National Center for Biotechnology Information, National Institutes of Health, National Library of Medicine",174.0,United States,ncbi,ok,NCBI GEO: archive for gene expression and epigenomics data sets: 23-year update.
TITLE_CAPITALIZED,37285317,NanoFlow Repository,0.67625225,,0.67625225,nanoflow repository,0.67625225,1,https://ldh.clinicalgenome.org/ldh/ui/about,200,,,,2023-06-01,"Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, TX 77030, United States.","Arce JE, Cook S, Ghiran I, Jackson A, Jones JC, Milosavljevic A, Roth M, Tigges J, Welsh JA","U54 DA049098, UH3 TR002881","NCATS NIH HHS, NIDA NIH HHS, National Institutes of Health",3.0,"Andorra, United States",nanoflow repository,ok,The NanoFlow Repository.
TITLE_CAPITALIZED,40133783,Phyre2,0.6689121,phyre2,0.6689121,,0.6689121,1,https://www.sbg.bio.ic.ac.uk/phyre2/,200,,,,2025-01-23,"Department of Life Sciences, Imperial College London, London SW7 2AZ UK.","David A, Islam SA, Powell HR, Sternberg MJE","104955, 218242, 218242/Z/19/z, BB/T010487/1, BB/V018558/1, WT104955MA","Biotechnology and Biological Sciences Research Council, Wellcome Trust",23.0,United Kingdom,phyre2,ok,Phyre2.2: A Community Resource for Template-based Protein Structure Prediction.
"DISAMBIGUATED,SMART_CAPITALIZED",38801081,Toolbox (mtb),0.6688775,,0.6688775,toolbox,0.6688775,1,https://mtb.bioinf.med.uni-goettingen.de/SeqCAT/,200,,,,2024-07-01,"Department of Medical Bioinformatics, University Medical Center Göttingen, Goldschmidtstr. 1, 37077 Göttingen, Germany.","Beißbarth T, Drofenik K, Dönitz J, Koch R, Kornrumpf K, Krauß L, Kurz NS, Schneider C","01NVF20006, 11-76251-12-1/19, 70113602, 70114018","Deutsche Krebshilfe, Gemeinsame Bundesausschuss, Volkswagen Foundation",3.0,Germany,toolbox,ok,SeqCAT: Sequence Conversion and Analysis Toolbox.
SMART_CAPITALIZED,36732606,Xplorer,0.668182,,0.668182,xplorer,0.668182,1,http://exposome-explorer.iarc.fr/,200,,,,2023-02-02,"Nutrition and Metabolism Branch, International Agency for Research on Cancer (IARC), 25 avenue Tony Garnier, CS 90627, 69366, Lyon Cedex 07, France.","Amara A, Neveu V, Nicolas G, Salek RM, Scalbert A","001, 874627, grant ID# 874627, project N0 ANR-18-CE92-0060-01, project N0 ANR-19-CE45-0021-02","Agence Nationale de la Recherche, Agence Nationale de la Recherche,France, Deutsche Forschungsgemeinschaft, European Research Council, World Health Organization",24.0,"Andorra, France",xplorer,ok,The human microbial exposome: expanding the Exposome-Explorer database with gut microbial metabolites.
CAPITALIZED,38914788,SEMA,0.666579,sema,0.666579,,0.666579,1,http://www.SEMA3.com,200,,,,2024-06-24,"Melbourne School of Psychological Sciences, University of Melbourne, Melbourne, Australia.","Alvarez-Jimenez M, Dozo N, Gleeson J, Hinton JDX, Jayaputera GT, Koval P, Moeck EK, O'Brien ST, Sinnott RO, Susanto R, Vu D",DE190100203,"Australian Catholic University, Australian Research Council, Melbourne School of Psychological Sciences, University of Melbourne",27.0,Australia,sema,ok,SEMA<sup>3</sup>: A free smartphone platform for daily life surveys.
TITLE_CAPITALIZED,38385146,Directory of,0.6628398,,0.6628398,directory of,0.6628398,1,https://aw.iimas.unam.mx/cdbprom/,200,,,,2024-02-21,"Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia B3H 4H7, Canada.","Casa PL, Dutt M, Kelvin DJ, Kumar A, Ledesma-Dominguez L, Martinez GS, Maya CR, Perez-Rueda E, de Avila E Silva S","2023-2565, 320012, CIHR MZ1 187236, IN-220523","Canadian Institutes of Health Research, Ciencias y Tecnologías, Consejo Nacional de Humanidades, Dalhousie Medical Research Foundation, Li Ka Shing Foundation, Mpox Rapid Research, Research Nova Scotia",4.0,"Andorra, Canada",directory of,ok,CDBProm: the Comprehensive Directory of Bacterial Promoters.
TITLE_CAPITALIZED,38872612,RNAcmap3,0.662152,,0.662152,rnacmap3,0.662152,1,https://ngdc.cncb.ac.cn/omix/release/OMIX003037,200,,,,2024-05-01,"Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen 518055, China.","Chen K, Litfin T, Singh J, Zhan J, Zhou Y",,,12.0,"Andorra, China",rnacmap3,ok,MARS and RNAcmap3: The Master Database of All Possible RNA Sequences Integrated with RNAcmap for RNA Homology Search.
TITLE_CAPITALIZED,35501320,Nucleome,0.6583295,,0.6583295,nucleome,0.6583295,1,https://data.4dnucleome.org/,200,,,,2022-05-02,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, 02115, USA.","Abdennur N, Alver BH, Bakker C, Balashov AK, Cosolo A, Ehmsen SR, Gehlenborg N, Imakaev M, Johnson J, Kerpedjiev P, Kırlı K, Lee S, Mercado L, Mirny LA, Park PJ, Pitman KM, Reiff SB, Ronchetti W, Schroeder AJ, Veit AD, Vitzthum C, Çamoğlu U, Öztürk SU","U01 CA200059, U01CA200059","NCI NIH HHS, U.S. Department of Health &amp; Human Services | National Institutes of Health",137.0,United States,nucleome,ok,The 4D Nucleome Data Portal as a resource for searching and visualizing curated nucleomics data.
"SHORT_NAME_REPLACED,TITLE_CAPITALIZED",38395961,DompeKeys,0.65803605,d,0.65803605,,0.65803605,1,https://dompekeys.exscalate.eu,200,,,,2024-02-23,"EXSCALATE, Dompé Farmaceutici SpA, Via Tommaso de Amicis 95, 80123, Napoli, Italy.","Beccari AR, Cerchia C, Fava A, Lunghini F, Manelfi C, Pedretti A, Stouten PFW, Tazzari V, Vistoli G",,,2.0,Italy,d,ok,"""DompeKeys"": a set of novel substructure-based descriptors for efficient chemical space mapping, development and structural interpretation of machine learning models, and indexing of large databases."
TITLE_CAPITALIZED,38837557,BIOFACQUIM,0.65470004,biofacquim,0.65470004,,0.65470004,1,http://www.biomx-db.com,200,,,,2024-06-05,"DIFACQUIM Research Group, Department of Pharmacy, School of Chemistry, Universidad Nacional Autónoma de México, Mexico City, Mexico.","Martínez-Urrutia F, Medina-Franco JL",IG200124,"DGAPA, Programa de Apoyo a Proyectos de Investigación e Innovación Tecnológica (PAPIIT), UNAM",,Mexico,biofacquim,ok,BIOMX-DB: A web application for the BIOFACQUIM natural product database.
TITLE_CAPITALIZED,37647638,iseaseGPS,0.65366155,,0.65366155,iseasegps,0.65366155,1,https://diseasegps.sjtu.edu.cn,200,,,,2023-09-01,"State Key Laboratory of Microbial Metabolism, Joint International Research Laboratory of Metabolic & Developmental Sciences, Department of Bioinformatics and Biostatistics, School of Life Sciences and Biotechnology, Shanghai Jiao Tong University, Shanghai, China.","Feng J, Gu J, Huang D, Jiang J, Li P, Lu H, Lyu Y, Ren Y, Wei M, Wu S, Yu G, Zhao T, Zhu Z","2022YFC2703103, 31728012","National Key R&amp;D Program of China, National Natural Science Foundation of China, Neil Shen’s SJTU Medical Research Fund",3.0,"Andorra, China",iseasegps,ok,diseaseGPS: auxiliary diagnostic system for genetic disorders based on genotype and phenotype.
TITLE_CAPITALIZED,35147037,PPI-Hotspot,0.65333396,,0.65333396,ppi-hotspot,0.65333396,1,https://ppihotspot.limlab.dnsalias.org,200,,,,2022-02-11,"Institute of Biomedical Sciences, Academia Sinica, Taipei 115, Taiwan.","Chen YC, Chen YH, Lim C, Wright JD","AS-IA-107-L03, MOST-98- 2113-M-001-011","Academia Sinica, Ministry of Science and Technology, Taiwan",16.0,,ppi-hotspot,ok,PPI-Hotspot<sup>DB</sup>: Database of Protein-Protein Interaction Hot Spots.
TITLE_CAPITALIZED,36399499,Targets,0.65202034,,0.65202034,targets,0.65202034,1,https://platform.opentargets.org/,200,,,,2023-01-01,"Open Targets, Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.","Ariano B, Baker J, Bernal-Llinares M, Buniello A, Carmona M, Cornu H, Cruz-Castillo C, Dunham I, Ferrer J, Fumis L, Ge X, Ghoussaini M, Gonzalez-Uriarte A, Hercules A, Horswell S, Hulcoop DG, Karim M, Lopez I, Machlitt-Northen S, Malangone C, Martinez Osorio RE, McDonagh EM, Mehta C, Miranda A, Ochoa D, Razuvayevskaya O, Roldán-Romero JM, Saha S, Schwartzentruber J, Suveges D, Tirunagari S, Tsirigos K, Tsukanov K, Young S",206194,"Open Targets, Wellcome Trust",294.0,United Kingdom,targets,ok,"The next-generation Open Targets Platform: reimagined, redesigned, rebuilt."
TITLE_CAPITALIZED,36736440,ncR2metasta,0.651428,,0.651428,ncr2metasta,0.651428,1,http://ncr2met.wchoda.com,200,,,,2023-02-02,"College of Life Science and Health, Wuhan University of Science and Technology, Wuhan 430065, China.","Deng W, Li B, Liao X, Peng C, Yang H, Yu D, Zhang C, Zhang F, Zhang S, Zhou Y, Zhu Y","62172312, BDSYS2021001","Anhui Agricultural University, National Natural Science Foundation of China",1.0,"Andorra, China",ncr2metasta,ok,ncR2Met (lncR2metasta v2.0): An updated database for experimentally supported ncRNAs during cancer metastatic events.
"DISAMBIGUATED,SMART_CAPITALIZED",35275211,Database (csdb),0.6487917,,0.6487917,database,0.6487917,1,http://csdb.glycoscience.ru/database/core/search_conf.html,200,,,,2022-05-01,"Higher Chemical College, D. Mendeleev University of Chemical Technology of Russia, Miusskaya square 9, Moscow 125047, Russia.","Frank M, Scherbinina SI, Toukach PV",18-14-00098-P,Russian Science Foundation,4.0,,database,ok,Carbohydrate Structure Database oligosaccharide conformation tool.
SHORT_NAME_REPLACED,37140058,DEPICTER2,0.6477342,d,0.6477342,,0.6477342,1,http://biomine.cs.vcu.edu/servers/DEPICTER2/,200,,,,2023-07-01,"Department of Computer Science, Virginia Commonwealth University, Richmond, VA 23284, USA.","Basu S, Gsponer J, Kurgan L","DBI2146027, IIS2125218","National Science Foundation, Robert J. Mattauch Endowment",17.0,United States,d,ok,DEPICTER2: a comprehensive webserver for intrinsic disorder and disorder function prediction.
TITLE_CAPITALIZED,34747477,Swiss portal,0.64624584,,0.64624584,swiss portal,0.64624584,1,https://spica.unil.ch,200,,,,2022-01-01,"Ludwig Institute for Cancer Research, Lausanne Branch, and Department of Oncology, CHUV and University of Lausanne, Epalinges 1066, Switzerland.","Andreatta M, Carmona SJ, David FPA, Guex N, Iseli C",180010,Swiss National Science Foundation,8.0,"Andorra, Switzerland",swiss portal,ok,SPICA: Swiss portal for immune cell analysis.
TITLE_CAPITALIZED,37387129,Coriolis,0.6447331,,0.6447331,coriolis,0.6447331,1,http://score-group.org/?id=smarten,200,,,,2023-06-01,"Department of Computer Science and Engineering, University at Buffalo, Buffalo, NY 14260, United States.","Mikalsen AJ, Zola J",CNS-1910193,National Science Foundation,5.0,"Andorra, United States",coriolis,ok,Coriolis: enabling metagenomic classification on lightweight mobile devices.
