original_record_num,record_index,database_name,long_database_name,pmids,found_urls,url_source,match_quality,notes
929,317,,soysnp618k,34914170,NOT_FOUND,not_available,,No URLs found in fulltext
930,318,omics,,35145087,https://www.10xgenomics.com/products/spatial-proteomics|https://mouse.brain-map.org/experiment/show/74881286|https://www.biolegend.com/en-us/totalseq|https://mouse.brain-map.org/experiment/show/72283804|https://imagemagick.org/index.php|https://mouse.brain-map.org/experiment/show/70634395|https://mouse.brain-map.org/experiment/show/75038464|https://mouse.brain-map.org/experiment/show/73925716|https://mouse.brain-map.org/experiment/show/73930835|https://mouse.brain-map.org/experiment/show/79556634|https://mouse.brain-map.org/experiment/show/77280574|http://www.scipy.org/|https://mouse.brain-map.org/experiment/show/73818754|https://mouse.brain-map.org/experiment/show/71587856|https://mouse.brain-map.org/experiment/show/112646890|http://dahtah.github.io/imager/|https://mouse.brain-map.org/experiment/show/71358557|https://mouse.brain-map.org/|https://mouse.brain-map.org/experiment/show/71836879|https://www.gencodegenes.org/mouse/release_M11.html|https://mouse.brain-map.org/experiment/show/72283805,fulltext,HIGH,Found in PMCID PMC8831571
932,319,sophia,,38398771,https://www.ehden.eu/|https://wviechtb.github.io/metafor/|https://ucum.org|https://news.medtronic.com/2016-05-25-The-Nederlandse-Obesitas-Kliniek-and-Medtronic-Join-Forces-in-the-Battle-Against-Morbid-Obesity|https://exetercrfnihr.org/about/exeter-10000/|https://www.datashield.org/|https://www.nlm.nih.gov/research/umls/rxnorm|https://athena.ohdsi.org/|https://www.snomed.org|https://loinc.org|https://ohdsi.github.io/CommonDataModel/cdm54.html|https://ohdsi.github.io/CommonDataModel/|https://www.ohdsi.org/|https://www.obiba.org/pages/products/agate/,fulltext,MEDIUM,Found in PMCID PMC10890572
934,320,mobios,,38312338,https://ipt.pensoft.net/resource?r=mobios_data|https://binary.pensoft.net/fig/907992|https://scholar.google.com.ph/|https://qgis.org/en/site/|https://www.itis.gov/|https://binary.pensoft.net/fig/865754|https://www.catalogueoflife.org|https://www.researchgate.net/|https://binary.pensoft.net/file/915302|https://binary.pensoft.net/fig/883437|https://biolitrepo.org/|https://binary.pensoft.net/fig/916231|https://www.catalogueoflife.org/,fulltext,HIGH,Found in PMCID PMC10838081
936,321,ws22,,36792601,NOT_FOUND,not_available,,No URLs found in fulltext
937,322,,octocoral,39814778,http://www.marinespecies.org|https://ror.org/03x57gn41|https://ror.org/05ect0289|https://obis.org|https://www.coraltraits.org/procedures|https://ror.org/021018s57|https://ror.org/025ecfn45|https://ror.org/01gntjh03|https://ror.org/01wspgy28,fulltext,LOW,Found in PMCID PMC11735844
939,323,,anddigest,36499269,https://anddigest.sysbio.ru/|https://huggingface.co/Timofey|https://wikipedia.org/|https://www.mdpi.com/article/10.3390/ijms232314934/s1,fulltext,HIGH,Found in PMCID PMC9738852
946,324,,rcsb-api,39894387,NOT_FOUND,not_available,,No URLs found in fulltext
948,325,,foodprint,39231169,https://www.nass.usda.gov/Education_and_Outreach/Understanding_Statistics/index.php|https://www.dietaryguidelines.gov/about-dietary-guidelines/related-projects|https://sustainabledevelopment.un.org/?menu=1300|https://www.cdc.gov/nchs/nhanes/about_nhanes.htm|https://fdc.nal.usda.gov/|https://epi.grants.cancer.gov/hei/|https://www.nibib.nih.gov/science-education/science-topics/computational-modeling|https://apps.fas.usda.gov/gats/ExpressQuery1.aspx|https://health.gov/our-work/nutrition-physical-activity/white-house-conference-hunger-nutrition-and-health|https://quickstats.nass.usda.gov/|https://www.agcensus.usda.gov/Publications/Irrigation_Survey/|https://www.ers.usda.gov/publications/pub-details/?pubid=98400|https://store.extension.iastate.edu/product/4175|https://www.ers.usda.gov/data-products/international-agricultural-productivity/|https://www.nass.usda.gov/Publications/AgCensus/2017/index.php|https://dietaryguidelines.gov/|https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/food-surveys-research-group/docs/fped-data-tables/|https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/food-availability-per-capita-data-system/#Loss-Adjusted%20Food%20Availability|https://www.feedipedia.org/|https://nap.nationalacademies.org/collection/63/nutrient-requirements-of-animals|https://www.ers.usda.gov/publications/pub-details/?pubid=41881|https://www.nass.usda.gov/AgCensus/|https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/food-surveys-research-group/docs/fndds/|https://wwwn.cdc.gov/nchs/nhanes/Default.aspx|https://usda.library.cornell.edu/concern/publications/5x21tf41f?locale=en#release-items|https://extension.okstate.edu/fact-sheets/management-of-insect-pests-in-rangeland-and-pasture.html|http://www.nap.edu/openbook.php?record_id=1713&#x00026;page=R1|http://www.nass.usda.gov/Quick_Stats/|https://www.epa.gov/sustainable-management-food/united-states-2030-food-loss-and-waste-reduction-goal,fulltext,LOW,Found in PMCID PMC11373842
949,326,,chimera,37258539,https://www.tudelft.nl/dhpc/ark:/44463/DelftBluePhase1|https://vinecopulib.github.io/pyvinecopulib/,fulltext,LOW,Found in PMCID PMC10230490
956,327,,people's ventilator,35544461,https://med.umn.edu/covid19Ventilator|https://www.medtronic.com/covidien/en-us/products/mechanical-ventilation/puritan-bennett-560-ventilator.html|https://pacev2.apexcovantage.com/|https://journals.plos.org/plosone/s/file?id=wjVg/PLOSOne_formatting_sample_main_body.pdf|https://www.editorialmanager.com/pone/|https://arxiv.org/abs/2102.06779|https://www.iso.org/standard/38421.html|https://www.peoplesvent.org/en/latest/|https://opensource.guide/best-practices/|http://journals.plos.org/plosone/s/data-availability#loc-unacceptable-data-access-restrictions|https://travis-ci.com/|https://www.iso.org/standard/78227.html|http://journals.plos.org/plosone/s/data-availability|https://www.iso.org/standard/68844.html|http://abyz.me.uk/rpi/pigpio/|https://journals.plos.org/plosone/s/file?id=ba62/PLOSOne_formatting_sample_title_authors_affiliations.pdf|http://www.editorialmanager.com/pone/|http://journals.plos.org/plosone/s/data-availability#loc-recommended-repositories|https://journals.plos.org/plosone/s/submission-guidelines#loc-laboratory-protocols|https://plos.org/protocols?utm_medium=editorial-email&#x00026;utm_source=authorletters&#x00026;utm_campaign=protocols|https://www.iso.org/standard/72704.html|https://www.iso.org/standard/59752.html,fulltext,HIGH,Found in PMCID PMC9094548
960,328,,humet repository,39033506,https://humet.org/|https://humet.org|http://www.foodb.ca|https://www.R-project.org/,fulltext,HIGH,Found in PMCID PMC11513335
967,329,,adaptive convolutional neural network,35459273,https://matplotlib.org|https://librosa.org/doc/latest/index.html,fulltext,LOW,Found in PMCID PMC9033781
971,330,,biosample,40549542,https://api-ui.mg-rast.org/metagenome/mgm4738303.3?verbosity=metadata|https://www.genenames.org/tools/multi-symbol-checker/|https://ai.meta.com/blog/meta-llama-3-1|https://metasra.biostat.wisc.edu/|https://ollama.com|http://arxiv.org/abs/2205.11916|https://chat.openai.com,fulltext,LOW,Found in PMCID PMC12205978
973,331,,sheddomedb 2023,37458416,https://bal.lab.nycu.edu.tw/sheddomedb/|https://pubs.acs.org/doi/10.1021/acs.jproteome.3c00001,fulltext,HIGH,Found in PMCID PMC10407926
975,332,crwd,,35434225,https://www.hhs.gov/hipaa/for-professionals/privacy/special-topics/de-identification/index.html,fulltext,MEDIUM,Found in PMCID PMC9006763
977,333,rock,,36053857,NOT_FOUND,not_available,,No URLs found in fulltext
979,334,,temporal extracellular transcriptome atlas,38216281,https://www.nature.com/articles/nsmb.2660|https://journals.biologists.com/dev/article/142/18/3151/46887/Defining-the-three-cell-lineages-of-the-human|http://www.usadellab.org/cms/?page=trimmomatic|https://www.nature.com/articles/nature12364,fulltext,LOW,Found in PMCID PMC10794780
981,335,,genomic reference resource for african cattle,39030190,https://genomics.ed.ac.uk/|http://broadinstitute.github.io/picard|https://ror.org/00dn43547|https://identifiers.org/ncbi/insdc.sra:ERP122860|https://ror.org/01jxjwb74|https://ror.org/021sy4w91|https://ror.org/01sn1yx84|https://software.broadinstitute.org/gatk/best-practices/|https://identifiers.org/ncbi/insdc.sra:SRP383865|https://identifiers.org/ena.embl:ERP159237|http://samtools.github.io/bcftools/bcftools.html|https://ror.org/04h6axt23|https://ror.org/01r22mr83|https://ror.org/02jbayz55|https://ror.org/035rgqg63|https://ror.org/04s6kmw55|https://identifiers.org/ncbi/insdc.sra:SRP489268|https://data.ilri.org/portal/dataset?q=grrfac|https://identifiers.org/ena.embl:ERP159163|https://ror.org/01ee9ar58|http://www.animalgenome.org/repository/cattle/UMC_bovine_coordinates|https://ror.org/018zj0h25|https://identifiers.org/ncbi/insdc.sra:ERP123498,fulltext,HIGH,Found in PMCID PMC11271538
983,336,,andasgwas,37142970,https://caotianze.github.io/pandasgwas/|https://stateless.group/hal_specification.html,fulltext,HIGH,Found in PMCID PMC10161511
991,337,spark,,40472336,NOT_FOUND,not_available,,No URLs found in fulltext
994,338,yeast,,37078622,NOT_FOUND,not_available,,No URLs found in fulltext
995,339,,phenotypic plasticity platform,34837217,NOT_FOUND,not_available,,No URLs found in fulltext
997,340,rtk-pred,,36830638,http://bioinformatics.biol.uoa.gr/RTK-PRED/|https://www.mdpi.com/article/10.3390/biom13020270/s1|http://bioinformatics.biol.uoa.gr/tyrek_db/,fulltext,HIGH,Found in PMCID PMC9953206
999,341,inrae,,35161327,https://www6.paca.inrae.fr/gafl_eng/Partnerships-and-Projects/Closed-Projects/SESAM|https://www6.paca.inrae.fr/gafl_eng/Vegetable-Germplasm-Centre/Use-our-genetic-resources|https://www.agrobrc-rare.org/|https://www.ecpgr.cgiar.org/|https://www.bioversityinternational.org/e-library/publications/detail/manual-of-seed-handling-in-genebanks/|https://www.mdpi.com/article/10.3390/plants11030347/s1|https://www.ecpgr.cgiar.org/european-evaluation-network-eva/eva-networks/lettuce/|https://eurisco.ipk-gatersleben.de/|http://florilege.arcad-project.org/fr|https://urgi.versailles.inra.fr/siregal/siregal/grc.do|http://www.g2p-sol.eu/|https://www.cbd.int/abs/about/,fulltext,HIGH,Found in PMCID PMC8838894
1000,342,qm9,,39753599,https://ror.org/0089bg420|https://ror.org/041kmwe10,fulltext,MEDIUM,Found in PMCID PMC11698913
1001,343,ybkit,,38006335,https://docs.anaconda.com/free/anaconda/reference/faq/,fulltext,MEDIUM,Found in PMCID PMC10701094
1002,344,,radx-up,40718923,NOT_FOUND,not_available,,No URLs found in fulltext
1003,345,fppi,,39003916,NOT_FOUND,not_available,,No URLs found in fulltext
1005,346,,malmö breast imaging,36779038,https://www.lupop.lu.se/modernisering-av-brostcancerscreening-med-big-data,fulltext,LOW,Found in PMCID PMC9905220
1006,347,,database of essential genes,38868518,NOT_FOUND,not_available,,No URLs found in fulltext
1007,348,ds,,40359222,https://www.unb.ca/cic/datasets/ids-2017.html,fulltext,MEDIUM,Found in PMCID PMC12074334
1009,349,,fair-fish,38924085,NOT_FOUND,not_available,,No URLs found in fulltext
1010,350,lobalinto,,35242914,https://euklems.eu/|http://www.wiod.org/database/wiots16|https://ec.europa.eu/eurostat/web/structural-business-statistics/data/database,fulltext,MEDIUM,Found in PMCID PMC8857581
1013,351,,swissgenvar</i,38929869,NOT_FOUND,not_available,,No URLs found in fulltext
1014,352,,lungmap,36413377,NOT_FOUND,not_available,,No URLs found in fulltext
1017,353,,sequence alignment to predict,36847398,NOT_FOUND,not_available,,No URLs found in fulltext
1022,354,rosie,,35064124,https://automeris.io/WebPlotDigitizer/index.html,fulltext,MEDIUM,Found in PMCID PMC8782934
1025,355,,loodimg,37168598,https://images.google.com/?gws_rd=ssl|https://www.elsevier.com/authors/journal-authors/policies-and-ethics|https://www.kaggle.com/datasets/hhrclemson/flooding-image-dataset|https://ops.fhwa.dot.gov/511/resources/publications/511guide_ver3/511guide3.htm,fulltext,LOW,Found in PMCID PMC10164831
1028,356,,phylobook,38700279,NOT_FOUND,not_available,,No URLs found in fulltext
1031,357,,recognizer,35495109,https://man.archlinux.org/man/pdftoppm|https://bioconductor.riken.jp/packages/3.2/bioc/vignettes/KEGGprofile/inst/doc/KEGGprofile.pdf,fulltext,LOW,Found in PMCID PMC9034014
1037,358,,african bat database,39622813,https://adam-kane.shinyapps.io/african_bat_dist/|https://ror.org/00cvxb145|https://ror.org/0338xea48|https://ror.org/00dygpn15|https://ror.org/00g0p6g84|https://ror.org/009xwd568|https://ror.org/05m7pjf47|https://ror.org/03hsf0573|https://ror.org/04qzfn040|https://ror.org/041kmwe10|https://ror.org/00hpz7z43|https://ror.org/00m4rwq02,fulltext,HIGH,Found in PMCID PMC11611906
1042,359,,yhseqy3000,39838386,https://ror.org/017z00e58|https://ror.org/04ry60e05|https://ror.org/05k3sdc46|https://isogg.org/tree/index.html|https://ror.org/038c3w259|https://ror.org/007mrxy13|https://ror.org/02x1pa065|https://ror.org/01vjw4z39|https://ror.org/011ashp19|https://ror.org/0497ase59,fulltext,LOW,Found in PMCID PMC11752814
1043,360,,whaledo,38768239,https://plos.org/protocols?utm_medium=editorial-email&#x00026;utm_source=authorletters&#x00026;utm_campaign=protocols|https://www.gmrt.org/GMRTMapTool|https://pacev2.apexcovantage.com|http://www.plosbiology.org/article/info%3Adoi%2F10.1371%2Fjournal.pbio.1001908#s5,fulltext,LOW,Found in PMCID PMC11142720
1044,361,,container profiler,37624874,https://bio.tools/containerprofiler|https://sematext.com/blog/docker-container-monitoring/|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/deployment_guide/s2-proc-dir-net|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/resource_management_guide/ch-subsystems_and_tunable_parameters|http://man7.org/linux/man-pages/man5/proc.5.html|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/resource_management_guide/sec-cpuacct|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/deployment_guide/s2-proc-loadavg|http://www.linuxhowtos.org/System/procstat.htm|https://www.kernel.org/doc/Documentation/ABI/testing/procfs-diskstats|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/deployment_guide/s2-proc-cpuinfo|http://man7.org/linux/man-pages/man7/cgroups.7.html|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/deployment_guide/s2-proc-meminfo|https://www.idnt.net/en-US/kb/941772|https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html/resource_management_guide/sec-memory,fulltext,HIGH,Found in PMCID PMC10452954
1047,362,,itrogen fixation database,38846350,NOT_FOUND,not_available,,No URLs found in fulltext
1048,363,,extnettopics pro,37867598,https://www.frontiersin.org/articles/10.3389/fgene.2023.1243874/full#supplementary-material|https://www.kaggle.com/datasets/spsayakpaul/arxiv-paper-abstracts|https://bipress.boku.ac.at/camda2022/,fulltext,LOW,Found in PMCID PMC10585361
1054,364,dzome,,37623798,https://pfam.xfam.org/|https://www.mdpi.com/article/10.3390/membranes13080737/s1,fulltext,MEDIUM,Found in PMCID PMC10456741
1058,365,ipd-imgt,,38936817,NOT_FOUND,not_available,,No URLs found in fulltext
1062,366,,entralized interactive phenomics resource,36882092,NOT_FOUND,not_available,,No URLs found in fulltext
1063,367,,logistics information traceability model,38768124,NOT_FOUND,not_available,,No URLs found in fulltext
1065,368,,papertronics,36926800,NOT_FOUND,not_available,,No URLs found in fulltext
1069,369,,eulat ecollect,39450797,NOT_FOUND,not_available,,No URLs found in fulltext
1070,370,dopv2,,36526638,https://www.bco-dmo.org/dataset/855139|https://odv.awi.de|https://www.bco-dmo.org/dataset/855139/data|https://hahana.soest.hawaii.edu/hot/reports/rep_y20.pdf,fulltext,MEDIUM,Found in PMCID PMC9758185
1073,371,,research data repository,37646933,NOT_FOUND,not_available,,No URLs found in fulltext
1076,372,,orean medicine omics resource extension map,39242618,https://identifiers.org/GEO:GSE245912|https://ror.org/005rpmt10|https://identifiers.org/GEO:GSE244707|https://identifiers.org/GEO:GSE244694|https://ror.org/01an57a31|https://ror.org/0227as991|https://identifiers.org/GEO:GSE244687|https://oasis.kiom.re.kr/herblib|https://www.gsea-msigdb.org/gsea/msigdb,fulltext,LOW,Found in PMCID PMC11379693
1077,373,biraffe2,,35672378,https://gitlab.geist.re/pro/biraffe2-supplementary-codes|http://bitalino.com/pyAPI/|https://obsproject.com/|https://bitalino.com/datasheets/ECG_Sensor_Datasheet.pdf|https://arxiv.org/abs/2005.00093|https://bitalino.com/en/|https://bitalino.com/datasheets/EDA_Sensor_Datasheet.pdf|https://azure.microsoft.com/services/cognitive-services/face/|https://csea.phhp.ufl.edu/media.html,fulltext,HIGH,Found in PMCID PMC9174280
1080,374,,ccess misophonia stimuli,40687097,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5109766,fulltext,LOW,Found in PMCID PMC12270268
1083,375,,omd curation toolkit,38724907,http://www.drawio.com/,fulltext,LOW,Found in PMCID PMC11084137
1086,376,chákṣu,,36737439,https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid|http://forushealth.com/forus/|http://www.adcis.net/en/Download-Third-Party/Messidor.htmlindex-en.php|https://refuge.grand-challenge.org/|http://www.aldiri.info/Image%20Datasets/ONHSD.aspx|http://cvit.iiit.ac.in/projects/mip/drishti-gs/mip-dataset2/Home.php|http://www.bosch-eyecare.com/|https://ai.googleblog.com/2016/11/deep-learning-for-detection-of-diabetic.html|https://paperswithcode.com/dataset/aria/|https://imagej.nih.gov/ij/|https://www.kaggle.com/c/diabetic-retinopathy-detection|https://www.wma.net/policies-post/wma-declaration-of-helsinki-ethical-principles-for-medical-research-involving-human-subjects/|https://refuge.grand-challenge.org/Home2020/|https://cecas.clemson.edu/ahoover/stare/|http://remidio.com/,fulltext,MEDIUM,Found in PMCID PMC9898274
1087,377,it,,38442048,NOT_FOUND,not_available,,No URLs found in fulltext
1088,378,anvar,,39382066,NOT_FOUND,not_available,,No URLs found in fulltext
1092,379,,eaturecloud,37436815,https://featurecloud.ai/assets/api/redoc-static.html|https://featurecloud.ai|https://www.melloddy.eu/|https://www.jmir.org|https://share-eric.eu/data/data-set-details/share-corona-survey-1|https://share-eric.eu/|https://www.jmir.org/|https://ai.googleblog.com/2017/04/federated-learning-collaborative.html|https://owkin.com/|https://www.spiedigitallibrary.org/conference-proceedings-of-|https://www.xaynet.dev/,fulltext,HIGH,Found in PMCID PMC10372562
1093,380,firm,,35561293,http://tabula-muris.ds.czbiohub.org/|https://academic.oup.com/bib|https://tabula-microcebus.ds.czbiohub.org/|https://www.synapse.org/#!Synapse:syn21041850,fulltext,MEDIUM,Found in PMCID PMC9487597
1094,381,,borrelia peptideatlas,39622905,http://www.peptideatlas.org/builds/borrelia/|https://ror.org/05wvpxv85|https://ror.org/02hfpnk21|https://metacpan.org/pod/Bio::Tools::SeqStats|http://www.thegpm.org/crap/|https://ror.org/02tpgw303|https://ror.org/02kzs4y22,fulltext,HIGH,Found in PMCID PMC11612207
1097,382,,tumor atlas network,40164800,NOT_FOUND,not_available,,No URLs found in fulltext
1099,383,,bacterial strains,39204272,https://www.mdpi.com/article/10.3390/pathogens13080672/s1|https://www.bv-brc.org/docs/quick_references/ftp.html|https://bacspad.altrabio.com|https://bacspad.altrabio.com/,fulltext,LOW,Found in PMCID PMC11357117
1102,384,lbcona,,36927359,https://huggingface.co/datasets/ncbi_disease|https://physionet.org/content/shareclefehealth2013/1.0/|https://bionlp.nlm.nih.gov/tac2017adversereactions/,fulltext,MEDIUM,Found in PMCID PMC10021986
1106,385,yndiff,,37770956,https://www.dynaccurate.com/|https://git.list.lu/dynaccurate/change-ontology|https://git.list.lu/dynaccurate/change-ontology/-/blob/master/Comparison.pdf|http://oaei.ontologymatching.org/|http://www.cs.ox.ac.uk/isg/projects/SEALS/oaei/|https://bioportal.bioontology.org|https://ror.org/01t178j62,fulltext,MEDIUM,Found in PMCID PMC10537977
1107,386,msds-aok plus,,36835976,https://www.mdpi.com/article/10.3390/jcm12041441/s1,fulltext,MEDIUM,Found in PMCID PMC9962623
1108,387,,penapepose,38078902,https://arxiv.org/abs/2110.00543|https://ror.org/017zqws13|https://ror.org/03czfpz43|https://arxiv.org/abs/2011.10759|https://arxiv.org/abs/2108.12617|https://www.taskrabbit.com/|https://ror.org/04p491231|https://ror.org/04s5mat29|https://arxiv.org/abs/1906.07155,fulltext,LOW,Found in PMCID PMC10712952
1109,388,,multiparty space sharing and authentication,39468089,https://ror.org/05dkjfz60,fulltext,LOW,Found in PMCID PMC11519977
1113,389,,central asia,38348325,https://pandoradata.earth/organization/north-central-asia-isotopic-database,fulltext,HIGH,Found in PMCID PMC10859260
1114,390,,drainage basin morphology,40193489,https://pacev2.apexcovantage.com/|http://eros.usgs.gov/#|https://lpdaac.usgs.gov/products/srtmgl1v003/|https://journals.plos.org/plosone/s/file?id=wjVg/PLOSOne_formatting_sample_main_body.pdf|http://eol.jsc.nasa.gov/sseop/clickmap/|http://journals.plos.org/plosone/s/licenses-and-copyright|https://www.cia.gov/library/publications/the-world-factbook/index.html|https://www.editorialmanager.com/pone/|https://opentopography.org/meta/OT.042013.4326.1|https://catalogue.ceh.ac.uk/documents/7d5e42b6-7729-46c8-99e9-f9e4efddde1d|http://earthobservatory.nasa.gov/|http://viewer.nationalmap.gov/viewer/|https://journals.plos.org/plosone/s/file?id=ba62/PLOSOne_formatting_sample_title_authors_affiliations.pdf|http://journals.plos.org/plosone/s/file?id=7c09/content-permission-form.pdf|http://www.naturalearthdata.com/|http://pubs.er.usgs.gov/publication/70185663|https://journals.plos.org/plosone/s/submission-guidelines#loc-laboratory-protocols|https://www.qgis.org|https://plos.org/protocols?utm_medium=editorial-email&#x00026;utm_source=authorletters&#x00026;utm_campaign=protocols|http://landsat.visibleearth.nasa.gov/|https://gdal.org|https://www.cia.gov/library/publications/cia-maps-publications/index.html,fulltext,LOW,Found in PMCID PMC11975112
1115,391,,aop-wiki,38523647,https://aopkb.oecd.org|https://www.genenames.org/|https://icd.who.int/browse11/l-m/en|https://aopwiki.org/|https://eurion-cluster.eu/|https://aspis-cluster.eu/|https://caat.jhsph.edu/programs/DIT/|https://oberon-4eu.com|http://aop-helpfinder.u-paris-sciences.fr/|https://www.radonorm.eu|https://www.eu-parc.eu/|https://readedtest.u-paris-sciences.fr/|https://ontox-project.eu/|https://www.eu-parc.eu|https://www.frontiersin.org/articles/10.3389/ftox.2024.1285768/full#supplementary-material|https://aopwiki.org/info_pages/5|https://www.genenames.org/tools/hcop/|https://eurion-cluster.eu|https://www.ciao-covid.net/aops|https://www.humanexposome.eu/,fulltext,LOW,Found in PMCID PMC10958381
1116,392,landdx,,35042854,https://www.arcgis.com/home/search.html?q=landDx|https://www.arcgis.com/home/search.html?q=landDx_export|https://www.usgs.gov/media/videos/landsat-collections-rmse|https://play.google.com/store/apps/details?id=org.maraelephantproject.terrachart,fulltext,HIGH,Found in PMCID PMC8766582
1117,393,global,,38698803,https://globalenergymonitor.org/projects/global-solar-power-tracker/|https://planet.openstreetmap.org/|https://www.transitionzero.org/insights/interconnector-report-feo|https://sandia.gov/ess-ssl/gesdb/public/index.html|https://www.ferc.gov/industries-data/electric/electric-industry-forms/form-no-715-annual-transmission-planning-and-evaluation-repor-data|https://www.sapp.co.zw/interconnectors|https://www.eia.gov/electricity/gridmonitor/about|https://powermin.gov.in/en/content/interconnection-neighbouring-countries|https://ubn.news/ukraine-and-poland-are-upgrading-the-interstate-transmission-line/|https://transparency.entsoe.eu/transmission-domain/ntcYear/show,fulltext,HIGH,Found in PMCID PMC11063983
1118,394,,cloud platform for,38108505,NOT_FOUND,not_available,,No URLs found in fulltext
1119,395,,paediatric respiratory sound database,36070274,NOT_FOUND,not_available,,No URLs found in fulltext
1121,396,,virome data explorer,38236818,"https://www.illumina.com/techniques/sequencing/ngs-library-prep/multiplexing/index-hopping.html|http://www.bioinformatics.babraham.ac.uk/projects/fastqc|https://data.census.gov/map?q=New+York+city,+New+York&#x00026;layer=VT_2021_160_00_PY_D1&#x00026;loc=40.8394,-73.9136,z10.7284",fulltext,LOW,Found in PMCID PMC10796020
1125,397,sat,,36402991,https://mafft.cbrc.jp/alignment/software|https://www.fbi.gov/services/laboratory/biometric-analysis/codis/codis-and-ndis-fact-sheet|https://www.oracle.com/|https://www.oracle.com/java/technologies/downloads/|https://www.nist.gov/programs-projects/genome-bottle|https://strider.online/,fulltext,MEDIUM,Found in PMCID PMC9675219
1127,398,,cancer research database (crdb,35430561,https://cancer.jmir.org|https://www.wcrf.org/cancer-trends/global-cancer-data-by-country/|https://cancer.jmir.org/|https://www.researchsquare.com/article/rs-153167/v1|https://habdsk.org/crdb.php,fulltext,HIGH,Found in PMCID PMC9191331
1128,399,,brain atlas,40607320,NOT_FOUND,not_available,,No URLs found in fulltext
1131,400,,genome resource,39793579,NOT_FOUND,not_available,,No URLs found in fulltext
1134,401,,librarians,39119158,NOT_FOUND,not_available,,No URLs found in fulltext
1135,402,flp,,36321973,https://www.wormatlas.org/hermaphrodite/coelomocyte/Coelomoframeset.html|https://ggplot2.tidyverse.org|http://www.rstudio.com/|https://owenjm.github.io/damidseq_pipeline/|https://www.R-project.org/,fulltext,MEDIUM,Found in PMCID PMC9836023
1137,403,,chinese cabbage database,35448733,https://www.tbirs.cn/NHCCDB/Genome.jsp|https://www.mdpi.com/article/10.3390/plants11081005/s1|https://webblast.ipk-gatersleben.de/misa/|http://pfam.xfam.org/|http://tbir.njau.edu.cn/NhCCDbHubs/index.jsp|http://meme-suite.org,fulltext,LOW,Found in PMCID PMC9029197
1140,404,rop3d,,38177985,https://prop3d.readthedocs.io|http://prop3d-hsds.pods.uvarc.io/about|http://cathdb.info|https://hub.docker.com/u/edraizen|https://ror.org/0153tk833|https://ror.org/024jrkp82,fulltext,HIGH,Found in PMCID PMC10768222
1141,405,,aphasia recovery cohort,39251640,https://ror.org/02b6qw903|https://ror.org/00za53h95,fulltext,LOW,Found in PMCID PMC11384737
1142,406,eq,,38937428,NOT_FOUND,not_available,,No URLs found in fulltext
1143,407,,data commons,37832430,NOT_FOUND,not_available,,No URLs found in fulltext
1146,408,ahead,,35372652,https://www.spinozacentre.nl,fulltext,MEDIUM,Found in PMCID PMC8971326
1149,409,chima,,37018393,NOT_FOUND,not_available,,No URLs found in fulltext
1150,410,nociceptra2,,38162030,https://github.gersteinlab.org/exceRpt/|https://salmon.readthedocs.io/en/latest/salmon.html|https://horvath.genetics.ucla.edu/html/CoexpressionNetwork/Rpackages/WGCNA/|https://emea.illumina.com/|https://www.neb.com|http://bio.liclab.net/LncSEA/index.php|https://nociceptra.streamlit.app|https://www.r-project.org/|https://www.rdocumentation.org/packages/ashr/versions/2.0.5|http://scottgroup.med.usherbrooke.ca/snoDB/,fulltext,MEDIUM,Found in PMCID PMC10755718
1151,411,,min sketch,35049334,NOT_FOUND,not_available,,No URLs found in fulltext
1153,412,,regulatory network resource,39964163,NOT_FOUND,not_available,,No URLs found in fulltext
1154,413,aenet,,40990037,NOT_FOUND,not_available,,No URLs found in fulltext
