id,url,entity_long,entity_short,domain,is_live,status_code,total_score,base_score,title_bonus,likelihood,indicators_found,response_time_ms,error_message,meta_redirects,final_url,wayback_used,wayback_url,wayback_snapshot_date
37930837,http://idrblab.org/intede/,metabolic roadmap,,idrblab.org,True,200.0,47,47,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: UniProt; Content: bioinformatics; Content: gene; Content: protein; Content: molecular; Content: biological; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: database; Content: web service,3875.38,,1,http://intede.idrblab.net,False,,
38395961,https://dompekeys.exscalate.eu,,d,dompekeys.exscalate.eu,True,200.0,18,18,0,CRITICAL,Content: gene; Content: molecular; Content: biological; Content: query; Content: download; Content: submit; Content: data; Content: server,227.81,,0,https://dompekeys.exscalate.eu/,False,,
38837557,http://www.biomx-db.com,,biofacquim,www.biomx-db.com,True,200.0,11,11,0,HIGH,Content: collection; Content: search; Content: download; Content: curated; Content: data; Content: database,248.14,,0,https://www.biomx-db.com/,False,,
35501320,https://data.4dnucleome.org/,nucleome,,data.4dnucleome.org,True,200.0,57,52,5,CRITICAL,Content: NIH; Content: Ensembl; Content: programmatic access; Content: genome; Content: gene; Content: sequence; Content: expression; Content: repository; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Title: data; Content: database; Title: portal; ★ TITLE BONUS: 'portal' in page title,511.22,,0,https://data.4dnucleome.org/,False,,
38872612,https://ngdc.cncb.ac.cn/omix/release/OMIX003037,rnacmap3,,ngdc.cncb.ac.cn,True,200.0,30,30,0,CRITICAL,Content: NCBI; Content: data access; Content: genome; Content: sequence; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,1807.51,,0,https://ngdc.cncb.ac.cn/omix/release/OMIX003037,False,,
36399499,https://platform.opentargets.org/,targets,,platform.opentargets.org,True,200.0,6,6,0,MEDIUM,Title: platform; Content: browse; Content: data,91.23,,0,https://platform.opentargets.org/,False,,
35147037,https://ppihotspot.limlab.dnsalias.org,ppi-hotspot,,ppihotspot.limlab.dnsalias.org,True,200.0,30,30,0,CRITICAL,Content: NCBI; Content: UniProt; Content: protein; Content: mutation; Content: resource; Content: search; Content: download; Content: submit; Content: curated; Content: data; Content: database; Content: server,1011.89,,0,https://ppihotspot.limlab.dnsalias.org/,False,,
37647638,https://diseasegps.sjtu.edu.cn,iseasegps,,diseasegps.sjtu.edu.cn,True,200.0,15,15,0,CRITICAL,Content: gene; Title: search; Content: query; Content: browse; Content: submit; Content: data; Content: database; Content: server,1894.96,,0,https://diseasegps.sjtu.edu.cn/,False,,
36736440,http://ncr2met.wchoda.com,ncr2metasta,,ncr2met.wchoda.com,True,200.0,27,22,5,CRITICAL,Content: bioinformatics; Content: resource; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,751.68,,0,http://ncr2met.wchoda.com/,False,,
35275211,http://csdb.glycoscience.ru/database/core/search_conf.html,database,,csdb.glycoscience.ru,True,200.0,8,8,0,MEDIUM,Title: search; Content: query; Content: submit; Title: data,201.87,,0,http://csdb.glycoscience.ru/database/core/search_conf.html,False,,
34747477,https://spica.unil.ch,swiss portal,,spica.unil.ch,True,200.0,11,11,0,HIGH,Content: platform; Content: search; Content: browse; Content: curated; Content: data; Content: portal,289.63,,0,https://spica.unil.ch/,False,,
37140058,http://biomine.cs.vcu.edu/servers/DEPICTER2/,,d,biomine.cs.vcu.edu,True,200.0,16,16,0,CRITICAL,Content: collection; Content: resource; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: server; Content: portal,778.16,,0,https://biomine.cs.vcu.edu/servers/DEPICTER2/,False,,
37387129,http://score-group.org/?id=smarten,coriolis,,score-group.org,True,200.0,31,31,0,CRITICAL,Content: NCBI; Content: genomics; Content: bioinformatics; Content: genome; Content: gene; Content: sequence; Content: repository; Content: tool; Content: platform; Content: download; Content: data; Content: database,998.16,,0,https://cse.buffalo.edu/~jzola/smarten/,False,,
35806459,http://bioinfo.usu.edu/tritikbdb/,,i,bioinfo.usu.edu,True,200.0,2,2,0,LOW,Content: data,1070.36,,0,https://bioinfo.usu.edu/tritikbdb/,False,,
35150127,http://www.oncoimmunobank.cn/index.php,feature database,,www.oncoimmunobank.cn,True,200.0,42,42,0,CRITICAL,Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: mutation; Content: expression; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database; Content: server; Content: portal,813.29,,0,http://www.oncoimmunobank.cn/index.php,False,,
37101150,http://sky.sxau.edu.cn/MDSi.htm,omics database,,sky.sxau.edu.cn,True,200.0,21,21,0,CRITICAL,Content: genome; Content: gene; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database,4366.31,,1,http://foxtail-millet.biocloud.net/home,False,,
35900159,https://episphere.github.io/plco,,plco,episphere.github.io,True,200.0,29,29,0,CRITICAL,Content: NCBI; Content: NIH; Content: gene; Content: collection; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: server; Content: portal,306.42,,0,https://episphere.github.io/plco/,False,,
36243984,https://3dgenomics.hzau.edu.cn/chromloops,chromatin,,3dgenomics.hzau.edu.cn,True,200.0,2,2,0,LOW,Content: data,920.49,,0,https://3dgenomics.hzau.edu.cn/chromloops,False,,
40677986,http://www.cirrhosiscare.ca,,ca,www.cirrhosiscare.ca,True,200.0,26,26,0,CRITICAL,Content: gene; Content: variant; Content: collection; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data,1094.99,,0,https://www.cirrhosiscare.ca/,False,,
35222847,http://addagma.omicsbio.info/,animal gut microbiome,,addagma.omicsbio.info,True,200.0,34,34,0,CRITICAL,Content: download data; Content: genome; Content: protein; Content: sequence; Content: variant; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: curated; Content: data; Content: database; Content: server,840.91,,0,http://addagma.omicsbio.info/,False,,
37738400,https://cgc.sbgenomics.com,workflow for,,cgc.sbgenomics.com,True,200.0,25,25,0,CRITICAL,Content: NCBI; Content: NIH; Content: genomics; Content: genome; Content: platform; Content: browse; Content: download; Content: data; Content: portal,1102.75,,0,https://cgc-accounts.sbgenomics.com/auth/login?next=https%3A%2F%2Fcgc-accounts.sbgenomics.com%2Foauth2%2Fauthorization%3Fresponse_type%3Dcode%26client_id%3D08bbb98f354e4554bd7fd315de64d955%26redirect_uri%3Dhttps%253A%252F%252Fcgc.sbgenomics.com%252Foauth2%252Fredirect%26state%3D1cWlpCCii9NHt3DsTatcVcxy5d7nKr%26client_next%3Dhttps%253A%252F%252Fcgc.sbgenomics.com%252F%26scope%3Dopenid%26nonce%3D43184594714389512681764933056,False,,
35445695,http://biocomp.chem.uw.edu.pl/A3D2/hproteome,,3d,biocomp.chem.uw.edu.pl,True,200.0,65,65,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: Ensembl; Content: UniProt; Content: proteomics; Content: bioinformatics; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: mutation; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server,294.16,,0,https://biocomp.chem.uw.edu.pl/A3D2/hproteome,False,,
35124170,https://www.eye-transcriptome.com,transcriptome atlas,,www.eye-transcriptome.com,True,200.0,10,10,0,HIGH,Content: gene; Content: search; Content: query; Content: data; Content: database,192.37,,0,https://www.eye-transcriptome.com/,False,,
34986603,https://www.xjtlu.edu.cn/biologicalsciences/m5c-atlas,,tlas,www.xjtlu.edu.cn,True,200.0,20,20,0,CRITICAL,Content: gene; Content: collection; Content: resource; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Content: data; Content: database,3962.17,,0,http://180.208.58.19/m5c-atlas/,False,,
37130913,https://kuanrongchan-stages-stages-vpgh46.streamlitapp.com/,,s,kuanrongchan-stages-stages-vpgh46.streamlitapp.com,True,200.0,6,6,0,MEDIUM,Content: browse; Content: submit; Content: data,1925.01,,0,https://kuanrongchan-stages-stages-vpgh46.streamlit.app/,False,,
39874126,http://202.203.179.115:3838/oarsnpdb,database,,202.203.179.115:3838,True,200.0,40,40,0,CRITICAL,Content: download data; Content: genomics; Content: genome; Content: gene; Content: molecular; Content: mutation; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server; Content: portal,7995.93,,0,http://202.203.179.115:3838/oarsnpdb/,False,,
34432052,https://wlcb.oit.uci.edu/3aQTLatlas,3'aqtl-atlas,,wlcb.oit.uci.edu,True,200.0,26,26,0,CRITICAL,Content: genome; Content: gene; Content: molecular; Content: biological; Content: expression; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,641.8,,0,https://wlcb.oit.uci.edu/3aQTLatlas/,False,,
37194699,https://sandbox.ntp.niehs.nih.gov/chemmaps/,chemmaps,,sandbox.ntp.niehs.nih.gov,True,,33,33,0,CRITICAL,Content: EBI; Content: NIH; Content: bioinformatics; Content: gene; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: data; Content: portal,,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,https://sandbox.ntp.niehs.nih.gov/chemmaps/,True,http://web.archive.org/web/20240417025102/https://sandbox.ntp.niehs.nih.gov/chemmaps/,2024-04-17
35552640,http://www.cqudfbp.net/,food-derived bioactive peptides,,www.cqudfbp.net,True,200.0,28,28,0,CRITICAL,Content: bioinformatics; Content: protein; Content: sequence; Content: molecular; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database; Content: portal,31264.5,,0,http://www.cqudfbp.net/,False,,
39658041,http://www.oxfordjournals.org/nar/database/c/,research,,www.oxfordjournals.org,True,200.0,40,35,5,CRITICAL,Content: genomics; Content: proteomics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: expression; Content: collection; Content: resource; Content: search; Content: query; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,232.54,,0,https://www.oxfordjournals.org:443/nar/database/c/,False,,
40351053,https://diced.lerner.ccf.org/,,d,diced.lerner.ccf.org,True,200.0,50,45,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: UniProt; Content: proteomics; Content: gene; Content: protein; Content: sequence; Content: resource; Content: platform; Content: search; Content: query; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,565.66,,0,https://diced.lerner.ccf.org/,False,,
37646935,https://inpactordb.github.io,ltr retrotransposon reference,,inpactordb.github.io,True,200.0,2,2,0,LOW,Content: query,193.66,,0,https://inpactordb.github.io/,False,,
39232070,http://mimedsurv.micloud.kr,mediation analysis with,,mimedsurv.micloud.kr,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://mimedsurv.micloud.kr,False,,
37181487,https://portal.hubmapconsortium.org,reference atlas,,portal.hubmapconsortium.org,True,200.0,15,10,5,CRITICAL,Title: molecular; Content: tool; Title: search; Title: data; Title: portal; ★ TITLE BONUS: 'portal' in page title,496.44,,0,https://portal.hubmapconsortium.org/,False,,
37356905,http://missense3d.bc.ic.ac.uk,,pi,missense3d.bc.ic.ac.uk,True,200.0,34,34,0,CRITICAL,Content: UniProt; Title: bioinformatics; Content: gene; Content: protein; Content: sequence; Content: variant; Content: mutation; Content: collection; Content: resource; Content: search; Content: data; Content: database; Content: server; Content: portal,158.49,,0,https://missense3d.bc.ic.ac.uk/,False,,
39963423,https://nmdc-edge.org,,nmdc edge,nmdc-edge.org,True,200.0,2,2,0,LOW,Content: data,475.32,,0,https://nmdc-edge.org/,False,,
37114803,https://ukbatlas.health-disparities.org,disparities,,ukbatlas.health-disparities.org,True,,8,8,0,MEDIUM,Content: archive; Content: resource; Content: download; Content: data,,"Error: HTTPSConnectionPool(host='ukbatlas.health-disparities.org', port=443): Max retries exceeded with url",0,https://ukbatlas.health-disparities.org,True,http://web.archive.org/web/20250812110909/https://ukbatlas.health-disparities.org/,2025-08-12
40054149,https://uls23.grand-challenge.org,,uls2,uls23.grand-challenge.org,True,200.0,21,21,0,CRITICAL,Content: NIH; Content: gene; Content: archive; Content: search; Content: query; Content: curated; Content: annotation; Content: data; Content: web service,324.14,,0,https://uls23.grand-challenge.org/,False,,
38285683,https://histify.streamlit.app/&,,y,histify.streamlit.app,True,200.0,6,6,0,MEDIUM,Content: browse; Content: submit; Content: data,1461.12,,0,https://histify.streamlit.app/&,False,,
36268860,https://www.chemicalprobes.org/,chemical probes,,www.chemicalprobes.org,True,200.0,36,31,5,CRITICAL,Content: gene; Content: protein; Content: molecular; Content: biological; Content: mutation; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Content: data; Content: server; Title: portal; ★ TITLE BONUS: 'portal' in page title,329.32,,0,https://www.chemicalprobes.org/,False,,
35348649,http://guolab.whu.edu.cn/anti-CRISPRdb,risprdb,,guolab.whu.edu.cn,True,,31,26,5,CRITICAL,Content: gene; Title: protein; Content: sequence; Content: archive; Content: collection; Content: resource; Content: tool; Content: search; Content: browse; Content: download; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,,Timeout (20s),0,http://guolab.whu.edu.cn/anti-CRISPRdb,True,http://web.archive.org/web/20240313114752/http://guolab.whu.edu.cn/anti-CRISPRdb/,2024-03-13
37695921,https://aps.unmc.edu,antimicrobial peptide,,aps.unmc.edu,True,,46,41,5,CRITICAL,Content: NCBI; Content: NIH; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: archive; Content: collection; Content: resource; Content: tool; Content: search; Content: download; Content: submit; Content: curated; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,,"Error: HTTPSConnectionPool(host='aps.unmc.edu', port=443): Max retries exceeded with url: / (Caused by SSLE",0,https://aps.unmc.edu,True,http://web.archive.org/web/20250909203208/https://aps.unmc.edu/,2025-09-09
36896476,http://yeyn.group:96/,,genome,yeyn.group:96,True,200.0,40,40,0,CRITICAL,Content: NCBI; Content: NIH; Content: bioinformatics; Content: genome; Content: gene; Content: protein; Content: molecular; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,1044.9,,0,http://yeyn.group:96/,False,,
37236629,http://47.93.0.75:8110/login,,asker,47.93.0.75:8110,False,,0,0,0,VERY LOW,,,Timeout (20s),0,http://47.93.0.75:8110/login,False,,
37715446,https://biobigdata.nju.edu.cn/scPLAD/,,single,biobigdata.nju.edu.cn,True,200.0,28,28,0,CRITICAL,Content: genomics; Content: proteomics; Content: bioinformatics; Content: genome; Content: gene; Content: biological; Content: expression; Content: query; Content: browse; Content: data; Content: server,10761.86,,0,https://biobigdata.nju.edu.cn/scPLAD/,False,,
35544234,http://www.rsat.eu/,sequence analysis tools,,www.rsat.eu,True,503.0,22,17,5,CRITICAL,Content: gene; Title: sequence; Content: archive; Content: resource; Title: tool; Content: download; Content: data; Title: portal; ★ TITLE BONUS: 'portal' in page title,15588.05,HTTP 503,0,https://rsat.france-bioinformatique.fr/teaching/RSAT_portal.html,True,http://web.archive.org/web/20180423122741/http://rsat.eu/,2018-04-23
37624922,https://mildpiggy.github.io/DEP2/,,ep2,mildpiggy.github.io,True,200.0,25,20,5,CRITICAL,Title: proteomics; Content: gene; Content: protein; Content: expression; Title: tool; Content: search; Content: query; Title: data; ★ TITLE BONUS: 'tool' in page title,178.38,,0,https://mildpiggy.github.io/DEP2/,False,,
40054813,https://caid.idpcentral.org/portal,intrinsic,,caid.idpcentral.org,True,200.0,2,2,0,LOW,Content: data,142.02,,0,https://caid.idpcentral.org/portal,False,,
38457127,http://www.arabidopsis.org,resource,,www.arabidopsis.org,True,403.0,8,8,0,MEDIUM,Content: archive; Content: resource; Content: download; Content: data,277.96,HTTP 403,0,http://www.arabidopsis.org/,True,http://web.archive.org/web/20251003172256/https://www.arabidopsis.org/,2025-10-03
39237105,https://komet.readthedocs.io,,komet,komet.readthedocs.io,True,200.0,28,28,0,CRITICAL,Content: UniProt; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: tool; Content: search; Content: query; Content: curated; Content: data; Content: database,220.43,,0,https://komet.readthedocs.io/en/latest/,False,,
39497074,https://gpcrbs.bigdata.jcmsc.cn,,gpcr,gpcrbs.bigdata.jcmsc.cn,True,200.0,0,0,0,VERY LOW,,904.22,,0,https://gpcrbs.bigdata.jcmsc.cn/,False,,
34570238,https://www.ccb.uni-saarland.de/tissueatlas2,tissue atlas,,www.ccb.uni-saarland.de,True,200.0,29,29,0,CRITICAL,Content: bioinformatics; Content: gene; Content: sequence; Content: expression; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: annotation; Content: data; Content: database,634.39,,0,https://web.ccb.uni-saarland.de/mirnatissueatlas_2025,False,,
35641682,https://osf.io/sfbm6/?view_only=e22a521e2a7d44c6b3343e11b88f39e3,database,,osf.io,True,200.0,4,4,0,LOW,Content: tool; Content: data,152.61,,0,https://osf.io/sfbm6/?view_only=e22a521e2a7d44c6b3343e11b88f39e3,False,,
39250076,https://venomzone.expasy.org/10897,,of,venomzone.expasy.org,True,200.0,90,85,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: Ensembl; Content: UniProt; Content: genomics; Content: proteomics; Content: bioinformatics; Content: genome; Content: gene; Content: protein; Content: sequence; Content: molecular; Content: biological; Content: expression; Content: repository; Content: archive; Content: collection; Title: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: curated; Content: annotation; Content: data; Content: database; Content: server; Content: portal; Content: web service; ★ TITLE BONUS: 'resource' in page title,211.47,,0,https://venomzone.expasy.org/10897,False,,
39225545,https://pdc.cancer.gov,commons,,pdc.cancer.gov,True,200.0,6,6,0,MEDIUM,Content: tool; Content: browse; Title: data,497.71,,0,https://pdc.cancer.gov/pdc/,False,,
36549921,http://bioinfo.life.hust.edu.cn/GSCA,set cancer analysis,,bioinfo.life.hust.edu.cn,True,,11,11,0,HIGH,Title: gene; Content: archive; Content: resource; Content: download; Content: data,,"Error: HTTPConnectionPool(host='bioinfo.life.hust.edu.cn', port=80): Max retries exceeded with url: /GSCA (",0,http://bioinfo.life.hust.edu.cn/GSCA,True,http://web.archive.org/web/20240308071232/http://bioinfo.life.hust.edu.cn/GSCA/,2024-03-08
38310806,http://www.tmliang.cn/CSSL/,,c,www.tmliang.cn,True,200.0,15,15,0,CRITICAL,Content: genome; Content: gene; Content: search; Content: query; Content: download; Content: data; Content: database,581.14,,0,http://www.tmliang.cn/CSSL/,False,,
36483087,http://tvir.bio2db.com,,he,tvir.bio2db.com,True,200.0,40,40,0,CRITICAL,Content: EBI; Content: NIH; Content: genome; Content: gene; Content: sequence; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database,677.57,,0,http://tvir.bio2db.com/,False,,
39686909,https://cannatlas.venanciogroup.uenf.br/,expression atlas,,cannatlas.venanciogroup.uenf.br,True,200.0,39,39,0,CRITICAL,Content: UniProt; Content: download data; Content: gene; Content: protein; Content: sequence; Title: expression; Content: repository; Content: resource; Content: tool; Content: search; Content: query; Content: download; Content: annotation; Content: data; Content: database; Content: server,1413.55,,0,https://cannatlas.venanciogroup.uenf.br/,False,,
"35898309, 37676599",http://carsdb.ppmclab.com,cars-db,,carsdb.ppmclab.com,True,200.0,13,13,0,HIGH,Content: bioinformatics; Content: protein; Content: platform; Content: download; Content: data; Content: database,517.97,,0,http://carsdb.ppmclab.com/,False,,
"35380657, 36930729, 37347557",https://rgd.mcw.edu/rgdweb/enrichment/start.html,rat genome database,moet,rgd.mcw.edu,True,200.0,60,60,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: Ensembl; Content: genome; Content: gene; Content: protein; Content: molecular; Content: biological; Content: variant; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: portal,922.91,,0,https://rgd.mcw.edu/rgdweb/enrichment/start.html,False,,
"35609987, 38842945",https://alphaknot.cent.uw.edu.pl/,alphaknot | alphafold,,alphaknot.cent.uw.edu.pl,True,200.0,29,29,0,CRITICAL,Content: UniProt; Content: browse database; Title: gene; Content: protein; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data; Content: database; Content: server,218.92,,0,https://alphaknot.cent.uw.edu.pl/,False,,
40687679,https://forrt-replications.shinyapps.io/fred_explorer,,i,forrt-replications.shinyapps.io,True,202.0,4,4,0,LOW,Content: query; Content: data,2609.13,,0,https://forrt-replications.shinyapps.io/fred_explorer/,False,,
"34669946, 39526380",http://www.webtwas.net,webtwas,,www.webtwas.net,True,200.0,2,2,0,LOW,Content: query,752.94,,0,http://www.webtwas.net/,False,,
"36395823, 39558158",https://gpcrdb.org,,gpcrdb,gpcrdb.org,True,200.0,40,40,0,CRITICAL,Content: gene; Content: protein; Content: sequence; Content: molecular; Content: variant; Content: mutation; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: submit; Content: curated; Content: annotation; Content: data; Content: database; Content: web service,299.81,,0,https://gpcrdb.org/,False,,
"34893873, 38015436",https://iimcb.genesilico.pl/modomics/,,modomics,iimcb.genesilico.pl,True,200.0,29,24,5,CRITICAL,Content: gene; Content: protein; Content: sequence; Content: tool; Content: search; Content: query; Content: download; Content: submit; Content: annotation; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,168.62,,0,https://iimcb.genesilico.pl/modomics/,False,,
"34554251, 39558172",http://www.oncosplicing.com,oncosplicing,,www.oncosplicing.com,True,200.0,41,41,0,CRITICAL,Content: NCBI; Content: NIH; Content: download data; Content: genome; Content: gene; Content: protein; Content: expression; Content: resource; Content: search; Content: query; Content: browse; Content: download; Content: annotation; Content: data; Content: database,1041.46,,0,http://www.oncosplicing.com/,False,,
37995293,https://commo.ncpsb.org.cn/,,ommo,commo.ncpsb.org.cn,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='commo.ncpsb.org.cn', port=443): Max retries exceeded with url: / (Caused b",0,https://commo.ncpsb.org.cn/,False,,
36006844,http://cpmcp.top,compound prescription,,cpmcp.top,False,,0,0,0,VERY LOW,,,"Error: HTTPConnectionPool(host='cpmcp.top', port=80): Max retries exceeded with url: / (Caused by NameResol",0,http://cpmcp.top,False,,
"35584008, 37971353",https://regulondb.ccg.unam.mx,regulondb,,regulondb.ccg.unam.mx,True,,11,11,0,HIGH,Content: archive; Content: resource; Title: browse; Content: download; Content: data; Content: database,,"Error: HTTPSConnectionPool(host='regulondb.ccg.unam.mx', port=443): Max retries exceeded with url: / (Cause",0,https://regulondb.ccg.unam.mx,True,http://web.archive.org/web/20250602165027/https://regulondb.ccg.unam.mx/,2025-06-02
37666818,https://crusty.humanitas.it/,,crusty,crusty.humanitas.it,True,200.0,9,4,5,MEDIUM,Title: tool; Content: data; ★ TITLE BONUS: 'tool' in page title,190.86,,0,https://crusty.humanitas.it/,False,,
"34850920, 39578692",https://miRTarBase.cuhk.edu.cn/,mirtarbase,,miRTarBase.cuhk.edu.cn,False,,0,0,0,VERY LOW,,,"Error: HTTPSConnectionPool(host='mirtarbase.cuhk.edu.cn', port=443): Max retries exceeded with url: / (Caus",0,https://miRTarBase.cuhk.edu.cn/,False,,
"34664671, 39441067",http://subtiwiki.uni-goettingen.de/,subtiwiki,,subtiwiki.uni-goettingen.de,True,200.0,4,4,0,LOW,Content: tool; Content: data,304.51,,0,https://subtiwiki.uni-goettingen.de/v5/,False,,
35881019,http://www.bhlhdb.org,,bhlhdb,www.bhlhdb.org,True,200.0,42,37,5,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: gene; Content: protein; Content: sequence; Content: tool; Content: search; Content: query; Content: browse; Content: submit; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,241.99,,0,http://www.bhlhdb.org/,False,,
"34850155, 39540425",http://awi.cuhk.edu.cn/dbAMP,,dbamp,awi.cuhk.edu.cn,True,,54,54,0,CRITICAL,Content: NCBI; Content: EBI; Content: NIH; Content: UniProt; Content: bioinformatics; Content: gene; Content: protein; Content: sequence; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: annotation; Content: data; Content: database; Content: server,,"Error: HTTPSConnectionPool(host='awi.cuhk.edu.cn', port=443): Max retries exceeded with url: /dbAMP (Caused",0,http://awi.cuhk.edu.cn/dbAMP,True,http://web.archive.org/web/20250527120548/https://awi.cuhk.edu.cn/dbAMP/,2025-05-27
36479579,https://banana-genome-hub.southgreen.fr,,genome,banana-genome-hub.southgreen.fr,True,200.0,32,32,0,CRITICAL,Title: genome; Content: gene; Content: sequence; Content: molecular; Content: variant; Content: collection; Content: resource; Content: tool; Content: search; Content: query; Content: browse; Content: download; Content: data; Content: database,13394.7,,0,https://banana-genome-hub.southgreen.fr/,False,,
36028515,https://rsdb.cmdm.tw,rare skin disease database,rsdb,rsdb.cmdm.tw,True,200.0,23,18,5,CRITICAL,Content: gene; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Title: data; Title: database; ★ TITLE BONUS: 'database' in page title,1086.36,,0,https://rsdb.cmdm.tw/,False,,
39633021,http://www.biodolphin.chemistry.gatech.edu,biodolphin,,www.biodolphin.chemistry.gatech.edu,True,200.0,2,2,0,LOW,Content: data,549.1,,0,https://biodolphin.chemistry.gatech.edu/,False,,
39108678,https://PidTools.plantdna.site/,pidtools,,PidTools.plantdna.site,True,,11,11,0,HIGH,Content: archive; Content: resource; Content: tool; Content: download; Content: data; Content: server,,"Error: HTTPSConnectionPool(host='pidtools.plantdna.site', port=443): Max retries exceeded with url: / (Caus",0,https://PidTools.plantdna.site/,True,http://web.archive.org/web/20250403063543/http://pidtools.plantdna.site/,2025-04-03
40140942,http://strchive.org/,strchive,,strchive.org,True,200.0,23,23,0,CRITICAL,Content: gene; Content: variant; Content: mutation; Content: archive; Content: resource; Content: tool; Content: search; Content: query; Content: data; Content: database; Content: server,336.03,,0,https://strchive.org/,False,,
39862439,https://zhenyiwangthu.github.io/HemaScope_Tutorial/,hemascope,,zhenyiwangthu.github.io,True,200.0,25,25,0,CRITICAL,Content: bioinformatics; Content: gene; Content: resource; Content: tool; Content: platform; Content: search; Content: query; Content: browse; Content: download; Content: annotation; Content: data; Content: database,198.34,,0,https://zhenyiwangthu.github.io/HemaScope_Tutorial/,False,,
40419450,http://nadb.idruglab.cn/,,na-db,nadb.idruglab.cn,True,200.0,17,17,0,CRITICAL,Content: biological; Content: collection; Content: search; Content: query; Content: browse; Content: download; Content: submit; Content: data,2029.91,,0,http://nadb.idruglab.cn/,False,,
37994699,https://www.ccb.uni-saarland.de/abc_humi/,atlas of biosynthetic gene clusters | abc-humi,,www.ccb.uni-saarland.de,False,503.0,0,0,0,VERY LOW,,237.81,HTTP 503,0,https://ccb-web.cs.uni-saarland.de/abc_humi/,False,,
38518981,http://www.rnairport.com/leader5P/,rnairport,,www.rnairport.com,True,200.0,15,15,0,CRITICAL,Content: gene; Content: tool; Content: platform; Content: search; Content: query; Content: annotation; Content: data,1366.35,,0,http://www.rnairport.com/leader5P/,False,,
35504357,https://netbio.bgu.ac.il/odisea,organ-disease annotations,odisea,netbio.bgu.ac.il,True,200.0,2,2,0,LOW,Content: query,560.91,,0,https://netbio.bgu.ac.il/odisea/,False,,
