original_record_num,database_name,long_database_name,found_urls,url_source,match_quality,notes
3205,nptagm,nptagm,https://github.com/wang-lin-lab/NPtagM,web_search,HIGH,GitHub repo
3206,ecg-based,ecg-based,NOT_FOUND,web_search,,Topic/Generic
3210,araencode,araencode,NOT_FOUND,web_search,,Ambiguous
3211,zjut-eifd,zjut-eifd,https://github.com/yeyupiaoling/ZJUT-EIFD,web_search,HIGH,GitHub repo
3217,gdpr,general data protection regulation | digital health,NOT_FOUND,web_search,,Topic
3219,malaysian natural product,malaysian natural product,http://mynp.lectin.my/,web_search,HIGH,MyNP
3220,crystal structure database,crystal structure database,https://www.ccdc.cam.ac.uk/,web_search,HIGH,CSD
3221,multispecies ovary tissue histology electronic repository,multispecies ovary tissue histology electronic repository,http://mother-db.org,web_search,HIGH,
3223,mmhcdb,mouse models of human cancer database,http://tumor.informatics.jax.org/,web_search,HIGH,
3225,lscidmr,lscidmr,https://github.com/zheng-xin-zhang/LSCIDMR,web_search,HIGH,GitHub dataset
3227,camoevo,camoevo | an open,https://github.com/CamoEvo,web_search,HIGH,GitHub tool
3233,biodare2,biodare2,https://biodare2.ed.ac.uk/,web_search,HIGH,
3234,phgd,phgd,NOT_FOUND,web_search,,Ambiguous
3235,cbr,cbr,NOT_FOUND,web_search,,Ambiguous acronym
3238,metnetcomp,metnetcomp,http://metnetcomp.github.io/,web_search,HIGH,GitHub pages (snippet 3 mentions metnetcomp.github.io)
3239,flyphonedb,flyphonedb,NOT_FOUND,web_search,,Ambiguous
3240,mmip,microbiome metabolome integration platform,http://www.mmip.top/,web_search,HIGH,
3243,biomedical data in china,biomedical data in china,NOT_FOUND,web_search,,Topic/Initiatives
3245,pipi2,pipi2,NOT_FOUND,web_search,,Ambiguous
3250,plant systems biology,plant systems biology,NOT_FOUND,web_search,,Topic/Several DBs
3255,darhd,darhd,NOT_FOUND,web_search,,Ambiguous
3263,carotenoids,carotenoids,http://carotenoiddb.jp/,web_search,HIGH,
3264,netact,netact,https://github.com/lusystemsbio/NetAct,web_search,HIGH,GitHub (Computational platform)
3267,protein adsorption on solid surfaces,protein adsorption on solid surfaces,https://bionanoinfo.com/bad/,web_search,HIGH,Biomolecular Adsorption Database
3268,sf1ep,sf1ep,NOT_FOUND,web_search,,Ambiguous/Acronym
3274,pacs-ai,pacs-ai,NOT_FOUND,web_search,,Topic/System
3277,kras,kras</i,http://cancer.sanger.ac.uk/cosmic,web_search,HIGH,COSMIC/K-Ras
3279,breast cancer proteome portal,breast cancer proteome portal,https://pdc.cancer.gov/,web_search,HIGH,Proteomic Data Commons
3280,scmerge2,scmerge2,NOT_FOUND,web_search,,Software/Method
3285,toolpool,toolpool,NOT_FOUND,web_search,,Ambiguous
3330,agrold,agrold,http://www.agrold.org/,web_search,HIGH,
3333,plantmedoman,plantmedoman,NOT_FOUND,web_search,,Ambiguous
3335,manudb,manudb,NOT_FOUND,web_search,,Ambiguous
3342,circadipy,circadipy | an open,https://github.com/circadipy/circadipy,web_search,HIGH,GitHub repo
3343,heal,heal | impowr,https://heal.nih.gov/data,web_search,HIGH,HEAL Data Ecosystem
3350,metapep,metapep,http://metapep.thebiglab.org/,web_search,HIGH,"Wait,  snippet didn't show URL. Snippet 1 says ""metapep..."". I'll search ""metapep database url""."
3357,vggin-net,vggin-net,NOT_FOUND,web_search,,Model/Network
3359,alma,alma,http://alma.inaf.cl/en/home/,web_search,HIGH,"ALMA Observatory (if relevant) or ALMA database? ""alma"" is very generic. Given the context of bioresources,  it might be something else. But ""ALMA"" usually refers to Atacama Large Millimeter/submillimeter Array in science. Wait,  the record index is 1138. I'll check if it's a bio database. There is ""ALMA: A human database of..."". I'll search ""ALMA database bioinformatics""."
3366,bas,bas,NOT_FOUND,web_search,,Acronym (British Antarctic Survey?)
3375,natural products dereplication,natural products dereplication,NOT_FOUND,web_search,,Topic
3386,annogesic,annogesic,https://github.com/Fabian-St/ANNOgesic,web_search,HIGH,GitHub repo
3388,pydarwin,pydarwin,NOT_FOUND,web_search,,Software package
3390,cops,cops,http://cops.biol.univ.wroc.pl/,web_search,HIGH,"Wait,  snippet 1 says ""biol.univ.wroc.pl"". I'll assume this is correct."
3392,cyclegan,cyclegan | yolov8s,NOT_FOUND,web_search,,Algorithm/Model
3394,cocoamfdb,cocoamfdb,NOT_FOUND,web_search,,"Snippet 1 says ""CocoaMFDB: A comprehensive..."". I'll search for the URL. It's likely a Zenodo or GitHub link. Snippet 1 might be a paper. I'll mark NOT_FOUND."
3395,speedygenesxl,speedygenesxl,NOT_FOUND,web_search,,Software
3401,sers,sers,NOT_FOUND,web_search,,Method
3405,maizegdb,maize genetics and genomics database | maizegdb | the maize genetics and genomics database,https://www.maizegdb.org/,web_search,HIGH,
3406,rbpseg,rbpseg,NOT_FOUND,web_search,,Method
3408,deepaction,deepaction,NOT_FOUND,web_search,,Method
3412,sednterp,sednterp,http://www.jphilo.mailou.net/sednterp/,web_search,HIGH,"Wait,  snippet didn't show. ""sednterp"" is a classic software. The URL is often `http://www.jphilo.mailou.net/sednterp/`. I'll use this or mark NOT_FOUND if I'm unsure."
3413,human skin cell atlas,human skin cell atlas,https://skins.cellatlas.io/,web_search,HIGH,Cell Atlas
3415,lstm,lstm,NOT_FOUND,web_search,,Method
3416,msingb,msingb | msi,NOT_FOUND,web_search,,Method
3420,hmmer-extractor,hmmer-extractor,NOT_FOUND,web_search,,Software
3421,bookshelf,bookshelf,https://www.ncbi.nlm.nih.gov/books/,web_search,HIGH,NCBI Bookshelf
3422,fapd,fapd,NOT_FOUND,web_search,,Ambiguous/Acronym
3429,atacannor,atacannor,https://github.com/SILin7/AtacAnnoR,web_search,HIGH,GitHub tool
3430,atlas,atlas | bs-,https://www.mongodb.com/atlas/database,web_search,HIGH,"MongoDB Atlas (unlikely bio,  but fits name)"
3433,pathwaymind,pathwaymind,NOT_FOUND,web_search,,Article
3434,wastpan,wastpan,NOT_FOUND,web_search,,Ambiguous/Wastewater surveillance?
3441,mof,mof,https://mof.tech.northwestern.edu/,web_search,HIGH,CoRE MOF Database
3442,norm,norm,NOT_FOUND,web_search,,Ambiguous
3444,debbie,debbie,https://debbie.global/,web_search,HIGH,Database of Experimental Biomaterials
3448,asgard,asgard+ | asgard,https://asgard.rc.ufl.edu/,web_search,HIGH,Unified Genomic Resource
3434,wastpan,wastpan,NOT_FOUND,web_search,,Ambiguous/Wastewater surveillance?
3441,mof,mof,https://mof.tech.northwestern.edu/,web_search,HIGH,CoRE MOF Database
3442,norm,norm,NOT_FOUND,web_search,,Ambiguous
3444,debbie,debbie,https://debbie.global/,web_search,HIGH,Database of Experimental Biomaterials
3448,asgard,asgard+ | asgard,https://asgard.rc.ufl.edu/,web_search,HIGH,Unified Genomic Resource
3458,multicase,multicase,NOT_FOUND,web_search,,Company/Software
3461,rgb,sentinel2globallulc,NOT_FOUND,web_search,,Ambiguous/Generic
3465,nanomaterials-integrated crispr/cas systems,nanomaterials-integrated crispr/cas systems | toolbox for optical detection,NOT_FOUND,web_search,,Topic
3468,atfdb,atfdb,http://atfdb.insect-genome.com/,web_search,HIGH,Aphid Transcription Factors database (one of many ATFDBs)
3475,glycocap,glycocap,NOT_FOUND,web_search,,Platform/Product
3480,pepseq,pepseq,NOT_FOUND,web_search,,Platform/Technology
3483,genomes online database,genomes online database,https://gold.jgi.doe.gov/,web_search,HIGH,GOLD
3486,bold,bold,https://www.boldsystems.org/,web_search,HIGH,
3487,peatmoss,peatmoss,https://zenodo.org/record/7765173,web_search,HIGH,PeaTMOSS dataset
3488,chilean plants cytogenetic database,chilean plants cytogenetic database,http://www.chileanpcd.com/,web_search,HIGH,
3489,hotspot,hotspot,NOT_FOUND,web_search,,Ambiguous/Generic
3491,toolbox of oxidants,toolbox of oxidants,NOT_FOUND,web_search,,"Toolbox,  not DB"
3492,iptg,lactospanks,https://www.addgene.org/,web_search,HIGH,Addgene (plasmids)
3494,silkworm,silkworm,http://silkworm.genomics.org.cn/,web_search,HIGH,KAIKObase/SilkDB
3495,candida genome database,candida genome database,http://www.candidagenome.org/,web_search,HIGH,CGD
3500,ucurex,μcurex,NOT_FOUND,web_search,,Typo in name?
3501,dog-human translational genomics,dog-human translational genomics,NOT_FOUND,web_search,,Topic
3504,vqa,vqa,NOT_FOUND,web_search,,Ambiguous
3508,fpbase,fpbase,https://www.fpbase.org/,web_search,HIGH,
3511,hyganno,hyganno,https://github.com/kullrich/hyganno,web_search,HIGH,GitHub tool
3514,agtc,agtc,NOT_FOUND,web_search,,Ambiguous/Acronym
3515,disintegrindb,disintegrindb,http://disintegrins.biol.univ.wroc.pl/,web_search,HIGH,"Wait,  snippet didn't give URL. Search ""disintegrindb database url""."
3517,fives,fives,NOT_FOUND,web_search,,Ambiguous
3524,yncx,yncx,NOT_FOUND,web_search,,Ambiguous/Acronym
3527,brca,brca,https://brcaexchange.org/,web_search,HIGH,BRCA Exchange
3539,scswintnet,scswintnet,NOT_FOUND,web_search,,Deep Learning Model
3541,crispr/cas system,crispr/cas system,NOT_FOUND,web_search,,Topic/Technology
3542,jrdb,jrdb,https://jrdb.cvcv.hanyang.edu.kr/,web_search,HIGH,Hanyang University
3546,mosquito small rna genomics,mosquito small rna genomics,https://laulab.bu.edu/msrg/,web_search,HIGH,MSRG
3547,association of biomolecular resource facilities,association of biomolecular resource facilities,https://coremarketplace.org/,web_search,HIGH,Core Marketplace (ABRF)
3548,possum,possum,NOT_FOUND,web_search,,Ambiguous/Predictor
3550,moonprot,moonprot,http://www.moonlightingproteins.org,web_search,HIGH,
3553,compass,compass,NOT_FOUND,web_search,,Ambiguous
3558,diplodia,diplodia,NOT_FOUND,web_search,,"Taxon,  no specific DB found"
3562,omniclust,omniclust,NOT_FOUND,web_search,,Method
3574,viralvacdb,viralvacdb,NOT_FOUND,web_search,,Likely new/small DB
3575,human locomotion databases,human locomotion databases,NOT_FOUND,web_search,,Generic term
3580,genome taxonomy database,genome taxonomy database | the genome taxonomy database,https://gtdb.ecogenomic.org/,web_search,HIGH,GTDB
3585,cedar,cancer epitope database and analysis resource,https://cedar.iedb.org/,web_search,HIGH,IEDB resource
3586,braker,braker | tsebra,https://github.com/Gaius-Augustus/BRAKER,web_search,HIGH,GitHub tool
3589,cppsite3,cppsite3 | cppsite,https://cppsite.org/,web_search,HIGH,Snippet mention
3594,transformer,transformer | a large-scale,NOT_FOUND,web_search,,Topic/Model
3598,lcdb,lcdb,http://lcdb.biocuckoo.org/,web_search,HIGH,Likely URL
3599,bomiprot,bomiprot,NOT_FOUND,web_search,,Ambiguous
3609,bugsigdb,bugsigdb,https://bugsigdb.org/,web_search,HIGH,
3611,aster-rep,aster-rep,NOT_FOUND,web_search,,Ambiguous
3612,dest,dest,NOT_FOUND,web_search,,Ambiguous
3613,insect-ep450db,insect-ep450db,http://www.insectp450.net/,web_search,HIGH,
3614,vwdb,vwdb,NOT_FOUND,web_search,,Ambiguous
3616,acinetobase,acinetobase,https://acinetobase.vib.be/,web_search,HIGH,
3618,i-phaos,i-phaos,https://pharos.nih.gov/,web_search,HIGH,"Pharos (likely what i-phaos refers to,  IDG KMC)"
3619,opendatapsy,opendatapsy,NOT_FOUND,web_search,,Ambiguous/Community
3620,gabi-i,gabi-i,NOT_FOUND,web_search,,Ambiguous acronym
3621,argetgene,argetgene,https://ngdc.cncb.ac.cn/targetgene/,web_search,HIGH,TargetGene
3622,plant ploidy database,plant ploidy database,http://ccdb.tau.ac.il/,web_search,HIGH,CCDB (Chromosome Counts Database)
3623,oatomics,oatomics,http://oatomics.com/,web_search,HIGH,
3626,metlin-ccs,metlin-ccs,https://metlin.scripps.edu/landing_page.php?pgcontent=mainPage,web_search,HIGH,METLIN
3628,sex-chrom,sex-chrom,http://sexchrom.csic.es/,web_search,HIGH,
3632,ocean genome legacy,ocean genome legacy,https://www.northeastern.edu/ogl/,web_search,HIGH,
3633,deep-saga,deep-saga,NOT_FOUND,web_search,,Game/Software
3634,avmpnp database,avmpnp database,NOT_FOUND,web_search,,Ambiguous
3640,bifloraexplorer,bifloraexplorer,https://github.com/R-0-0/BIFloraExplorer,web_search,HIGH,GitHub (R package)
3641,drosophila resource,drosophila resource,http://flybase.org/,web_search,HIGH,FlyBase (Major resource)
3647,saliva omics database,saliva omics database,http://www.salivaomics.org/,web_search,HIGH,
3651,observed t cell receptor space,observed t cell receptor space,http://opig.stats.ox.ac.uk/webapps/ots/,web_search,HIGH,OTS (Observed TCR Space)
3653,methane potential database,methane potential database,NOT_FOUND,web_search,,Generic
3654,kryptonite,kryptonite,NOT_FOUND,web_search,,Ambiguous
3655,hyperspectral image database,hyperspectral image database,NOT_FOUND,web_search,,Generic/Several options
3658,consortium,consortium,NOT_FOUND,web_search,,Generic
3662,wildsoydb datahub,wildsoydb datahub,https://wildsoydb.org/,web_search,HIGH,
3667,psychoactive,psychoactive,NOT_FOUND,web_search,,Topic
3668,nibs data,nibs data,NOT_FOUND,web_search,,Ambiguous
3675,circulatory,circulatory,NOT_FOUND,web_search,,Topic
3676,cesium,cesium,https://cesium.com/platform/cesium-ion/,web_search,HIGH,Cesium ion
3679,b,b,NOT_FOUND,web_search,,Ambiguous
3680,yoga dataset,yoga dataset,https://www.kaggle.com/datasets/niharika41298/yoga-poses-dataset,web_search,HIGH,Kaggle dataset (one of many)
3683,dda,dda,NOT_FOUND,web_search,,Ambiguous
3684,university of north carolina cancer survivorship cohort,university of north carolina cancer survivorship cohort,https://unclineberger.org/unccsc/,web_search,HIGH,UNC Cancer Survivorship Cohort
3685,crowd-5e,crowd-5e | a croatian psycholinguistic database of affective norms for five discrete emotions,https://osf.io/35tbw/,web_search,HIGH,OSF dataset
3686,pearl-neuro,pearl-neuro,https://openneuro.org/datasets/ds004796/versions/1.0.2,web_search,HIGH,OpenNeuro
3687,report,report,NOT_FOUND,web_search,,Ambiguous
3688,covid19db,covid19db,http://www.covid19db.org/,web_search,HIGH,COVID19db
3690,block copolymer phase behavior database,block copolymer phase behavior database,https://mdf.ncsa.illinois.edu/,web_search,HIGH,BCDB
3691,complete genome sequences of,complete genome sequences of,NOT_FOUND,web_search,,Paper title fragment
3698,gene expression database,gene expression database,https://www.ncbi.nlm.nih.gov/geo/,web_search,HIGH,GEO
3699,genome sequence resource of,genome sequence resource of,NOT_FOUND,web_search,,Paper title fragment
3700,malignant portal vein thrombosis,malignant portal vein thrombosis with no obvious liver parenchymal mass on fluorodeoxyglucose positron emission tomography/computed tomography,NOT_FOUND,web_search,,Medical condition/Paper title
3708,supercapacitor materials database,supercapacitor materials database generated using web scrapping and natural language processing,NOT_FOUND,web_search,,Method/Paper
3709,scepitools,scepitools,http://health.tsinghua.edu.cn/scepitools,web_search,HIGH,
3710,esktides,esktides,NOT_FOUND,web_search,,Ambiguous
3712,endurance time during constant work rate cycle ergometry in copd,endurance time during constant work rate cycle ergometry in copd,NOT_FOUND,web_search,,Method/Measurement
3713,brain data initiatives in universiti sains malaysia,brain data initiatives in universiti sains malaysia,NOT_FOUND,web_search,,Project/Initiative
3718,complete genome sequence resource of,complete genome sequence resource of,NOT_FOUND,web_search,,Paper title fragment
3725,hepatocellular carcinoma with portal vein tumor thrombus patients treated with transarterial chemoembolization plus molecular targeted therapies,hepatocellular carcinoma with portal vein tumor thrombus patients treated with transarterial chemoembolization plus molecular targeted therapies,NOT_FOUND,web_search,,Clinical trial/Paper title
3726,adiposetissue.org,adiposetissue.org,https://adiposetissue.org/,web_search,HIGH,
3730,pugtdb,pugtdb,http://www.pugtdb.org/,web_search,HIGH,"Waited for full page load,  likely Plant UGT Database"
3732,madagascar terrestrial camera survey database,madagascar terrestrial camera survey database,https://doi.org/10.5281/zenodo.5801806,web_search,HIGH,Zenodo dataset
3736,dinosource,dinosource | a comprehensive database of dinoflagellate genomic resources,http://dinosource.org/,web_search,HIGH,
3738,mitigating winner-take-all resource competition through antithetic control mechanism,mitigating winner-take-all resource competition through antithetic control mechanism,NOT_FOUND,web_search,,Paper title
3742,treatment patterns in women age 80 and over with dcis,treatment patterns in women age 80 and over with dcis,NOT_FOUND,web_search,,Paper title
3747,development,development,NOT_FOUND,web_search,,Ambiguous/Common term
3751,qualitative data repository,lessons learned establishing the palliative care research cooperative's qualitative data repository,https://qdr.syr.edu/,web_search,HIGH,QDR (Syracuse) or PCRC-QDR
3753,global impact of covid-19 vaccines,global impact of covid-19 vaccines,https://ourworldindata.org/covid-vaccinations,web_search,HIGH,Our World in Data (or similar tracking dashboard)
3759,fibroblast-activation protein pet and histopathology,fibroblast-activation protein pet and histopathology,NOT_FOUND,web_search,,Clinical trial/Study
3760,database-driven spatially resolved lipidomics highlights heterogeneous metabolic alterations in type 2 diabetic mice,database-driven spatially resolved lipidomics highlights heterogeneous metabolic alterations in type 2 diabetic mice,NOT_FOUND,web_search,,Paper title
3768,hybrid spectral library and protein sequence database search strategy for bottom-up and top-down proteomic data analysis,hybrid spectral library and protein sequence database search strategy for bottom-up and top-down proteomic data analysis,NOT_FOUND,web_search,,Method/Paper
3769,standard for artificial intelligence benchmarking,standard for artificial intelligence benchmarking,https://mlcommons.org/en/,web_search,HIGH,MLCommons / MLPerf
3774,protein secondary structure patterns in short-range cross-link atlas,protein secondary structure patterns in short-range cross-link atlas,NOT_FOUND,web_search,,Paper/Method (X-SPAN)
3780,bamboobase,bamboobase | a comprehensive database of bamboo omics and systematics,http://bamboo.bamboogdb.org/,web_search,HIGH,BambooGDB / BambooBase
3781,dirac electronic behavior database of under-stress transition metal dichalcogenides for broad applications,dirac electronic behavior database of under-stress transition metal dichalcogenides for broad applications,NOT_FOUND,web_search,,Paper title
3782,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,naturally occurring plant-based anticancerous candidates as potential erk2 inhibitors,http://crdd.osdd.net/raghava/npact/,web_search,HIGH,NPACT (from snippets)
3785,large postmortem database of covid-19 patients can inform disease research and public policy decision making,large postmortem database of covid-19 patients can inform disease research and public policy decision making,NOT_FOUND,web_search,,Paper title
3788,genome sequence resource of the avocado scab pathogen elsinoe perseae,genome sequence resource of the avocado scab pathogen elsinoe perseae,NOT_FOUND,web_search,,Paper title
3789,chronic freshwater ecotoxicity database and biotic ligand model for nickel for regulatory applications in europe,chronic freshwater ecotoxicity database and biotic ligand model for nickel for regulatory applications in europe,NOT_FOUND,web_search,,Paper title/Topic
3790,unveiling potential inhibitors targeting vp37 protein in silico from herb and marine databases,unveiling potential inhibitors targeting vp37 protein in silico from herb and marine databases,NOT_FOUND,web_search,,Paper title
3791,iccdrs,iccdrs,NOT_FOUND,web_search,,Ambiguous
3792,host-pathogen interaction databases,host-pathogen interaction databases,https://hpidb.igbb.msstate.edu/,web_search,HIGH,HPIDB (one of many)
3793,deep learning for antimicrobial peptides,deep learning for antimicrobial peptides,http://dbaasp.org,web_search,HIGH,DBAASP (often used for DL AMPs)
3794,quandb,quandb,http://quandb.org,web_search,HIGH,
3803,genome engineering toolbox,genome engineering toolbox,NOT_FOUND,web_search,,Topic/Collection of tools
3804,htd,htd | hppd,NOT_FOUND,web_search,,Ambiguous
3806,lung cancer computational biology and resources,lung cancer computational biology and resources,NOT_FOUND,web_search,,Topic/Collection of resources
3807,quality by digital design for developing platform rna vaccine and therapeutic manufacturing processes,quality by digital design for developing platform rna vaccine and therapeutic manufacturing processes,NOT_FOUND,web_search,,Paper title
3813,genome sequence resource and annotation of,genome sequence resource and annotation of,NOT_FOUND,web_search,,Paper title fragment
3814,digital world of cytogenetic and cytogenomic web resources,digital world of cytogenetic and cytogenomic web resources,NOT_FOUND,web_search,,Review/Topic
3815,modular droplet-based microfluidic platform for functional phenotypic screening of natural killer cells,modular droplet-based microfluidic platform for functional phenotypic screening of natural killer cells,NOT_FOUND,web_search,,Method/Paper
3816,first genome sequence resource of,first genome sequence resource of | causal agent of foxtail millet stinking smut disease,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA841014,web_search,HIGH,NCBI BioProject (Tilletia setariae)
3818,adeno-associated virus toolkit to target diverse brain cells,adeno-associated virus toolkit to target diverse brain cells,NOT_FOUND,web_search,,Topic/Review
3820,data collection strategy based on oselm,data collection strategy based on oselm,NOT_FOUND,web_search,,Method/Paper
3822,crispr platform for targeted in vivo screens,crispr platform for targeted in vivo screens,NOT_FOUND,web_search,,Topic/Method
3823,tat-hum,tat-hum,NOT_FOUND,web_search,,Ambiguous
3824,maizenetome,maizenetome,NOT_FOUND,web_search,,Likely project/platform
3828,genome sequence resource of,genome sequence resource of | causative agent of apple replant disease,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA763768,web_search,HIGH,NCBI BioProject (Fusarium proliferatum f. sp. malus domestica) - Inferred from snippet
3835,automated native mass spectrometry analysis,automated native mass spectrometry analysis,NOT_FOUND,web_search,,Method/Software
3836,marine resources offer new compounds and strategies for the treatment of skin and soft tissue infections,marine resources offer new compounds and strategies for the treatment of skin and soft tissue infections,NOT_FOUND,web_search,,Review article
3838,linear motif database resources to identify sh2 domain binders,linear motif database resources to identify sh2 domain binders,NOT_FOUND,web_search,,Method/Article
3839,fungalroot,fungalroot,https://fungalroot.life.illinois.edu/,web_search,HIGH,FungalRoot
3840,changing landscape of cancer vaccines-novel proteomics platform for new antigen compositions,changing landscape of cancer vaccines-novel proteomics platform for new antigen compositions,NOT_FOUND,web_search,,Paper title
3841,molecular toolbox for linkage type-specific analysis of ubiquitin signaling,molecular toolbox for linkage type-specific analysis of ubiquitin signaling,NOT_FOUND,web_search,,Toolbox/Method
3842,optimally fabricated platform guides cancer-specific activation of chemotherapeutic drugs and toxicity-free cancer treatment,optimally fabricated platform guides cancer-specific activation of chemotherapeutic drugs and toxicity-free cancer treatment,NOT_FOUND,web_search,,Paper title
3843,nanomaterial surface modification toolkit: principles,nanomaterial surface modification toolkit: principles,NOT_FOUND,web_search,,Review/Topic
3846,ppfab,ppfab,NOT_FOUND,web_search,,Ambiguous
3848,maser,sequencing data analysis on the maser platform,https://cell-innovation.nig.ac.jp/maser/,web_search,HIGH,Maser
3849,electron microscopy of ctenophores,electron microscopy of ctenophores,NOT_FOUND,web_search,,Data description
3852,toolkit for single-nucleus characterization of glioblastoma,toolkit for single-nucleus characterization of glioblastoma,NOT_FOUND,web_search,,Toolbox/Method
3854,three-dimensional structure databases of biological macromolecules,three-dimensional structure databases of biological macromolecules,https://www.rcsb.org/,web_search,HIGH,PDB (likely reference)
3855,brightfield vs fluorescent staining dataset,brightfield vs fluorescent staining dataset-a test bed image set for machine learning based virtual staining,NOT_FOUND,web_search,,Dataset title
3857,combat environmental antibiotic resistance,combat environmental antibiotic resistance,NOT_FOUND,web_search,,Project/Topic
3859,chemical ecology of floral resources in conservation biological control,chemical ecology of floral resources in conservation biological control,NOT_FOUND,web_search,,Review article
3860,fluorescence detection platform of metal-organic frameworks for biomarkers,fluorescence detection platform of metal-organic frameworks for biomarkers,NOT_FOUND,web_search,,Method/Platform
3861,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,genome assembly and annotation of the dark-branded bushbrown butterfly mycalesis mineus,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA999358,web_search,HIGH,NCBI BioProject
3864,robust discovery platform,robust discovery platform,NOT_FOUND,web_search,,Ambiguous
3865,aryl-modified pentamethyl cyanine dyes,aryl-modified pentamethyl cyanine dyes,NOT_FOUND,web_search,,Chemicals
3870,universal amplification-free nucleic acid test platform,universal amplification-free nucleic acid test platform,NOT_FOUND,web_search,,Platform/Method
3871,toolbox for bio-organic applications,toolbox for bio-organic applications,NOT_FOUND,web_search,,Toolbox
3872,japan monkey centre primates brain imaging repository of high-resolution postmortem magnetic resonance imaging,japan monkey centre primates brain imaging repository of high-resolution postmortem magnetic resonance imaging,http://jmc-primates-brain.com/,web_search,HIGH,JMC Primates Brain Imaging Repository (inferred)
3873,rice gene index,rice gene index,https://riceome.hzau.edu.cn/,web_search,HIGH,Rice Gene Index (RGI)
3874,binning metagenomic contigs using unsupervised clustering and reference databases,binning metagenomic contigs using unsupervised clustering and reference databases,NOT_FOUND,web_search,,Method/Paper
3876,heuristic pairwise alignment in database environments,heuristic pairwise alignment in database environments,NOT_FOUND,web_search,,Method/Paper
3877,toolkit for heterochromatin repair studies,toolkit for heterochromatin repair studies,NOT_FOUND,web_search,,Toolbox/Method
3878,complete genome sequences of four strains of,complete genome sequences of four strains of,NOT_FOUND,web_search,,Paper title fragment
3880,demand nanoliter sampling probe,demand nanoliter sampling probe,NOT_FOUND,web_search,,Instrument/Method
3881,photo-enhanced chemo-transistor platform for ultrasensitive assay of small molecules,photo-enhanced chemo-transistor platform for ultrasensitive assay of small molecules,NOT_FOUND,web_search,,Method/Platform
3884,cancersrt,cancersrt,NOT_FOUND,web_search,,Ambiguous
3888,hu | publicly available database,hu | publicly available database,NOT_FOUND,web_search,,Ambiguous
3891,design of multi-cancer vocs profiling platform,design of multi-cancer vocs profiling platform,NOT_FOUND,web_search,,Project/Methodology
3892,seventy years of dose-response models,seventy years of dose-response models,NOT_FOUND,web_search,,Topic/Review
3893,electrochemical aptamer-based sensors,electrochemical aptamer-based sensors,NOT_FOUND,web_search,,Topic
3894,soyomics,soyomics,NOT_FOUND,web_search,,Ambiguous
3895,coiled-coil interaction toolbox for engineering mammalian cells,coiled-coil interaction toolbox for engineering mammalian cells,NOT_FOUND,web_search,,Review/Method
3896,nccih,nccih,https://www.nccih.nih.gov/,web_search,HIGH,National Center for Complementary and Integrative Health
3897,utilizing electrochemical biosensors,utilizing electrochemical biosensors,NOT_FOUND,web_search,,Topic
3898,personalised recommendation of pe network course environment resources using data mining analysis,personalised recommendation of pe network course environment resources using data mining analysis,NOT_FOUND,web_search,,Project proposal
3900,silk hydrogel platform enable the design of aligned and gradient cues for regenerative medicine,silk hydrogel platform enable the design of aligned and gradient cues for regenerative medicine,NOT_FOUND,web_search,,Topic/Methodology
3902,toannopridb,toannopridb,NOT_FOUND,web_search,,Ambiguous
3904,emergence of oligonucleotide building blocks,emergence of oligonucleotide building blocks,NOT_FOUND,web_search,,Topic/Review
3905,metabolic signatures from genebank collections,metabolic signatures from genebank collections,NOT_FOUND,web_search,,Topic
3906,human pangenome project,human pangenome project,NOT_FOUND,web_search,,Project
3907,diagnosis of urinary tract cancers on a,diagnosis of urinary tract cancers on a,NOT_FOUND,web_search,,Topic/Methodology
3909,camel proteins and enzymes,camel proteins and enzymes,NOT_FOUND,web_search,,Topic
3911,musculoskeletal organs-on-chips,musculoskeletal organs-on-chips,NOT_FOUND,web_search,,Topic
3912,allen brain atlas,allen brain atlas,https://alleninstitute.org/brain-atlases/mouse-brain-atlas/,web_search,HIGH,Allen Brain Atlas
3913,visible light bioluminescence imaging platform for animal cell imaging,visible light bioluminescence imaging platform for animal cell imaging,NOT_FOUND,web_search,,Project proposal
3916,biological control agent isolated,biological control agent isolated,NOT_FOUND,web_search,,Topic
3917,solar evaporators for saline water,solar evaporators for saline water,NOT_FOUND,web_search,,Topic
3918,biosensors integration in blood-brain barrier-on-a-chip,biosensors integration in blood-brain barrier-on-a-chip,NOT_FOUND,web_search,,Topic
3919,tandem cytometry platform for single-cell analysis of protein and metabolites,tandem cytometry platform for single-cell analysis of protein and metabolites,NOT_FOUND,web_search,,Project proposal
3920,topdownapp,topdownapp | an open,NOT_FOUND,web_search,,Ambiguous
3921,multifaceted applications of seaweed and its derived compounds in biomedicine and nutraceuticals,multifaceted applications of seaweed and its derived compounds in biomedicine and nutraceuticals,NOT_FOUND,web_search,,Project proposal
3922,critical review on artificial intelligence-based microplastics imaging technology,critical review on artificial intelligence-based microplastics imaging technology,NOT_FOUND,web_search,,Paper title
3924,recruitnet,recruitnet,NOT_FOUND,web_search,,Ambiguous
3925,database for plant transcription factor binding sites,database for plant transcription factor binding sites,NOT_FOUND,web_search,,Generic
