publication_id,pubmed_id,pmc_id,title,publication_date,authors,affiliation,affiliation_countries,citation_count,keywords,email,resource_id,resource_short_name,resource_full_name,is_global_core_biodata_resource,id,title_meta,abstract,publication_date_meta,hasDbCrossReferences,hasData,hasSuppl,isOpenAccess,inPMC,inEPMC,hasPDF,hasBook,citedByCount,pubYear,pubType,keywords_meta,meshTerms,journalTitle,journalISSN,authorAffiliations,text
4600,37030102,,EPEK: Creation and analysis of an Ectopic Pregnancy Expression Knowledgebase.,2023-06-01,"Natarajan A, Chivukula N, Dhanakoti GB, Sahoo AK, Ravichandran J, Samal A.","Indian Institute of Science Education and Research (IISER) Mohali, Punjab, India.; The Institute of Mathematical Sciences (IMSc), Chennai, India; Homi Bhabha National Institute (HBNI), Mumbai, India.; The Institute of Mathematical Sciences (IMSc), Chennai, India.; The Institute of Mathematical Sciences (IMSc), Chennai, India; Homi Bhabha National Institute (HBNI), Mumbai, India. Electronic address:",India,0,"'Animals'; 'Humans'; 'Mice'; 'Pregnancy, Ectopic'; 'diagnosis'; 'genetics'; 'Risk Factors'; 'Pregnancy'; 'Female'; 'Knowledge Bases'; 'Expression profile'; 'Ectopic pregnancy'; 'Network Analysis'; 'Enrichment Analysis'; 'Epek Resource'",Ravichandran J: jananir@imsc.res.in; Samal A: asamal@imsc.res.in,4600,EPEK,Ectopic Pregnancy Expression Knowledgebase,0,,,,,,,,,,,,,,,,,,,,,EPEK: Creation and analysis of an Ectopic Pregnancy Expression Knowledgebase.
2960,24243849,PMC3965113,P³DB 3.0: From plant phosphorylation sites to protein networks.,2014-01-01,"Yao Q, Ge H, Wu S, Zhang N, Zhang N, Chen W, Xu C, Gao J, Thelen JJ, Xu D.","Department of Computer Science, University of Missouri, Columbia, MO 65211, USA, Bond Life Sciences Center, University of Missouri, Columbia, MO 65211, USA, School of Communication and Information Engineering, Shanghai University, Shanghai 200444, People's Republic of China, Department of Biology, Brandeis University, MA 02453, USA, Computational Biology Center, Memorial Sloan-Kettering Cancer Center, New York, NY 10065, USA and Department of Biochemistry, University of Missouri, Columbia, MO 65211, United States",China; United States,54,"'Protein Kinases'; 'classification'; 'metabolism'; 'Phosphoproteins'; 'genetics'; 'metabolism'; 'chemistry'; 'Plant Proteins'; 'genetics'; 'metabolism'; 'chemistry'; 'Protein Interaction Mapping'; 'Phosphorylation'; 'Internet'; 'Databases, Protein'; 'Phosphoprotein Phosphatases'; 'classification'; 'metabolism'; 'Protein Interaction Domains and Motifs'; 'Gene Ontology'",,5817,P(3)DB,Plant Protein Phosphorylation Database,0,24243849.0,P³DB 3.0: From plant phosphorylation sites to protein networks.,"In the past few years, the Plant Protein Phosphorylation Database (P(3)DB, http://p3db.org) has become one of the most significant in vivo data resources for studying plant phosphoproteomics. We have substantially updated P(3)DB with respect to format, new datasets and analytic tools. In the P(3)DB 3.0, there are altogether 47 923 phosphosites in 16 477 phosphoproteins curated across nine plant organisms from 32 studies, which have met our multiple quality standards for acquisition of in vivo phosphorylation site data. Centralized by these phosphorylation data, multiple related data and annotations are provided, including protein-protein interaction (PPI), gene ontology, protein tertiary structures, orthologous sequences, kinase/phosphatase classification and Kinase Client Assay (KiC Assay) data--all of which provides context for the phosphorylation event. In addition, P(3)DB 3.0 incorporates multiple network viewers for the above features, such as PPI network, kinase-substrate network, phosphatase-substrate network, and domain co-occurrence network to help study phosphorylation from a systems point of view. Furthermore, the new P(3)DB reflects a community-based design through which users can share datasets and automate data depository processes for publication purposes. Each of these new features supports the goal of making P(3)DB a comprehensive, systematic and interactive platform for phosphoproteomics research.",2013-11-15,N,N,N,Y,Y,Y,Y,N,60.0,2014.0,"[""research-article"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Journal Article"", ""Research Support, N.I.H., Extramural""]",,"[""Protein Kinases"", ""Phosphoproteins"", ""Plant Proteins"", ""Protein Interaction Mapping"", ""Phosphorylation"", ""Internet"", ""Databases, Protein"", ""Phosphoprotein Phosphatases"", ""Protein Interaction Domains and Motifs"", ""Gene Ontology""]",Nucleic acids research,0305-1048,,"P³DB 3.0: From plant phosphorylation sites to protein networks. In the past few years, the Plant Protein Phosphorylation Database (P(3)DB, http://p3db.org) has become one of the most significant in vivo data resources for studying plant phosphoproteomics. We have substantially updated P(3)DB with respect to format, new datasets and analytic tools. In the P(3)DB 3.0, there are altogether 47 923 phosphosites in 16 477 phosphoproteins curated across nine plant organisms from 32 studies, which have met our multiple quality standards for acquisition of in vivo phosphorylation site data. Centralized by these phosphorylation data, multiple related data and annotations are provided, including protein-protein interaction (PPI), gene ontology, protein tertiary structures, orthologous sequences, kinase/phosphatase classification and Kinase Client Assay (KiC Assay) data--all of which provides context for the phosphorylation event. In addition, P(3)DB 3.0 incorporates multiple network viewers for the above features, such as PPI network, kinase-substrate network, phosphatase-substrate network, and domain co-occurrence network to help study phosphorylation from a systems point of view. Furthermore, the new P(3)DB reflects a community-based design through which users can share datasets and automate data depository processes for publication purposes. Each of these new features supports the goal of making P(3)DB a comprehensive, systematic and interactive platform for phosphoproteomics research."
2756,29316788,,SynBioHub: A Standards-Enabled Design Repository for Synthetic Biology.,2018-02-01,"McLaughlin JA, Myers CJ, Zundel Z, Mısırlı G, Zhang M, Ofiteru ID, Goñi-Moreno A, Wipat A.","School of Computing, Newcastle University , Newcastle upon Tyne,, U.K.; Department of Electrical and Computer Engineering, University of Utah , Salt Lake City, Utah 84112, United States.; School of Computing and Mathematics, Keele University , Newcastle,, U.K.; School of Engineering, Newcastle University , Newcastle upon Tyne,, U.K.",United Kingdom; United States,23,"'Programming Languages'; 'Databases, Factual'; 'Synthetic Biology'; 'Web Browser'; 'Database'; 'Data Standards'; 'Repository'; 'Sharing'; 'Sbol'; 'Synthetic Biology Open Language'; 'Web Of Registries'",,6735,SynBioHub,,0,29316788.0,SynBioHub: A Standards-Enabled Design Repository for Synthetic Biology.,"The SynBioHub repository ( https://synbiohub.org ) is an open-source software project that facilitates the sharing of information about engineered biological systems. SynBioHub provides computational access for software and data integration, and a graphical user interface that enables users to search for and share designs in a Web browser. By connecting to relevant repositories (e.g., the iGEM repository, JBEI ICE, and other instances of SynBioHub), the software allows users to browse, upload, and download data in various standard formats, regardless of their location or representation. SynBioHub also provides a central reference point for other resources to link to, delivering design information in a standardized format using the Synthetic Biology Open Language (SBOL). The adoption and use of SynBioHub, a community-driven effort, has the potential to overcome the reproducibility challenge across laboratories by helping to address the current lack of information about published designs.",2018-01-30,N,N,N,N,N,N,N,N,64.0,2018.0,"[""Research Support, Non-U.S. Gov't"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Journal Article""]","[""Database"", ""Data Standards"", ""Repository"", ""Sharing"", ""Sbol"", ""Synthetic Biology Open Language"", ""Web Of Registries""]","[""Programming Languages"", ""Databases, Factual"", ""Synthetic Biology"", ""Web Browser""]",ACS synthetic biology,2161-5063,,"SynBioHub: A Standards-Enabled Design Repository for Synthetic Biology. The SynBioHub repository ( https://synbiohub.org ) is an open-source software project that facilitates the sharing of information about engineered biological systems. SynBioHub provides computational access for software and data integration, and a graphical user interface that enables users to search for and share designs in a Web browser. By connecting to relevant repositories (e.g., the iGEM repository, JBEI ICE, and other instances of SynBioHub), the software allows users to browse, upload, and download data in various standard formats, regardless of their location or representation. SynBioHub also provides a central reference point for other resources to link to, delivering design information in a standardized format using the Synthetic Biology Open Language (SBOL). The adoption and use of SynBioHub, a community-driven effort, has the potential to overcome the reproducibility challenge across laboratories by helping to address the current lack of information about published designs."
1908,24297253,PMC3965089,MycoCosm portal: gearing up for 1000 fungal genomes.,2014-01-01,"Grigoriev IV, Nikitin R, Haridas S, Kuo A, Ohm R, Otillar R, Riley R, Salamov A, Zhao X, Korzeniewski F, Smirnova T, Nordberg H, Dubchak I, Shabalov I.","US Department of Energy Joint Genome Institute, 2800 Mitchell Drive, Walnut Creek, CA 94598, United States",United States,911,"'Fungi'; 'classification'; 'genetics'; 'Genomics'; 'Genome, Fungal'; 'Internet'; 'Databases, Genetic'; 'Molecular Sequence Annotation'",,8248,MycoCosm,,0,24297253.0,MycoCosm portal: gearing up for 1000 fungal genomes.,"MycoCosm is a fungal genomics portal (http://jgi.doe.gov/fungi), developed by the US Department of Energy Joint Genome Institute to support integration, analysis and dissemination of fungal genome sequences and other 'omics' data by providing interactive web-based tools. MycoCosm also promotes and facilitates user community participation through the nomination of new species of fungi for sequencing, and the annotation and analysis of resulting data. By efficiently filling gaps in the Fungal Tree of Life, MycoCosm will help address important problems associated with energy and the environment, taking advantage of growing fungal genomics resources.",2013-12-01,N,N,N,Y,Y,Y,Y,N,978.0,2014.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Fungi"", ""Genomics"", ""Genome, Fungal"", ""Internet"", ""Databases, Genetic"", ""Molecular Sequence Annotation""]",Nucleic acids research,0305-1048,,"MycoCosm portal: gearing up for 1000 fungal genomes. MycoCosm is a fungal genomics portal (http://jgi.doe.gov/fungi), developed by the US Department of Energy Joint Genome Institute to support integration, analysis and dissemination of fungal genome sequences and other 'omics' data by providing interactive web-based tools. MycoCosm also promotes and facilitates user community participation through the nomination of new species of fungi for sequencing, and the annotation and analysis of resulting data. By efficiently filling gaps in the Fungal Tree of Life, MycoCosm will help address important problems associated with energy and the environment, taking advantage of growing fungal genomics resources."
2815,33035346,PMC7779015,tRFtarget: a database for transfer RNA-derived fragment targets.,2021-01-01,"Li N, Shan N, Lu L, Wang Z.","SJTU-Yale Joint Center for Biostatistics and Data Science, Department of Bioinformatics and Biostatistics, School of Life Sciences and Biotechnology, Shanghai Jiao Tong University, Shanghai 200240, China.; Department of Biostatistics, Yale School of Public Health, New Haven, CT 06520, United States; Center for Statistical Science, Department of Industrial Engineering, Tsinghua University, Beijing 100084, China.; Department of Chronic Disease Epidemiology, Yale School of Public Health, New Haven, CT 06520, United States",China; United States,38,"'Animals'; 'Xenopus'; 'genetics'; 'metabolism'; 'Zebrafish'; 'genetics'; 'metabolism'; 'Humans'; 'Mice'; 'Drosophila melanogaster'; 'genetics'; 'metabolism'; 'Caenorhabditis elegans'; 'genetics'; 'metabolism'; 'Rhodobacter sphaeroides'; 'genetics'; 'metabolism'; 'Schizosaccharomyces'; 'genetics'; 'metabolism'; 'RNA, Messenger'; 'genetics'; 'metabolism'; 'chemistry'; 'RNA, Transfer'; 'genetics'; 'metabolism'; 'chemistry'; 'Nucleic Acid Hybridization'; 'Base Sequence'; 'Nucleic Acid Conformation'; 'Base Pairing'; 'Thermodynamics'; 'Databases, Nucleic Acid'; 'RNA, Small Untranslated'; 'genetics'; 'metabolism'; 'chemistry'; 'Molecular Sequence Annotation'; 'Gene Ontology'",,6791,tRFtarget,,0,33035346.0,tRFtarget: a database for transfer RNA-derived fragment targets.,"Transfer RNA-derived fragments (tRFs) are a new class of small non-coding RNAs and play important roles in biological and physiological processes. Prediction of tRF target genes and binding sites is crucial in understanding the biological functions of tRFs in the molecular mechanisms of human diseases. We developed a publicly accessible web-based database, tRFtarget (http://trftarget.net), for tRF target prediction. It contains the computationally predicted interactions between tRFs and mRNA transcripts using the two state-of-the-art prediction tools RNAhybrid and IntaRNA, including location of the binding sites on the target, the binding region, and free energy of the binding stability with graphic illustration. tRFtarget covers 936 tRFs and 135 thousand predicted targets in eight species. It allows researchers to search either target genes by tRF IDs or tRFs by gene symbols/transcript names. We also integrated the manually curated experimental evidence of the predicted interactions into the database. Furthermore, we provided a convenient link to the DAVID® web server to perform downstream functional pathway analysis and gene ontology annotation on the predicted target genes. This database provides useful information for the scientific community to experimentally validate tRF target genes and facilitate the investigation of the molecular functions and mechanisms of tRFs.",2021-01-01,N,Y,Y,Y,Y,Y,Y,N,40.0,2021.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Research Support, U.S. Gov't, Non-P.H.S."", ""Journal Article"", ""Research Support, N.I.H., Extramural""]",,"[""Animals"", ""Xenopus"", ""Zebrafish"", ""Humans"", ""Mice"", ""Drosophila melanogaster"", ""Caenorhabditis elegans"", ""Rhodobacter sphaeroides"", ""Schizosaccharomyces"", ""RNA, Messenger"", ""RNA, Transfer"", ""Nucleic Acid Hybridization"", ""Base Sequence"", ""Nucleic Acid Conformation"", ""Base Pairing"", ""Thermodynamics"", ""Databases, Nucleic Acid"", ""RNA, Small Untranslated"", ""Molecular Sequence Annotation"", ""Gene Ontology""]",Nucleic acids research,0305-1048,,"tRFtarget: a database for transfer RNA-derived fragment targets. Transfer RNA-derived fragments (tRFs) are a new class of small non-coding RNAs and play important roles in biological and physiological processes. Prediction of tRF target genes and binding sites is crucial in understanding the biological functions of tRFs in the molecular mechanisms of human diseases. We developed a publicly accessible web-based database, tRFtarget (http://trftarget.net), for tRF target prediction. It contains the computationally predicted interactions between tRFs and mRNA transcripts using the two state-of-the-art prediction tools RNAhybrid and IntaRNA, including location of the binding sites on the target, the binding region, and free energy of the binding stability with graphic illustration. tRFtarget covers 936 tRFs and 135 thousand predicted targets in eight species. It allows researchers to search either target genes by tRF IDs or tRFs by gene symbols/transcript names. We also integrated the manually curated experimental evidence of the predicted interactions into the database. Furthermore, we provided a convenient link to the DAVID® web server to perform downstream functional pathway analysis and gene ontology annotation on the predicted target genes. This database provides useful information for the scientific community to experimentally validate tRF target genes and facilitate the investigation of the molecular functions and mechanisms of tRFs."
258,29136180,PMC5753182,BCNTB bioinformatics: the next evolutionary step in the bioinformatics of breast cancer tissue banking.,2018-01-01,"Gadaleta E, Pirrò S, Dayem Ullah AZ, Marzec J, Chelala C.","Bioinformatics Unit, Centre for Molecular Oncology, Barts Cancer Institute, Queen Mary University London, London, United Kingdom; Centre for Computational Biology, Life Sciences Initiative, Queen Mary University London.",United Kingdom,5,"'Cell Line, Tumor'; 'Humans'; 'Breast Neoplasms'; 'genetics'; 'mortality'; 'Computational Biology'; 'PubMed'; 'Tissue Banks'; 'Female'; 'Data Mining'",,4287,Breast Cancer Now Tissue Bank bioinformatics,Breast Cancer Now Tissue Bank bioinformatics,0,29136180.0,BCNTB bioinformatics: the next evolutionary step in the bioinformatics of breast cancer tissue banking.,"Here, we present an update of Breast Cancer Now Tissue Bank bioinformatics, a rich platform for the sharing, mining, integration and analysis of breast cancer data. Its modalities provide researchers with access to a centralised information gateway from which they can access a network of bioinformatic resources to query findings from publicly available, in-house and experimental data generated using samples supplied from the Breast Cancer Now Tissue Bank. This in silico environment aims to help researchers use breast cancer data to their full potential, irrespective of any bioinformatics barriers. For this new release, a complete overhaul of the IT and bioinformatic infrastructure underlying the portal has been conducted and a host of novel analytical modules established. We developed and adopted an automated data selection and prioritisation system, expanded the data content and included tissue and cell line data generated from The Cancer Genome Atlas and the Cancer Cell Line Encyclopedia, designed a host of novel analytical modalities and enhanced the query building process. Furthermore, the results are presented in an interactive format, providing researchers with greater control over the information on which they want to focus. Breast Cancer Now Tissue Bank bioinformatics can be accessed at http://bioinformatics.breastcancertissuebank.org/.",2018-01-01,N,Y,Y,Y,Y,Y,Y,N,7.0,2018.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Cell Line, Tumor"", ""Humans"", ""Breast Neoplasms"", ""Computational Biology"", ""PubMed"", ""Tissue Banks"", ""Female"", ""Data Mining""]",Nucleic acids research,0305-1048,,"BCNTB bioinformatics: the next evolutionary step in the bioinformatics of breast cancer tissue banking. Here, we present an update of Breast Cancer Now Tissue Bank bioinformatics, a rich platform for the sharing, mining, integration and analysis of breast cancer data. Its modalities provide researchers with access to a centralised information gateway from which they can access a network of bioinformatic resources to query findings from publicly available, in-house and experimental data generated using samples supplied from the Breast Cancer Now Tissue Bank. This in silico environment aims to help researchers use breast cancer data to their full potential, irrespective of any bioinformatics barriers. For this new release, a complete overhaul of the IT and bioinformatic infrastructure underlying the portal has been conducted and a host of novel analytical modules established. We developed and adopted an automated data selection and prioritisation system, expanded the data content and included tissue and cell line data generated from The Cancer Genome Atlas and the Cancer Cell Line Encyclopedia, designed a host of novel analytical modalities and enhanced the query building process. Furthermore, the results are presented in an interactive format, providing researchers with greater control over the information on which they want to focus. Breast Cancer Now Tissue Bank bioinformatics can be accessed at http://bioinformatics.breastcancertissuebank.org/."
1185,26314736,,GlycoMob: an ion mobility-mass spectrometry collision cross section database for glycomics.,2016-06-01,"Struwe WB, Pagel K, Benesch JL, Harvey DJ, Campbell MP.","Department of Chemistry, University of Oxford, Oxford,, United Kingdom; Free University Chemistry, Institute of Chemistry and Biochemistry, Takustrasse 3, 14195, Berlin, Germany.; Department of Molecular Physics, Fritz Haber Institute of the Max Planck Society, 14195, Berlin, Germany.; Oxford Glycobiology Institute, Department of Biochemistry, University of Oxford, Oxford,, United Kingdom; Biomolecular Frontiers Research Centre, Macquarie University, Sydney, NSW 2109, Australia.",United Kingdom; Germany; Australia,23,"'Polysaccharides'; 'classification'; 'metabolism'; 'chemistry'; 'Software'; 'Mass Spectrometry'; 'methods'; 'Glycomics'; 'methods'; 'Databases, Chemical'; 'Database'; 'Mass spectrometry'; 'glycomics'; 'ion mobility'; 'Glycan'; 'Glycoinformatics'",Struwe WB: weston.struwe@chem.ox.ac.uk; Campbell MP: matthew.campbell@mq.edu.au,7450,GlycoMob,,0,26314736.0,GlycoMob: an ion mobility-mass spectrometry collision cross section database for glycomics.,"Ion mobility mass spectrometry (IM-MS) is a promising analytical technique for glycomics that separates glycan ions based on their collision cross section (CCS) and provides glycan precursor and fragment masses. It has been shown that isomeric oligosaccharide species can be separated by IM and identified on basis of their CCS and fragmentation. These results indicate that adding CCSs information for glycans and glycan fragments to searchable databases and analysis pipelines will increase identification confidence and accuracy. We have developed a freely accessible database, GlycoMob ( http://www.glycomob.org ), containing over 900 CCSs values of glycans, oligosaccharide standards and their fragments that will be continually updated. We have measured the absolute CCSs of calibration standards, biologically derived and synthetic N-glycans ionized with various adducts in positive and negative mode or as protonated (positive ion) and deprotonated (negative ion) ions.",2015-08-28,N,N,N,N,N,N,N,N,61.0,2016.0,"[""Research Support, Non-U.S. Gov't"", ""Journal Article""]","[""Database"", ""Mass spectrometry"", ""glycomics"", ""ion mobility"", ""Glycan"", ""Glycoinformatics""]","[""Polysaccharides"", ""Software"", ""Mass Spectrometry"", ""Glycomics"", ""Databases, Chemical""]",Glycoconjugate journal,0282-0080,,"GlycoMob: an ion mobility-mass spectrometry collision cross section database for glycomics. Ion mobility mass spectrometry (IM-MS) is a promising analytical technique for glycomics that separates glycan ions based on their collision cross section (CCS) and provides glycan precursor and fragment masses. It has been shown that isomeric oligosaccharide species can be separated by IM and identified on basis of their CCS and fragmentation. These results indicate that adding CCSs information for glycans and glycan fragments to searchable databases and analysis pipelines will increase identification confidence and accuracy. We have developed a freely accessible database, GlycoMob ( http://www.glycomob.org ), containing over 900 CCSs values of glycans, oligosaccharide standards and their fragments that will be continually updated. We have measured the absolute CCSs of calibration standards, biologically derived and synthetic N-glycans ionized with various adducts in positive and negative mode or as protonated (positive ion) and deprotonated (negative ion) ions."
861,23161677,PMC3531060,G4LDB: a database for discovering and studying G-quadruplex ligands.,2013-01-01,"Li Q, Xiang JF, Yang QF, Sun HX, Guan AJ, Tang YL.","Beijing National Laboratory for Molecular Sciences (BNLMS), Center for Molecular Sciences, State Key Laboratory for Structural Chemistry of Unstable and Stable Species, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, PR China.",China,89,"'Ligands'; 'Drug Design'; 'Internet'; 'G-Quadruplexes'; 'drug effects'; 'Databases, Chemical'; 'Molecular Docking Simulation'",,8180,G4LDB,G-quadruplex ligands database,0,23161677.0,G4LDB: a database for discovering and studying G-quadruplex ligands.,"The G-quadruplex ligands database (G4LDB, http://www.g4ldb.org) provides a unique collection of reported G-quadruplex ligands to streamline ligand/drug discovery targeting G-quadruplexes. G-quadruplexes are guanine-rich nucleic acid sequences in human telomeres and gene promoter regions. There is a growing recognition for their profound roles in a wide spectrum of diseases, such as cancer, diabetes and cardiovascular disease. Ligands that affect the structure and activity of G-quadruplexes can shed light on the search for G-quadruplex-targeting drugs. Therefore, we built the G4LDB to (i) compile a data set covering various physical properties and 3D structure of G-quadruplex ligands; (ii) provide Web-based tools for G-quadruplex ligand design; and (iii) to facilitate the discovery of novel therapeutic and diagnostic agents targeting G-quadruplexes. G4LDB currently contains >800 G-quadruplex ligands with ∼4000 activity records, which, to our knowledge, is the most extensive collection of its kind. It offers a user friendly interface that can meet a variety of data inquiries from researchers. For example, ligands can be searched for by name, molecular properties, structures, ligand activities and so on. Building on the reported data, the database also provides an online ligand design module that can predict ligand binding affinity in real time.",2012-11-17,N,N,N,Y,Y,Y,Y,N,98.0,2013.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Ligands"", ""Drug Design"", ""Internet"", ""G-Quadruplexes"", ""Databases, Chemical"", ""Molecular Docking Simulation""]",Nucleic acids research,0305-1048,,"G4LDB: a database for discovering and studying G-quadruplex ligands. The G-quadruplex ligands database (G4LDB, http://www.g4ldb.org) provides a unique collection of reported G-quadruplex ligands to streamline ligand/drug discovery targeting G-quadruplexes. G-quadruplexes are guanine-rich nucleic acid sequences in human telomeres and gene promoter regions. There is a growing recognition for their profound roles in a wide spectrum of diseases, such as cancer, diabetes and cardiovascular disease. Ligands that affect the structure and activity of G-quadruplexes can shed light on the search for G-quadruplex-targeting drugs. Therefore, we built the G4LDB to (i) compile a data set covering various physical properties and 3D structure of G-quadruplex ligands; (ii) provide Web-based tools for G-quadruplex ligand design; and (iii) to facilitate the discovery of novel therapeutic and diagnostic agents targeting G-quadruplexes. G4LDB currently contains >800 G-quadruplex ligands with ∼4000 activity records, which, to our knowledge, is the most extensive collection of its kind. It offers a user friendly interface that can meet a variety of data inquiries from researchers. For example, ligands can be searched for by name, molecular properties, structures, ligand activities and so on. Building on the reported data, the database also provides an online ligand design module that can predict ligand binding affinity in real time."
6845,36400569,PMC9825425,TOXRIC: a comprehensive database of toxicological data and benchmarks.,2023-01-01,"Wu L, Yan B, Han J, Li R, Xiao J, He S, Bo X.","Department of Bioinformatics, Institute of Health Service and Transfusion Medicine, Beijing 100850, China.; Academy of Medical Engineering and Translational Medicine, Tianjin University, Tianjin 300072, China.; State Key Laboratory of Genetic Engineering and Collaborative Innovation Center for Genetics and Development, School of Life Sciences, Institute of Biomedical Sciences, Human Phenome Institute, Fudan University, Shanghai 200433, China.; State Key Laboratory of Proteomics, Beijing Proteome Research Center, National Center for Protein Sciences, Beijing 102206, China.; Department of Pharmacy, Xiangya Hospital, Central South University, Changsha 410008, Hunan, China.; Institute for Rational and Safe Medication Practices, National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Changsha 410008, Hunan, China.",China,32,"'Humans'; 'Toxicology'; 'methods'; 'Software'; 'Databases, Factual'; 'Benchmarking'",,6845,TOXRIC,,0,,,,,,,,,,,,,,,,,,,,,TOXRIC: a comprehensive database of toxicological data and benchmarks.
3008,26078228,PMC4468578,An integrated database of wood-formation related genes in plants.,2015-06-01,"Xu T, Ma T, Hu Q, Liu J.","State Key Laboratory of Grassland and Agro-Ecosystems, School of Life Sciences, Lanzhou University, Lanzhou 730000, Gansu, China.",China,2,"'Cell Wall'; 'genetics'; 'metabolism'; 'chemistry'; 'Plants'; 'classification'; 'genetics'; 'Plant Proteins'; 'classification'; 'genetics'; 'metabolism'; 'Transcription Factors'; 'genetics'; 'metabolism'; 'Phylogeny'; 'Gene Expression Regulation, Plant'; 'Genome, Plant'; 'Wood'; 'genetics'; 'metabolism'; 'Databases, Genetic'; 'Plant Cells'; 'metabolism'",,5634,WFRGdb,Wood-Formation Related Genes database,0,26078228.0,An integrated database of wood-formation related genes in plants.,"Wood, which consists mainly of plant cell walls, is an extremely important resource in daily lives. Genes whose products participate in the processes of cell wall and wood formation are therefore major subjects of plant science research. The Wood-Formation Related Genes database (WFRGdb, http://me.lzu.edu.cn/woodformation/) serves as a data resource center for genes involved in wood formation. To create this database, we collected plant genome data published in other online databases and predicted all cell wall and wood formation related genes using BLAST and HMMER. To date, 47 gene families and 33 transcription factors from 57 genomes (28 herbaceous, 22 woody and 7 non-vascular plants) have been covered and more than 122,000 genes have been checked and recorded. To provide easy access to these data, we have developed several search methods, which make it easy to download targeted genes or groups of genes free of charge in FASTA format. Sequence and phylogenetic analyses are also available online. WFRGdb brings together cell wall and wood formation related genes from all available plant genomes, and provides an integrative platform for gene inquiry, downloading and analysis. This database will therefore be extremely useful for those who focuses on cell wall and wood research.",2015-06-16,N,Y,Y,Y,Y,Y,Y,N,2.0,2015.0,"[""Research Support, Non-U.S. Gov't"", ""research-article"", ""Journal Article""]",,"[""Cell Wall"", ""Plants"", ""Plant Proteins"", ""Transcription Factors"", ""Phylogeny"", ""Gene Expression Regulation, Plant"", ""Genome, Plant"", ""Wood"", ""Databases, Genetic"", ""Plant Cells""]",Scientific reports,2045-2322,,"An integrated database of wood-formation related genes in plants. Wood, which consists mainly of plant cell walls, is an extremely important resource in daily lives. Genes whose products participate in the processes of cell wall and wood formation are therefore major subjects of plant science research. The Wood-Formation Related Genes database (WFRGdb, http://me.lzu.edu.cn/woodformation/) serves as a data resource center for genes involved in wood formation. To create this database, we collected plant genome data published in other online databases and predicted all cell wall and wood formation related genes using BLAST and HMMER. To date, 47 gene families and 33 transcription factors from 57 genomes (28 herbaceous, 22 woody and 7 non-vascular plants) have been covered and more than 122,000 genes have been checked and recorded. To provide easy access to these data, we have developed several search methods, which make it easy to download targeted genes or groups of genes free of charge in FASTA format. Sequence and phylogenetic analyses are also available online. WFRGdb brings together cell wall and wood formation related genes from all available plant genomes, and provides an integrative platform for gene inquiry, downloading and analysis. This database will therefore be extremely useful for those who focuses on cell wall and wood research."
4588,36200827,PMC9825489,ChemPert: mapping between chemical perturbation and transcriptional response for non-cancer cells.,2023-01-01,"Zheng M, Okawa S, Bravo M, Chen F, Martínez-Chantar ML, Del Sol A.","Luxembourg Centre for Systems Biomedicine (LCSB), University of Luxembourg, 6 Avenue du Swing, Esch-sur-Alzette, L-4367 Belvaux, Luxembourg.; Liver Disease Laboratory, Center for Cooperative Research in Biosciences (CIC bioGUNE), Basque Research and Technology Alliance (BRTA), Bizkaia Technology Park, Derio, Spain.; Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y Digestivas (CIBERehd), 48160 Bizkaia, Spain.; German Research Center for Artificial Intelligence (DFKI), 66123 Saarbrücken, Germany.; DCIC bioGUNE-BRTA (Basque Research and Technology Alliance), Bizkaia Technology Park, 801 Building, 48160 Derio, Spain.; IKERBASQUE, Basque Foundation for Science, Bilbao 48013, Spain.",Germany; Luxembourg; Spain,9,"'Humans'; 'Ligands'; 'Gene Expression Profiling'; 'Algorithms'; 'Databases, Genetic'",,4588,ChemPert,,0,,,,,,,,,,,,,,,,,,,,,ChemPert: mapping between chemical perturbation and transcriptional response for non-cancer cells.
