extracted_name,extracted_long,baseline_name,baseline_full,edit_distance,contains,long_sim,match_type,score,confidence,is_match,reasoning
START,Shiny Transcriptome Analysis Resource Tool,stab,spatio-temporal cell atlas of the human brain,2,False,0.7126436781609196,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
PlanNET,Planarian Interactome Network,planex,plant co-expression database,2,False,0.7017543859649122,"edit_dist=2, long_sim=0.70",1.1,HIGH,N,"Low long form similarity (0.70), likely different databases"
SPDI,Sequence Position Deletion Insertion,spgdb,streptococcus pneumoniae genome database,2,False,0.7368421052631579,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
PAIN,brain-imaging repository for pain disorders,pachin,pediatric in-hospital cardiac arrest international registry,2,False,0.7254901960784313,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,"Low long form similarity (0.73), likely different databases"
GSRS,Global Substance Registration System,gsdb,genome structure database,2,False,0.7213114754098361,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
EDEn,Electroceutical Design Environment Database,edr,endometrium database resource,2,False,0.7222222222222222,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
PMDM,Portal of Medical Data Models,pmbd,plastics microbial biodegradation database,2,False,0.704225352112676,"edit_dist=2, long_sim=0.70",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.70)
PHND,Pashtu Handwritten Numerals Database,phin,protein pharmacology interaction network database,2,False,0.7058823529411765,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
MARA,Multiple Antibiotic Resistance Annotator,maps,medicinal plant activities,2,False,0.7272727272727273,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
DAMA,global Distribution of Alien Mammals database,dampd,dragon antimicrobial peptide database,2,False,0.7560975609756098,"edit_dist=2, long_sim=0.76",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.76)
GEAR,Genomic Elements Associated with Drug Resistance,gent,gene expression database of normal and tumor tissues,2,False,0.76,"edit_dist=2, long_sim=0.76",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.76)
CITD,Contraceptive and Infertility Target DataBase,citgvd,citrus genomic variation database,2,False,0.7435897435897436,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,"Low long form similarity (0.74), likely different databases"
SCOC,Sediment Community Oxygen Consumption Database,scope,structural classification of proteins-extended,2,False,0.7391304347826086,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
MITO,Models in Translational Oncology,mikb,myocardial infarction knowledge base,2,False,0.7352941176470589,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
mMGE,metagenomic extrachromosomal mobile genetic elements database,mmdb,magnaporthe oryzae microsatellite database,2,False,0.7184466019417476,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
DRUMS,Disk Repository with Update Management and Select,dramp,data repository of antimicrobial peptides,2,False,0.7333333333333333,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
SPTEdb,Salicaceous Plant Transposable Elements Database,spgdb,streptococcus pneumoniae genome database,2,False,0.7727272727272727,"edit_dist=2, long_sim=0.77",1.1,HIGH,N,"Borderline case with long_sim=0.77, likely different"
PGP,plant phenomics and genomics repository,pgat,prokaryotic-genome analysis tool,2,False,0.7323943661971831,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
TIBLE,Mycobacterial Binding Data Resource,tie,tumor isomir encyclopedia,2,False,0.7333333333333333,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
OMCD,OncomiR Cancer Database,omdb,organic materials database,2,False,0.7755102040816326,"edit_dist=2, long_sim=0.78",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.78)
POJ,Portal of Juglandaceae,podb,plant organelles database,2,False,0.723404255319149,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
INVB,Inherited Neuropathy Variant Browser,inoh,integrating network objects with hierarchies,2,False,0.725,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
BIP,Brassica Information Portal,bind,biomolecular interaction network database,2,False,0.7058823529411765,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
PCIR,Plant Chloroplast Inverted Repeats database,pcsd,plant chromatin state database,2,False,0.7945205479452054,"edit_dist=2, long_sim=0.79",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.79)
ZFAP,Zebrafish Anatomy Portal,zfin,zebrafish model organism database,2,False,0.7368421052631579,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
dBBQs,Database of Bacterial Quality Scores,dbtss,database of transcriptional start sites,2,False,0.7733333333333333,"edit_dist=2, long_sim=0.77",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.77)
PlantEAR,Plant EAR Motif Analysis Resource,plantpan,plant promoter analysis navigator,2,False,0.7878787878787878,"edit_dist=2, long_sim=0.79",1.1,HIGH,N,"Borderline case with long_sim=0.79, likely different"
CoagVDb,Coagulation Factors Database,covdb,coronavirus database,2,False,0.75,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,"Borderline case with long_sim=0.75, likely different"
MGeND,Japanese Clinical Genomic Database,mgdd,moroccan genetic disease database,2,False,0.8059701492537313,"edit_dist=2, long_sim=0.81",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.81)
PI1M,Polymer Informatics Database,pid,plant intron database,2,False,0.7346938775510204,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
TREND,Protein Function Exploration Platform,trlnc,for human regulatory information of lncrnas,2,False,0.725,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
LIPS,Localization of Intracellular Proteins in guard cells,lincs,of integrated network-based cellular signatures,2,False,0.72,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
KRKB,Korean Rare Disease Knowledge Base,krgdb,korean reference genome database,2,False,0.7878787878787878,"edit_dist=2, long_sim=0.79",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.79)
TISIDB,Tumor-Immune System Database,tidb,trained immunity database,2,False,0.7547169811320755,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,"Borderline case with long_sim=0.75, likely different"
IBVD,Internet Brain Volume Database,ibis,inferred biomolecular interaction server,2,False,0.7428571428571429,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
RADAR,Rigorously Annotated Database of A-to-I RNA editing,radb,database of rheumatoid arthritis-related polymorphisms,2,False,0.7619047619047619,"edit_dist=2, long_sim=0.76",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.76)
CCHIC,Critical Care Health Informatics Collaborative,ccsi,chromatin-chromatin spatial interaction,2,False,0.7529411764705882,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.75)
PlantFAdb,Plant Fatty Acid Database,plantrgdb,plant retrocopied gene database,2,False,0.7142857142857143,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,"Low long form similarity (0.71), likely different databases"
DBSAV,Database of Single Amino acid Variations,dbmae,database of autosomal monoallelic expression,2,False,0.7380952380952381,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
PlantPReS,Plant Proteome Response to Stress Database,plant-pras,plant protein annotation suite database,2,False,0.7160493827160493,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,"Low long form similarity (0.72), likely different databases"
RAEdb,Reporter Assay Enhancer database,rap-db,rice annotation project database,2,False,0.71875,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,"Low long form similarity (0.72), likely different databases"
SASBDB,Small Angle Scattering Biological Data Bank,sancdb,south african natural compounds database,2,False,0.7228915662650602,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,"Low long form similarity (0.72), likely different databases"
RENIS,Renal Cell Carcinoma Registry,repic,rna epitranscriptome collection,2,False,0.7666666666666667,"edit_dist=2, long_sim=0.77",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.77)
NDEx,Network Data Exchange,ndb,nucleome data bank,2,False,0.717948717948718,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
SEEK,Search-based Exploration of Expression Compendium,sedb,comprehensive human super-enhancer database,2,False,0.7608695652173914,"edit_dist=2, long_sim=0.76",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.76)
MiGA,Microbial Genomes Atlas,mikb,myocardial infarction knowledge base,2,False,0.711864406779661,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
2019-nCoV,2019 Novel Coronavirus Resource,2019ncovr,2019 novel coronavirus resource,2,False,1.0,"edit_dist=2, long_sim=1.00",1.1,HIGH,Y,High long form similarity (1.00)
BEReX,Biomedical Entity-Relationship Explorer,bee,biomedical entity explorer,2,False,0.8,"edit_dist=2, long_sim=0.80",1.1,HIGH,N,"Borderline case with long_sim=0.80, likely different"
PlantCAR,Plant Co-expression Annotation Resource,plantpan,plant promoter analysis navigator,2,False,0.7222222222222222,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,"Low long form similarity (0.72), likely different databases"
PMO,Plant Metabolomics Database,pmbd,plastics microbial biodegradation database,2,False,0.7536231884057971,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.75)
VHRD,Viral Host Range Database,vhot,viral microrna host target,2,False,0.7450980392156863,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.75)
MAAFS,Moral and Affective Film Set,maps,medicinal plant activities,2,False,0.7037037037037037,"edit_dist=2, long_sim=0.70",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.70)
GEREDB,Gene Expression Regulation Database,gepsdb,gene expression database of poplar under stress,2,False,0.8048780487804879,"edit_dist=2, long_sim=0.80",1.1,HIGH,N,"Borderline case with long_sim=0.80, likely different"
GESS,Global Evaluation of SARS-CoV-2 Sequences Database,gent,gene expression database of normal and tumor tissues,2,False,0.7254901960784313,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
PISO,Plant ISOform sequencing database,pid,plant intron database,2,False,0.7407407407407407,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
HGVA,Human Genome Variation Archive,hgmd,human gene mutation database,2,False,0.7241379310344828,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
HERDB,Heavy-Element Reactions Database,hemd,human epigenetic enzyme and modulator database,2,False,0.7435897435897436,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
CoCoPUTs,Codon and Codon-Pair Usage Tables,coconut,collection of open natural products,2,False,0.7352941176470589,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,"Low long form similarity (0.74), likely different databases"
TiRe,Tissue Repair Database,tidb,trained immunity database,2,False,0.723404255319149,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
MGPP,Mnemiopsis Genome Project Portal,mgi,mouse genome informatics,2,False,0.7857142857142857,"edit_dist=2, long_sim=0.79",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.79)
MUDDD,Miami University Deception Detection Database,mu3d,miami university deception detection database,2,False,1.0,"edit_dist=2, long_sim=1.00",1.1,HIGH,Y,High long form similarity (1.00)
NAPDI,Natural Product-Drug Interaction Repository,nanpdb,northern african natural products database,2,False,0.7529411764705882,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,"Borderline case with long_sim=0.75, likely different"
MSIS,Mycobacterium hsp65 Database,msdb,microsatellite database,2,False,0.7058823529411765,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
SEVA,Standard European Vector Architecture,sedb,comprehensive human super-enhancer database,2,False,0.725,"edit_dist=2, long_sim=0.72",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.72)
CPIC,Clinical Pharmacogenetics Implementation Consortium,cplm,compendium of protein lysine modifications,2,False,0.7526881720430108,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.75)
BCAPE,Breast Cancer Patient-Derived Explants,bcip,breast cancer integrative platform,2,False,0.8055555555555556,"edit_dist=2, long_sim=0.81",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.81)
GAN,Genomics and Genetics Analysis Platform for Nicotiana,gaad,gene and autoimmiune disease association database,2,False,0.7450980392156863,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.75)
YAGM,Yeast Associated Genes Miner,yarg,yeast arsenic-related genes,2,False,0.8363636363636363,"edit_dist=2, long_sim=0.84",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.84)
HDTT,Huntington's Disease Therapeutic Targets,hdam,human disease associated mutation,2,False,0.7397260273972602,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
STPD,Salinity Tolerant Poplar Database,stab,spatio-temporal cell atlas of the human brain,2,False,0.7948717948717948,"edit_dist=2, long_sim=0.79",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.79)
NAR_DB,Nucleic Acids Research Database Collection,nanpdb,northern african natural products database,2,False,0.7142857142857143,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,"Low long form similarity (0.71), likely different databases"
CMMR,Comparative Microbial Modules Resource,cmep,circulating microrna expression profiling,2,False,0.7088607594936709,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
PlantAPA,Plant Alternative Polyadenylation portal,plantpan,plant promoter analysis navigator,2,False,0.7671232876712328,"edit_dist=2, long_sim=0.77",1.1,HIGH,N,"Borderline case with long_sim=0.77, likely different"
CTRP,Cancer Therapeutics Response Portal,ctdb,chickpea transcriptome database,2,False,0.7272727272727273,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
CGGA,Chinese Glioma Genome Atlas,cgd,clinical genomic database,2,False,0.7307692307692307,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
ACD,Antimicrobial Chemotherapeutics Database,acnpd,anti-cancer natural product database,2,False,0.7368421052631579,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
DbVar,Database of Genomic Structural Variation,dbmae,database of autosomal monoallelic expression,2,False,0.7380952380952381,"edit_dist=2, long_sim=0.74",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.74)
RAAR,Regulators of Androgen Action Resource,rasp,rna atlas of structure probing,2,False,0.7941176470588235,"edit_dist=2, long_sim=0.79",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.79)
PINOT,Protein Interaction Network Online Tool,pina,protein interaction network analysis,2,False,0.8266666666666667,"edit_dist=2, long_sim=0.83",1.1,HIGH,N,"Borderline case with long_sim=0.83, likely different"
AIM,Arabidopsis Interactome Module Database,aicd,nti-inflammatory compounds database,2,False,0.7837837837837838,"edit_dist=2, long_sim=0.78",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.78)
ASGARD,Annotated Transcriptomes Database,asrd,arabidopsis small rna database,2,False,0.7301587301587301,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,"Low long form similarity (0.73), likely different databases"
HBS,Healthy Brain Study,hbdb,human breathomics database,2,False,0.7111111111111111,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
CRRD,Chinchilla Research Resource Database,crcda,resources for cancer ngs data analysis,2,False,0.7466666666666667,"edit_dist=2, long_sim=0.75",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.75)
PIIKA,Protein Interactions and Inhibitor Knowledge Analysis,pina,protein interaction network analysis,2,False,0.8089887640449438,"edit_dist=2, long_sim=0.81",1.1,HIGH,N,"Borderline case with long_sim=0.81, likely different"
NAR-DB,Nucleic Acids Research Database Collection,nanpdb,northern african natural products database,2,False,0.7142857142857143,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,"Low long form similarity (0.71), likely different databases"
ILRS,International Laser Ranging Service,ilisi,index of italian literature on nursing sciences,2,False,0.7560975609756098,"edit_dist=2, long_sim=0.76",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.76)
DBCLS,Database Cross-search for Life Sciences,dbcpg,cancer predisposition gene database,2,False,0.7297297297297297,"edit_dist=2, long_sim=0.73",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.73)
GEB,Gene Expression Barcode,geds,expression display server,2,False,0.7083333333333334,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
MSGP,Mammalian Stress Granule Proteome Database,msdd,mirna snp disease database,2,False,0.7058823529411765,"edit_dist=2, long_sim=0.71",1.1,HIGH,N,Different databases with similar acronyms (long_sim=0.71)
Gene ATLAS,UK Biobank Genetic Associations Atlas,geneatlas,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
Drug-Path,Drug-Induced Pathways Database,drugpath,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
HPVdb,Human Papillomavirus Database,hpidb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
CPAG,Cross-Phenotype Analysis of GWAS Atlas,cpad,curated protein aggregation database,1,False,0.5945945945945946,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.59)
CMC,CommonMind Consortium,cms,cancer methylome system,1,False,0.5,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.50)
HTP,Human Transmembrane Proteome,htd,transporter database,1,False,0.6666666666666666,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
MetaBase,Biological Databases Wiki-Database,metrabase,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
DTC,Drug Target Commons,dtm,trends,1,False,0.48,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.48)
IDR,Image Data Resource,idc,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
EK3D,E. coli K Antigen Database,ekpd,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
CancerGD,Cancer Genetic Dependencies,cancer3d,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
PlaNet,Plant Network,planex,plant co-expression database,1,False,0.5365853658536586,edit_dist=1,0.9,HIGH,N,"Low long form similarity (0.54), likely different databases"
MTLD,Multiple Target Ligands Database,mtd,mammalian transcriptomic database,1,False,0.676923076923077,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.68)
MANTA,Microbiome And pheNotype data integraTion plAtform,mantra,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
lnCAR,Long Non-Coding RNA in Cancer Arrays Resource,lncat,lncrna,1,False,0.2352941176470588,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.24)
BIOGEN-BASE,Bioinformatics Genomics and Phenomics Resource,biogen base,iogen base,1,False,0.3571428571428571,edit_dist=1,0.9,HIGH,N,"Low long form similarity (0.36), likely different databases"
RCSB-PDB,Research Collaboratory for Structural Bioinformatics Protein Data Bank,rcsb pdb,data bank,1,False,0.2278481012658227,edit_dist=1,0.9,HIGH,N,"Low long form similarity (0.23), likely different databases"
DMC,DrugMap Central,dmd,dietary microrna databases,1,False,0.5365853658536586,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.54)
VfODB,Vicia faba Omics Database,vfdb,virulence factor database,1,False,0.68,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.68)
ISOdb,Isoform Database,isob,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
TR-DB,Triple Response Database,trfdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
GALT,GALT Protein Database,gat,gene-set activity toolbox,1,False,0.6521739130434783,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.65)
FEED,Feeding Experiments End-user Database,fed,fusion events database,1,False,0.6779661016949152,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.68)
FP-ADMET,Fingerprint-based ADMET Compendium,fpadmet,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
lncRNAKB,Long Non-coding RNA Knowledgebase,lncrnadb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
Repbase,Repbase Database,rebase,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
Literome,Literome Genomic Knowledge Base,liverome,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
HIM,Herbal Ingredients In-vivo Metabolism Database,hir,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
ProCarDB,Prokaryotic Carotenoid Database,procarbdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
MDDB,MycoDiversity DataBase,mdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
HSD,Helminth Secretome Database,hsp,human salivary proteome wiki,1,False,0.6181818181818182,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.62)
VFB,Virtual Fly Brain,vfdb,virulence factor database,1,False,0.6666666666666666,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
GDW,Geminivirus Data Warehouse,gdr,genome database for rosaceae,1,False,0.6666666666666666,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.67)
Addgene,Addgene,adhdgene,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
MOBCdb,Multi-Omics Breast Cancer database,mobidb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
GTB,Genome Tolerance Browser,gtr,testing registry,1,False,0.45,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.45)
SCDE,Stem Cell Discovery Engine,scdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
ARCPHdb,Archaeal Protein Helicase Database,archdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
OMIT,microRNA Target Prediction Knowledge Base,omim,online mendelian inheritance in man,1,False,0.6578947368421053,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.66)
GPCR-DB,GPCR Database,gpcrdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
PHIO,Public Health Indicator Ontology,phin,protein pharmacology interaction network database,1,False,0.691358024691358,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.69)
iHMP,Integrative Human Microbiome Project,ihms,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
MGOB,Methylotroph Gene Order Browser,mgdb,melanoma gene database,1,False,0.5660377358490566,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.57)
CSCS,CSCS,cscd,pecific circrna database,1,False,0.2142857142857142,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.21)
EFI,Enzyme Function Initiative,efg,electronic resource for fusarium graminearum,1,False,0.4857142857142857,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.49)
IBDMDB,Inflammatory Bowel Disease Multi-Omics Database,ibddb,ibd database,1,False,0.4067796610169492,edit_dist=1,0.9,HIGH,N,"Low long form similarity (0.41), likely different databases"
GDB-17,Chemical Universe Database,gdb17,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
TMO,Translational Medicine Ontology and Knowledge Base,tmb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
AVPDS,Animal Viruses Probe Dataset,avpdb,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
RAMP-DB,RNA and Metabolic Pathways Database,rap-db,rice annotation project database,1,False,0.6865671641791045,edit_dist=1,0.9,HIGH,N,"Low long form similarity (0.69), likely different databases"
dbCAN,Carbohydrate-Active Enzyme Database,dbcat,database of cpg,1,False,0.48,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.48)
PLEAD,Phosphorus Loading from Agricultural Fields Database,plad,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
HPVbase,Human Papillomavirus Base,hpbase,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
HPA,Human Protein Atlas,hpo,the human phenotype ontology project,1,False,0.5454545454545454,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.55)
daTALbase,TAL Effector Database,database,database,1,False,0.5517241379310345,edit_dist=1,0.9,HIGH,N,"Low long form similarity (0.55), likely different databases"
SMS,Short Motif Search Database,smr,swiss-model repository,1,False,0.5714285714285714,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.57)
ANDI,Advanced Neuropsychological Diagnostics Infrastructure,andb,areca nut database,1,False,0.4722222222222222,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.47)
CDKD,Clinical Database of Kidney Diseases,cdd,conserved domain database,1,False,0.6885245901639344,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.69)
GeneTalk,Genetic Variant Discussion Platform,genetack,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
MCO,Microbial Conditions Ontology,mcg,maize cell genomics,1,False,0.5833333333333334,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.58)
OPL,Ontology for Parasite Lifecycle,opm,orientations of proteins in membranes,1,False,0.6470588235294118,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.65)
GAPD,Global Abortion Policies Database,gaad,gene and autoimmiune disease association database,1,False,0.6097560975609756,edit_dist=1,0.9,HIGH,N,Different databases with similar acronyms (long_sim=0.61)
Neisseria Base,Neisseria Comparative Genomics Database,neisseriabase,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
Circ2Disease,Circular RNA to Disease Database,circr2disease,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
SynMap,Synteny Mapping Browser,symmap,,1,False,0.0,edit_dist=1,0.9,HIGH,Y,"Edit distance 1, assumed version/variant"
