pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url,url_source
27022158,"""RSIADB, a collective resource for genome and transcriptome analyses in Rhizoctonia solani AG1 IA.""",True,N,high,DB suffix and resource,RSIADB,Rhizoctonia Solani Integrated Analysis Database,9,N,N,http://genedenovoweb.ticp.net:81/rsia/index.php,original_chunk
34527190,MedProDB: A database of Mediator proteins.,True,N,high,DB suffix and database keyword,MedProDB,Mediator Protein Database,9,N,N,http://www.nipgr.ac.in/MedProDB,original_chunk
23571273,BacillOndex: an integrated data resource for systems and synthetic biology.,False,N,medium,Integrated data resource but no URL,BacillOndex,BacillOndex,9,N,N,,
28012137,VaProS: a database-integration approach for protein/genome information retrieval.,True,N,high,Database-integration approach housing data,VaProS,Various Protein Search,9,N,N,http://p4d-info.nig.ac.jp/vapros/,original_chunk
34698276,"""MicroSalmon: A Comprehensive, Searchable Resource of Predicted MicroRNA Targets and 3'UTR Cis-Regulatory Elements in the Full-Length Sequenced Atlantic Salmon Transcriptome.""",False,N,medium,Resource of predicted targets but no URL,MicroSalmon,MicroSalmon,9,N,N,,
31560050,RiceRelativesGD: a genomic database of rice relatives for rice research.,False,N,medium,Database keyword but no URL,RiceRelativesGD,Rice Relatives Genomic Database,9,N,N,http://ibi.zju.edu.cn/ricerelativesgd/,fulltext_extraction
29897476,"""Revitalizing the drug pipeline: AntibioticDB, an open access database to aid antibacterial research and development.""",False,N,medium,DB suffix and database keyword but no URL,AntibioticDB,Antibiotic Database,9,N,N,,
26078477,HCSD: the human cancer secretome database.,False,N,medium,Database keyword but no URL,HCSD,Human Cancer Secretome Database,9,N,N,,
23127988,Adenosiland: walking through adenosine receptors landscape.,True,N,high,Resource exploring adenosine receptor data,Adenosiland,Adenosiland,9,N,N,http://mms.dsfarm.unipd.it/Adenosiland/,original_chunk
31100387,The EXPANDER Integrated Platform for Transcriptome Analysis.,True,N,high,Platform housing transcriptome data,EXPANDER,Expression Analyzer and Displayer,9,N,N,http://acgt.cs.tau.ac.il/expander/,original_chunk
27230105,ProCarDB: a database of bacterial carotenoids.,False,N,medium,DB suffix and database keyword but no URL,ProCarDB,Prokaryotic Carotenoid Database,9,N,N,http://bioinfo.imtech.res.in/servers/procardb/?c=aboutus&m=downloads,fulltext_extraction
25712262,YPED: an integrated bioinformatics suite and database for mass spectrometry-based proteomics research.,False,N,medium,Suite and database but no URL,YPED,Yeast Proteomics Expression Database,9,N,N,http://yped.med.yale.edu/yped_dist/,fulltext_extraction
31669269,RNAdt: An online tutorial and data portal for the RNA structurome era.,True,N,high,Data portal housing RNA data,RNAdt,RNA Data Tools,9,N,N,http://www.zhounan.org/rnadt,original_chunk
31960906,WormQTL2: an interactive platform for systems genetics in Caenorhabditis elegans.,True,N,high,Platform housing QTL data,WormQTL2,Worm QTL 2.0,9,N,N,http://www.bioinformatics.nl/WormQTL2/,original_chunk
22253616,POPcorn: An Online Resource Providing Access to Distributed and Diverse Maize Project Data.,False,N,medium,Online resource but no URL,POPcorn,POPcorn,9,N,N,http://popcorn.maizegdb.org/,fulltext_extraction
33642576,sRNAanno-a database repository of uniformly annotated small RNAs in plants.,True,N,high,Database repository keyword,sRNAanno,Small RNA Annotation Database,9,N,N,http://www.plantsRNAs.org,original_chunk
27074804,BRONCO: Biomedical entity Relation ONcology COrpus for extracting gene-variant-disease-drug relations.,True,N,high,Corpus is a data collection,BRONCO,Biomedical Entity Relation Oncology Corpus,9,N,N,http://infos.korea.ac.kr/bronco,original_chunk
29500026,"""Critical Care Health Informatics Collaborative (CCHIC): Data, tools and methods for reproducible research: A multi-centre UK intensive care database.""",False,N,medium,Database keyword but no URL,CCHIC,Critical Care Health Informatics Collaborative,9,N,N,,
23628689,FUNGALOXPHOS: an integrated database for oxidative phosphorylation in fungi.,True,N,high,Database keyword,FUNGALOXPHOS,Fungal Oxidative Phosphorylation Database,9,N,N,http://bioinformatics.unavarra.es:1000/FUNGALOXPHOS_CSS/main.html,original_chunk
33165574,EpiGraphDB: a database and data mining platform for health data science.,True,N,high,Database keyword,EpiGraphDB,EpiGraphDB,9,N,N,https://epigraphdb.org/,original_chunk
28472360,PopFly: the Drosophila population genomics browser.,True,N,high,Browser housing population genomics data,PopFly,Population Fly,9,N,N,http://popfly.uab.cat,original_chunk
24517501,SNPchiMp: a database to disentangle the SNPchip jungle in bovine livestock.,False,N,medium,Database keyword but no URL,SNPchiMp,SNP Chip Mapping Database,9,N,N,http://bioinformatics.tecnoparco.org/SNPchimp,fulltext_extraction
28482068,mTCTScan: a comprehensive platform for annotation and prioritization of mutations affecting drug sensitivity in cancers.,True,N,high,Platform housing mutation data,mTCTScan,Mutation Targeting Cancer Therapy Scan,9,N,N,http://jjwanglab.org/mTCTScan,original_chunk
23028445,PHYMYCO-DB: a curated database for analyses of fungal diversity and evolution.,True,N,high,DB suffix and database keyword,PHYMYCO-DB,Phylogeny of Mycorrhizal Fungi Database,9,N,N,http://phymycodb.genouest.org/,original_chunk
33379866,FOCUS-DB: An Online Comprehensive Database on Food Additive Safety.,False,N,medium,DB suffix and database keyword but no URL,FOCUS-DB,Food Additive Comprehensive Safety Database,9,N,N,,
27185059,LOGIQA: a database dedicated to long-range genome interactions quality assessment.,True,N,high,Database keyword,LOGIQA,Long-Range Genome Interaction Quality Assessment Database,9,N,N,http://www.ngs-qc.org/logiqa,original_chunk
31114875,GEPIA2: an enhanced web server for large-scale expression profiling and interactive analysis.,True,N,high,Server housing expression data,GEPIA2,Gene Expression Profiling Interactive Analysis,9,N,N,http://gepia2.cancer-pku.cn/,original_chunk
26624015,CardioGenBase: A Literature Based Multi-Omics Database for Major Cardiovascular Diseases.,False,N,medium,Database keyword but no URL,CardioGenBase,Cardiovascular Genomics Database,9,N,N,http://www.CardioGenBase.com/,fulltext_extraction
33258919,FinaleDB: a browser and database of cell-free DNA fragmentation patterns.,True,N,high,Database keyword,FinaleDB,Fragmentation Analysis Database,9,N,N,http://finaledb.research.cchmc.org/,original_chunk
30219837,lncSLdb: a resource for long non-coding RNA subcellular localization.,False,N,medium,db suffix and resource but no URL,lncSLdb,Long Non-Coding RNA Subcellular Localization Database,9,N,N,http://bioinformatics.xidian.edu.cn/lncSLdb,fulltext_extraction
34316695,SPONGEdb: a pan-cancer resource for competing endogenous RNA interactions.,False,N,medium,db suffix and resource but no URL,SPONGEdb,Sponge Database,9,N,N,,
34592929,MetaGeneBank: a standardized database to study deep sequenced metagenomic data from human fecal specimen.,False,N,medium,Bank suffix and database keyword but no URL,MetaGeneBank,Metagenomics Gene Bank,9,N,N,,
22734043,"""Research resource: dkCOIN, the National Institute of Diabetes, Digestive and Kidney Diseases (NIDDK) consortium interconnectivity network: a pilot program to aggregate research resources generated by multiple research consortia.""",True,N,high,Network resource aggregating data,dkCOIN,NIDDK Consortium Interconnectivity Network,9,N,N,http://www.dkcoin.org,original_chunk
34181736,CROssBAR: comprehensive resource of biomedical relations with knowledge graph representations.,False,N,medium,Resource with knowledge graph but no URL,CROssBAR,Comprehensive Resource of Biomedical Relations,9,N,N,,
31608948,KOFFI and Anabel 2.0-a new binding kinetics database and its integration in an open-source binding analysis software.,False,N,medium,Database keyword but no URL,KOFFI,Kinetics of Fitting and Integration Database,9,N,N,http://www.koffidb.org,fulltext_extraction
29762552,"""The electronic Rothamsted Archive (e-RA), an online resource for data from the Rothamsted long-term experiments.""",True,N,high,Archive keyword,e-RA,Electronic Rothamsted Archive,9,N,N,http://www.era.rothamsted.ac.uk,original_chunk
25628763,Database of Gene Co-Regulation (dGCR): A Web Tool for Analysing Patterns of Gene Co-regulation across Publicly Available Expression Data.,False,N,medium,Database keyword but no URL,dGCR,Database of Gene Co-Regulation,9,N,N,http://www.geneontology.org,fulltext_extraction
23153247,PMRD: a curated database for genes and mutants involved in plant male reproduction.,False,N,medium,Database keyword but no URL,PMRD,Plant Male Reproduction Database,9,N,N,http://www.pmrd.org,fulltext_extraction
24171254,Geminivirus database (GVDB): first database of family Geminiviridae and its genera Begomovirus.,True,N,high,Database keyword,GVDB,Geminivirus Database,9,N,N,http://www.wikigeminivirus.org,original_chunk
32986418,PI1M: A Benchmark Database for Polymer Informatics.,False,N,medium,Database keyword but no URL,PI1M,Polymer Informatics Database,9,N,N,,
21605354,GPCR-SSFE: a comprehensive database of G-protein-coupled receptor template predictions and homology models.,False,N,medium,Database keyword but no URL,GPCR-SSFE,GPCR Structure-Sequence-Function-Evolution Database,9,N,N,http://www.ssfa-7tmr.de/ssfe/,fulltext_extraction
26130332,'LungGENS': a web-based tool for mapping single-cell gene expression in the developing lung.,True,N,high,Tool housing gene expression data,LungGENS,Lung Gene Expression in the Neonatal System,9,N,N,https://research.cchmc.org/pbge/lunggens/default.html,original_chunk
29096505,The BioFragment Database (BFDb): An open-data platform for computational chemistry analysis of noncovalent interactions.,False,N,medium,Database keyword but no URL,BFDb,BioFragment Database,9,N,N,,
32501478,SnpHub: an easy-to-set-up web server framework for exploring large-scale genomic variation data in the post-genomic era with applications in wheat.,True,N,high,Hub framework housing variation data,SnpHub,SNP Hub,9,N,N,http://wheat.cau.edu.cn/Wheat_SnpHub_Portal/,original_chunk
29140522,ECOdrug: a database connecting drugs and conservation of their targets across species.,True,N,high,Database keyword,ECOdrug,Evolutionary Conservation of Drug Targets Database,9,N,N,http://www.ecodrug.org,original_chunk
33045750,CUBAP: an interactive web portal for analyzing codon usage biases across populations.,True,N,high,Portal for analyzing codon usage data,CUBAP,Codon Usage Bias Analysis Portal,9,N,N,https://cubap.byu.edu,original_chunk
33300029,MitImpact 3: modeling the residue interaction network of the Respiratory Chain subunits.,True,N,high,Resource modeling mitochondrial impact data,MitImpact,Mitochondrial Impact Database,9,N,N,http://mitimpact.css-mendel.it,original_chunk
22139916,VIRsiRNAdb: a curated database of experimentally validated viral siRNA/shRNA.,True,N,high,db suffix and database keyword,VIRsiRNAdb,Viral siRNA Database,9,N,N,http://crdd.osdd.net/servers/virsirnadb,original_chunk
27914317,The DIsgust-RelaTed-Images (DIRTI) database: Validation of a novel standardized set of disgust pictures.,False,N,medium,Database keyword but no URL,DIRTI,Disgust-Related Images Database,9,N,N,,
23001143,CPDB: cysteine protease annotation database in Leishmania species.,False,N,medium,DB suffix and database keyword but no URL,CPDB,Cysteine Protease Database,9,N,N,,
31147699,ORVAL: a novel platform for the prediction and exploration of disease-causing oligogenic variant combinations.,True,N,high,Platform housing oligogenic variant data,ORVAL,Oligogenic Resource for Variant Analysis,9,N,N,https://orval.ibsquare.be,original_chunk
25521507,cisMEP: an integrated repository of genomic epigenetic profiles and cis-regulatory modules in Drosophila.,False,N,high,Repository keyword indicates database,cisMEP,integrated repository of genomic epigenetic profiles,10,N,N,http://cosbi3.ee.ncku.edu.tw/cisMEP/,fulltext_extraction
29989146,PHYLACINE 1.2: The Phylogenetic Atlas of Mammal Macroecology.,False,N,high,Atlas keyword indicates database,PHYLACINE,Phylogenetic Atlas of Mammal Macroecology,10,N,N,,
27651835,XMetDB: an open access database for xenobiotic metabolism.,False,N,high,DB suffix indicates database,XMetDB,xenobiotic metabolism database,10,N,N,http://www.xmetdb.org/wiki/,fulltext_extraction
23158523,"""InSilico DB genomic datasets hub: an efficient starting point for analyzing genome-wide studies in GenePattern, Integrative Genomics Viewer, and R/Bioconductor.""",True,N,high,DB suffix + hub indicates database,InSilico DB,InSilico genomic datasets database,10,N,N,https://insilicodb.org,original_chunk
29724163,EuGI: a novel resource for studying genomic islands to facilitate horizontal gene transfer detection in eukaryotes.,True,N,high,Resource keyword indicates database,EuGI,genomic islands resource,10,N,N,http://eugi.bi.up.ac.za,original_chunk
28719998,Beta-lactamase database (BLDB) - structure and function.,True,N,high,Database keyword + DB suffix,BLDB,Beta-lactamase database,10,N,N,http://bldb.eu,original_chunk
34115214,WheatQTLdb: a QTL database for wheat.,False,N,high,Database keyword + db suffix,WheatQTLdb,wheat QTL database,10,N,N,,
34688246,TAGOPSIN: collating taxa-specific gene and protein functional and structural information.,False,N,medium,Collating information suggests database but no URL,TAGOPSIN,taxa-specific gene and protein information database,10,N,N,,
23866767,AcuTrials®: an online database of randomized controlled trials and systematic reviews of acupuncture.,False,N,high,Database keyword,AcuTrials,randomized controlled trials and systematic reviews of acupuncture database,10,N,N,http://acutrials.ocom.edu/,fulltext_extraction
24573881,"""AnaLysis of Expression on human chromosome 21, ALE-HSA21: a pilot integrated web resource.""",True,N,high,Web resource for expression data,ALE-HSA21,Analysis of Expression on human chromosome 21,10,N,N,http://bioinfo.na.iac.cnr.it/ALE-HSA21,original_chunk
31696928,PCIR: a database of Plant Chloroplast Inverted Repeats.,False,N,high,Database keyword,PCIR,Plant Chloroplast Inverted Repeats database,10,N,N,http://biodb.sdau.edu.cn/pcir/index.php,fulltext_extraction
27158917,"""Interactive Exploration, Analysis, and Visualization of Complex Phenome-Genome Datasets with ASPIREdb.""",True,N,high,db suffix indicates database,ASPIREdb,Phenome-Genome database,10,N,N,http://aspiredb.chibi.ubc.ca,original_chunk
27083180,SEARCHBreast: a new resource to locate and share surplus archival material from breast cancer animal models to help address the 3Rs.,True,N,high,Resource for sharing materials,SEARCHBreast,surplus archival material from breast cancer animal models resource,10,N,N,https://searchbreast.org,original_chunk
30147447,BioTIME: A database of biodiversity time series for the Anthropocene.,False,N,high,Database keyword,BioTIME,biodiversity time series database,10,N,N,https://data.noaa.gov/dataset/national-benthic-infaunal-database-nbid,fulltext_extraction
26044860,The NITRC image repository.,True,N,high,Repository keyword indicates database,NITRC,neuroimaging image repository,10,N,N,http://www.nitrc.org,original_chunk
28365742,WikiGenomes: an open web application for community consumption and curation of gene annotation data in Wikidata.,True,N,medium,Platform for curation of annotation data,WikiGenomes,gene annotation data resource,10,N,N,http://www.wikigenomes.org,original_chunk
33196823,CellMiner Cross-Database (CellMinerCDB) version 1.2: Exploration of patient-derived cancer cell line pharmacogenomics.,False,N,high,Database in name + version number,CellMinerCDB,CellMiner Cross-Database,10,N,N,,
29659710,SnapperDB: a database solution for routine sequencing analysis of bacterial isolates.,False,N,high,DB suffix + database keyword,SnapperDB,sequencing analysis database,10,N,N,,
27318307,Comprehensive analysis of the N-glycan biosynthetic pathway using bioinformatics to generate UniCorn: A theoretical N-glycan structure database.,True,N,high,Database keyword,UniCorn,theoretical N-glycan structure database,10,N,N,http://www.unicarbkb.org,original_chunk
23451388,GMOMETHODS: the European Union database of reference methods for GMO analysis.,False,N,high,Database keyword,GMOMETHODS,European Union database of reference methods for GMO analysis,10,N,N,,
22171801,The Zebrafish Neurophenome Database (ZND): a dynamic open-access resource for zebrafish neurophenotypic data.,True,N,high,Database keyword + ZND abbreviation,ZND,Zebrafish Neurophenome Database,10,N,N,http://www.tulane.edu/∼znpindex/search,original_chunk
25378312,T3DB: the toxic exposome database.,True,N,high,DB suffix + database keyword,T3DB,toxic exposome database,10,N,N,http://www.t3db.ca,original_chunk
25577391,ASPicDB: a database web tool for alternative splicing analysis.,False,N,high,DB suffix + database keyword,ASPicDB,alternative splicing database,10,N,N,,
22149888,"""hERGCentral: a large database to store, retrieve, and analyze compound-human Ether-à-go-go related gene channel interactions to facilitate cardiotoxicity assessment in drug development.""",True,N,high,Database keyword,hERGCentral,hERG channel interactions database,10,N,N,http://www.hergcentral.org,original_chunk
22121216,"""OriDB, the DNA replication origin database updated and extended.""",True,N,high,DB suffix + database keyword,OriDB,DNA replication origin database,10,N,N,http://cerevisiae.oridb.org/,original_chunk
25326329,GBshape: a genome browser database for DNA shape annotations.,True,N,high,Database keyword + browser combo,GBshape,genome browser database for DNA shape annotations,10,N,N,http://rohslab.cmb.usc.edu/GBshape/,original_chunk
31023147,Circbank: a comprehensive database for circRNA with standard nomenclature.,True,N,high,Bank suffix + database keyword,Circbank,comprehensive circRNA database,10,N,N,http://www.circbank.cn,original_chunk
29454060,AOP-DB: A database resource for the exploration of Adverse Outcome Pathways through integrated association networks.,False,N,high,DB suffix + database keyword,AOP-DB,Adverse Outcome Pathways database,10,N,N,,
33502982,VIS30K: A Collection of Figures and Tables From IEEE Visualization Conference Publications.,False,N,medium,Collection of figures/tables; likely database but no URL,VIS30K,collection of IEEE Visualization figures and tables,10,N,N,,
23920715,Diavideos: a diabetes health video portal.,False,N,medium,Portal suggests database but no resource URL,Diavideos,diabetes health video portal,10,N,N,,
26142271,SchizConnect: Mediating neuroimaging databases on schizophrenia and related disorders for large-scale integration.,True,N,medium,Mediating databases suggests database hub,SchizConnect,neuroimaging databases hub for schizophrenia,10,N,N,http://www.schizconnect.org,original_chunk
30714190,Creation of a Curated Aquatic Toxicology Database: EnviroTox.,False,N,high,Database keyword,EnviroTox,Curated Aquatic Toxicology Database,10,N,N,http://www.EnviroToxdatabase.org,fulltext_extraction
32248122,RSwitch: A Novel Bioinformatics Database on Riboswitches as Antibacterial Drug Targets.,False,N,high,Database keyword,RSwitch,Riboswitches database,10,N,N,,
21575196,PRIN: a predicted rice interactome network.,True,N,high,Network resource is a database,PRIN,predicted rice interactome network,10,N,N,http://bis.zju.edu.cn/prin/,original_chunk
34297749,TREND database: Retinal images of healthy young subjects visualized by a portable digital non-mydriatic fundus camera.,False,N,high,Database keyword,TREND,retinal images database,10,N,N,http://www.isi.uu.nl/Research/Databases/DRIVE/,fulltext_extraction
28362818,VivaxGEN: An open access platform for comparative analysis of short tandem repeat genotyping data in Plasmodium vivax populations.,True,N,medium,Platform that houses genotyping data,VivaxGEN,Plasmodium vivax genotyping platform,10,N,N,http://vivaxgen.menzies.edu.au,original_chunk
33627669,"""OutFin, a multi-device and multi-modal dataset for outdoor localization based on the fingerprinting approach.""",False,N,medium,Dataset suggests database but no URL,OutFin,outdoor localization dataset,10,N,N,,
30799499,PamulDB: a comprehensive genomic resource for the study of human- and animal-pathogenic Pasteurella multocida.,False,N,high,DB suffix + resource keyword,PamulDB,Pasteurella multocida genomic resource database,10,N,N,https://biodb.swu.edu.cn/pamuldb,fulltext_extraction
31106360,"""LanceletDB: an integrated genome database for lancelet, comparing domain types and combination in orthologues among lancelet and other species.""",False,N,high,DB suffix + database keyword,LanceletDB,integrated lancelet genome database,10,N,N,,
33767203,"""NLM-Chem, a new resource for chemical entity recognition in PubMed full text literature.""",False,N,high,Resource for entity recognition data,NLM-Chem,chemical entity recognition resource,10,N,N,,
32663312,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets.,True,N,high,Atlas + database keyword + version number,HRT Atlas,housekeeping and reference transcripts atlas database,10,N,N,http://www.housekeeping.unicamp.br,original_chunk
33512655,Supporting international networks through platforms for standardised data collection-the European Registries for Rare Endocrine Conditions (EuRRECa) model.,True,N,medium,Registries for data collection,EuRRECa,European Registries for Rare Endocrine Conditions,10,N,N,http://www.eurreca.net,original_chunk
34725485,MISpheroID: a knowledgebase and transparency tool for minimum information in spheroid identity.,False,N,high,Knowledgebase keyword,MISpheroID,minimum information in spheroid identity knowledgebase,10,N,N,https://www.mispheroid.org,fulltext_extraction
31318422,IRAM: virus capsid database and analysis resource.,False,N,high,Database keyword + resource,IRAM,virus capsid database,10,N,N,https://iram.iau.edu.sa/,fulltext_extraction
23943635,BLAD: a comprehensive database of widely circulated beta-lactamases.,True,N,high,Database keyword,BLAD,beta-lactamases database,10,N,N,http://www.blad.co.in,original_chunk
30287268,The Anorexia Nervosa Genetics Initiative (ANGI): Overview and methods.,True,N,medium,Initiative collecting genetic data,ANGI,Anorexia Nervosa Genetics Initiative,10,N,N,https://clinicaltrials.gov/ct2/show/NCT01916538?cond=Anorexia+Nervosa&draw=1&rank=3,original_chunk
32400867,Revenant: a database of resurrected proteins.,False,N,high,Database keyword,Revenant,resurrected proteins database,10,N,N,http://revenant.inf.pucp.edu.pe/,fulltext_extraction
33978761,The Dockstore: enhancing a community platform for sharing reproducible and accessible computational protocols.,True,N,high,Store suffix + platform for sharing workflows,Dockstore,computational protocols repository,10,N,N,https://dockstore.org/,original_chunk
34907160,XDeathDB: a visualization platform for cell death molecular interactions.,True,N,high,DB suffix + platform for data,XDeathDB,cell death molecular interactions database,10,N,N,https://pcm2019.shinyapps.io/XDeathDB/,original_chunk
21609949,BioProfiling.de: analytical web portal for high-throughput cell biology.,True,N,medium,Portal for accessing analytical data,BioProfiling.de,high-throughput cell biology analytical portal,10,N,N,http://www.BioProfiling.de/gene_list,original_chunk
30500839,Agronomic Linked Data (AgroLD): A knowledge-based system to enable integrative biology in agronomy.,True,N,high,Knowledge-based system with linked data,AgroLD,Agronomic Linked Data,10,N,N,http://www.agrold.org,original_chunk
31052310,DynaStI: A Dynamic Retention Time Database for Steroidomics.,True,N,high,Database keyword,DynaStI,Dynamic Retention Time Database for Steroidomics,10,N,N,https://dynasti.vital-it.ch,original_chunk
30943284,GenDiS database update with improved approach and features to recognize homologous sequences of protein domain superfamilies.,False,N,high,Database keyword + update,GenDiS,protein domain superfamilies database,10,N,N,http://caps.ncbs.res.in/gendis+/,fulltext_extraction
28229138,Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data.,False,N,high,Resource for exploring data,Eawag-Soil,pesticide soil biodegradation pathways resource,10,N,N,,
27492285,SoyNet: a database of co-functional networks for soybean Glycine max.,True,N,high,Database keyword,SoyNet,soybean co-functional networks database,10,N,N,http://www.inetbio.org/soynet,original_chunk
32308908,SeizureBank: A Repository of Analysis-ready Seizure Signal Data.,False,N,high,Bank suffix + repository keyword,SeizureBank,seizure signal data repository,10,N,N,,
28025344,GeneBase 1.1: a tool to summarize data from NCBI gene datasets and its application to an update of human gene statistics.,True,N,high,Base suffix + tool describes functionality,GeneBase,gene datasets summary database,10,N,N,http://apollo11.isto.unibo.it/software/,original_chunk
29718141,PVCbase: an integrated web resource for the PVC bacterial proteomes.,True,N,high,Base suffix + web resource,PVCbase,PVC bacterial proteomes resource,10,N,N,http://www.pvcbacteria.org/pvcbase,original_chunk
22685450,ProMEX - a mass spectral reference database for plant proteomics.,False,N,high,Database keyword + reference,ProMEX,mass spectral reference database for plant proteomics,10,N,N,http://ProMEX.pph.univie.ac.at/ProMEX/,fulltext_extraction
34273183,DAMA: the global Distribution of Alien Mammals database.,False,N,high,Database keyword,DAMA,global Distribution of Alien Mammals database,10,N,N,,
21922594,SpliceAid 2: a database of human splicing factors expression data and RNA target motifs.,True,N,high,Database keyword + version number,SpliceAid,human splicing factors expression database,10,N,N,http://www.introni.it/spliceaid.html,original_chunk
33097734,"""SignBase, a collection of geometric signs on mobile objects in the Paleolithic.""",False,N,high,Base suffix + collection,SignBase,Paleolithic geometric signs collection,10,N,N,http://www.signbase.org,fulltext_extraction
25267794,The Cancer Genomics Hub (CGHub): overcoming cancer through the power of torrential data.,True,N,high,Hub indicates database repository,CGHub,Cancer Genomics Hub,10,N,N,https://cghub.ucsc.edu,original_chunk
28721381,Introducing SEARCHBreast: a virtual resource to facilitate sharing of surplus animal material developed for breast cancer research.,False,N,high,Resource for sharing material,SEARCHBreast,breast cancer animal material resource,10,N,N,https://searchbreast.org,fulltext_extraction
32922207,The CEEDER database of evidence reviews: An open-access evidence service for researchers and decision-makers.,True,N,high,Database keyword,CEEDER,evidence reviews database,10,N,N,http://www.environmentalevidence.org/ceeder,original_chunk
32934016,TheCellVision.org: A Database for Visualizing and Mining High-Content Cell Imaging Projects.,False,N,high,Database keyword,TheCellVision,high-content cell imaging database,10,N,N,https://thecellvision.org/tools,fulltext_extraction
33305317,HMPDACC: a Human Microbiome Project Multi-omic data resource.,True,N,high,Data resource indicates database,HMPDACC,Human Microbiome Project Multi-omic data resource,10,N,N,http://www.hmpdacc.org,original_chunk
24456567,The CTSA Consortium's Catalog of Assets for Translational and Clinical Health Research (CATCHR).,False,N,medium,Catalog suggests database but no URL,CATCHR,Catalog of Assets for Translational and Clinical Health Research,10,N,N,,
22787465,GabiPD - The GABI Primary Database integrates plant proteomic data with gene-centric information.,False,N,high,Database keyword,GabiPD,GABI Primary Database,10,N,N,http://www.gabipd.org/projects/Arabidopsis_Proteomics/,fulltext_extraction
22537014,EuFishBioMed (COST Action BM0804): a European network to promote the use of small fishes in biomedical research.,True,N,medium,Network/initiative for research,EuFishBioMed,European network for small fishes in biomedical research,10,N,N,http://www.cost.esf.org/,original_chunk
31829415,Expanding the capillary electrophoresis-based glucose unit database of the GUcal app.,True,N,high,Database keyword + app for data,GUcal,glucose unit database,10,N,N,https://www.gucal.hu,original_chunk
23710289,NRF2-ome: an integrated web resource to discover protein interaction and regulatory networks of NRF2.,False,N,high,Web resource for discovering networks,NRF2-ome,NRF2 interaction and regulatory networks resource,10,N,N,http://nrf2.elte.hu/,fulltext_extraction
22074346,MGOS: development of a community annotation database for Magnaporthe oryzae.,False,N,high,Database keyword,MGOS,Magnaporthe oryzae annotation database,10,N,N,,
27627442,EpiGeNet: A Graph Database of Interdependencies Between Genetic and Epigenetic Events in Colorectal Cancer.,False,N,high,Database keyword,EpiGeNet,genetic and epigenetic events graph database,10,N,N,,
33074335,mMGE: a database for human metagenomic extrachromosomal mobile genetic elements.,True,N,high,Database keyword,mMGE,metagenomic extrachromosomal mobile genetic elements database,10,N,N,https://mgedb.comp-sysbio.org,original_chunk
29186950,Descriptor Data Bank (DDB): A Cloud Platform for Multiperspective Modeling of Protein-Ligand Interactions.,False,N,high,Data Bank keyword + Bank suffix,DDB,Descriptor Data Bank,10,N,N,,
26896848,MGFD: the maize gene families database.,True,N,high,Database keyword,MGFD,maize gene families database,10,N,N,http://mgfd.ahau.edu.cn/,original_chunk
28275836,[se-atlas - the health service information platform for people with rare diseases : Supporting research on medical care institutions and support groups].,False,N,medium,Atlas + platform for information,se-atlas,health service information platform for rare diseases,10,N,N,,
28315408,StemTextSearch: Stem cell gene database with evidence from abstracts.,True,N,high,Database keyword,StemTextSearch,stem cell gene database,10,N,N,http://bio.yungyun.com.tw/StemTextSearch.aspx,original_chunk
33233537,"""HumiR: Web Services, Tools and Databases for Exploring Human microRNA Data.""",False,N,medium,Databases plural suggests database resource,HumiR,human microRNA databases,10,N,N,https://www.ccb.uni-saarland.de/humir/,fulltext_extraction
30522456,OMCD: OncomiR Cancer Database.,True,N,high,Database keyword + DB abbreviation,OMCD,OncomiR Cancer Database,10,N,N,http://www.oncomir.umn.edu/omcd/,original_chunk
29172865,MAMMOTh: A new database for curated mathematical models of biomolecular systems.,True,N,high,Database keyword,MAMMOTh,curated mathematical models database,10,N,N,http://mammoth.biomodelsgroup.ru,original_chunk
22693220,"""CellBase, a comprehensive collection of RESTful web services for retrieving relevant biological information from heterogeneous sources.""",True,N,high,Base suffix + collection of data,CellBase,comprehensive biological information collection,10,N,N,http://docs.bioinfo.cipf.es/projects/cellbase,original_chunk
25150822,LRRsearch: An asynchronous server-based application for the prediction of leucine-rich repeat motifs and an integrative database of NOD-like receptors.,True,N,medium,Application + integrative database combined,LRRsearch,leucine-rich repeat motifs and NOD-like receptors database,10,N,N,http://www.lrrsearch.com/,original_chunk
29800320,PaintOmics 3: a web resource for the pathway analysis and visualization of multi-omics data.,True,N,medium,Web resource for analysis could be database,PaintOmics,pathway analysis and visualization resource,10,N,N,http://www.paintomics.org,original_chunk
25877469,[TOPICS-MDS: a versatile resource for generating scientific and social knowledge for elderly care].,False,N,medium,Resource for generating knowledge; uncertain,TOPICS-MDS,elderly care knowledge resource,10,N,N,,
25797062,PTGBase: an integrated database to study tandem duplicated genes in plants.,False,N,high,Base suffix + database keyword,PTGBase,tandem duplicated genes database,10,N,N,http://ocri-genomics.org/PTGBase/,fulltext_extraction
33208742,"""QM-symex, update of the QM-sym database with excited state information for 173 kilo molecules.""",False,N,high,Database keyword + update,QM-symex,excited state molecules database,10,N,N,,
