pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count,in_baseline_pmid,in_baseline_entity,in_baseline
30956140,exceRpt: A Comprehensive Analytic Platform for Extracellular RNA Profiling.,"Small RNA sequencing has been widely adopted to study the diversity of extracellular RNAs (exRNAs) in biofluids; however, the analysis of exRNA samples can be challenging: they are vulnerable to contamination and artifacts from different isolation techniques, present in lower concentrations than cellular RNA, and occasionally of exogenous origin. To address these challenges, we present exceRpt, the exRNA-processing toolkit of the NIH Extracellular RNA Communication Consortium (ERCC). exceRpt is structured as a cascade of filters and quantifications prioritized based on one's confidence in a given set of annotated RNAs. It generates quality control reports and abundance estimates for RNA biotypes. It is also capable of characterizing mappings to exogenous genomes, which, in turn, can be used to generate phylogenetic trees. exceRpt has been used to uniformly process all ∼3,500 exRNA-seq datasets in the public exRNA Atlas and is available from genboree.org and github.gersteinlab.org/exceRpt.",False,True,,0.7188252,excerpt,,19.99819565,ok,,,,v2,0.99819565,exceRpt,False,True,False,,genboree.org,genboree.org,True,...s in the public exRNA Atlas and is available from genboree.org and github.gersteinlab.org/exceRpt.,1,False,False,False
27297497,VDJviz: a versatile browser for immunogenomics data.,"<h4>Background</h4>The repertoire of T- and B-cell receptor sequences encodes the antigen specificity of adaptive immunity system, determines its present state and guides its ability to mount effective response against encountered antigens in future. High throughput sequencing of immune repertoires (Rep-Seq) is a promising technique that allows to profile millions of antigen receptors of an individual in a single experiment. While a substantial number of tools for mapping and assembling Rep-Seq data were published recently, the field still lacks an intuitive and flexible tool that can be used by researchers with little or no computational background for in-depth analysis of immune repertoire profiles.<h4>Results</h4>Here we report VDJviz, a web tool that can be used to browse, analyze and perform quality control of Rep-Seq results generated by various pre-processing software. On a set of real data examples we show that VDJviz can be used to explore key repertoire characteristics such as spectratype, repertoire clonality, V-(D)-J recombination patterns and to identify shared clonotypes. We also demonstrate the utility of VDJviz in detection of critical Rep-Seq biases such as artificial repertoire diversity and cross-sample contamination.<h4>Conclusions</h4>VDJviz is a versatile and lightweight tool that can be easily employed by biologists, immunologists and immunogeneticists for routine analysis and quality control of Rep-Seq data. The software is freely available for non-commercial purposes, and can be downloaded from: https://github.com/antigenomics/vdjviz .",True,False,4.0,,,vdjviz,19.9981835,ok,,,djviz,v2,0.9981835,VDJviz,False,True,False,,https://github.com/antigenomics/vdjviz,,False,,1,False,False,False
26542446,EnzDP: improved enzyme annotation for metabolic network reconstruction based on domain composition profiles.,"Determining the entire complement of enzymes and their enzymatic functions is a fundamental step for reconstructing the metabolic network of cells. High quality enzyme annotation helps in enhancing metabolic networks reconstructed from the genome, especially by reducing gaps and increasing the enzyme coverage. Currently, structure-based and network-based approaches can only cover a limited number of enzyme families, and the accuracy of homology-based approaches can be further improved. Bottom-up homology-based approach improves the coverage by rebuilding Hidden Markov Model (HMM) profiles for all known enzymes. However, its clustering procedure relies firmly on BLAST similarity score, ignoring protein domains/patterns, and is sensitive to changes in cut-off thresholds. Here, we use functional domain architecture to score the association between domain families and enzyme families (Domain-Enzyme Association Scoring, DEAS). The DEAS score is used to calculate the similarity between proteins, which is then used in clustering procedure, instead of using sequence similarity score. We improve the enzyme annotation protocol using a stringent classification procedure, and by choosing optimal threshold settings and checking for active sites. Our analysis shows that our stringent protocol EnzDP can cover up to 90% of enzyme families available in Swiss-Prot. It achieves a high accuracy of 94.5% based on five-fold cross-validation. EnzDP outperforms existing methods across several testing scenarios. Thus, EnzDP serves as a reliable automated tool for enzyme annotation and metabolic network reconstruction. Available at: www.comp.nus.edu.sg/~nguyennn/EnzDP .",False,True,,0.7132235,,enzdp,19.99818087,ok,,,,v2,0.99818087,EnzDP,False,True,False,,http://www.comp.nus.edu.sg/~nguyennn/EnzDP,http://www.comp.nus.edu.sg/~nguyennn/EnzDP,True,,1,False,False,False
25433696,LigDig: a web server for querying ligand-protein interactions.,"<h4>Unlabelled</h4>LigDig is a web server designed to answer questions that previously required several independent queries to diverse data sources. It also performs basic manipulations and analyses of the structures of protein-ligand complexes. The LigDig webserver is modular in design and consists of seven tools, which can be used separately, or via linking the output from one tool to the next, in order to answer more complex questions. Currently, the tools allow a user to: (i) perform a free-text compound search, (ii) search for suitable ligands, particularly inhibitors, of a protein and query their interaction network, (iii) search for the likely function of a ligand, (iv) perform a batch search for compound identifiers, (v) find structures of protein-ligand complexes, (vi) compare three-dimensional structures of ligand binding sites and (vii) prepare coordinate files of protein-ligand complexes for further calculations.<h4>Availability and implementation</h4>LigDig makes use of freely available databases, including ChEMBL, PubChem and SABIO-RK, and software programs, including cytoscape.js, PDB2PQR, ProBiS and Fconv. LigDig can be used by non-experts in bio- and chemoinformatics. LigDig is available at: http://mcm.h-its.org/ligdig.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,8.0,,,ligdig,19.9981777,ok,,pubchem,chembl | igdig,v2,0.9981777,LigDig,True,True,True,,http://mcm.h-its.org/ligdig,http://mcm.h-its.org/ligdig,True,...io- and chemoinformatics. LigDig is available at: http://mcm.h-its.org/ligdig.<h4>Supplementary information</h4>Supplementary d...,1,False,False,False
34788279,MGEnrichment: A web application for microglia gene list enrichment analysis.,"Gene expression analysis is becoming increasingly utilized in neuro-immunology research, and there is a growing need for non-programming scientists to be able to analyze their own genomic data. MGEnrichment is a web application developed both to disseminate to the community our curated database of microglia-relevant gene lists, and to allow non-programming scientists to easily conduct statistical enrichment analysis on their gene expression data. Users can upload their own gene IDs to assess the relevance of their expression data against gene lists from other studies. We include example datasets of differentially expressed genes (DEGs) from human postmortem brain samples from Autism Spectrum Disorder (ASD) and matched controls. We demonstrate how MGEnrichment can be used to expand the interpretations of these DEG lists in terms of regulation of microglial gene expression and provide novel insights into how ASD DEGs may be implicated specifically in microglial development, microbiome responses and relationships to other neuropsychiatric disorders. This tool will be particularly useful for those working in microglia, autism spectrum disorders, and neuro-immune activation research. MGEnrichment is available at https://ciernialab.shinyapps.io/MGEnrichmentApp/ and further online documentation and datasets can be found at https://github.com/ciernialab/MGEnrichmentApp. The app is released under the GNU GPLv3 open source license.",True,False,4.0,,mgenrichment,,19.9981754,ok,,,asd,v2,0.9981754,MGEnrichment,False,True,False,,https://ciernialab.shinyapps.io/MGEnrichmentApp/,https://ciernialab.shinyapps.io/MGEnrichmentApp/,True,...activation research. MGEnrichment is available at https://ciernialab.shinyapps.io/MGEnrichmentApp/ and further online documentation and datasets can...,1,False,False,False
27130330,G-DOC Plus - an integrative bioinformatics platform for precision medicine.,"<h4>Background</h4>G-DOC Plus is a data integration and bioinformatics platform that uses cloud computing and other advanced computational tools to handle a variety of biomedical BIG DATA including gene expression arrays, NGS and medical images so that they can be analyzed in the full context of other omics and clinical information.<h4>Results</h4>G-DOC Plus currently holds data from over 10,000 patients selected from private and public resources including Gene Expression Omnibus (GEO), The Cancer Genome Atlas (TCGA) and the recently added datasets from REpository for Molecular BRAin Neoplasia DaTa (REMBRANDT), caArray studies of lung and colon cancer, ImmPort and the 1000 genomes data sets. The system allows researchers to explore clinical-omic data one sample at a time, as a cohort of samples; or at the level of population, providing the user with a comprehensive view of the data. G-DOC Plus tools have been leveraged in cancer and non-cancer studies for hypothesis generation and validation; biomarker discovery and multi-omics analysis, to explore somatic mutations and cancer MRI images; as well as for training and graduate education in bioinformatics, data and computational sciences. Several of these use cases are described in this paper to demonstrate its multifaceted usability.<h4>Conclusion</h4>G-DOC Plus can be used to support a variety of user groups in multiple domains to enable hypothesis generation for precision medicine research. The long-term vision of G-DOC Plus is to extend this translational bioinformatics platform to stay current with emerging omics technologies and analysis methods to continue supporting novel hypothesis generation, analysis and validation for integrative biomedical research. By integrating several aspects of the disease and exposing various data elements, such as outpatient lab workup, pathology, radiology, current treatments, molecular signatures and expected outcomes over a web interface, G-DOC Plus will continue to strengthen precision medicine research. G-DOC Plus is available at: https://gdoc.georgetown.edu .",True,False,4.0,,g-doc plus,,19.9981754,ok,geo | gene expression omnibus ; tcga | the cancer genome atlas,gene expression omnibus | the cancer genome atlas | doc plus | repository for molecular brain neoplasia data | oc plus,geo | tcga | oc,v2,0.9981754,,False,False,False,,https://gdoc.georgetown.edu,https://gdoc.georgetown.edu,True,...on medicine research. G-DOC Plus is available at: https://gdoc.georgetown.edu .,1,False,False,False
29989146,PHYLACINE 1.2: The Phylogenetic Atlas of Mammal Macroecology.,"Data needed for macroecological analyses are difficult to compile and often hidden away in supplementary material under non-standardized formats. Phylogenies, range data, and trait data often use conflicting taxonomies and require ad hoc decisions to synonymize species or fill in large amounts of missing data. Furthermore, most available data sets ignore the large impact that humans have had on species ranges and diversity. Ignoring these impacts can lead to drastic differences in diversity patterns and estimates of the strength of biological rules. To help overcome these issues, we assembled PHYLACINE, The Phylogenetic Atlas of Mammal Macroecology. This taxonomically integrated platform contains phylogenies, range maps, trait data, and threat status for all 5,831 known mammal species that lived since the last interglacial (~130,000 years ago until present). PHYLACINE is ready to use directly, as all taxonomy and metadata are consistent across the different types of data, and files are provided in easy-to-use formats. The atlas includes both maps of current species ranges and present natural ranges, which represent estimates of where species would live without anthropogenic pressures. Trait data include body mass and coarse measures of life habit and diet. Data gaps have been minimized through extensive literature searches and clearly labelled imputation of missing values. The PHYLACINE database will be archived here as well as hosted online so that users may easily contribute updates and corrections to continually improve the data. This database will be useful to any researcher who wishes to investigate large-scale ecological patterns. Previous versions of the database have already provided valuable information and have, for instance, shown that megafauna extinctions caused substantial changes in vegetation structure and nutrient transfer patterns across the globe.",False,True,,0.72353834,,phylacine,19.9981711,ok,,,,v2,0.9981711,PHYLACINE,False,True,False,,,,False,,1,False,False,False
27151202,CSM-lig: a web server for assessing and comparing protein-small molecule affinities.,"Determining the affinity of a ligand for a given protein is a crucial component of drug development and understanding their biological effects. Predicting binding affinities is a challenging and difficult task, and despite being regarded as poorly predictive, scoring functions play an important role in the analysis of molecular docking results. Here, we present CSM-Lig (http://structure.bioc.cam.ac.uk/csm_lig), a web server tailored to predict the binding affinity of a protein-small molecule complex, encompassing both protein and small-molecule complementarity in terms of shape and chemistry via graph-based structural signatures. CSM-Lig was trained and evaluated on different releases of the PDBbind databases, achieving a correlation of up to 0.86 on 10-fold cross validation and 0.80 in blind tests, performing as well as or better than other widely used methods. The web server allows users to rapidly and automatically predict binding affinities of collections of structures and assess the interactions made. We believe CSM-lig would be an invaluable tool for helping assess docking poses, the effects of multiple mutations, including insertions, deletions and alternative splicing events, in protein-small molecule affinity, unraveling important aspects that drive protein-compound recognition.",True,False,7.0,,csm-lig,,19.9981658,ok,,pdbbind,,v2,0.9981658,CSM-lig,True,True,True,,http://structure.bioc.cam.ac.uk/csm_lig,http://structure.bioc.cam.ac.uk/csm_lig,True,"...ecular docking results. Here, we present CSM-Lig (http://structure.bioc.cam.ac.uk/csm_lig), a web server tailored to predict the binding af...",1,False,False,False
27651835,XMetDB: an open access database for xenobiotic metabolism.,"Xenobiotic metabolism is an active research topic but the limited amount of openly available high-quality biotransformation data constrains predictive modeling. Current database often default to commonly available information: which enzyme metabolizes a compound, but neither experimental conditions nor the atoms that undergo metabolization are captured. We present XMetDB, an open access database for drugs and other xenobiotics and their respective metabolites. The database contains chemical structures of xenobiotic biotransformations with substrate atoms annotated as reaction centra, the resulting product formed, and the catalyzing enzyme, type of experiment, and literature references. Associated with the database is a web interface for the submission and retrieval of experimental metabolite data for drugs and other xenobiotics in various formats, and a web API for programmatic access is also available. The database is open for data deposition, and a curation scheme is in place for quality control. An extensive guide on how to enter experimental data into is available from the XMetDB wiki. XMetDB formalizes how biotransformation data should be reported, and the openly available systematically labeled data is a big step forward towards better models for predictive metabolism.",True,False,4.0,,,xmetdb,19.99816275,ok,,,,v2,0.99816275,XMetDB,True,True,True,,,,False,,1,False,False,False
23158523,"InSilico DB genomic datasets hub: an efficient starting point for analyzing genome-wide studies in GenePattern, Integrative Genomics Viewer, and R/Bioconductor.","Genomics datasets are increasingly useful for gaining biomedical insights, with adoption in the clinic underway. However, multiple hurdles related to data management stand in the way of their efficient large-scale utilization. The solution proposed is a web-based data storage hub. Having clear focus, flexibility and adaptability, InSilico DB seamlessly connects genomics dataset repositories to state-of-the-art and free GUI and command-line data analysis tools. The InSilico DB platform is a powerful collaborative environment, with advanced capabilities for biocuration, dataset sharing, and dataset subsetting and combination. InSilico DB is available from https://insilicodb.org.",False,True,,0.72019356,insilico db,,19.9981598,ok,,,,v2,0.9981598,InSilico DB genomic datasets hub,True,False,False,,https://insilicodb.org,https://insilicodb.org,True,...ng and combination. InSilico DB is available from https://insilicodb.org.,1,False,False,False
23803467,GRN2SBML: automated encoding and annotation of inferred gene regulatory networks complying with SBML.,"<h4>Unlabelled</h4>GRN2SBML automatically encodes gene regulatory networks derived from several inference tools in systems biology markup language. Providing a graphical user interface, the networks can be annotated via the simple object access protocol (SOAP)-based application programming interface of BioMart Central Portal and minimum information required in the annotation of models registry. Additionally, we provide an R-package, which processes the output of supported inference algorithms and automatically passes all required parameters to GRN2SBML. Therefore, GRN2SBML closes a gap in the processing pipeline between the inference of gene regulatory networks and their subsequent analysis, visualization and storage.<h4>Availability</h4>GRN2SBML is freely available under the GNU Public License version 3 and can be downloaded from http://www.hki-jena.de/index.php/0/2/490.<h4>Supplementary information</h4>General information on GRN2SBML, examples and tutorials are available at the tool's web page.",True,False,5.0,,,grn2sbml,19.9981392,ok,,,rn2sbml,v2,0.9981392,GRN2SBML,False,True,False,,http://www.hki-jena.de/index.php/0/2/490,http://www.hki-jena.de/index.php/0/2/490,True,...blic License version 3 and can be downloaded from http://www.hki-jena.de/index.php/0/2/490.<h4>Supplementary information</h4>General informa...,1,False,False,False
29788413,ezTag: tagging biomedical concepts via interactive learning.,"Recently, advanced text-mining techniques have been shown to speed up manual data curation by providing human annotators with automated pre-annotations generated by rules or machine learning models. Due to the limited training data available, however, current annotation systems primarily focus only on common concept types such as genes or diseases. To support annotating a wide variety of biological concepts with or without pre-existing training data, we developed ezTag, a web-based annotation tool that allows curators to perform annotation and provide training data with humans in the loop. ezTag supports both abstracts in PubMed and full-text articles in PubMed Central. It also provides lexicon-based concept tagging as well as the state-of-the-art pre-trained taggers such as TaggerOne, GNormPlus and tmVar. ezTag is freely available at http://eztag.bioqrator.org.",True,False,6.0,,,eztag,19.99812996,ok,,,,v2,0.99812996,ezTag,False,True,False,,http://eztag.bioqrator.org,http://eztag.bioqrator.org,True,...GNormPlus and tmVar. ezTag is freely available at http://eztag.bioqrator.org.,1,False,False,False
32324217,MusiteDeep: a deep-learning based webserver for protein post-translational modification site prediction and visualization.,"MusiteDeep is an online resource providing a deep-learning framework for protein post-translational modification (PTM) site prediction and visualization. The predictor only uses protein sequences as input and no complex features are needed, which results in a real-time prediction for a large number of proteins. It takes less than three minutes to predict for 1000 sequences per PTM type. The output is presented at the amino acid level for the user-selected PTM types. The framework has been benchmarked and has demonstrated competitive performance in PTM site predictions by other researchers. In this webserver, we updated the previous framework by utilizing more advanced ensemble techniques, and providing prediction and visualization for multiple PTMs simultaneously for users to analyze potential PTM cross-talks directly. Besides prediction, users can interactively review the predicted PTM sites in the context of known PTM annotations and protein 3D structures through homology-based search. In addition, the server maintains a local database providing pre-processed PTM annotations from Uniport/Swiss-Prot for users to download. This database will be updated every three months. The MusiteDeep server is available at https://www.musite.net. The stand-alone tools for locally using MusiteDeep are available at https://github.com/duolinwang/MusiteDeep_web.",True,False,4.0,,musitedeep,,19.9981213,ok,,,,v2,0.9981213,MusiteDeep,True,True,True,,https://www.musite.net | http://www.musite.net,https://www.musite.net,True,...ree months. The MusiteDeep server is available at https://www.musite.net. The stand-alone tools for locally using MusiteDe...,1,False,False,False
29724163,EuGI: a novel resource for studying genomic islands to facilitate horizontal gene transfer detection in eukaryotes.,"<h4>Background</h4>Genomic islands (GIs) are inserts of foreign DNA that have potentially arisen through horizontal gene transfer (HGT). There are evidences that GIs can contribute significantly to the evolution of prokaryotes. The acquisition of GIs through HGT in eukaryotes has, however, been largely unexplored. In this study, the previously developed GI prediction tool, SeqWord Gene Island Sniffer (SWGIS), is modified to predict GIs in eukaryotic chromosomes. Artificial simulations are used to estimate ratios of predicting false positive and false negative GIs by inserting GIs into different test chromosomes and performing the SWGIS v2.0 algorithm. Using SWGIS v2.0, GIs are then identified in 36 fungal, 22 protozoan and 8 invertebrate genomes.<h4>Results</h4>SWGIS v2.0 predicts GIs in large eukaryotic chromosomes based on the atypical nucleotide composition of these regions. Averages for predicting false negative and false positive GIs were 20.1% and 11.01% respectively. A total of 10,550 GIs were identified in 66 eukaryotic species with 5299 of these GIs coding for at least one functional protein. The EuGI web-resource, freely accessible at http://eugi.bi.up.ac.za , was developed that allows browsing the database created from identified GIs and genes within GIs through an interactive and visual interface.<h4>Conclusions</h4>SWGIS v2.0 along with the EuGI database, which houses GIs identified in 66 different eukaryotic species, and the EuGI web-resource, provide the first comprehensive resource for studying HGT in eukaryotes.",True,False,3.0,,,eugi,19.9981129,ok,,prokaryotes,,v2,0.9981129,EuGI,True,True,True,,http://eugi.bi.up.ac.za,http://eugi.bi.up.ac.za,True,"...tein. The EuGI web-resource, freely accessible at http://eugi.bi.up.ac.za , was developed that allows browsing the database...",1,False,False,False
33999207,PERCEPTRON: an open-source GPU-accelerated proteoform identification pipeline for top-down proteomics.,"PERCEPTRON is a next-generation freely available web-based proteoform identification and characterization platform for top-down proteomics (TDP). PERCEPTRON search pipeline brings together algorithms for (i) intact protein mass tuning, (ii) de novo sequence tags-based filtering, (iii) characterization of terminal as well as post-translational modifications, (iv) identification of truncated proteoforms, (v) in silico spectral comparison, and (vi) weight-based candidate protein scoring. High-throughput performance is achieved through the execution of optimized code via multiple threads in parallel, on graphics processing units (GPUs) using NVidia Compute Unified Device Architecture (CUDA) framework. An intuitive graphical web interface allows for setting up of search parameters as well as for visualization of results. The accuracy and performance of the tool have been validated on several TDP datasets and against available TDP software. Specifically, results obtained from searching two published TDP datasets demonstrate that PERCEPTRON outperforms all other tools by up to 135% in terms of reported proteins and 10-fold in terms of runtime. In conclusion, the proposed tool significantly enhances the state-of-the-art in TDP search software and is publicly available at https://perceptron.lums.edu.pk. Users can also create in-house deployments of the tool by building code available on the GitHub repository (http://github.com/BIRL/Perceptron).",True,False,5.0,,,perceptron,19.9981122,ok,,,,v2,0.9981122,PERCEPTRON,False,True,False,,https://perceptron.lums.edu.pk,https://perceptron.lums.edu.pk,True,...TDP search software and is publicly available at https://perceptron.lums.edu.pk. Users can also create in-house deployments of th...,1,False,False,False
28719998,Beta-lactamase database (BLDB) - structure and function.,"Beta-Lactamase Database (BLDB) is a comprehensive, manually curated public resource providing up-to-date structural and functional information focused on this superfamily of enzymes with a great impact on antibiotic resistance. All the enzymes reported and characterised in the literature are presented according to the class (A, B, C and D), family and subfamily to which they belong. All three-dimensional structures of β-lactamases present in the Protein Data Bank are also shown. The characterisation of representative mutants and hydrolytic profiles (kinetics) completes the picture and altogether these four elements constitute the essential foundation for a better understanding of the structure-function relationship within this enzymes family. BLDB can be queried using different protein- and nucleotide-based BLAST searches, which represents a key feature of particular importance in the context of the surveillance of the evolution of the antibiotic resistance. BLDB is available online at http://bldb.eu without any registration and supports all modern browsers.",False,True,,0.67854345,,bldb,19.99811107,ok,,beta-lactamase database,,v2,0.99811107,,True,False,False,,http://bldb.eu,http://bldb.eu,True,...ntibiotic resistance. BLDB is available online at http://bldb.eu without any registration and supports all modern...,1,False,False,False
29474519,ViCTree: an automated framework for taxonomic classification from protein sequences.,"<h4>Motivation</h4>The increasing rate of submission of genetic sequences into public databases is providing a growing resource for classifying the organisms that these sequences represent. To aid viral classification, we have developed ViCTree, which automatically integrates the relevant sets of sequences in NCBI GenBank and transforms them into an interactive maximum likelihood phylogenetic tree that can be updated automatically. ViCTree incorporates ViCTreeView, which is a JavaScript-based visualization tool that enables the tree to be explored interactively in the context of pairwise distance data.<h4>Results</h4>To demonstrate utility, ViCTree was applied to subfamily Densovirinae of family Parvoviridae. This led to the identification of six new species of insect virus.<h4>Availability and implementation</h4>ViCTree is open-source and can be run on any Linux- or Unix-based computer or cluster. A tutorial, the documentation and the source code are available under a GPL3 license, and can be accessed at http://bioinformatics.cvr.ac.uk/victree_web/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,5.0,,victree,,19.998104400000003,ok,,genbank,ictree,v2,0.9981044,ViCTree,False,True,False,,http://bioinformatics.cvr.ac.uk/victree_web/,http://bioinformatics.cvr.ac.uk/victree_web/,True,"...able under a GPL3 license, and can be accessed at http://bioinformatics.cvr.ac.uk/victree_web/.<h4>Supplementary information</h4>Supplementary d...",1,False,False,False
26666970,MycoCAP - Mycobacterium Comparative Analysis Platform.,"Mycobacterium spp. are renowned for being the causative agent of diseases like leprosy, Buruli ulcer and tuberculosis in human beings. With more and more mycobacterial genomes being sequenced, any knowledge generated from comparative genomic analysis would provide better insights into the biology, evolution, phylogeny and pathogenicity of this genus, thus helping in better management of diseases caused by Mycobacterium spp.With this motivation, we constructed MycoCAP, a new comparative analysis platform dedicated to the important genus Mycobacterium. This platform currently provides information of 2108 genome sequences of at least 55 Mycobacterium spp. A number of intuitive web-based tools have been integrated in MycoCAP particularly for comparative analysis including the PGC tool for comparison between two genomes, PathoProT for comparing the virulence genes among the Mycobacterium strains and the SuperClassification tool for the phylogenic classification of the Mycobacterium strains and a specialized classification system for strains of Mycobacterium abscessus. We hope the broad range of functions and easy-to-use tools provided in MycoCAP makes it an invaluable analysis platform to speed up the research discovery on mycobacteria for researchers. Database URL: http://mycobacterium.um.edu.my.",False,True,,0.72004324,mycocap,,19.99809873,ok,,,,v2,0.99809873,,False,False,False,,http://mycobacterium.um.edu.my,http://mycobacterium.um.edu.my,True,...ry on mycobacteria for researchers. Database URL: http://mycobacterium.um.edu.my.,1,False,False,False
26975659,NetDecoder: a network biology platform that decodes context-specific biological networks and gene activities.,"The sequential chain of interactions altering the binary state of a biomolecule represents the 'information flow' within a cellular network that determines phenotypic properties. Given the lack of computational tools to dissect context-dependent networks and gene activities, we developed NetDecoder, a network biology platform that models context-dependent information flows using pairwise phenotypic comparative analyses of protein-protein interactions. Using breast cancer, dyslipidemia and Alzheimer's disease as case studies, we demonstrate NetDecoder dissects subnetworks to identify key players significantly impacting cell behaviour specific to a given disease context. We further show genes residing in disease-specific subnetworks are enriched in disease-related signalling pathways and information flow profiles, which drive the resulting disease phenotypes. We also devise a novel scoring scheme to quantify key genes-network routers, which influence many genes, key targets, which are influenced by many genes, and high impact genes, which experience a significant change in regulation. We show the robustness of our results against parameter changes. Our network biology platform includes freely available source code (http://www.NetDecoder.org) for researchers to explore genome-wide context-dependent information flow profiles and key genes, given a set of genes of particular interest and transcriptome data. More importantly, NetDecoder will enable researchers to uncover context-dependent drug targets.",True,False,5.0,,netdecoder,,19.9980946,ok,,,,v2,0.9980946,NetDecoder,False,True,False,,http://www.NetDecoder.org,http://www.NetDecoder.org,True,...y platform includes freely available source code (http://www.NetDecoder.org) for researchers to explore genome-wide context-d...,1,False,False,False
27391578,SwissSimilarity: A Web Tool for Low to Ultra High Throughput Ligand-Based Virtual Screening.,"SwissSimilarity is a new web tool for rapid ligand-based virtual screening of small to unprecedented ultralarge libraries of small molecules. Screenable compounds include drugs, bioactive and commercial molecules, as well as 205 million of virtual compounds readily synthesizable from commercially available synthetic reagents. Predictions can be carried out on-the-fly using six different screening approaches, including 2D molecular fingerprints as well as superpositional and fast nonsuperpositional 3D similarity methodologies. SwissSimilarity is part of a large initiative of the SIB Swiss Institute of Bioinformatics to provide online tools for computer-aided drug design, such as SwissDock, SwissBioisostere or SwissTargetPrediction with which it can interoperate, and is linked to other well-established online tools and databases. User interface and backend have been designed for simplicity and ease of use, to provide proficient virtual screening capabilities to specialists and nonexperts in the field. SwissSimilarity is accessible free of charge or login at http://www.swisssimilarity.ch .",True,False,3.0,,swisssimilarity,,19.9980903,ok,,swissbioisostere,,v2,0.9980903,SwissSimilarity,False,True,False,,http://www.swisssimilarity.ch,http://www.swisssimilarity.ch,True,...milarity is accessible free of charge or login at http://www.swisssimilarity.ch .,1,False,False,False
22645168,AS-EAST: a functional annotation tool for putative proteins encoded by alternatively spliced transcripts.,"<h4>Summary</h4>Alternative Splicing Effects ASsessment Tools (AS-EAST) is an online tool for the functional annotation of putative proteins encoded by transcripts generated by alternative splicing (AS). When provided with a transcript sequence, AS-EAST identifies regions altered by AS events in the putative protein sequence encoded by the transcript. Users can evaluate the predicted function of the putative protein by inspecting whether functional domains are included in the altered regions. Moreover, users can infer the loss of inter-molecular interactions in the protein network according to whether the AS events affect interaction residues observed in the 3D structure of the reference isoform. The information obtained from AS-EAST will help to design experimental analyses for the functional significance of novel splice isoforms.<h4>Availability</h4>The online tool is freely available at http://as-alps.nagahama-i-bio.ac.jp/ASEAST/.<h4>Contact</h4>m_shionyu@nagahama-i-bio.ac.jp.",True,False,4.0,,,as-east,19.99807286,ok,,,tools,v2,0.99807286,AS-EAST,False,True,False,,http://as-alps.nagahama-i-bio.ac.jp/ASEAST/,http://as-alps.nagahama-i-bio.ac.jp/ASEAST/,True,...bility</h4>The online tool is freely available at http://as-alps.nagahama-i-bio.ac.jp/ASEAST/.<h4>Contact</h4>m_shionyu@nagahama-i-bio.ac.jp.,1,False,False,False
34115214,WheatQTLdb: a QTL database for wheat.,"During the last three decades, QTL analysis in wheat has been conducted for a variety of individual traits, so that thousands of QTL along with the linked markers, their genetic positions and contribution to phenotypic variation (PV) for concerned traits are now known. However, no exhaustive database for wheat QTL is currently available at a single platform. Therefore, the present database was prepared which is an exhaustive information resource for wheat QTL data from the published literature till May, 2020. QTL data from both interval mapping and genome-wide association studies (GWAS) have been included for the following classes of traits: (i) morphological traits, (ii) N and P use efficiency, (iii) traits for biofortification (Fe, K, Se, and Zn contents), (iv) tolerance to abiotic stresses including drought, water logging, heat stress, pre-harvest sprouting and salinity, (v) resistance to biotic stresses including those due to bacterial, fungal, nematode and insects, (vi) quality traits, and (vii) a variety of physiological traits, (viii) developmental traits, and (ix) yield and its related traits. For the preparation of the database, literature was searched for data on QTL/marker-trait associations (MTAs), curated and then assembled in the form of WheatQTLdb. The available information on metaQTL, epistatic QTL and candidate genes, wherever available, is also included in the database. Information on QTL in this WheatQTLdb includes QTL names, traits, associated markers, parental genotypes, crosses/mapping populations, association mapping panels and other useful information. To our knowledge, WheatQTLdb prepared by us is the largest collection of QTL (11,552), epistatic QTL (107) and metaQTL (330) data for hexaploid wheat to be used by geneticists and plant breeders for further studies involving fine mapping, cloning, and marker-assisted selection (MAS) during wheat breeding.",False,True,,0.6914281,wheatqtldb,,19.99806684,ok,,,,v2,0.99806684,WheatQTLdb,True,True,True,,,,False,,1,False,False,False
