"extracted_name","baseline_name","match_type","is_match","score","reasoning","extracted_long","extracted_url","baseline_url","baseline_long","edit_distance","url_similarity","confidence"
"PlanTE-MIR DB","plante-mir db","EXACT","Y","10.0","Exact name match","","","","","","",""
"CyFi-MAP","cyfi-map","EXACT","Y","10.0","Exact name match","","","","","","",""
"IUPHAR-DB","iuphar-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"exRNA Atlas","exrna atlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"FilTer BaSe","filter base","EXACT","Y","10.0","Exact name match","","","","","","",""
"OMEGA-NET","omega-net","EXACT","Y","10.0","Exact name match","","","","","","",""
"B2G-FAR","b2g-far","EXACT","Y","10.0","Exact name match","","","","","","",""
"HTD","htd","EXACT","Y","10.0","Exact name match","","","","","","",""
"LOTUS-DB","lotus-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"DIANA-miRGen","diana-mirgen","EXACT","Y","10.0","Exact name match","","","","","","",""
"DFL","dfl","EXACT","Y","10.0","Exact name match","","","","","","",""
"MUFOLD-DB","mufold-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"CYP-allele","cyp-allele","EXACT","Y","10.0","Exact name match","","","","","","",""
"Plant-PrAS","plant-pras","EXACT","Y","10.0","Exact name match","","","","","","",""
"Aging Chart","aging chart","EXACT","Y","10.0","Exact name match","","","","","","",""
"P-MITE","p-mite","EXACT","Y","10.0","Exact name match","","","","","","",""
"DB Dehydrogenase","db dehydrogenase","EXACT","Y","10.0","Exact name match","","","","","","",""
"HipSci","hipsci","EXACT","Y","10.0","Exact name match","","","","","","",""
"BCE","bce","EXACT","Y","10.0","Exact name match","","","","","","",""
"QuartetS-DB","quartets-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"MASCP gator","mascp gator","EXACT","Y","10.0","Exact name match","","","","","","",""
"ECG-ViEW","ecg-view","EXACT","Y","10.0","Exact name match","","","","","","",""
"RNA-Seq Atlas","rna-seq atlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"OCaPPI-Db","ocappi-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"HTS-DB","hts-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"BC-TFdb","bc-tfdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PRO-MINE","pro-mine","EXACT","Y","10.0","Exact name match","","","","","","",""
"MP:PD","mp:pd","EXACT","Y","10.0","Exact name match","","","","","","",""
"FLOR-ID","flor-id","EXACT","Y","10.0","Exact name match","","","","","","",""
"Alga-PrAS","alga-pras","EXACT","Y","10.0","Exact name match","","","","","","",""
"DR-GAS","dr-gas","EXACT","Y","10.0","Exact name match","","","","","","",""
"NSort/DB","nsort/db","EXACT","Y","10.0","Exact name match","","","","","","",""
"e-Drug3D","e-drug3d","EXACT","Y","10.0","Exact name match","","","","","","",""
"LifeMap Discovery","lifemap discovery","EXACT","Y","10.0","Exact name match","","","","","","",""
"TCM-Mesh","tcm-mesh","EXACT","Y","10.0","Exact name match","","","","","","",""
"1-CMDb","1-cmdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"Cube-DB","cube-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"Missense3D-DB","missense3d-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"ESCC ATLAS","escc atlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"MicrobPad MD","microbpad md","EXACT","Y","10.0","Exact name match","","","","","","",""
"miR-EdiTar","mir-editar","EXACT","Y","10.0","Exact name match","","","","","","",""
"PhenOMIM","phenomim","EXACT","Y","10.0","Exact name match","","","","","","",""
"BMW","bmw","EXACT","Y","10.0","Exact name match","","","","","","",""
"PSRN","psrn","EXACT","Y","10.0","Exact name match","","","","","","",""
"FireProtDB","fireprotdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ApoCanD","apocand","EXACT","Y","10.0","Exact name match","","","","","","",""
"PRIDE","pride","EXACT","Y","10.0","Exact name match","","","","","","",""
"ICeE","icee","EXACT","Y","10.0","Exact name match","","","","","","",""
"PrOnto","pronto","EXACT","Y","10.0","Exact name match","","","","","","",""
"FishDB","fishdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"NeMedPlant","nemedplant","EXACT","Y","10.0","Exact name match","","","","","","",""
"CryptoDB","cryptodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CancerSplicingQTL","cancersplicingqtl","EXACT","Y","10.0","Exact name match","","","","","","",""
"PolySac3DB","polysac3db","EXACT","Y","10.0","Exact name match","","","","","","",""
"ChemProt","chemprot","EXACT","Y","10.0","Exact name match","","","","","","",""
"DIGIT","digit","EXACT","Y","10.0","Exact name match","","","","","","",""
"AWESOME","awesome","EXACT","Y","10.0","Exact name match","","","","","","",""
"CancerImmunityQTL","cancerimmunityqtl","EXACT","Y","10.0","Exact name match","","","","","","",""
"RecipeDB","recipedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"WCSdb","wcsdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"BrassiBase","brassibase","EXACT","Y","10.0","Exact name match","","","","","","",""
"TriForC","triforc","EXACT","Y","10.0","Exact name match","","","","","","",""
"GlobalFungi","globalfungi","EXACT","Y","10.0","Exact name match","","","","","","",""
"GenomicusPlants","genomicusplants","EXACT","Y","10.0","Exact name match","","","","","","",""
"NanDeSyn","nandesyn","EXACT","Y","10.0","Exact name match","","","","","","",""
"MiasDB","miasdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"SuperbaSE","superbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"DBETH","dbeth","EXACT","Y","10.0","Exact name match","","","","","","",""
"MaveDB","mavedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbGuide","dbguide","EXACT","Y","10.0","Exact name match","","","","","","",""
"MaGenDB","magendb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DOCKGROUND","dockground","EXACT","Y","10.0","Exact name match","","","","","","",""
"MyoData","myodata","EXACT","Y","10.0","Exact name match","","","","","","",""
"SuperDRUG2","superdrug2","EXACT","Y","10.0","Exact name match","","","","","","",""
"PlantTFDB","planttfdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TeroKit","terokit","EXACT","Y","10.0","Exact name match","","","","","","",""
"ISOB","isob","EXACT","Y","10.0","Exact name match","","","","","","",""
"SkateBase","skatebase","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbMPIKT","dbmpikt","EXACT","Y","10.0","Exact name match","","","","","","",""
"TIMBAL","timbal","EXACT","Y","10.0","Exact name match","","","","","","",""
"Quorumpeps","quorumpeps","EXACT","Y","10.0","Exact name match","","","","","","",""
"LeishMicrosatDB","leishmicrosatdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"MetazSecKB","metazseckb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CANNUSE","cannuse","EXACT","Y","10.0","Exact name match","","","","","","",""
"ORchestra","orchestra","EXACT","Y","10.0","Exact name match","","","","","","",""
"PIPEMicroDB","pipemicrodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"iMITEdb","imitedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RiceFREND","ricefrend","EXACT","Y","10.0","Exact name match","","","","","","",""
"GlycoFish","glycofish","EXACT","Y","10.0","Exact name match","","","","","","",""
"MarinegenomicsDB","marinegenomicsdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"sRNATarBase","srnatarbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"H2DB","h2db","EXACT","Y","10.0","Exact name match","","","","","","",""
"CSCTT","csctt","EXACT","Y","10.0","Exact name match","","","","","","",""
"MtiBase","mtibase","EXACT","Y","10.0","Exact name match","","","","","","",""
"PICKLES","pickles","EXACT","Y","10.0","Exact name match","","","","","","",""
"Glyco3D","glyco3d","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbHDPLS","dbhdpls","EXACT","Y","10.0","Exact name match","","","","","","",""
"DOOR","door","EXACT","Y","10.0","Exact name match","","","","","","",""
"AnimalLectinDb","animallectindb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DOR","dor","EXACT","Y","10.0","Exact name match","","","","","","",""
"HuPho","hupho","EXACT","Y","10.0","Exact name match","","","","","","",""
"CicArVarDB","cicarvardb","EXACT","Y","10.0","Exact name match","","","","","","",""
"AciDB","acidb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DLGP","dlgp","EXACT","Y","10.0","Exact name match","","","","","","",""
"GAMDB","gamdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"LinkProt","linkprot","EXACT","Y","10.0","Exact name match","","","","","","",""
"tbvar","tbvar","EXACT","Y","10.0","Exact name match","","","","","","",""
"DIACAN","diacan","EXACT","Y","10.0","Exact name match","","","","","","",""
"MemMoRF","memmorf","EXACT","Y","10.0","Exact name match","","","","","","",""
"LAHEDES","lahedes","EXACT","Y","10.0","Exact name match","","","","","","",""
"PolyA_DB","polya_db","EXACT","Y","10.0","Exact name match","","","","","","",""
"ApoptoProteomics","apoptoproteomics","EXACT","Y","10.0","Exact name match","","","","","","",""
"VTCdb","vtcdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"SBMDb","sbmdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"FED","fed","EXACT","Y","10.0","Exact name match","","","","","","",""
"FLAD","flad","EXACT","Y","10.0","Exact name match","","","","","","",""
"ImmReg","immreg","EXACT","Y","10.0","Exact name match","","","","","","",""
"aBiofilm","abiofilm","EXACT","Y","10.0","Exact name match","","","","","","",""
"ALSoD","alsod","EXACT","Y","10.0","Exact name match","","","","","","",""
"DegraBase","degrabase","EXACT","Y","10.0","Exact name match","","","","","","",""
"MTCID","mtcid","EXACT","Y","10.0","Exact name match","","","","","","",""
"LongevityMap","longevitymap","EXACT","Y","10.0","Exact name match","","","","","","",""
"PlantRNA","plantrna","EXACT","Y","10.0","Exact name match","","","","","","",""
"FiloBase","filobase","EXACT","Y","10.0","Exact name match","","","","","","",""
"CuGenDB","cugendb","EXACT","Y","10.0","Exact name match","","","","","","",""
"UbiHub","ubihub","EXACT","Y","10.0","Exact name match","","","","","","",""
"PeroxiBase","peroxibase","EXACT","Y","10.0","Exact name match","","","","","","",""
"CGDB","cgdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ProtChemSI","protchemsi","EXACT","Y","10.0","Exact name match","","","","","","",""
"ImmuCo","immuco","EXACT","Y","10.0","Exact name match","","","","","","",""
"BreCAN-DB","brecan-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbNSFP","dbnsfp","EXACT","Y","10.0","Exact name match","","","","","","",""
"PeptiSite","peptisite","EXACT","Y","10.0","Exact name match","","","","","","",""
"MutSpliceDB","mutsplicedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbPSHP","dbpshp","EXACT","Y","10.0","Exact name match","","","","","","",""
"SKEMPI","skempi","EXACT","Y","10.0","Exact name match","","","","","","",""
"CACG","cacg","EXACT","Y","10.0","Exact name match","","","","","","",""
"tRFdb","trfdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CyanoPATH","cyanopath","EXACT","Y","10.0","Exact name match","","","","","","",""
"MSV3d","msv3d","EXACT","Y","10.0","Exact name match","","","","","","",""
"CamRegBase","camregbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"OGRDB","ogrdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RiceSRTFDB","ricesrtfdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PyIgClassify","pyigclassify","EXACT","Y","10.0","Exact name match","","","","","","",""
"FermFooDb","fermfoodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TranscriptomeBrowser","transcriptomebrowser","EXACT","Y","10.0","Exact name match","","","","","","",""
"Virxicon","virxicon","EXACT","Y","10.0","Exact name match","","","","","","",""
"PASS","pass","EXACT","Y","10.0","Exact name match","","","","","","",""
"TGV","tgv","EXACT","Y","10.0","Exact name match","","","","","","",""
"fIMDb","fimdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ESID","esid","EXACT","Y","10.0","Exact name match","","","","","","",""
"eTOX","etox","EXACT","Y","10.0","Exact name match","","","","","","",""
"PlantCAZyme","plantcazyme","EXACT","Y","10.0","Exact name match","","","","","","",""
"PSCRIdb","pscridb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CTCFBSDB","ctcfbsdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PROXiMATE","proximate","EXACT","Y","10.0","Exact name match","","","","","","",""
"IntronDB","introndb","EXACT","Y","10.0","Exact name match","","","","","","",""
"InsectBase","insectbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"5SRNAdb","5srnadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"FusoBase","fusobase","EXACT","Y","10.0","Exact name match","","","","","","",""
"TrypsNetDB","trypsnetdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"InSexBase","insexbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"AromaDb","aromadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"LSHGD","lshgd","EXACT","Y","10.0","Exact name match","","","","","","",""
"AppleMDO","applemdo","EXACT","Y","10.0","Exact name match","","","","","","",""
"DDTRP","ddtrp","EXACT","Y","10.0","Exact name match","","","","","","",""
"ProPortal","proportal","EXACT","Y","10.0","Exact name match","","","","","","",""
"DBTFLC","dbtflc","EXACT","Y","10.0","Exact name match","","","","","","",""
"A2MDB","a2mdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CytReD","cytred","EXACT","Y","10.0","Exact name match","","","","","","",""
"IDPM","idpm","EXACT","Y","10.0","Exact name match","","","","","","",""
"PhytoTypeDB","phytotypedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PolysacDB","polysacdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CREDO","credo","EXACT","Y","10.0","Exact name match","","","","","","",""
"LigandBox","ligandbox","EXACT","Y","10.0","Exact name match","","","","","","",""
"chewie-NS","chewie-ns","EXACT","Y","10.0","Exact name match","","","","","","",""
"XDB","xdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ProPepper","propepper","EXACT","Y","10.0","Exact name match","","","","","","",""
"UNcleProt","uncleprot","EXACT","Y","10.0","Exact name match","","","","","","",""
"GenoBase","genobase","EXACT","Y","10.0","Exact name match","","","","","","",""
"BloodChIP","bloodchip","EXACT","Y","10.0","Exact name match","","","","","","",""
"PhenoPlasm","phenoplasm","EXACT","Y","10.0","Exact name match","","","","","","",""
"PvTFDB","pvtfdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"3DFlu","3dflu","EXACT","Y","10.0","Exact name match","","","","","","",""
"AlloMAPS","allomaps","EXACT","Y","10.0","Exact name match","","","","","","",""
"riboCIRC","ribocirc","EXACT","Y","10.0","Exact name match","","","","","","",""
"PLSDB","plsdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"GlycoMob","glycomob","EXACT","Y","10.0","Exact name match","","","","","","",""
"TTRMDB","ttrmdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"MPSBase","mpsbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"SWITCHES","switches","EXACT","Y","10.0","Exact name match","","","","","","",""
"MetaTropismDB","metatropismdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"MicRhoDE","micrhode","EXACT","Y","10.0","Exact name match","","","","","","",""
"APMicroDB","apmicrodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ASD","asd","EXACT","Y","10.0","Exact name match","","","","","","",""
"NipahVR","nipahvr","EXACT","Y","10.0","Exact name match","","","","","","",""
"Polytraits","polytraits","EXACT","Y","10.0","Exact name match","","","","","","",""
"AURA","aura","EXACT","Y","10.0","Exact name match","","","","","","",""
"VPDB","vpdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DruGeVar","drugevar","EXACT","Y","10.0","Exact name match","","","","","","",""
"HGV&TB","hgv&tb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PREDICTS","predicts","EXACT","Y","10.0","Exact name match","","","","","","",""
"MVsCarta","mvscarta","EXACT","Y","10.0","Exact name match","","","","","","",""
"Circ2Traits","circ2traits","EXACT","Y","10.0","Exact name match","","","","","","",""
"BIND","bind","EXACT","Y","10.0","Exact name match","","","","","","",""
"MetaNetX","metanetx","EXACT","Y","10.0","Exact name match","","","","","","",""
"RNAiAtlas","rnaiatlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"GeneTack","genetack","EXACT","Y","10.0","Exact name match","","","","","","",""
"WheatGenome.info","wheatgenome.info","EXACT","Y","10.0","Exact name match","","","","","","",""
"PedsDTI","pedsdti","EXACT","Y","10.0","Exact name match","","","","","","",""
"MedPServer","medpserver","EXACT","Y","10.0","Exact name match","","","","","","",""
"COINS","coins","EXACT","Y","10.0","Exact name match","","","","","","",""
"seeQTL","seeqtl","EXACT","Y","10.0","Exact name match","","","","","","",""
"IPGB","ipgb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RetroRules","retrorules","EXACT","Y","10.0","Exact name match","","","","","","",""
"Hipposeq","hipposeq","EXACT","Y","10.0","Exact name match","","","","","","",""
"Hepitopes","hepitopes","EXACT","Y","10.0","Exact name match","","","","","","",""
"PMP","pmp","EXACT","Y","10.0","Exact name match","","","","","","",""
"DistiLD","distild","EXACT","Y","10.0","Exact name match","","","","","","",""
"Islander","islander","EXACT","Y","10.0","Exact name match","","","","","","",""
"IKMC","ikmc","EXACT","Y","10.0","Exact name match","","","","","","",""
"H2V","h2v","EXACT","Y","10.0","Exact name match","","","","","","",""
"TOMATOMET","tomatomet","EXACT","Y","10.0","Exact name match","","","","","","",""
"OAS","oas","EXACT","Y","10.0","Exact name match","","","","","","",""
"CRN","crn","EXACT","Y","10.0","Exact name match","","","","","","",""
"REGULATOR","regulator","EXACT","Y","10.0","Exact name match","","","","","","",""
"PIP-DB","pip-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"RAP-DB","rap-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"eGOB","egob","EXACT","Y","10.0","Exact name match","","","","","","",""
"NEU-GD","neu-gd","EXACT","Y","10.0","Exact name match","","","","","","",""
"PaVE","pave","EXACT","Y","10.0","Exact name match","","","","","","",""
"PODB","podb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CytomegaloVirusDb","cytomegalovirusdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"GeneWeaver","geneweaver","EXACT","Y","10.0","Exact name match","","","","","","",""
"PolyASite","polyasite","EXACT","Y","10.0","Exact name match","","","","","","",""
"DSLD","dsld","EXACT","Y","10.0","Exact name match","","","","","","",""
"CrossTope","crosstope","EXACT","Y","10.0","Exact name match","","","","","","",""
"HeartBioPortal","heartbioportal","EXACT","Y","10.0","Exact name match","","","","","","",""
"RiDs db","rids db","EXACT","Y","10.0","Exact name match","","","","","","",""
"SoyProDB","soyprodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RID","rid","EXACT","Y","10.0","Exact name match","","","","","","",""
"BioHub","biohub","EXACT","Y","10.0","Exact name match","","","","","","",""
"MnM","mnm","EXACT","Y","10.0","Exact name match","","","","","","",""
"tRic","tric","EXACT","Y","10.0","Exact name match","","","","","","",""
"SuperPain","superpain","EXACT","Y","10.0","Exact name match","","","","","","",""
"OncomiRDB","oncomirdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"O-GlcNAcAtlas","o-glcnacatlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"Actinobase","actinobase","EXACT","Y","10.0","Exact name match","","","","","","",""
"BACTOME","bactome","EXACT","Y","10.0","Exact name match","","","","","","",""
"AlliumMap","alliummap","EXACT","Y","10.0","Exact name match","","","","","","",""
"TGD","tgd","EXACT","Y","10.0","Exact name match","","","","","","",""
"TGRD","tgrd","EXACT","Y","10.0","Exact name match","","","","","","",""
"OPD","opd","EXACT","Y","10.0","Exact name match","","","","","","",""
"ProbOnto","probonto","EXACT","Y","10.0","Exact name match","","","","","","",""
"ILISI","ilisi","EXACT","Y","10.0","Exact name match","","","","","","",""
"BiodEnz","biodenz","EXACT","Y","10.0","Exact name match","","","","","","",""
"ORDER","order","EXACT","Y","10.0","Exact name match","","","","","","",""
"AAIR","aair","EXACT","Y","10.0","Exact name match","","","","","","",""
"SMBP","smbp","EXACT","Y","10.0","Exact name match","","","","","","",""
"PTM-SD","ptm-sd","EXACT","Y","10.0","Exact name match","","","","","","",""
"HFMDB","hfmdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TissueCoCoPUTs","tissuecocoputs","EXACT","Y","10.0","Exact name match","","","","","","",""
"hmChIP","hmchip","EXACT","Y","10.0","Exact name match","","","","","","",""
"NABIC","nabic","EXACT","Y","10.0","Exact name match","","","","","","",""
"ppdb","ppdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DAA","daa","EXACT","Y","10.0","Exact name match","","","","","","",""
"sc-PDB","sc-pdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RCSB PDB","rcsb pdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"MTB-PCDB","mtb-pcdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"SABIO-RK","sabio-rk","EXACT","Y","10.0","Exact name match","","","","","","",""
"D-PLACE","d-place","EXACT","Y","10.0","Exact name match","","","","","","",""
"Immu-Mela","immu-mela","EXACT","Y","10.0","Exact name match","","","","","","",""
"PCoM-DB","pcom-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"HETOP","hetop","EXACT","Y","10.0","Exact name match","","","","","","",""
"FlyXCDB","flyxcdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"BIRS","birs","EXACT","Y","10.0","Exact name match","","","","","","",""
"CRCDA","crcda","EXACT","Y","10.0","Exact name match","","","","","","",""
"R-loopDB","r-loopdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PROTAC-DB","protac-db","EXACT","Y","10.0","Exact name match","","","","","","",""
"SANDchild","sandchild","EXACT","Y","10.0","Exact name match","","","","","","",""
"ASL-LEX","asl-lex","EXACT","Y","10.0","Exact name match","","","","","","",""
"HIVoligoDB","hivoligodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PEN","pen","EXACT","Y","10.0","Exact name match","","","","","","",""
"PCD","pcd","EXACT","Y","10.0","Exact name match","","","","","","",""
"tropiTree","tropitree","EXACT","Y","10.0","Exact name match","","","","","","",""
"FreeSolv","freesolv","EXACT","Y","10.0","Exact name match","","","","","","",""
"PPD","ppd","EXACT","Y","10.0","Exact name match","","","","","","",""
"MIK","mik","EXACT","Y","10.0","Exact name match","","","","","","",""
"Planform","planform","EXACT","Y","10.0","Exact name match","","","","","","",""
"ScerTF","scertf","EXACT","Y","10.0","Exact name match","","","","","","",""
"SWMD","swmd","EXACT","Y","10.0","Exact name match","","","","","","",""
"CMPD","cmpd","EXACT","Y","10.0","Exact name match","","","","","","",""
"GVM","gvm","EXACT","Y","10.0","Exact name match","","","","","","",""
"CancerMine","cancermine","EXACT","Y","10.0","Exact name match","","","","","","",""
"PepTherDia","peptherdia","EXACT","Y","10.0","Exact name match","","","","","","",""
"MetSRR","metsrr","EXACT","Y","10.0","Exact name match","","","","","","",""
"BBGRE","bbgre","EXACT","Y","10.0","Exact name match","","","","","","",""
"CCGD","ccgd","EXACT","Y","10.0","Exact name match","","","","","","",""
"COMMODE","commode","EXACT","Y","10.0","Exact name match","","","","","","",""
"FSD","fsd","EXACT","Y","10.0","Exact name match","","","","","","",""
"Membranome","membranome","EXACT","Y","10.0","Exact name match","","","","","","",""
"CPGR","cpgr","EXACT","Y","10.0","Exact name match","","","","","","",""
"yStreX","ystrex","EXACT","Y","10.0","Exact name match","","","","","","",""
"HeteroGenome","heterogenome","EXACT","Y","10.0","Exact name match","","","","","","",""
"RDIS","rdis","EXACT","Y","10.0","Exact name match","","","","","","",""
"PDIR","pdir","EXACT","Y","10.0","Exact name match","","","","","","",""
"PCPD","pcpd","EXACT","Y","10.0","Exact name match","","","","","","",""
"CMAP","cmap","EXACT","Y","10.0","Exact name match","","","","","","",""
"TeaMiD","teamid","EXACT","Y","10.0","Exact name match","","","","","","",""
"CoxBase","coxbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"ANISEED","aniseed","EXACT","Y","10.0","Exact name match","","","","","","",""
"CSF-PR","csf-pr","EXACT","Y","10.0","Exact name match","","","","","","",""
"TiPs","tips","EXACT","Y","10.0","Exact name match","","","","","","",""
"studyforrest","studyforrest","EXACT","Y","10.0","Exact name match","","","","","","",""
"DIPPER","dipper","EXACT","Y","10.0","Exact name match","","","","","","",""
"Araport","araport","EXACT","Y","10.0","Exact name match","","","","","","",""
"VIETHERB","vietherb","EXACT","Y","10.0","Exact name match","","","","","","",""
"miRmine","mirmine","EXACT","Y","10.0","Exact name match","","","","","","",""
"ZikaBase","zikabase","EXACT","Y","10.0","Exact name match","","","","","","",""
"HAGR","hagr","EXACT","Y","10.0","Exact name match","","","","","","",""
"SweGen","swegen","EXACT","Y","10.0","Exact name match","","","","","","",""
"MEGALEX","megalex","EXACT","Y","10.0","Exact name match","","","","","","",""
"DKK","dkk","EXACT","Y","10.0","Exact name match","","","","","","",""
"ChromoHub","chromohub","EXACT","Y","10.0","Exact name match","","","","","","",""
"ERISdb","erisdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TPIA","tpia","EXACT","Y","10.0","Exact name match","","","","","","",""
"GlycoGAIT","glycogait","EXACT","Y","10.0","Exact name match","","","","","","",""
"MassBase","massbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"HaloDom","halodom","EXACT","Y","10.0","Exact name match","","","","","","",""
"RNASeqMetaDB","rnaseqmetadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"Transformer","transformer","EXACT","Y","10.0","Exact name match","","","","","","",""
"AraPath","arapath","EXACT","Y","10.0","Exact name match","","","","","","",""
"PHI-base","phi-base","EXACT","Y","10.0","Exact name match","","","","","","",""
"TISSUES","tissues","EXACT","Y","10.0","Exact name match","","","","","","",""
"CellMinerHCC","cellminerhcc","EXACT","Y","10.0","Exact name match","","","","","","",""
"SCNProDB","scnprodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"FRED","fred","EXACT","Y","10.0","Exact name match","","","","","","",""
"Traitpedia","traitpedia","EXACT","Y","10.0","Exact name match","","","","","","",""
"ThalInd","thalind","EXACT","Y","10.0","Exact name match","","","","","","",""
"RDP","rdp","EXACT","Y","10.0","Exact name match","","","","","","",""
"ExED","exed","EXACT","Y","10.0","Exact name match","","","","","","",""
"TIN","tin","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbAARD","dbaard","EXACT","Y","10.0","Exact name match","","","","","","",""
"CZRC","czrc","EXACT","Y","10.0","Exact name match","","","","","","",""
"Diat.barcode","diat.barcode","EXACT","Y","10.0","Exact name match","","","","","","",""
"jPOST","jpost","EXACT","Y","10.0","Exact name match","","","","","","",""
"ClusterMine360","clustermine360","EXACT","Y","10.0","Exact name match","","","","","","",""
"ProCaff","procaff","EXACT","Y","10.0","Exact name match","","","","","","",""
"ChIPprimersDB","chipprimersdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"LAND-deFeND","land-defend","EXACT","Y","10.0","Exact name match","","","","","","",""
"DaiCee","daicee","EXACT","Y","10.0","Exact name match","","","","","","",""
"WheatExp","wheatexp","EXACT","Y","10.0","Exact name match","","","","","","",""
"NDB","ndb","EXACT","Y","10.0","Exact name match","","","","","","",""
"StimulStat","stimulstat","EXACT","Y","10.0","Exact name match","","","","","","",""
"MICdb","micdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ProtDataTherm","protdatatherm","EXACT","Y","10.0","Exact name match","","","","","","",""
"MemProtMD","memprotmd","EXACT","Y","10.0","Exact name match","","","","","","",""
"TUMIR","tumir","EXACT","Y","10.0","Exact name match","","","","","","",""
