"pmid","title","has_url","is_false_positive","confidence","reason","database_name","long_database_name","chunk","already_seen","in_baseline"
"33219670","MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca.","True","N","high","DB suffix + database keyword","MolluscDB","Mollusc Database","2","Y","N"
"22127860","IndelFR: a database of indels in protein structures and their flanking regions.","True","N","high","Database keyword in title","IndelFR","Indel Flanking Regions","2","Y","N"
"31725861","PCOSBase: a manually curated database of polycystic ovarian syndrome.","True","N","high","Base suffix + database keyword","PCOSBase","Polycystic Ovarian Syndrome Database","2","Y","N"
"27800578","SCEGRAM: An image database for semantic and syntactic inconsistencies in scenes.","True","N","high","Database keyword in title","SCEGRAM","Scene Grammar Database","2","Y","N"
"25593348","""PlasmoGEM, a database supporting a community resource for large-scale experimental genetics in malaria parasites.""","True","N","high","Database keyword in title","PlasmoGEM","Plasmodium Genetic Modification Database","2","Y","N"
"27392072","YCRD: Yeast Combinatorial Regulation Database.","True","N","high","Database keyword in title","YCRD","Yeast Combinatorial Regulation Database","2","Y","N"
"33084905","MeDAS: a Metazoan Developmental Alternative Splicing database.","True","N","high","Database keyword in title","MeDAS","Metazoan Developmental Alternative Splicing","2","Y","N"
"31642469","PhenoModifier: a genetic modifier database for elucidating the genetic basis of human phenotypic variation.","True","N","high","Database keyword in title","PhenoModifier","Phenotype Modifier Database","2","Y","N"
"30874591","PAmiRDB: A web resource for plant miRNAs targeting viruses.","True","N","high","DB suffix + database keyword","PAmiRDB","Plant Antiviral miRNA Database","2","Y","N"
"31598699","QTLbase: an integrative resource for quantitative trait loci across multiple human molecular phenotypes.","True","N","high","Base suffix + database keyword","QTLbase","Quantitative Trait Loci Database","2","Y","N"
"32047897","TRlnc: a comprehensive database for human transcriptional regulatory information of lncRNAs.","True","N","high","Database keyword in title","TRlnc","Transcriptional Regulation of Long Non-coding RNAs","2","Y","N"
"27905517","G4IPDB: A database for G-quadruplex structure forming nucleic acid interacting proteins.","True","N","high","DB suffix + database keyword","G4IPDB","G-quadruplex Interacting Protein Database","2","Y","N"
"33045751","LncExpDB: an expression database of human long non-coding RNAs.","True","N","high","DB suffix + database keyword","LncExpDB","Long Non-coding RNA Expression Database","2","Y","N"
"33137193","""AcrHub: an integrative hub for investigating, predicting and mapping anti-CRISPR proteins.""","True","N","high","Hub suffix + database keyword","AcrHub","Anti-CRISPR Hub","2","Y","N"
"27899608","TFBSbank: a platform to dissect the big data of protein-DNA interaction in human and model species.","True","N","high","Database keyword in title","TFBSbank","Transcription Factor Binding Site Bank","2","Y","N"
"23846747","CoDNaS: a database of conformational diversity in the native state of proteins.","True","N","high","Database keyword in title","CoDNaS","Conformational Diversity of Native State","2","Y","N"
"24214993","CPLM: a database of protein lysine modifications.","True","N","high","Database keyword in title","CPLM","Compendium of Protein Lysine Modifications","2","Y","N"
"""24885522"," 27924020, 33219661"",LincSNP: a database of linking disease-associated SNPs to human large intergenic non-coding RNAs.","True","N","high","Database keyword in title","LincSNP","Long Intergenic Non-coding SNPs","2","N","N"
"33079992","PLncDB V2.0: a comprehensive encyclopedia of plant long noncoding RNAs.","True","N","high","DB suffix + encyclopedia keyword","PLncDB","Plant Long Non-coding RNA Database","2","Y","N"
"30380112","Translocatome: a novel resource for the analysis of protein translocation between cellular organelles.","True","N","high","Database keyword in title","Translocatome","Protein Translocation Database","2","Y","N"
"32105730","ncEP: A Manually Curated Database for Experimentally Validated ncRNA-encoded Proteins or Peptides.","True","N","high","Database keyword in title","ncEP","Non-coding RNA Encoded Proteins","2","Y","N"
"24735618","TCMSP: a database of systems pharmacology for drug discovery from herbal medicines.","True","N","high","Database keyword in title","TCMSP","Traditional Chinese Medicine Systems Pharmacology","2","Y","N"
"31665425","TFBSshape: an expanded motif database for DNA shape features of transcription factor binding sites.","True","N","high","Database keyword in title","TFBSshape","Transcription Factor Binding Site Shape Database","2","Y","N"
"27164438","BrucellaBase: Genome information resource.","True","N","high","Base suffix + database keyword","BrucellaBase","Brucella Genome Database","2","Y","N"
"30684219","""NeuroMuscleDB: a Database of Genes Associated with Muscle Development, Neuromuscular Diseases, Ageing, and Neurodegeneration.""","True","N","high","DB suffix + database keyword","NeuroMuscleDB","Neuromuscular Disease Database","2","Y","N"
"31139565","HNCDB: An Integrated Gene and Drug Database for Head and Neck Cancer.","True","N","high","DB suffix + database keyword","HNCDB","Head and Neck Cancer Database","2","Y","N"
"31602478","PmiREN: a comprehensive encyclopedia of plant miRNAs.","True","N","high","Encyclopedia keyword","PmiREN","Plant miRNA Encyclopedia","2","Y","N"
"24214998","COLOMBOS v2.0: an ever expanding collection of bacterial expression compendia.","True","N","high","Database keyword in title","COLOMBOS","Collection of Bacterial Expression Compendia","2","Y","N"
"31809863","PsyMuKB: An Integrative De Novo Variant Knowledge Base for Developmental Disorders.","True","N","high","KB suffix + knowledge base","PsyMuKB","Psychiatric Mutation Knowledge Base","2","Y","N"
"""26602691"," 33313828"",PSORTdb: expanding the bacteria and archaea protein subcellular localization database to better reflect diversity in cell envelope structures.","True","N","high","DB suffix + database keyword","PSORTdb","Protein Subcellular Localization Database","2","N","N"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","True","N","high","DB suffix + database keyword","CovalentInDB","Covalent Inhibitor Database","2","Y","N"
"23482072","Tetrahymena functional genomics database (TetraFGD): an integrated resource for Tetrahymena functional genomics.","True","N","high","Database keyword in title","TetraFGD","Tetrahymena Functional Genomics Database","2","Y","N"
"33308175","""ILDGDB: a manually curated database of genomics, transcriptomics, proteomics and drug information for interstitial lung diseases.""","True","N","high","DB suffix + database keyword","ILDGDB","Interstitial Lung Disease Genomics Database","2","Y","N"
"21801404","""Comprehensive, atomic-level characterization of structurally characterized protein-protein interactions: the PICCOLO database.""","True","N","high","Database keyword in title","PICCOLO","Protein Interaction Characterization Database","2","Y","N"
"33993461","TUPDB: Target-Unrelated Peptide Data Bank.","True","N","high","DB suffix + database keyword","TUPDB","Target-Unrelated Peptide Database","2","Y","N"
"27530928","NLDB: a database for 3D protein-ligand interactions in enzymatic reactions.","True","N","high","DB suffix + database keyword","NLDB","Natural Ligand Database","2","Y","N"
"21760913","HelmCoP: an online resource for helminth functional genomics and drug and vaccine targets prioritization.","True","N","high","Database keyword in title","HelmCoP","Helminth Compound Prioritization","2","Y","N"
"26208906","TANRIC: An Interactive Open Platform to Explore the Function of lncRNAs in Cancer.","True","N","high","Database keyword in title","TANRIC","The Atlas of Non-coding RNAs in Cancer","2","Y","N"
"29892516","SEVENS: a database for comprehensive GPCR genes obtained from genomes: -Update to 68 eukaryotes.","True","N","high","Database keyword in title","SEVENS","GPCR Database","2","Y","N"
"23093603","The Online Protein Processing Resource (TOPPR): a database and analysis platform for protein processing events.","True","N","high","Database keyword in title","TOPPR","Online Protein Processing Resource","2","Y","N"
"26342387","DENdb: database of integrated human enhancers.","True","N","high","DB suffix + database keyword","DENdb","Database of Enhancers","2","Y","N"
"29040693","AmyPro: a database of proteins with validated amyloidogenic regions.","True","N","high","Database keyword in title","AmyPro","Amyloid Proteins","2","Y","N"
"33798715","COnVIDa: COVID-19 multidisciplinary data collection and dashboard.","True","N","high","Database keyword in title","COnVIDa","COVID-19 Valencia Data","2","Y","N"
"31722398","""Allele frequency net database (AFND) 2020 update: gold-standard data classification, open access genotype data and new query tools.""","True","N","high","Database keyword in title","AFND","Allele Frequency Net Database","2","Y","N"
"30379998","dbCPM: a manually curated database for exploring the cancer passenger mutations.","True","N","high","DB suffix + database keyword","dbCPM","Database of Cancer Passenger Mutations","2","Y","N"
"33045745","SilencerDB: a comprehensive database of silencers.","True","N","high","DB suffix + database keyword","SilencerDB","Silencer Database","2","Y","N"
"22424087","PupDB: a database of pupylated proteins.","True","N","high","DB suffix + database keyword","PupDB","Pupylation Database","2","Y","N"
"26074488","CancerHSP: anticancer herbs database of systems pharmacology.","True","N","high","Database keyword in title","CancerHSP","Cancer Herbal Systems Pharmacology","2","Y","N"
"32337573","MPTherm: database for membrane protein thermodynamics for understanding folding and stability.","True","N","high","Database keyword in title","MPTherm","Membrane Protein Thermodynamics","2","Y","N"
"33126250","MloDisDB: a manually curated database of the relations between membraneless organelles and diseases.","True","N","high","DB suffix + database keyword","MloDisDB","Membraneless Organelle Disease Database","2","Y","N"
"30184150","TRCirc: a resource for transcriptional regulation information of circRNAs.","True","N","high","Database keyword in title","TRCirc","Transcriptional Regulation of Circular RNAs","2","Y","N"
"31958638","BoMiProt: A database of bovine milk proteins.","True","N","high","Database keyword in title","BoMiProt","Bovine Milk Proteins","2","Y","N"
"30065744","miRVIT: A Novel miRNA Database and Its Application to Uncover <i>Vitis</i> Responses to <i>Flavescence dorée</i> Infection.","True","N","high","Database keyword in title","miRVIT","miRNA Vitis Database","2","Y","N"
"27794553","""FuzDB: database of fuzzy complexes, a tool to develop stochastic structure-function relationships for protein complexes and higher-order assemblies.""","True","N","high","DB suffix + database keyword","FuzDB","Fuzzy Complexes Database","2","Y","N"
"26160459","CGMD: An integrated database of cancer genes and markers.","True","N","high","Database keyword in title","CGMD","Cancer Genes and Markers Database","2","Y","N"
"30669929","AutophagySMDB: a curated database of small molecules that modulate protein targets regulating autophagy.","True","N","high","DB suffix + database keyword","AutophagySMDB","Autophagy Small Molecule Database","2","Y","N"
"30127348","PPInS: a repository of protein-protein interaction sitesbase.","True","N","high","Repository keyword in title","PPInS","Protein-Protein Interaction Sites","2","Y","N"
"28651001","PpTFDB: A pigeonpea transcription factor database for exploring functional genomics in legumes.","True","N","high","DB suffix + database keyword","PpTFDB","Pigeonpea Transcription Factor Database","2","Y","N"
"31598693","""EuRBPDB: a comprehensive resource for annotation, functional and oncological investigation of eukaryotic RNA binding proteins (RBPs).""","True","N","high","DB suffix + database keyword","EuRBPDB","Eukaryotic RNA Binding Protein Database","2","Y","N"
"30329098","LncBook: a curated knowledgebase of human long non-coding RNAs.","True","N","high","Knowledge base keyword","LncBook","Long Non-coding RNA Book","2","Y","N"
"25336619","PAIDB v2.0: exploration and analysis of pathogenicity and resistance islands.","True","N","high","DB suffix + database keyword","PAIDB","Pathogenicity Island Database","2","Y","N"
"30335166","RPFdb v2.0: an updated database for genome-wide information of translated mRNA generated from ribosome profiling.","True","N","high","DB suffix + database keyword","RPFdb","Ribosome Profiling Database","2","Y","N"
"22139932","""HmtDB, a genomic resource for mitochondrion-based human variability studies.""","True","N","high","DB suffix + database keyword","HmtDB","Human Mitochondrial Database","2","Y","N"
"35559777","MESOCOSM: A mesocosm database management system for environmental nanosafety.","True","N","high","Database keyword in title","MESOCOSM","Mesocosm Database","2","Y","N"
"34361108","alfaNET: A Database of Alfalfa-Bacterial Stem Blight Protein-Protein Interactions Revealing the Molecular Features of the Disease-causing Bacteria.","True","N","high","Database keyword in title","alfaNET","Alfalfa Network","2","Y","N"
"23239846","RadishBase: a database for genomics and genetics of radish.","True","N","high","Base suffix + database keyword","RadishBase","Radish Genome Database","2","Y","N"
"30371817","SEdb: a comprehensive human super-enhancer database.","True","N","high","DB suffix + database keyword","SEdb","Super-Enhancer Database","2","Y","N"
"25725063","PreDREM: a database of predicted DNA regulatory motifs from 349 human cell and tissue samples.","True","N","high","Database keyword in title","PreDREM","Predicted DNA Regulatory Elements and Motifs","2","Y","N"
"""26097510"," 33952332"",SANCDB: a South African natural compound database.","True","N","high","DB suffix + database keyword","SANCDB","South African Natural Compound Database","2","N","N"
"24531082","SMAL: A Resource of Spontaneous Mutation Accumulation Lines.","True","N","high","Database keyword in title","SMAL","Spontaneous Mutation Accumulation Lines","2","Y","N"
"""24271385"," 27794041"",""NGSmethDB: an updated genome resource for high quality, single-cytosine resolution methylomes.""","True","N","high","DB suffix + database keyword","NGSmethDB","Next Generation Sequencing Methylation Database","2","N","N"
"27209279","DNetDB: The human disease network database based on dysfunctional regulation mechanism.","True","N","high","DB suffix + database keyword","DNetDB","Disease Network Database","2","Y","N"
"21936021","dbHCCvar: a comprehensive database of human genetic variations in hepatocellular carcinoma.","True","N","high","Database keyword in title","dbHCCvar","Hepatocellular Carcinoma Variations Database","2","Y","N"
"""28150246"," 29145615"",iPTMnet: Integrative Bioinformatics for Studying PTM Networks.","True","N","high","Database keyword in title","iPTMnet","Integrated Post-Translational Modification Network","2","N","N"
"24470572","ChEpiMod: a knowledgebase for chemical modulators of epigenome reader domains.","True","N","high","Knowledge base keyword","ChEpiMod","Chemical Epigenome Modulators","2","Y","N"
"21177657","mESAdb: microRNA expression and sequence analysis database.","True","N","high","DB suffix + database keyword","mESAdb","microRNA Expression and Sequence Analysis Database","2","Y","N"
"23129220","""SNObase, a database for S-nitrosation modification.""","True","N","high","Base suffix + database keyword","SNObase","S-Nitrosation Database","2","Y","N"
"26476450","PlantPAN 2.0: an update of plant promoter analysis navigator for reconstructing transcriptional regulatory networks in plants.","True","N","high","Database keyword in title","PlantPAN","Plant Promoter Analysis Navigator","2","Y","N"
"33166392","LitCovid: an open database of COVID-19 literature.","True","N","high","Database keyword in title","LitCovid","Literature COVID-19","2","Y","N"
"24146757","SIDD: a semantically integrated database towards a global view of human disease.","True","N","high","Database keyword in title","SIDD","Semantically Integrated Disease Database","2","Y","N"
"30247654","HACER: an atlas of human active enhancers to interpret regulatory variants.","True","N","high","Atlas keyword","HACER","Human Active Enhancer Atlas","2","Y","N"
"25392424","Expediting topology data gathering for the TOPDB database.","True","N","high","Database keyword in title","TOPDB","Topology Database","2","Y","N"
"31584089","PhaSepDB: a database of liquid-liquid phase separation related proteins.","True","N","high","DB suffix + database keyword","PhaSepDB","Phase Separation Database","2","Y","N"
"27822553","mockrobiota: a Public Resource for Microbiome Bioinformatics Benchmarking.","True","N","high","Database keyword in title","mockrobiota","Mock Microbiota Database","2","Y","N"
"31642496","Gene4Denovo: an integrated database and analytic platform for de novo mutations in humans.","True","N","high","Database keyword in title","Gene4Denovo","Genes for De Novo Mutations","2","Y","N"
"""26433226"," 30715167, 33010178"",""BacWGSTdb, a database for genotyping and source tracking bacterial pathogens.""","True","N","high","DB suffix + database keyword","BacWGSTdb","Bacterial Whole Genome Sequencing Typing Database","2","N","N"
"29860480","dbCRSR: a manually curated database for regulation of cancer radiosensitivity.","True","N","high","DB suffix + database keyword","dbCRSR","Database of Cancer Radiosensitivity Regulation","2","Y","N"
"22009677","PhenoM: a database of morphological phenotypes caused by mutation of essential genes in Saccharomyces cerevisiae.","True","N","high","Database keyword in title","PhenoM","Phenotype Morphology Database","2","Y","N"
"30738202","MtBrowse: An integrative genomics browser for human mitochondrial DNA.","True","N","high","Database keyword in title","MtBrowse","Mitochondrial Browser","2","Y","N"
"31841142","GlyMDB: Glycan Microarray Database and analysis toolset.","True","N","high","DB suffix + database keyword","GlyMDB","Glycan Microarray Database","2","Y","N"
"24203703","""CottonGen: a genomics, genetics and breeding database for cotton research.""","True","N","high","Database keyword in title","CottonGen","Cotton Genomics Database","2","Y","N"
"22067445","""SCRIPDB: a portal for easy access to syntheses, chemicals and reactions in patents.""","True","N","high","DB suffix + database keyword","SCRIPDB","Syntheses Chemicals Reactions in Patents Database","2","Y","N"
"33511767","FAWMine: An integrated database and analysis platform for fall armyworm genomics.","True","N","high","Database keyword in title","FAWMine","Fall Armyworm Mine","2","Y","N"
"29198880","AureoWiki ̵ The repository of the Staphylococcus aureus research and annotation community.","True","N","high","Repository keyword in title","AureoWiki","Staphylococcus Aureus Wiki","2","Y","N"
"27138013","StreptoBase: An Oral Streptococcus mitis Group Genomic Resource and Analysis Platform.","True","N","high","Base suffix + database keyword","StreptoBase","Streptococcus Database","2","Y","N"
"22659240","CancerProView: a graphical image database of cancer-related genes and proteins.","True","N","high","Database keyword in title","CancerProView","Cancer Protein View","2","Y","N"
"26424083","MGDB: a comprehensive database of genes involved in melanoma.","True","N","high","DB suffix + database keyword","MGDB","Melanoma Gene Database","2","Y","N"
"22084198","PLEXdb: gene expression resources for plants and plant pathogens.","True","N","high","DB suffix + database keyword","PLEXdb","Plant Expression Database","2","Y","N"
"32858223","hTFtarget: A Comprehensive Database for Regulations of Human Transcription Factors and Their Targets.","True","N","high","Database keyword in title","hTFtarget","Human Transcription Factor Targets","2","Y","N"
"33515030","HVIDB: a comprehensive database for human-virus protein-protein interactions.","True","N","high","DB suffix + database keyword","HVIDB","Human-Virus Interaction Database","2","Y","N"
"31160594","""PathoPhenoDB, linking human pathogens to their phenotypes in support of infectious disease research.""","True","N","high","DB suffix + database keyword","PathoPhenoDB","Pathogen Phenotype Database","2","Y","N"
"28327601","BCIP: a gene-centered platform for identifying potential regulatory genes in breast cancer.","True","N","high","Database keyword in title","BCIP","Breast Cancer Integrative Platform","2","Y","N"
"22102771","EuDBase: An online resource for automated EST analysis pipeline (ESTFrontier) and database for red seaweed Eucheuma denticulatum.","True","N","high","Base suffix + database keyword","EuDBase","Eucheuma denticulatum Database","2","Y","N"
"26657893","""HRGRN: A Graph Search-Empowered Integrative Database of Arabidopsis Signaling Transduction, Metabolism and Gene Regulation Networks.""","True","N","high","Database keyword in title","HRGRN","High-Resolution Gene Regulatory Network","2","Y","N"
"22024348","HNOCDB: a comprehensive database of genes and miRNAs relevant to head and neck and oral cancer.","True","N","high","DB suffix + database keyword","HNOCDB","Head and Neck Oral Cancer Database","2","Y","N"
"30423142","miRBase: from microRNA sequences to function.","True","N","high","Base suffix + database keyword","miRBase","microRNA Database","2","Y","N"
"34464437","lncExplore: a database of pan-cancer analysis and systematic functional annotation for lncRNAs from RNA-sequencing data.","True","N","high","Database keyword in title","lncExplore","Long Non-coding RNA Explorer","2","Y","N"
"29036329","m6AVar: a database of functional variants involved in m6A modification.","True","N","high","Database keyword in title","m6AVar","m6A Variants Database","2","Y","N"
"""23143270"," 27606777"",The ConsensusPathDB interaction database: 2013 update.","True","N","high","DB suffix + database keyword","ConsensusPathDB","Consensus Pathway Database","2","N","N"
"28967693","HUMA: A platform for the analysis of genetic variation in humans.","True","N","high","Database keyword in title","HUMA","Human Mutation Analysis","2","Y","N"
"27924038","FARNA: knowledgebase of inferred functions of non-coding RNA transcripts.","True","N","high","Knowledge base keyword","FARNA","Functional Annotation of RNA","2","Y","N"
"34314366","dbMCS: A Database for Exploring the Mutation Markers of Anti-Cancer Drug Sensitivity.","True","N","high","DB suffix + database keyword","dbMCS","Database of Mutation and Cancer Sensitivity","2","Y","N"
"25932650","TMREC: A Database of Transcription Factor and MiRNA Regulatory Cascades in Human Diseases.","True","N","high","Database keyword in title","TMREC","Transcription Factor MicroRNA Regulatory Cascade","2","Y","N"
"31581093","DORMAN: Database of Reconstructed MetAbolic Networks.","True","N","high","Database keyword in title","DORMAN","Database of Reconstructed Metabolic Networks","2","Y","N"
"29228298","SeedStor: A Germplasm Information Management System and Public Database.","True","N","high","Database keyword in title","SeedStor","Seed Storage Database","2","Y","N"
"32542382","PRMdb: A Repository of Predicted RNA Modifications in Plants.","True","N","high","DB suffix + database keyword","PRMdb","Predicted RNA Modifications Database","2","Y","N"
"22833564","NESdb: a database of NES-containing CRM1 cargoes.","True","N","high","DB suffix + database keyword","NESdb","Nuclear Export Signal Database","2","Y","N"
"33068412","RASP: an atlas of transcriptome-wide RNA secondary structure probing data.","True","N","high","Atlas keyword","RASP","RNA Atlas of Secondary Structure Probing","2","Y","N"
"25627341","SynBioLGDB: a resource for experimentally validated logic gates in synthetic biology.","True","N","high","DB suffix + database keyword","SynBioLGDB","Synthetic Biology Logic Gates Database","2","Y","N"
"26573482","""WIDDE: a Web-Interfaced next generation database for genetic diversity exploration, with a first application in cattle.""","True","N","high","Database keyword in title","WIDDE","Web-Interfaced Diversity Database Exploration","2","Y","N"
"23046413","PAGED: a pathway and gene-set enrichment database to enable molecular phenotype discoveries.","True","N","high","Database keyword in title","PAGED","Pathway and Gene-set Enrichment Database","2","Y","N"
"30476229","ENPD - A Database of Eukaryotic Nucleic Acid Binding Proteins: Linking Gene Regulations to Proteins.","True","N","high","Database keyword in title","ENPD","Eukaryotic Nucleic Acid Binding Protein Database","2","Y","N"
"22102581","ProRepeat: an integrated repository for studying amino acid tandem repeats in proteins.","True","N","high","Repository keyword in title","ProRepeat","Protein Repeats Database","2","Y","N"
"32510549","DenvInD: dengue virus inhibitors database for clinical and molecular research.","True","N","high","Database keyword in title","DenvInD","Dengue Inhibitors Database","2","Y","N"
"31832668","AcetoBase: a functional gene repository and database for formyltetrahydrofolate synthetase sequences.","True","N","high","Base suffix + database keyword","AcetoBase","Acetogen Database","2","Y","N"
"32608478","""RNAWRE: a resource of writers, readers and erasers of RNA modifications.""","True","N","high","Database keyword in title","RNAWRE","RNA Writers Readers Erasers","2","Y","N"
"29045713","SCPortalen: human and mouse single-cell centric database.","True","N","high","Database keyword in title","SCPortalen","Single-Cell Portal","2","Y","N"
"22123737","hiPathDB: a human-integrated pathway database with facile visualization.","True","N","high","DB suffix + database keyword","hiPathDB","Human Integrated Pathway Database","2","Y","N"
"31171447","""SynGO: An Evidence-Based, Expert-Curated Knowledge Base for the Synapse.""","True","N","high","Knowledge base keyword","SynGO","Synapse Gene Ontology","2","Y","N"
"24297255","iPfam: a database of protein family and domain interactions found in the Protein Data Bank.","True","N","high","Database keyword in title","iPfam","Interactions in Pfam","2","Y","N"
"22080556","""CoryneRegNet 6.0--Updated database content, new analysis methods and novel features focusing on community demands.""","True","N","high","Database keyword in title","CoryneRegNet","Corynebacterium Regulatory Network","2","Y","N"
"29106599","ASpedia: a comprehensive encyclopedia of human alternative splicing.","True","N","high","Pedia suffix + encyclopedia keyword","ASpedia","Alternative Splicing Encyclopedia","2","Y","N"
"""22135302"," 27899673"",DiseaseMeth: a human disease methylation database.","True","N","high","Database keyword in title","DiseaseMeth","Disease Methylation Database","2","N","N"
"31725863","GRONS: a comprehensive genetic resource of nicotine and smoking.","True","N","high","Database keyword in title","GRONS","Genetic Resource of Nicotine and Smoking","2","Y","N"
"29370821","PhenoDis: a comprehensive database for phenotypic characterization of rare cardiac diseases.","True","N","high","Database keyword in title","PhenoDis","Phenotype Disease Database","2","Y","N"
"22140108","CharProtDB: a database of experimentally characterized protein annotations.","True","N","high","DB suffix + database keyword","CharProtDB","Characterized Protein Database","2","Y","N"
"31584099","gutMDisorder: a comprehensive database for dysbiosis of the gut microbiota in disorders and interventions.","True","N","high","Database keyword in title","gutMDisorder","Gut Microbiota Disorder Database","2","Y","N"
"25392425","Rfam 12.0: updates to the RNA families database.","True","N","high","Database keyword in title","Rfam","RNA Families Database","2","Y","N"
"33068436","tsRBase: a comprehensive database for expression and function of tsRNAs in multiple species.","True","N","high","Base suffix + database keyword","tsRBase","tRNA-derived Small RNA Database","2","Y","N"
"24297257","NECTAR: a database of codon-centric missense variant annotations.","True","N","high","Database keyword in title","NECTAR","Nucleotide Codon Evaluation for Translational Analysis Resource","2","Y","N"
"30733462","PFDB: A standardized protein folding database with temperature correction.","True","N","high","DB suffix + database keyword","PFDB","Protein Folding Database","2","Y","N"
"33645624","""An update of KAIKObase, the silkworm genome database.""","True","N","high","Base suffix + database keyword","KAIKObase","Silkworm Genome Database","2","Y","N"
"32025315","CitGVD: a comprehensive database of citrus genomic variations.","True","N","high","Database keyword in title","CitGVD","Citrus Genomic Variation Database","2","Y","N"
"30268934","GAAD: A Gene and Autoimmiune Disease Association Database.","True","N","high","Database keyword in title","GAAD","Gene and Autoimmune Disease Association Database","2","Y","N"
"29931156","RBPMetaDB: a comprehensive annotation of mouse RNA-Seq datasets with perturbations of RNA-binding proteins.","True","N","high","DB suffix + database keyword","RBPMetaDB","RNA-Binding Protein Metadata Database","2","Y","N"
"22110032","DAMPD: a manually curated antimicrobial peptide database.","True","N","high","Database keyword in title","DAMPD","Database of Antimicrobial Peptides","2","Y","N"
"25058394","IthaGenes: an interactive database for haemoglobin variations and epidemiology.","True","N","high","Database keyword in title","IthaGenes","Thalassemia Genes Database","2","Y","N"
"23897986","EADB: an estrogenic activity database for assessing potential endocrine activity.","True","N","high","DB suffix + database keyword","EADB","Estrogenic Activity Database","2","Y","N"
"29069402","SEECancer: a resource for somatic events in evolution of cancer genome.","True","N","high","Database keyword in title","SEECancer","Somatic Events in Evolution of Cancer","2","Y","N"
"25404137","SuperFly: a comparative database for quantified spatio-temporal gene expression patterns in early dipteran embryos.","True","N","high","Database keyword in title","SuperFly","Super Fly Expression Database","2","Y","N"
"23292601","PRIMe Update: innovative content for plant metabolomics and integration of gene expression and metabolite accumulation.","True","N","high","Database keyword in title","PRIMe","Plant Metabolomics Database","2","Y","N"
"27511743","VHLdb: A database of von Hippel-Lindau protein interactors and mutations.","True","N","high","DB suffix + database keyword","VHLdb","Von Hippel-Lindau Database","2","Y","N"
"29059366","SBCDDB: Sleeping Beauty Cancer Driver Database for gene discovery in mouse models of human cancers.","True","N","high","DB suffix + database keyword","SBCDDB","Sleeping Beauty Cancer Driver Database","2","Y","N"
"23452239","Establishment of the Lotus japonicus Gene Expression Atlas (LjGEA) and its use to explore legume seed maturation.","True","N","high","Atlas keyword","LjGEA","Lotus japonicus Gene Expression Atlas","2","Y","N"
"34736471","BDdb: a comprehensive platform for exploration and utilization of birth defect multi-omics data.","True","N","high","DB suffix + database keyword","BDdb","Birth Defects Database","2","Y","N"
"33995899","DRscDB: A single-cell RNA-seq resource for data mining and data comparison across species.","True","N","high","DB suffix + database keyword","DRscDB","Drosophila Single-Cell Database","2","Y","N"
"33245777","3DIV update for 2021: a comprehensive resource of 3D genome and 3D cancer genome.","True","N","high","Database keyword in title","3DIV","3D Interaction Viewer","2","Y","N"
"27899581","""HmtDB 2016: data update, a better performing query system and human mitochondrial DNA haplogroup predictor.""","True","N","high","DB suffix + database keyword","HmtDB","Human Mitochondrial Database","2","Y","N"
"25805861","SRD: a Staphylococcus regulatory RNA database.","True","N","high","Database keyword in title","SRD","Staphylococcus Regulatory RNA Database","2","Y","N"
"32496513","gutMEGA: a database of the human gut MEtaGenome Atlas.","True","N","high","Database keyword in title","gutMEGA","Gut Metagenome Atlas","2","Y","N"
"26590264","MutationAligner: a resource of recurrent mutation hotspots in protein domains in cancer.","True","N","high","Database keyword in title","MutationAligner","Mutation Alignment Resource","2","Y","N"
"29112749","PGG.Population: a database for understanding the genomic diversity and genetic ancestry of human populations.","True","N","high","Database keyword in title","PGG.Population","Population Genetics and Genomics","2","Y","N"
"24363285","Plant Genome DataBase Japan (PGDBj): a portal website for the integration of plant genome-related databases.","True","N","high","Database keyword in title","PGDBj","Plant Genome Database Japan","2","Y","N"
"23110448","YeastIP: a database for identification and phylogeny of Saccharomycotina yeasts.","True","N","high","Database keyword in title","YeastIP","Yeast Identification and Phylogeny","2","Y","N"
"31640730","NARD: whole-genome reference panel of 1779 Northeast Asians improves imputation accuracy of rare and low-frequency variants.","True","N","high","Database keyword in title","NARD","Northeast Asian Reference Database","2","Y","N"
"30245835","PGD: Pineapple Genomics Database.","True","N","high","Database keyword in title","PGD","Pineapple Genomics Database","2","Y","N"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","True","N","high","Database keyword in title","DBDB","Developmental Brain Disorders Database","2","Y","N"
"29992323","CeleryDB: a genomic database for celery.","True","N","high","DB suffix + database keyword","CeleryDB","Celery Database","2","Y","N"
"28704505","CSmiRTar: Condition-Specific microRNA targets database.","True","N","high","Database keyword in title","CSmiRTar","Condition-Specific miRNA Targets","2","Y","N"
"34536568","SmProt: A Reliable Repository with Comprehensive Annotation of Small Proteins Identified from Ribosome Profiling.","True","N","high","Repository keyword in title","SmProt","Small Proteins Database","2","Y","N"
"30357367","CORUM: the comprehensive resource of mammalian protein complexes-2019.","True","N","high","Database keyword in title","CORUM","Comprehensive Resource of Mammalian Protein Complexes","2","Y","N"
