pmid,title,best_url,best_url_score,best_url_title_match,best_url_matched_keywords,best_url_is_live,best_url_status,urls_count,source
31260040,"""PTSD Biomarker Database: deep dive metadatabase for PTSD biomarkers, visualizations and analysis tools.""",https://ptsd.scai.fraunhofer.de/frequencies,50.0,True,ptsd,True,200.0,15,GOOD_TITLE_MATCH
32855428,"""HIT-COVID, a global database tracking public health interventions to COVID-19.""",https://data.humdata.org/dataset/acaps-covid19-government-measures-dataset,66.0,True,covid,True,200.0,9,GOOD_TITLE_MATCH
33343418,Computational Psychiatry Research Map (CPSYMAP): A New Database for Visualizing Research Papers.,https://ncnp-cpsy-rmap.web.app/,60.0,True,map,True,200.0,4,GOOD_TITLE_MATCH
34588443,JCGA: the Japanese version of the Cancer Genome Atlas and its contribution to the interpretation of gene alterations detected in clinical cancer genome sequencing.,https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga/studied-cancers,63.0,True,cancer,True,200.0,7,GOOD_TITLE_MATCH
33205130,"""The Veterans Affairs Precision Oncology Data Repository, a Clinical, Genomic, and Imaging Research Database.""",https://wiki.cancerimagingarchive.net/display/Public/APOLLO-1-VA,68.0,True,imaging,True,200.0,16,GOOD_TITLE_MATCH
30358842,VianniaTopes: a database of predicted immunogenic peptides for Leishmania (Viannia) species.,http://bioinfo.indicasat.org.pa/vianniatopes/index.html,63.0,True,"vianniatopes, viannia",True,200.0,2,GOOD_TITLE_MATCH
34469576,Drosophila Evolution over Space and Time (DEST): A New Population Genomics Resource.,https://dest.bio,68.0,True,dest,True,200.0,11,GOOD_TITLE_MATCH
29896176,The Human Virome Protein Cluster Database (HVPC): A Human Viral Metagenomic Database for Diversity and Function Annotation.,http://metagenomics.anl.gov/,63.0,True,metagenomic,True,200.0,13,GOOD_TITLE_MATCH
26375206,"""The Cambridge Centre for Ageing and Neuroscience (Cam-CAN) data repository: Structural and functional MRI, MEG, and cognitive data from a cross-sectional adult lifespan sample.""",http://www.mrc-cbu.cam.ac.uk/datasets/camcan/,63.0,True,"cam, can",True,200.0,1,GOOD_TITLE_MATCH
22438982,The database for aggregate analysis of ClinicalTrials.gov (AACT) and subsequent regrouping by clinical specialty.,https://www.trialstransformation.org/projects/improving-the-public-interface-for-use-of-aggregate-data-in-clinicaltrials.gov/aact-database-for-aggregate-analysis-of-clinicaltrials.gov,73.0,True,"database, clinicaltrials, aact",True,200.0,20,GOOD_TITLE_MATCH
35474959,NeuroGT: A brain atlas of neurogenic tagging CreER drivers for birthdate-based classification and manipulation of mouse neurons.,https://ssbd.riken.jp/neurogt/,50.0,True,neurogt,True,200.0,4,GOOD_TITLE_MATCH
30208877,"""Global Abortion Policies Database: a new approach to strengthening knowledge on laws, policies, and human rights standards.""",http://ghdx.healthdata.org/record/annual-review-population-law-database-abortion-laws-world,66.0,True,"database, abortion",True,200.0,13,GOOD_TITLE_MATCH
29866037,Disbiome database: linking the microbiome to disease.,https://disbiome.ugent.be,58.0,True,disbiome,True,200.0,3,GOOD_TITLE_MATCH
32841606,The Gut Virome Database Reveals Age-Dependent Patterns of Virome Diversity in the Human Gut.,http://portal.nersc.gov/dna/microbial/prokpubs/EarthVirome_DP/final_list.hmms,66.0,True,virome,True,200.0,24,GOOD_TITLE_MATCH
33623035,"""The DecNef collection, fMRI data from closed-loop decoded neurofeedback experiments.""",https://bicr.atr.jp/decnefpro/software/,60.0,True,decnef,True,200.0,6,GOOD_TITLE_MATCH
22134646,An improved Greengenes taxonomy with explicit ranks for ecological and evolutionary analyses of bacteria and archaea.,http://greengenes.lbl.gov/,73.0,True,greengenes,True,200.0,6,GOOD_TITLE_MATCH
30862647,"""GenTree, an integrated resource for analyzing the evolution and function of primate-specific coding genes.""",http://gentree.ioz.ac.cn/,55.0,True,gentree,True,200.0,6,GOOD_TITLE_MATCH
31346170,FDA-ARGOS is a database with public quality-controlled reference genomes for diagnostic use and regulatory science.,https://www.fda.gov/medical-devices/science-and-research-medical-devices/database-reference-grade-microbial-sequences-fda-argos,63.0,True,"database, fda, argos",True,200.0,17,GOOD_TITLE_MATCH
33256642,Epistemonikos: a comprehensive database of systematic reviews for health decision-making.,https://www.tripdatabase.com/,68.0,True,database,True,200.0,10,GOOD_TITLE_MATCH
34348131,The COVIDome Explorer researcher portal.,https://medschool.cuanschutz.edu/covidome/,65.0,True,covidome,True,200.0,16,GOOD_TITLE_MATCH
32194971,Portal of Juglandaceae: A comprehensive platform for Juglandaceae study.,http://www.juglandaceae.net,50.0,True,juglandaceae,True,200.0,2,GOOD_TITLE_MATCH
33082925,Tianxia120: A Multimodal Medical Data Collection Bioinformatic System for Proactive Health Management in Internet of Medical Things.,http://www.who.int/news-room/fact-sheets/detail/ageing-and-health,50.0,True,health,True,200.0,1,GOOD_TITLE_MATCH
33112870,"""Prometheus, an omics portal for interkingdom comparative genomic analyses.""",https://prometheus.kobic.re.kr,50.0,True,prometheus,True,200.0,4,GOOD_TITLE_MATCH
32463383,Fungal metabarcoding data integration framework for the MycoDiversity DataBase (MDDB).,https://mycodiversity.liacs.nl,50.0,True,mycodiversity,True,200.0,34,GOOD_TITLE_MATCH
28289699,"""A database for reproducible manipulation research: CapriDB - Capture, Print, Innovate.""",http://www.csc.kth.se/capridb/,68.0,True,capridb,True,200.0,8,GOOD_TITLE_MATCH
30497362,GLOSSary: the GLobal Ocean 16S subunit web accessible resource.,http://ocean-microbiome.embl.de/companion.html,58.0,True,ocean,True,200.0,14,GOOD_TITLE_MATCH
31064348,The SYNBREED chicken diversity panel: a global resource to assess chicken diversity at high genomic resolution.,http://www.synbreed.tum.de,50.0,True,synbreed,True,200.0,9,GOOD_TITLE_MATCH
28261261,The Pancreatic Islet Regulome Browser.,http://www.isletregulome.com,50.0,True,"islet, regulome",True,200.0,7,GOOD_TITLE_MATCH
25631317,"""The Drosophila genome nexus: a population genomic resource of 623 Drosophila melanogaster genomes, including 197 from a single ancestral range population.""",http://johnpool.net/genomes.html,58.0,True,genome,True,200.0,6,GOOD_TITLE_MATCH
32660827,"""EURL ECVAM Genotoxicity and Carcinogenicity Database of Substances Eliciting Negative Results in the Ames Test: Construction of the Database.""",http://data.europa.eu/89h/jrc-eurl-ecvam-genotoxicity-carcinogenicity-ames,61.0,True,"eurl, ecvam, genotoxicity, carcinogenicity, ames",True,200.0,20,GOOD_TITLE_MATCH
33590862,"""long-read-tools.org: an interactive catalogue of analysis methods for long-read sequencing data.""",https://timkahlke.github.io/LongRead_tutorials/,50.0,True,"long, read",True,200.0,7,GOOD_TITLE_MATCH
31349743,"""WeReview: CRISPR Tools-Live Repository of Computational Tools for Assisting CRISPR/Cas Experiments.""",https://bioinfogp.cnb.csic.es/tools/wereview/crisprtools/,68.0,True,"wereview, crispr, tools",True,200.0,2,GOOD_TITLE_MATCH
33166390,"""COVID19 Drug Repository: text-mining the literature in search of putative COVID19 therapeutics.""",https://www.covid19dataportal.org/,66.0,True,covid19,True,200.0,36,GOOD_TITLE_MATCH
30658642,"""An online mapping database of molecular markers of drug resistance in Plasmodium falciparum: the ACT Partner Drug Molecular Surveyor.""",http://www.drugresistancemaps.org,55.0,True,"drug, resistance",True,200.0,15,GOOD_TITLE_MATCH
32016319,"""PLANiTS: a curated sequence reference dataset for plant ITS DNA metabarcoding.""",http://its2.bioapps.biozentrum.uni-wuerzburg.de/,58.0,True,its,True,200.0,2,GOOD_TITLE_MATCH
33051448,"""A naturalistic neuroimaging database for understanding the brain using ecological stimuli.""",http://naturalistic-neuroimaging-database.org/,73.0,True,database,True,200.0,27,GOOD_TITLE_MATCH
29185060,The CompTox Chemistry Dashboard: a community data resource for environmental chemistry.,https://comptox.epa.gov,65.0,True,comptox,True,200.0,128,GOOD_TITLE_MATCH
33741990,"""The Amsterdam Open MRI Collection, a set of multimodal MRI datasets for individual difference analyses.""",https://openneuro.org/datasets/ds003097,63.0,True,open,True,200.0,20,GOOD_TITLE_MATCH
31317070,National platform for Rare Diseases Data Registry of Japan.,http://ecompliance.co.jp/english/Japanese%20ERES%20Guideline.html,60.0,True,japan,True,200.0,22,GOOD_TITLE_MATCH
25685001,"""VIS - A database on the distribution of fishes in inland and estuarine waters in Flanders, Belgium.""",http://dataset.inbo.be/vis-inland-occurrences,68.0,True,vis,True,200.0,9,GOOD_TITLE_MATCH
40568240,"""The Aging Brain Cohort (ABC) repository: The University of South Carolina's multimodal lifespan database for studying the relationship between the brain, cognition, genetics and behavior in healthy aging.""",https://aging.sc.gov/programs-initiatives/alzheimers-resource-coordination-center-arcc,63.0,True,aging,True,200.0,17,GOOD_TITLE_MATCH
34966594,Transcriptome atlas of <i>Phalaenopsis equestris</i>.,http://travadb.org/browse/Species=Phalaenopsis_equestris/,76.0,True,phalaenopsis,True,200.0,2,GOOD_TITLE_MATCH
32000661,ASlive: a database for alternative splicing atlas in livestock animals.,http://aslive.org,65.0,True,aslive,True,200.0,3,GOOD_TITLE_MATCH
25977801,Multi-modal ultra-high resolution structural 7-Tesla MRI data repository.,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Atlases,55.0,True,mri,True,200.0,5,GOOD_TITLE_MATCH
34389730,"""The World Checklist of Vascular Plants, a continuously updated resource for exploring global plant diversity.""",http://www.plantsoftheworldonline.org,55.0,True,"world, plants",True,200.0,21,GOOD_TITLE_MATCH
26194356,RiTE database: a resource database for genus-wide rice genomics and evolutionary biology.,http://www.genome.arizona.edu/rite,63.0,True,rite,True,200.0,13,GOOD_TITLE_MATCH
34664389,"""COVID19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.""",http://hipathia.babelomics.org/covid19/,63.0,True,covid19,True,200.0,53,GOOD_TITLE_MATCH
34359584,<i>PlasmiR</i>: A Manual Collection of Circulating microRNAs of Prognostic and Diagnostic Value.,http://microrna.gr/plasmir/,50.0,True,plasmir,True,200.0,14,GOOD_TITLE_MATCH
33639842,A gene expression atlas for kiwifruit (Actinidia chinensis) and network analysis of transcription factors.,http://bar.utoronto.ca/efp_actinidia/cgi-bin/efpWeb.cgi,60.0,True,actinidia,True,200.0,6,GOOD_TITLE_MATCH
33321957,<i>citSATdb</i>: Genome-Wide Simple Sequence Repeat (SSR) Marker Database of <i>Citrus</i> Species for Germplasm Characterization and Crop Improvement.,https://www.citrusgenomedb.org/,66.0,True,"genome, citrus",True,200.0,3,GOOD_TITLE_MATCH
34588463,"""COVID Border Accountability Project, a hand-coded global database of border closures introduced during 2020.""",https://data.humdata.org/dataset/acaps-covid19-government-measures-dataset?fbclid=IwAR2Sve-mU-brCXFgTSxBFCoDOuEEM00zsmMpY8KttI7z7HMzU-g6Yg-C4Ms,66.0,True,covid,True,200.0,30,GOOD_TITLE_MATCH
29072141,Inferring transposons activity chronology by TRANScendence - TEs database and de-novo mining tool.,http://bioputer.mimuw.edu.pl/transcendence,73.0,True,transcendence,True,200.0,6,GOOD_TITLE_MATCH
34393582,The InBIO Barcoding Initiative Database: DNA barcodes of Portuguese Hemiptera 01.,http://www.aegaweb.com/arquivos_entomoloxicos/ae24_2021_valcarcel_prieto_aportaciones_catalogo_critico_rhopalidae_hemiptera_peninsula_iberica_baleares.pdf,58.0,True,hemiptera,True,200.0,15,GOOD_TITLE_MATCH
33179751,"""The ModelSEED Biochemistry Database for the integration of metabolic annotations and the reconstruction, comparison and analysis of metabolic models for plants, fungi and microbes.""",https://modelseed.org/biochem,63.0,True,modelseed,True,200.0,2,GOOD_TITLE_MATCH
30633419,Plant ISOform sequencing database (PISO): a comprehensive repertory of full-length transcripts in plants.,http://cbi.hzau.edu.cn/piso/,65.0,True,piso,True,200.0,7,GOOD_TITLE_MATCH
34038032,RiceLncPedia: a comprehensive database of rice long non-coding RNAs.,http://3dgenome.hzau.edu.cn/RiceLncPedia,63.0,True,ricelncpedia,True,200.0,9,GOOD_TITLE_MATCH
23092926,DFVF: database of fungal virulence factors.,http://sysbio.unl.edu/DFVF/,63.0,True,dfvf,True,200.0,3,GOOD_TITLE_MATCH
34433410,LinkedImm: a linked data graph database for integrating immunological data.,http://linkedimm.org,65.0,True,linkedimm,True,200.0,13,GOOD_TITLE_MATCH
27441375,EbolaID: An Online Database of Informative Genomic Regions for Ebola Identification and Treatment.,http://ebolaid.portugene.com,58.0,True,"ebolaid, ebola",True,200.0,6,GOOD_TITLE_MATCH
28316655,ExCAPE-DB: an integrated large scale dataset facilitating Big Data analysis in chemogenomics.,https://solr.ideaconsult.net/search/excape/,50.0,True,excape,True,200.0,11,GOOD_TITLE_MATCH
32991828,Cancer PRSweb: An Online Repository with Polygenic Risk Scores for Major Cancer Traits and Their Evaluation in Two Independent Biobanks.,https://prsweb.sph.umich.edu,55.0,True,prsweb,True,200.0,30,GOOD_TITLE_MATCH
27863903,TrypTag.org: A Trypanosome Genome-wide Protein Localisation Resource.,http://tryptag.org,65.0,True,tryptag,True,200.0,1,GOOD_TITLE_MATCH
33753737,Fault2SHA Central Apennines database and structuring active fault data for seismic hazard assessment.,http://fault2sha.net/,50.0,True,fault2sha,True,200.0,8,GOOD_TITLE_MATCH
32333496,PsORF: a database of small ORFs in plants.,http://psorf.whu.edu.cn/,55.0,True,psorf,True,200.0,10,GOOD_TITLE_MATCH
23817071,LipidBlast in silico tandem mass spectrometry database for lipid identification.,http://fiehnlab.ucdavis.edu/projects/LipidBlast/,73.0,True,lipidblast,True,200.0,9,GOOD_TITLE_MATCH
28736578,The Dark Proteome Database.,http://darkproteome.ws,68.0,True,"dark, proteome",True,200.0,12,GOOD_TITLE_MATCH
29244774,3DCONS-DB: A Database of Position-Specific Scoring Matrices in Protein Structures.,http://3dcons.cnb.csic.es,60.0,True,3dcons,True,200.0,5,GOOD_TITLE_MATCH
24967073,BIOFRAG - a new database for analyzing BIOdiversity responses to forest FRAGmentation.,http://reptile-database.org/,63.0,True,database,True,200.0,9,GOOD_TITLE_MATCH
28617437,"""EMT-Regulome: a database for EMT-related regulatory interactions, motifs and network.""",http://www.medsysbio.org/EMTRegulome,73.0,True,"emt, regulome",True,200.0,2,GOOD_TITLE_MATCH
34347828,EUAdb: A resource for COVID-19 test development and comparison.,https://www.fda.gov/medical-devices/coronavirus-disease-2019-covid-19-emergency-use-authorizations-medical-devices/vitro-diagnostics-euas#individual-molecular,55.0,True,covid,True,200.0,4,GOOD_TITLE_MATCH
28210206,The UNC-Wisconsin Rhesus Macaque Neurodevelopment Database: A Structural MRI and DTI Database of Early Postnatal Development.,http://www.nitrc.org/projects/dtiprep,55.0,True,dti,True,200.0,13,GOOD_TITLE_MATCH
34248680,The SPARC DRC: Building a Resource for the Autonomic Nervous System Community.,https://sparc.science/datasets/95,68.0,True,sparc,True,200.0,42,GOOD_TITLE_MATCH
36475086,The NMR Spectral Measurement Database: A System for Organizing and Accessing NMR Spectra of Therapeutic Proteins.,https://www.ibbr.umd.edu/nmrpipe/permanent/nmr-smdb.pdf,73.0,True,nmr,True,200.0,10,GOOD_TITLE_MATCH
35516285,cheML.io: an online database of ML-generated molecules.,https://cheml.io,50.0,True,cheml,True,200.0,4,GOOD_TITLE_MATCH
30107399,Monitoring changes in the Gene Ontology and their impact on genomic data analysis.,http://www.geneontology.org/GO.slims.shtml,63.0,True,"gene, ontology",True,200.0,20,GOOD_TITLE_MATCH
26656649,Gene discovery for Mendelian conditions via social networking: de novo variants in KDM1A cause developmental delay and distinctive facial features.,http://www.mygene2.org,63.0,True,gene,True,200.0,15,GOOD_TITLE_MATCH
31942161,"""Harvestmen occurrence database (Arachnida, Opiliones) of the Museu Paraense Emílio Goeldi, Brazil.""",https://ipt.sibbr.gov.br/goeldi/resource?r=museuparaenseemiliogoeldi-collection-aracnologiaopiliones,63.0,True,goeldi,True,200.0,14,GOOD_TITLE_MATCH
21624155,The Translational Medicine Ontology and Knowledge Base: driving personalized medicine by bridging the gap between bench and bedside.,http://www.w3.org/wiki/HCLSIG/PharmaOntology,55.0,True,ontology,True,200.0,16,GOOD_TITLE_MATCH
31702008,Database Resources of the National Genomics Data Center in 2020.,https://bigd.big.ac.cn/databases,73.0,True,database,True,200.0,41,GOOD_TITLE_MATCH
34046592,A map of the SARS-CoV-2 RNA structurome.,http://www.incarnatolab.com/datasets/SARS_Manfredonia_2020.php,68.0,True,"sars, rna",True,200.0,6,GOOD_TITLE_MATCH
32601103,A New Data Repository for Pharmacokinetic Natural Product-Drug Interactions: From Chemical Characterization to Clinical Studies.,http://www.druginteractionsolutions.org,55.0,True,"drug, interactions",True,200.0,9,GOOD_TITLE_MATCH
32695791,Semantic and Geographical Analysis of COVID-19 Trials Reveals a Fragmented Clinical Research Landscape Likely to Impair Informativeness.,https://bioinfo.ieo.it/shiny/app/CovidCT,68.0,True,covid,True,200.0,3,GOOD_TITLE_MATCH
25977788,"""A repository of assays to quantify 10,000 human proteins by SWATH-MS.""",http://www.openswath.org,55.0,True,swath,True,200.0,6,GOOD_TITLE_MATCH
31598718,SEAweb: the small RNA Expression Atlas web application.,http://sea.ims.bio/,18.0,False,,True,200.0,2,LOW_SCORE_VERIFIED
31267133,piRDisease v1.0: a manually curated database for piRNA associated diseases.,http://piwirna2disease.org/,15.0,False,,False,,2,LOW_SCORE_VERIFIED
27185890,QuadBase2: web server for multiplexed guanine quadruplex mining and visualization.,quadbase.igib.res.in,18.0,False,,False,,1,LOW_SCORE_VERIFIED
32074470,CoMPARA: Collaborative Modeling Project for Androgen Receptor Activity.,https://comptox.epa.gov/dashboard/dsstoxdb/batch_search,13.0,False,,True,200.0,34,LOW_SCORE_VERIFIED
31236561,SeQuery: an interactive graph database for visualizing the GPCR superfamily.,http://cluster.phy.ntnu.edu.tw,5.0,False,,False,,1,LOW_SCORE_VERIFIED
31169291,Endometriosis Knowledgebase: a gene-based resource on endometriosis.,http://www.ek.bicnirrh.res.in,0.0,False,,False,,1,LOW_SCORE_VERIFIED
30239678,"""THE-DB: a threading model database for comparative protein structure analysis of the E. coli K12 and human proteomes.""",https://zhanglab.ccmb.med.umich.edu/THE-DB/,13.0,False,,True,200.0,5,LOW_SCORE_VERIFIED
30649297,RRMdb-an evolutionary-oriented database of RNA recognition motif sequences.,http://iimcb.genesilico.pl/rrm,18.0,False,,False,404.0,1,LOW_SCORE_VERIFIED
26220923,Curcumin Resource Database.,http://www.crdb.in,11.0,False,,True,200.0,4,LOW_SCORE_VERIFIED
25883147,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community.,http://rgv.genouest.org,15.0,False,,True,200.0,1,LOW_SCORE_VERIFIED
21818249,The Barcode of Life Data Portal: bridging the biodiversity informatics divide for DNA barcoding.,http://bol.uvm.edu/about.php,15.0,False,,False,,9,LOW_SCORE_VERIFIED
31932593,"""The Database of Cross-Linguistic Colexifications, reproducible analysis of cross-linguistic polysemies.""",https://clics.clld.org/,15.0,False,,True,200.0,5,LOW_SCORE_VERIFIED
27830061,<i>mouseTube</i> - a database to collaboratively unravel mouse ultrasonic communication.,http://mousetube.pasteur.fr,10.0,False,,True,200.0,1,LOW_SCORE_VERIFIED
28053117,GB3.0: a platform for plant bio-design that connects functional DNA elements with associated biological data.,https://gbcloning.upv.es/,0.0,False,,False,,6,LOW_SCORE_VERIFIED
30015806,"""Leukocyte Tracking Database, a collection of immune cell tracks from intravital 2-photon microscopy videos.""",http://www.ltdb.info/downloads/,11.0,False,,False,,2,LOW_SCORE_VERIFIED
32542364,GTDB: an integrated resource for glycosyltransferase sequences and annotations.,https://www.biosino.org/gtdb/,73.0,True,gtdb,False,404.0,33,DEAD_HIGH_SCORE
31032842,The MACADAM database: a MetAboliC pAthways DAtabase for Microbial taxonomic groups for mining potential metabolic capacities of archaeal and bacterial taxonomic groups.,http://macadam.toulouse.inra.fr,50.0,True,macadam,False,,6,DEAD_HIGH_SCORE
22139914,MOPED: Model Organism Protein Expression Database.,http://moped.proteinspire.org,63.0,True,"moped, protein",False,,1,DEAD_HIGH_SCORE
26504853,FluKB: A Knowledge-Based System for Influenza Vaccine Target Discovery and Analysis of the Immunological Properties of Influenza Viruses.,http://research4.dfci.harvard.edu/cvc/flukb/,65.0,True,flukb,False,,2,DEAD_HIGH_SCORE
26882984,RhesusBase PopGateway: Genome-Wide Population Genetics Atlas in Rhesus Macaque.,http://www.rhesusbase.org/popGateway,55.0,True,"rhesusbase, popgateway, rhesus",False,,4,DEAD_HIGH_SCORE
23164068,Huvariome: a web server resource of whole genome next-generation sequencing allelic frequencies to aid in pathological candidate gene selection.,http://huvariome.erasmusmc.nl,50.0,True,huvariome,False,,10,DEAD_HIGH_SCORE
30212910,Spfy: an integrated graph database for real-time prediction of bacterial phenotypes and downstream comparative analyses.,https://lfz.corefacility.ca/superphy/spfy/,60.0,True,spfy,False,,15,DEAD_HIGH_SCORE
33066523,circ2GO: A Database Linking Circular RNAs to Gene Function.,https://circ2GO.dkfz.de,60.0,True,circ2go,False,,4,DEAD_HIGH_SCORE
31169290,ResMarkerDB: a database of biomarkers of response to antibody therapy in breast and colorectal cancer.,http://www.resmarkerdb.org,76.0,True,resmarkerdb,False,,4,DEAD_HIGH_SCORE
34445647,ExpressHeart: Web Portal to Visualize Transcriptome Profiles of Non-Cardiomyocyte Cells.,http://shiny.bios.unc.edu/expressheart/,63.0,True,expressheart,False,,1,DEAD_HIGH_SCORE
32024829,ProtCID: a data resource for structural information on protein interactions.,http://dunbrack2.fccc.edu/ProtCiD/IPdbfam/PfamLigands.aspx?Ligand=HEM,73.0,True,protcid,False,,68,DEAD_HIGH_SCORE
29564396,A Reference Viral Database (RVDB) To Enhance Bioinformatics Analysis of High-Throughput Sequencing for Novel Virus Detection.,https://hive.biochemistry.gwu.edu/rvdb,63.0,True,rvdb,False,,9,DEAD_HIGH_SCORE
34206969,PhaLP: A Database for the Study of Phage Lytic Proteins and Their Evolution.,https://www.phalp.org/database,63.0,True,"database, phalp",False,,10,DEAD_HIGH_SCORE
30722041,The radish genome database (RadishGD): an integrated information resource for radish genomics.,http://radish-genome.org,63.0,True,"radish, genome",False,,10,DEAD_HIGH_SCORE
22408426,Aggregating data for computational toxicology applications: The U.S. Environmental Protection Agency (EPA) Aggregated Computational Toxicology Resource (ACToR) System.,http://actor.epa.gov/actor/faces/ToxCastDB/Home.jsp,73.0,True,"epa, actor",False,,18,DEAD_HIGH_SCORE
26228432,"""OCDB: a database collecting genes, miRNAs and drugs for obsessive-compulsive disorder.""",http://alpha.dmi.unict.it/ocdb/,58.0,True,ocdb,False,,2,DEAD_HIGH_SCORE
26425431,NanoE-Tox: New and in-depth database concerning ecotoxicity of nanomaterials.,http://www.toxnet.nlm.nih.gov/newtoxnet/hsdb.htm,73.0,True,tox,False,,7,DEAD_HIGH_SCORE
32353048,Nutrimedia: A novel web-based resource for the general public that evaluates the veracity of nutrition claims using the GRADE approach.,https://bestpractice.bmj.com/info/us/toolkit/learn-ebm/what-is-grade/,58.0,True,grade,False,404.0,19,DEAD_HIGH_SCORE
30256987,AGD: Aneurysm Gene Database.,http://www.ncbi.nih.gov/gene,63.0,True,gene,False,,9,DEAD_HIGH_SCORE
26297754,The INDEPTH Data Repository: An International Resource for Longitudinal Population and Health Data From Health and Demographic Surveillance Systems.,http://www.indepth-ishare.org,55.0,True,indepth,False,,8,DEAD_HIGH_SCORE
29669592,GGDonto ontology as a knowledge-base for genetic diseases and disorders of glycan metabolism and their causative genes.,http://jcggdb.jp/rdf/diseases/ggdonto-schema%23,61.0,True,ggdonto,False,404.0,41,DEAD_HIGH_SCORE
24758335,EndoNet: an information resource about the intercellular signaling network.,http://endonet.bioinf.med.uni-goettingen.de,68.0,True,endonet,False,,5,DEAD_HIGH_SCORE
28535294,HGVA: the Human Genome Variation Archive.,http://docs.opencb.org/display/hgva/Datasets+and+Studies,73.0,True,hgva,False,503.0,16,DEAD_HIGH_SCORE
25061374,"""CracidMex1: a comprehensive database of global occurrences of cracids (Aves, Galliformes) with distribution in Mexico.""",http://www.bio-nica.info/biblioteca/ListaPatronAvesNicaragua2007.pdf,58.0,True,aves,False,,70,DEAD_HIGH_SCORE
29970001,Plant organelle RNA editing and its specificity factors: enhancements of analyses and new database features in PREPACT 3.0.,ppr.plantenergy.uwa.edu.au,65.0,True,plant,False,,6,DEAD_HIGH_SCORE
34316704,Cancer LncRNA Census 2 (CLC2): an enhanced resource reveals clinical features of cancer lncRNAs.,http://biophy.dzu.edu.cn/EVLncRNAs/,63.0,True,lncrna,False,,23,DEAD_HIGH_SCORE
34253812,DES-Tcell is a knowledgebase for exploring immunology-related literature.,http://cbrc.kaust.edu.sa/des-tcell/,65.0,True,"des, tcell",False,503.0,2,DEAD_HIGH_SCORE
28112271,"""SecretEPDB: A comprehensive web-based resource for secreted effector proteins of the bacterial types III, IV and VI secretion systems.""",http://secretepdb.erc.monash.edu.au/submission.jsp,76.0,True,secretepdb,False,404.0,7,DEAD_HIGH_SCORE
28127234,RAINBIO: a mega-database of tropical African vascular plants distributions.,http://rainbio.cesab.org/,63.0,True,rainbio,False,404.0,40,DEAD_HIGH_SCORE
31250015,MolMeDB: Molecules on Membranes Database.,http://molmedb.upol.cz,71.0,True,molmedb,False,,6,DEAD_HIGH_SCORE
31819989,NeoPeptide: an immunoinformatic database of T-cell-defined neoantigens.,http://www.neopeptide.cn,50.0,True,neopeptide,False,,11,DEAD_HIGH_SCORE
31820805,UPObase: an online database of unspecific peroxygenases.,upobase.bioinformaticsreview.com,58.0,True,upobase,False,,18,DEAD_HIGH_SCORE
26704706,MycoBASE: expanding the functional annotation coverage of mycobacterial genomes.,strong.ucdenver.edu/mycobase,65.0,True,mycobase,False,,1,DEAD_HIGH_SCORE
31650170,ProtMiscuity: a database of promiscuous proteins.,http://ufq.unq.edu.ar/protmiscuity,55.0,True,protmiscuity,False,,3,DEAD_HIGH_SCORE
30030469,Circ2Disease: a manually curated database of experimentally validated circRNAs in human disease.,http://bioinformatics.zju.edu.cn/Circ2Disease/circRNAgroup.html,63.0,True,circ2disease,False,404.0,2,DEAD_HIGH_SCORE
28105316,CanVar: A resource for sharing germline variation in cancer patients.,http://canvar.icr.ac.uk,65.0,True,canvar,False,,3,DEAD_HIGH_SCORE
25819073,BioXpress: an integrated RNA-seq-derived gene expression database for pan-cancer analysis.,http://hive.biochemistry.gwu.edu/tools/bioxpress,63.0,True,bioxpress,False,,8,DEAD_HIGH_SCORE
33392435,PhyloGenes: An online phylogenetics and functional genomics resource for plant gene function inference.,http://www.phylogenes.org/grafting,63.0,True,phylogenes,False,403.0,8,DEAD_HIGH_SCORE
27230105,ProCarDB: a database of bacterial carotenoids.,http://bioinfo.imtech.res.in/servers/procardb/?c=aboutus&m=downloads,68.0,True,procardb,False,500.0,10,DEAD_HIGH_SCORE
25712262,YPED: an integrated bioinformatics suite and database for mass spectrometry-based proteomics research.,http://yped.med.yale.edu/yped_dist/,65.0,True,yped,False,,15,DEAD_HIGH_SCORE
24517501,SNPchiMp: a database to disentangle the SNPchip jungle in bovine livestock.,http://bioinformatics.tecnoparco.org/SNPchimp,73.0,True,snpchimp,False,,7,DEAD_HIGH_SCORE
30219837,lncSLdb: a resource for long non-coding RNA subcellular localization.,http://bioinformatics.xidian.edu.cn/lncSLdb,73.0,True,lncsldb,False,,5,DEAD_HIGH_SCORE
31608948,KOFFI and Anabel 2.0-a new binding kinetics database and its integration in an open-source binding analysis software.,http://www.koffidb.org,66.0,True,koffi,False,,3,DEAD_HIGH_SCORE
23153247,PMRD: a curated database for genes and mutants involved in plant male reproduction.,http://www.pmrd.org,55.0,True,pmrd,False,,5,DEAD_HIGH_SCORE
21605354,GPCR-SSFE: a comprehensive database of G-protein-coupled receptor template predictions and homology models.,http://www.ssfa-7tmr.de/ssfe/,60.0,True,ssfe,False,,6,DEAD_HIGH_SCORE
