pmid,title,issue_type,best_url,best_url_score,best_url_title_match,best_url_matched_keywords,issue_description
28596516,mTFkb: a knowledgebase for fundamental annotation of mouse transcription factors.,DEAD_HIGH_SCORE,http://sunlab.cpy.cuhk.edu.hk/mTFkb/,65.0,True,mtfkb,Dead URL with high score (65.0) - may need investigation
33758194,"""WOODIV, a database of occurrences, functional traits, and phylogenetic data for all Euro-Mediterranean trees.""",LOW_SCORE,http://data.kew.org/sid/,16.0,False,,Low score (16.0) - URL may be incorrect
22545727,T3DB: an integrated database for bacterial type III secretion system.,DEAD_HIGH_SCORE,http://biocomputer.bio.cuhk.edu.hk/T3DB/browse,63.0,True,t3db,Dead URL with high score (63.0) - may need investigation
26187044,CoagVDb: a comprehensive database for coagulation factors and their associated SAPs.,DEAD_HIGH_SCORE,http://www.info.vit.ac.in/CoagVdb/index.html,68.0,True,coagvdb,Dead URL with high score (68.0) - may need investigation
31160582,"""CFTI5Med, the new release of the catalogue of strong earthquakes in Italy and in the Mediterranean area.""",LOW_SCORE,https://emidius.mi.ingv.it/CPTI15-DBMI15/index_en.htm,8.0,False,,Low score (8.0) - URL may be incorrect
31839973,MGeND: an integrated database for Japanese clinical and genomic information.,DEAD_HIGH_SCORE,https://mgend.med.kyoto-u.ac.jp,65.0,True,mgend,Dead URL with high score (65.0) - may need investigation
24303294,SysBioCube: A Data Warehouse and Integrative Data Analysis Platform Facilitating Systems Biology Studies of Disorders of Military Relevance.,LOW_SCORE,http://www.canvasxpress.org,5.0,False,,Low score (5.0) - URL may be incorrect
30219838,"""WaspBase: a genomic resource for the interactions among parasitic wasps, insect hosts and plants.""",DEAD_HIGH_SCORE,http://www.insect-genome.com/waspbase/,58.0,True,waspbase,Dead URL with high score (58.0) - may need investigation
22768184,BiofOmics: a Web platform for the systematic and standardized collection of high-throughput biofilm data.,DEAD_HIGH_SCORE,http://biofomics.org,63.0,True,biofomics,Dead URL with high score (63.0) - may need investigation
22233419,MetRxn: a knowledgebase of metabolites and reactions spanning metabolic models and databases.,DEAD_HIGH_SCORE,http://metrxn.che.psu.edu,55.0,True,metrxn,Dead URL with high score (55.0) - may need investigation
26601758,"""VenomKB, a new knowledge base for facilitating the validation of putative venom therapies.""",DEAD_HIGH_SCORE,http://venomkb.tatonettilab.org,55.0,True,venomkb,Dead URL with high score (55.0) - may need investigation
34677393,MSCAT: A Machine Learning Assisted Catalog of Metabolomics Software Tools.,LOW_SCORE,https://www.postgresql.org/,5.0,False,,Low score (5.0) - URL may be incorrect
32082621,FibroAtlas: A Database for the Exploration of Fibrotic Diseases and Their Genes.,DEAD_HIGH_SCORE,http://biokb.ncpsb.org/fibroatlas/,63.0,True,fibroatlas,Dead URL with high score (63.0) - may need investigation
28186632,NorWood: a gene expression resource for evo-devo studies of conifer wood development.,DEAD_HIGH_SCORE,http://NorWood.ConGenIE.org,55.0,True,norwood,Dead URL with high score (55.0) - may need investigation
26543854,OperomeDB: A Database of Condition-Specific Transcription Units in Prokaryotic Genomes.,DEAD_HIGH_SCORE,http://sysbio.informatics.iupui.edu/operomeDB/#/,63.0,True,operomedb,Dead URL with high score (63.0) - may need investigation
33241205,scREAD: A Single-Cell RNA-Seq Database for Alzheimer's Disease.,DEAD_HIGH_SCORE,https://bmbls.bmi.osumc.edu/scread/,65.0,True,scread,Dead URL with high score (65.0) - may need investigation
31414118,PICEAdatabase: a web database for Picea omics and phenotypic information.,DEAD_HIGH_SCORE,http://www.piceadb.com/,61.0,True,picea,Dead URL with high score (61.0) - may need investigation
27114494,CoReCG: a comprehensive database of genes associated with colon-rectal cancer.,DEAD_HIGH_SCORE,http://www.lms.snu.edu.in/CoReCG/,55.0,True,corecg,Dead URL with high score (55.0) - may need investigation
30558550,DAWN: a resource for yielding insights into the diversity among wheat genomes.,DEAD_HIGH_SCORE,http://crobiad.agwine.adelaide.edu.au/dawn/,65.0,True,dawn,Dead URL with high score (65.0) - may need investigation
34895295,ChemTables: a dataset for semantic classification on tables in chemical patents.,LOW_SCORE,http://webdatacommons.org/webtables/,13.0,False,,Low score (13.0) - URL may be incorrect
34764987,GeneMarkeR: A Database and User Interface for scRNA-seq Marker Genes.,DEAD_HIGH_SCORE,https://shiny.ph.iu.edu/GeneMarkeR/,73.0,True,"genemarker, marker",Dead URL with high score (73.0) - may need investigation
25009514,Food-pics: an image database for experimental research on eating and appetite.,DEAD_HIGH_SCORE,http://www.food-pics.sbg.ac.at,50.0,True,"food, pics",Dead URL with high score (50.0) - may need investigation
31608376,RumimiR: a detailed microRNA database focused on ruminant species.,DEAD_HIGH_SCORE,http://rumimir.sigenae.org/,65.0,True,rumimir,Dead URL with high score (65.0) - may need investigation
29574976,Database for High Throughput Screening Hits (dHITS): a simple tool to retrieve gene specific phenotypes from systematic screens done in yeast.,DEAD_HIGH_SCORE,https://www.dhitsmayalab.tk/firstPage.php,50.0,True,"hits, dhits",Dead URL with high score (50.0) - may need investigation
29533392,"""GlobTherm, a global database on thermal tolerances for aquatic and terrestrial organisms.""",LOW_SCORE,http://www.catalogueoflife.org/annual-checklist/2016,13.0,False,,Low score (13.0) - URL may be incorrect
32611382,Loqusdb: added value of an observations database of local genomic variation.,LOW_SCORE,http://zzz.bwh.harvard.edu/plink/data.shtml#ped,13.0,False,,Low score (13.0) - URL may be incorrect
24199845,SPIEDw: a searchable platform-independent expression database web tool.,LOW_SCORE,http://www.spied.org.uk,15.0,False,,Low score (15.0) - URL may be incorrect
23368899,SymGRASS: a database of sugarcane orthologous genes involved in arbuscular mycorrhiza and root nodule symbiosis.,DEAD_HIGH_SCORE,http://symgrass.dyndns.org,65.0,True,symgrass,Dead URL with high score (65.0) - may need investigation
21466708,dbOGAP - an integrated bioinformatics resource for protein O-GlcNAcylation.,FALSE_POSITIVE_URL,http://httpd.apache.org/,15.0,False,,Reference URL detected (httpd.apache.org) - likely not the announced database
30246068,"""PhytoMolecularTasteDB: An integrative database on the """"molecular taste"""" of Indian medicinal plants.""",LOW_SCORE,http://foodb.ca/,11.0,False,,Low score (11.0) - URL may be incorrect
34720637,"""Biovera-Epi: A new database on species diversity, community composition and leaf functional traits of vascular epiphytes along gradients of elevation and forest-use intensity in Mexico.""",LOW_SCORE,https://binary.pensoft.net/file/568751,0.0,False,,Low score (0.0) - URL may be incorrect
31628326,"""QM-sym, a symmetrized quantum chemistry database of 135 kilo molecules.""",LOW_SCORE,http://www.jmol.org,5.0,False,,Low score (5.0) - URL may be incorrect
33318981,iSignDB: A database for smartphone signature biometrics.,LOW_SCORE,https://apps.apple.com/us/app/matlab-mobile/id370976661,0.0,False,,Low score (0.0) - URL may be incorrect
21959866,3DSwap: curated knowledgebase of proteins involved in 3D domain swapping.,DEAD_HIGH_SCORE,http://caps.ncbs.res.in/3dswap,50.0,True,3dswap,Dead URL with high score (50.0) - may need investigation
23091487,"""CMD: A Database to Store the Bonding States of Cysteine Motifs with Secondary Structures.""",DEAD_HIGH_SCORE,http://birg4.fbb.utm.my/cmd,60.0,True,cmd,Dead URL with high score (60.0) - may need investigation
30781586,"""CVm6A: A Visualization and Exploration Database for m⁶As in Cell Lines.""",DEAD_HIGH_SCORE,http://gb.whu.edu.cn:8080/CVm6A,55.0,True,cvm6a,Dead URL with high score (55.0) - may need investigation
30624596,"""OTUX: V-region specific OTU database for improved 16S rRNA OTU picking and efficient cross-study taxonomic comparison of microbiomes.""",DEAD_HIGH_SCORE,https://web.rniapps.net/otux/,60.0,True,"otux, otu",Dead URL with high score (60.0) - may need investigation
31902976,"""BioDADPep: A Bioinformatics database for anti diabetic peptides.""",DEAD_HIGH_SCORE,http://omicsbase.com/BioDADPep/,58.0,True,biodadpep,Dead URL with high score (58.0) - may need investigation
33060804,"""Construction of TUATinsecta database that integrated plant and insect database for screening phytophagous insect metabolic products with medicinal potential.""",LOW_SCORE,https://togodb.org/db/tuat_insecta,16.0,False,,Low score (16.0) - URL may be incorrect
29688221,"""DataTri, a database of American triatomine species occurrence.""",LOW_SCORE,http://www.splink.org.br/,5.0,False,,Low score (5.0) - URL may be incorrect
30239678,"""THE-DB: a threading model database for comparative protein structure analysis of the E. coli K12 and human proteomes.""",LOW_SCORE,https://zhanglab.ccmb.med.umich.edu/THE-DB/,13.0,False,,Low score (13.0) - URL may be incorrect
25643023,"""PRIMED: PRIMEr database for deleting and tagging all fission and budding yeast genes developed using the open-source genome retrieval script (GRS).""",LOW_SCORE,http://www.sanger.ac.uk/research/projects/genomeinformatics/sgrp.html,13.0,False,,Low score (13.0) - URL may be incorrect
33172432,"""Ophthatome™: an integrated knowledgebase of ophthalmic diseases for translating vision research into the clinic.""",DEAD_HIGH_SCORE,https://demo.ophthatome.com/,50.0,True,ophthatome,Dead URL with high score (50.0) - may need investigation
32850476,"""TickSialoFam (TSFam): A Database That Helps to Classify Tick Salivary Proteins, a Review on Tick Salivary Protein Function and Evolution, With Considerations on the Tick Sialome Switching Phenomenon.""",FALSE_POSITIVE_URL,ftp://ftp.ncbi.nlm.nih.gov/blast/executables/legacy.NOTSUPPORTED/2.2.26/,15.0,False,,Reference URL detected () - likely not the announced database
30204154,"""The eICU Collaborative Research Database, a freely available multi-center database for critical care research.""",LOW_SCORE,https://www.gpo.gov/fdsys/pkg/PLAW-104publ191/html/PLAW-104publ191.htm,5.0,False,,Low score (5.0) - URL may be incorrect
33034563,"""Interactive Web-Based Resource for Annotation of Genetic Variants Causing Hereditary Angioedema (HADA): Database Development, Implementation, and Validation.""",DEAD_HIGH_SCORE,http://hada.hpc.iter.es/,50.0,True,hada,Dead URL with high score (50.0) - may need investigation
31260041,"""Oomycete Gene Table: an online database for comparative genomic analyses of the oomycete microorganisms.""",LOW_SCORE,http://www.sbi.kmutt.ac.th/cgi-bin/gt/viewer?organism=oomycetes&build=190208,10.0,False,,Low score (10.0) - URL may be incorrect
28872632,"""AmphiBIO, a global database for amphibian ecological traits.""",LOW_SCORE,http://www.auburn.edu/academic/science_math/cosam/collections/reptiles_amphibians/projects/vertbodysize.htm,15.0,False,,Low score (15.0) - URL may be incorrect
32548639,"""MaizeCUBIC: a comprehensive variation database for a maize synthetic population.""",LOW_SCORE,http://modem.hzau.edu.cn/,5.0,False,,Low score (5.0) - URL may be incorrect
25723810,"""Avianbase: a community resource for bird genomics.""",DEAD_HIGH_SCORE,http://avianbase.narf.ac.uk,65.0,True,avianbase,Dead URL with high score (65.0) - may need investigation
25274737,"""RiceVarMap: a comprehensive database of rice genomic variations.""",LOW_SCORE,http://oryzasnp.plantbiology.msu.edu,13.0,False,,Low score (13.0) - URL may be incorrect
30649297,RRMdb-an evolutionary-oriented database of RNA recognition motif sequences.,LOW_SCORE,http://iimcb.genesilico.pl/rrm,18.0,False,,Low score (18.0) - URL may be incorrect
29547394,BIOPYDB: A Dynamic Human Cell Specific Biochemical Pathway Database with Advanced Computational Analyses Platform.,DEAD_HIGH_SCORE,http://biopydb.ncl.res.in/biopydb/index.php,71.0,True,biopydb,Dead URL with high score (71.0) - may need investigation
32901023,"""InvaCost, a public database of the economic costs of biological invasions worldwide.""",LOW_SCORE,https://data.worldbank.org/indicator/PA.NUS.FCRF?end=2017&start=1960,16.0,False,,Low score (16.0) - URL may be incorrect
31008162,FASSEG: A FAce semantic SEGmentation repository for face image analysis.,DEAD_HIGH_SCORE,http://cbcl.mit.edu/software-datasets/FaceData2.html,63.0,True,face,Dead URL with high score (63.0) - may need investigation
31608947,PopTargs: a database for studying population evolutionary genetics of human microRNA target sites.,DEAD_HIGH_SCORE,https://poptargs.essex.ac.uk/,55.0,True,poptargs,Dead URL with high score (55.0) - may need investigation
30200613,Dme-Hsa Disease Database (DHDD): Conserved Human Disease-Related miRNA and Their Targeting Genes in <i>Drosophila melanogaster</i>.,DEAD_HIGH_SCORE,http://bioinf.njnu.edu.cn/dhdd/home.php,63.0,True,dhdd,Dead URL with high score (63.0) - may need investigation
26130660,SInCRe-structural interactome computational resource for Mycobacterium tuberculosis.,DEAD_HIGH_SCORE,http://proline.biochem.iisc.ernet.in/sincre,58.0,True,sincre,Dead URL with high score (58.0) - may need investigation
30624647,"""TP53LNC-DB, the database of lncRNAs in the p53 signalling network.""",DEAD_HIGH_SCORE,http://www.trihpph.net/TP53LNC/index.php,50.0,True,tp53lnc,Dead URL with high score (50.0) - may need investigation
34440019,agReg-SNPdb: A Database of Regulatory SNPs for Agricultural Animal Species.,DEAD_HIGH_SCORE,https://azifi.tz.agrar.uni-goettingen.de/agreg-snpdb,58.0,True,"snpdb, agreg",Dead URL with high score (58.0) - may need investigation
33770143,"""TBDBT: A TB DataBase Template for collection of harmonized TB clinical research data in REDCap, facilitating data standardisation for inter-study comparison and meta-analyses.""",LOW_SCORE,https://www.reportinternational.org/case-report-forms,5.0,False,,Low score (5.0) - URL may be incorrect
32188014,"""Grape-RNA: A Database for the Collection, Evaluation, Treatment, and Data Sharing of Grape RNA-Seq Datasets.""",DEAD_HIGH_SCORE,http://www.grapeworld.cn/gt/transcriptome.html,58.0,True,grape,Dead URL with high score (58.0) - may need investigation
31601051,"""miR2Diabetes: A Literature-Curated Database of microRNA Expression Patterns, in Diabetic Microvascular Complications.""",DEAD_HIGH_SCORE,http://mir2diabetes.yoonlab.or.kr,50.0,True,mir2diabetes,Dead URL with high score (50.0) - may need investigation
31752429,HSF1Base: A Comprehensive Database of HSF1 (Heat Shock Factor 1) Target Genes.,LOW_SCORE,http://PANTHERdb.org/,16.0,False,,Low score (16.0) - URL may be incorrect
34502531,OGT Protein Interaction Network (OGT-PIN): A Curated Database of Experimentally Identified Interaction Proteins of OGT.,DEAD_HIGH_SCORE,https://oglcnac.org/ogt-pin/,55.0,True,"ogt, pin",Dead URL with high score (55.0) - may need investigation
32601290,"""The BenBioDen database, a global database for meio-, macro- and megabenthic biomass and densities.""",LOW_SCORE,http://data.eol.ucar.edu/,16.0,False,,Low score (16.0) - URL may be incorrect
24993547,BigMouth: a multi-institutional dental data repository.,LOW_SCORE,http://www.adea.org/publications/library/otherresources/Pages/2007DistributionofDentistsintheUnitedStatesbyRegionandState%28December2009%29.aspx,13.0,False,,Low score (13.0) - URL may be incorrect
25849067,NexGenEx-Tom: a gene expression platform to investigate the functionalities of the tomato genome.,DEAD_HIGH_SCORE,http://www.cab.unina.it/NexGenEx-Tom,68.0,True,"nexgenex, tom",Dead URL with high score (68.0) - may need investigation
27140145,DABAM: an open-source database of X-ray mirrors metrology.,DEAD_HIGH_SCORE,http://ftp.esrf.eu/pub/scisoft/dabam/readme.html,60.0,True,dabam,Dead URL with high score (60.0) - may need investigation
30335154,ZFLNC: a comprehensive and well-annotated database for zebrafish lncRNA.,DEAD_HIGH_SCORE,http://zflnc.org,55.0,True,zflnc,Dead URL with high score (55.0) - may need investigation
23590173,CamMedNP: building the Cameroonian 3D structural natural products database for virtual screening.,LOW_SCORE,http://www.biomedcentral.com/1472-6882/13/88/prepub,18.0,False,,Low score (18.0) - URL may be incorrect
33575627,aYChr-DB: a database of ancient human Y haplogroups.,LOW_SCORE,https://www.oagr.org.au,5.0,False,,Low score (5.0) - URL may be incorrect
32707870,miRTil: An Extensive Repository for Nile Tilapia microRNA Next Generation Sequencing Data.,DEAD_HIGH_SCORE,https://www.lbbc.ibb.unesp.br/mirtil,60.0,True,mirtil,Dead URL with high score (60.0) - may need investigation
30615482,INDEX-db: The Indian Exome Reference Database (Phase I).,DEAD_HIGH_SCORE,http://indexdb.ncbs.res.in,71.0,True,index,Dead URL with high score (71.0) - may need investigation
28205556,HRGFish: A database of hypoxia responsive genes in fishes.,DEAD_HIGH_SCORE,http://mail.nbfgr.res.in/HRGFish,60.0,True,hrgfish,Dead URL with high score (60.0) - may need investigation
21914200,CastorDB: a comprehensive knowledge base for Ricinus communis.,DEAD_HIGH_SCORE,http://CastorDB.msubiotech.ac.in,71.0,True,castordb,Dead URL with high score (71.0) - may need investigation
22883983,sRNAdb: a small non-coding RNA database for gram-positive bacteria.,DEAD_HIGH_SCORE,http://bioinfo.mikrobio.med.uni-giessen.de/sRNAdb,58.0,True,"srnadb, rna",Dead URL with high score (58.0) - may need investigation
33051443,"""GalliForm, a database of Galliformes occurrence records from the Indo-Malay and Palaearctic, 1800-2008.""",LOW_SCORE,https://www.iucnredlist.org/resources/spatial-data-download,13.0,False,,Low score (13.0) - URL may be incorrect
31147679,VigSatDB: genome-wide microsatellite DNA marker database of three species of Vigna for germplasm characterization and improvement.,DEAD_HIGH_SCORE,http://webtom.cabgrid.res.in/vigna_ssr/,50.0,True,vigna,Dead URL with high score (50.0) - may need investigation
28096900,"""MS_HistoneDB, a manually curated resource for proteomic analysis of human and mouse histones.""",FALSE_POSITIVE_URL,https://CRAN.R-project.org/package=pheatmap,5.0,False,,Reference URL detected (CRAN.R-project.org) - likely not the announced database
22583976,miRFANs: an integrated database for Arabidopsis thaliana microRNA function annotations.,DEAD_HIGH_SCORE,http://www.cassava-genome.cn/mirfans,68.0,True,mirfans,Dead URL with high score (68.0) - may need investigation
32792559,"""ACDC, a global database of amphibian cytochrome-b sequences using reproducible curation for GenBank records.""",FALSE_POSITIVE_URL,http://www.ncbi.nlm.nih.gov/genbank,55.0,True,genbank,Reference URL detected (www.ncbi.nlm.nih.gov) - likely not the announced database
31639057,HMNPPID-human malignant neoplasm protein-protein interaction database.,DEAD_HIGH_SCORE,http://202.118.75.18:8082/HMNPPID.asp,50.0,True,hmnppid,Dead URL with high score (50.0) - may need investigation
31228650,RedoxiBase: A database for ROS homeostasis regulated proteins.,LOW_SCORE,http://bioinfo.genopole-toulouse.prd.fr,8.0,False,,Low score (8.0) - URL may be incorrect
31290951,MycoResistance: a curated resource of drug resistance molecules in Mycobacteria.,DEAD_HIGH_SCORE,http://www.hmulinglab.org/MycoResistance/,55.0,True,mycoresistance,Dead URL with high score (55.0) - may need investigation
30765729,DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning.,LOW_SCORE,https://www.tensorflow.org,5.0,False,,Low score (5.0) - URL may be incorrect
33026137,COSORE: A community database for continuous soil respiration and other soil-atmosphere greenhouse gas flux data.,LOW_SCORE,https://www.dataone.org,13.0,False,,Low score (13.0) - URL may be incorrect
33917533,"""MetaTREE, a novel database focused on metabolic trees, predicts an important detoxification mechanism: the glutathione conjugation.""",LOW_SCORE,http://scikit-learn.org/0.21/documentation.html,5.0,False,,Low score (5.0) - URL may be incorrect
26373861,The International Mouse Strain Resource (IMSR): cataloging worldwide mouse and ES cell line resources.,FALSE_POSITIVE_URL,http://lucene.apache.org,15.0,False,,Reference URL detected (lucene.apache.org) - likely not the announced database
29364988,Socio-affective touch expression database.,LOW_SCORE,https://osf.io/8j74m/,10.0,False,,Low score (10.0) - URL may be incorrect
33904142,"""The Croatian psycholinguistic database: Estimates for 6000 nouns, verbs, adjectives and adverbs.""",LOW_SCORE,https://repozitorij.ffzg.unizg.hr/islandora/object/ffzg%3A833/datastream/DATASET1/view,18.0,False,,Low score (18.0) - URL may be incorrect
28229023,ToxGen: an improved reference database for the identification of type B-trichothecene genotypes in <i>Fusarium</i>.,DEAD_HIGH_SCORE,http://www.fusariumdb.org/index.php,66.0,True,fusarium,Dead URL with high score (66.0) - may need investigation
21291543,GCOD - GeneChip Oncology Database.,DEAD_HIGH_SCORE,http://compbio.dfci.harvard.edu/gcod,73.0,True,gcod,Dead URL with high score (73.0) - may need investigation
30106392,"""The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions.""",LOW_SCORE,https://isic-archive.com/,8.0,False,,Low score (8.0) - URL may be incorrect
30733625,SAliBASE: A Database of Simulated Protein Alignments.,DEAD_HIGH_SCORE,http://www.salibasepak.com,60.0,True,salibase,Dead URL with high score (60.0) - may need investigation
26220923,Curcumin Resource Database.,LOW_SCORE,http://www.crdb.in,11.0,False,,Low score (11.0) - URL may be incorrect
22540288,CDKD: a clinical database of kidney diseases.,DEAD_HIGH_SCORE,http://www.cdkd.org,65.0,True,cdkd,Dead URL with high score (65.0) - may need investigation
30353151,The Medical Genome Reference Bank: a whole-genome data resource of 4000 healthy elderly individuals. Rationale and cohort design.,DEAD_HIGH_SCORE,https://www.genome.one/discovery-genomics,58.0,True,genome,Dead URL with high score (58.0) - may need investigation
29053868,LAGOS-NE: a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of US lakes.,DEAD_HIGH_SCORE,https://soranno.github.io/LAGOS_GIS_Toolbox/,58.0,True,lagos,Dead URL with high score (58.0) - may need investigation
26751762,"""USBombus, a database of contemporary survey data for North American Bumble Bees (Hymenoptera, Apidae, Bombus) distributed in the United States.""",DEAD_HIGH_SCORE,http://www.xerces.org/wp-content/uploads/2013/01/Bombus-affinis-petition.pdf,55.0,True,bombus,Dead URL with high score (55.0) - may need investigation
24731071,MUBII-TB-DB: a database of mutations associated with antibiotic resistance in Mycobacterium tuberculosis.,DEAD_HIGH_SCORE,http://umr5558-bibiserv.univ-lyon1.fr/mubii/mubii-select.cgi,60.0,True,mubii,Dead URL with high score (60.0) - may need investigation
26210853,Database of RNA binding protein expression and disease dynamics (READ DB).,LOW_SCORE,http://darwin.soic.iupui.edu/,15.0,False,,Low score (15.0) - URL may be incorrect
27822119,The Danish Ventral Hernia Database - a valuable tool for quality assessment and research.,DEAD_HIGH_SCORE,http://www.herniedatabasen.dk/index.php/downloads/litteraturliste/,58.0,True,database,Dead URL with high score (58.0) - may need investigation
33024111,"""VOLCORE, a global database of visible tephra layers sampled by ocean drilling.""",LOW_SCORE,http://www.deepseadrilling.org/31/volume/dsdp31_01.pdf,5.0,False,,Low score (5.0) - URL may be incorrect
31636516,Recent developments in the Inorganic Crystal Structure Database: theoretical crystal structure data and related features.,LOW_SCORE,http://openmaterialsdb.se/,11.0,False,,Low score (11.0) - URL may be incorrect
30040077,"""MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations.""",DEAD_HIGH_SCORE,http://manta.cmmt.ubc.ca/manta2,60.0,True,manta2,Dead URL with high score (60.0) - may need investigation
25883147,The ReproGenomics Viewer: an integrative cross-species toolbox for the reproductive science community.,LOW_SCORE,http://rgv.genouest.org,15.0,False,,Low score (15.0) - URL may be incorrect
32936830,The Twitter parliamentarian database: Analyzing Twitter politics across 26 countries.,DEAD_HIGH_SCORE,twitterpoliticians.org,65.0,True,twitter,Dead URL with high score (65.0) - may need investigation
31647030,Comparison of cytosine base editors and development of the BEable-GPS database for targeting pathogenic SNVs.,DEAD_HIGH_SCORE,http://www.picb.ac.cn/rnomics/BEable-GPS,63.0,True,"beable, gps",Dead URL with high score (63.0) - may need investigation
22522342,ScreenTroll: a searchable database to compare genome-wide yeast screens.,DEAD_HIGH_SCORE,http://www.rothsteinlab.com/tools/apps/screenTroll,68.0,True,screentroll,Dead URL with high score (68.0) - may need investigation
29989589,"""FRY, a global database of fire patch functional traits derived from space-borne burned area products.""",FALSE_POSITIVE_URL,https://CRAN.R-project.org/package=SDMTools,13.0,False,,Reference URL detected (CRAN.R-project.org) - likely not the announced database
21930505,Neisseria Base: a comparative genomics database for Neisseria meningitidis.,FALSE_POSITIVE_URL,http://apache.org,15.0,False,,Reference URL detected (apache.org) - likely not the announced database
26238452,SerpentinaDB: a database of plant-derived molecules of Rauvolfia serpentina.,DEAD_HIGH_SCORE,http://home.iitj.ac.in/~bagler/webservers/SerpentinaDB/,68.0,True,serpentinadb,Dead URL with high score (68.0) - may need investigation
33479245,The human O-GlcNAcome database and meta-analysis.,LOW_SCORE,https://data.glygen.org/GLY_000517,16.0,False,,Low score (16.0) - URL may be incorrect
34039271,Lantern: an integrative repository of functional annotations for lncRNAs in the human genome.,DEAD_HIGH_SCORE,sysbio.lab.iupui.edu/lantern,73.0,True,lantern,Dead URL with high score (73.0) - may need investigation
31267134,Phytochelatin database: a resource for phytochelatin complexes of nutritional and environmental metals.,DEAD_HIGH_SCORE,https://s3.amazonaws.com/phytochelatindatabase/full_version_PyCDB_20180821.csv,58.0,True,"database, phytochelatin",Dead URL with high score (58.0) - may need investigation
31344828,Animal Images Database: Validation of 120 Images for Human-Animal Studies.,LOW_SCORE,https://osf.io/mdpt6/,10.0,False,,Low score (10.0) - URL may be incorrect
27932923,"""India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform.""",DEAD_HIGH_SCORE,http://indiabiodiversity.org,63.0,True,"india, biodiversity",Dead URL with high score (63.0) - may need investigation
27190508,Ebolavirus Database: Gene and Protein Information Resource for Ebolaviruses.,LOW_SCORE,http://bioserver1.physics.iisc.ernet.in/EDB/,18.0,False,,Low score (18.0) - URL may be incorrect
32303685,High resolution temporal profiles in the Emissions Database for Global Atmospheric Research.,LOW_SCORE,https://data.giss.nasa.gov/ch4_fung/,16.0,False,,Low score (16.0) - URL may be incorrect
24047532,FishMicrosat: a microsatellite database of commercially important fishes and shellfishes of the Indian subcontinent.,DEAD_HIGH_SCORE,http://mail.nbfgr.res.in/fishmicrosat/,60.0,True,fishmicrosat,Dead URL with high score (60.0) - may need investigation
24882917,"""Expansion of the Ligand Knowledge Base for Chelating P,P-Donor Ligands (LKB-PP).""",LOW_SCORE,http://pubs.acs.org,5.0,False,,Low score (5.0) - URL may be incorrect
22551073,LDGIdb: a database of gene interactions inferred from long-range strong linkage disequilibrium between pairs of SNPs.,DEAD_HIGH_SCORE,http://LDGIdb.genomics.sinica.edu.tw,76.0,True,ldgidb,Dead URL with high score (76.0) - may need investigation
29051230,iPhemap: an atlas of phenotype to genotype relationships of human iPSC models of neurological diseases.,DEAD_HIGH_SCORE,http://www.iPhemap.org,55.0,True,iphemap,Dead URL with high score (55.0) - may need investigation
24069606,SeedSeq: off-target transcriptome database.,DEAD_HIGH_SCORE,http://rnaiatlas.ethz.ch/index/seedseq,58.0,True,seedseq,Dead URL with high score (58.0) - may need investigation
23679342,LIPS database with LIPService: a microscopic image database of intracellular structures in Arabidopsis guard cells.,DEAD_HIGH_SCORE,http://hasezawa.ib.k.u-tokyo.ac.jp/lips/images.html,65.0,True,lips,Dead URL with high score (65.0) - may need investigation
21930507,BioMart Central Portal: an open database network for the biological community.,DEAD_HIGH_SCORE,http://germplasmdb.cip.cgiar.org/biomart/martview,66.0,True,biomart,Dead URL with high score (66.0) - may need investigation
33067440,Harmonised LUCAS in-situ land cover and use database for field surveys from 2006 to 2018 in the European Union.,DEAD_HIGH_SCORE,https://ec.europa.eu/eurostat/en/web/lucas/data/primary-data/2006,58.0,True,lucas,Dead URL with high score (58.0) - may need investigation
32994893,ATP7A Clinical Genetics Resource - A comprehensive clinically annotated database and resource for genetic variants in ATP7A gene.,LOW_SCORE,https://variantvalidator.org/,5.0,False,,Low score (5.0) - URL may be incorrect
28775673,The Image Data Resource: A Bioimage Data Integration and Publication Platform.,DEAD_HIGH_SCORE,http://www.phenoimageshare.org/search/?term=&hostName=Image+Data+Repository+(IDR,63.0,True,image,Dead URL with high score (63.0) - may need investigation
26578576,EMDataBank unified data resource for 3DEM.,DEAD_HIGH_SCORE,http://emdatabank.org/deposit.html,73.0,True,emdatabank,Dead URL with high score (73.0) - may need investigation
31219564,"""AmyloWiki: an integrated database for Bacillus velezensis FZB42, the model strain for plant growth-promoting Bacilli.""",DEAD_HIGH_SCORE,http://amylowiki.top/reference.php,50.0,True,amylowiki,Dead URL with high score (50.0) - may need investigation
28158609,An update on the Enzyme Portal: an integrative approach for exploring enzyme knowledge.,FALSE_POSITIVE_URL,http://www.ebi.ac.uk/enzymeportal/,63.0,True,"enzyme, portal",Reference URL detected (www.ebi.ac.uk) - likely not the announced database
30219839,Drug Target Commons 2.0: a community platform for systematic analysis of drug-target interaction profiles.,DEAD_HIGH_SCORE,http://drugtargetcommons.fimm.fi/static/Excell_files/DTC_data.csv,58.0,True,"drug, target, commons",Dead URL with high score (58.0) - may need investigation
