pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url
33627669,"""OutFin, a multi-device and multi-modal dataset for outdoor localization based on the fingerprinting approach.""",False,N,medium,Dataset suggests database but no URL,OutFin,outdoor localization dataset,10,N,N,
30799499,PamulDB: a comprehensive genomic resource for the study of human- and animal-pathogenic Pasteurella multocida.,False,N,high,DB suffix + resource keyword,PamulDB,Pasteurella multocida genomic resource database,10,N,N,
31106360,"""LanceletDB: an integrated genome database for lancelet, comparing domain types and combination in orthologues among lancelet and other species.""",False,N,high,DB suffix + database keyword,LanceletDB,integrated lancelet genome database,10,N,N,
33767203,"""NLM-Chem, a new resource for chemical entity recognition in PubMed full text literature.""",False,N,high,Resource for entity recognition data,NLM-Chem,chemical entity recognition resource,10,N,N,
34725485,MISpheroID: a knowledgebase and transparency tool for minimum information in spheroid identity.,False,N,high,Knowledgebase keyword,MISpheroID,minimum information in spheroid identity knowledgebase,10,N,N,
31318422,IRAM: virus capsid database and analysis resource.,False,N,high,Database keyword + resource,IRAM,virus capsid database,10,N,N,
32400867,Revenant: a database of resurrected proteins.,False,N,high,Database keyword,Revenant,resurrected proteins database,10,N,N,
30943284,GenDiS database update with improved approach and features to recognize homologous sequences of protein domain superfamilies.,False,N,high,Database keyword + update,GenDiS,protein domain superfamilies database,10,N,N,
28229138,Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data.,False,N,high,Resource for exploring data,Eawag-Soil,pesticide soil biodegradation pathways resource,10,N,N,
32308908,SeizureBank: A Repository of Analysis-ready Seizure Signal Data.,False,N,high,Bank suffix + repository keyword,SeizureBank,seizure signal data repository,10,N,N,
22685450,ProMEX - a mass spectral reference database for plant proteomics.,False,N,high,Database keyword + reference,ProMEX,mass spectral reference database for plant proteomics,10,N,N,
34273183,DAMA: the global Distribution of Alien Mammals database.,False,N,high,Database keyword,DAMA,global Distribution of Alien Mammals database,10,N,N,
33097734,"""SignBase, a collection of geometric signs on mobile objects in the Paleolithic.""",False,N,high,Base suffix + collection,SignBase,Paleolithic geometric signs collection,10,N,N,
28721381,Introducing SEARCHBreast: a virtual resource to facilitate sharing of surplus animal material developed for breast cancer research.,False,N,high,Resource for sharing material,SEARCHBreast,breast cancer animal material resource,10,N,N,
32934016,TheCellVision.org: A Database for Visualizing and Mining High-Content Cell Imaging Projects.,False,N,high,Database keyword,TheCellVision,high-content cell imaging database,10,N,N,
24456567,The CTSA Consortium's Catalog of Assets for Translational and Clinical Health Research (CATCHR).,False,N,medium,Catalog suggests database but no URL,CATCHR,Catalog of Assets for Translational and Clinical Health Research,10,N,N,
22787465,GabiPD - The GABI Primary Database integrates plant proteomic data with gene-centric information.,False,N,high,Database keyword,GabiPD,GABI Primary Database,10,N,N,
23710289,NRF2-ome: an integrated web resource to discover protein interaction and regulatory networks of NRF2.,False,N,high,Web resource for discovering networks,NRF2-ome,NRF2 interaction and regulatory networks resource,10,N,N,
22074346,MGOS: development of a community annotation database for Magnaporthe oryzae.,False,N,high,Database keyword,MGOS,Magnaporthe oryzae annotation database,10,N,N,
27627442,EpiGeNet: A Graph Database of Interdependencies Between Genetic and Epigenetic Events in Colorectal Cancer.,False,N,high,Database keyword,EpiGeNet,genetic and epigenetic events graph database,10,N,N,
29186950,Descriptor Data Bank (DDB): A Cloud Platform for Multiperspective Modeling of Protein-Ligand Interactions.,False,N,high,Data Bank keyword + Bank suffix,DDB,Descriptor Data Bank,10,N,N,
28275836,[se-atlas - the health service information platform for people with rare diseases : Supporting research on medical care institutions and support groups].,False,N,medium,Atlas + platform for information,se-atlas,health service information platform for rare diseases,10,N,N,
33233537,"""HumiR: Web Services, Tools and Databases for Exploring Human microRNA Data.""",False,N,medium,Databases plural suggests database resource,HumiR,human microRNA databases,10,N,N,
25877469,[TOPICS-MDS: a versatile resource for generating scientific and social knowledge for elderly care].,False,N,medium,Resource for generating knowledge; uncertain,TOPICS-MDS,elderly care knowledge resource,10,N,N,
25797062,PTGBase: an integrated database to study tandem duplicated genes in plants.,False,N,high,Base suffix + database keyword,PTGBase,tandem duplicated genes database,10,N,N,
33208742,"""QM-symex, update of the QM-sym database with excited state information for 173 kilo molecules.""",False,N,high,Database keyword + update,QM-symex,excited state molecules database,10,N,N,
24110966,PH² - a dermoscopic image database for research and benchmarking.,False,N,high,Database keyword,PH²,dermoscopic image database,10,N,N,
22505817,Vaxjo: a web-based vaccine adjuvant database and its application for analysis of vaccine adjuvants and their uses in vaccine development.,False,N,high,Database keyword,Vaxjo,vaccine adjuvant database,10,N,N,
31338829,PlantNE: a global database of plant biomass from nitrogen-addition experiments.,False,N,high,Database keyword,PlantNE,plant biomass database,10,N,N,
34418567,IMProv: A Resource for Cross-link-Driven Structure Modeling that Accommodates Protein Dynamics.,False,N,high,Resource for modeling data,IMProv,cross-link-driven structure modeling resource,10,N,N,
23912507,"""Neuroinformatics Database (NiDB)--a modular, portable database for the storage, analysis, and sharing of neuroimaging data.""",False,N,high,Database keyword,NiDB,Neuroinformatics Database,10,N,N,
34940189,"""Alientoma, a Dynamic Database for Alien Insects in Greece and Its Use by Citizen Scientists in Mapping Alien Species.""",False,N,high,Database keyword,Alientoma,alien insects database,10,N,N,
34788621,NyuWa Genome resource: A deep whole-genome sequencing-based variation profile and reference panel for the Chinese population.,False,N,high,Resource + reference panel indicates database,NyuWa Genome,Chinese population variation profile and reference panel,10,N,N,
26051157,WormGUIDES: an interactive single cell developmental atlas and tool for collaborative multidimensional data exploration.,False,N,medium,Atlas keyword suggests database but also tool,WormGUIDES,single cell developmental atlas,10,N,N,
21487452,"""Existing data sources for clinical epidemiology: The clinical laboratory information system (LABKA) research database at Aarhus University, Denmark.""",False,N,high,Database keyword,LABKA,clinical laboratory information system research database,10,N,N,
32145577,Development and application of the thermodynamic database PRODATA dedicated to the monitoring of mining activities from exploration to remediation.,False,N,high,Database keyword,PRODATA,thermodynamic database for mining activities,10,N,N,
25740497,Sal-Site: research resources for the Mexican axolotl.,False,N,medium,Research resources suggests database but no URL,Sal-Site,Mexican axolotl research resources,10,N,N,
25902408,"""Pain and Interoception Imaging Network (PAIN): A multimodal, multisite, brain-imaging repository for chronic somatic and visceral pain disorders.""",False,N,high,Repository keyword,PAIN,brain-imaging repository for pain disorders,10,N,N,
27185890,QuadBase2: web server for multiplexed guanine quadruplex mining and visualization.,False,N,high,Base suffix + server for mining data,QuadBase2,guanine quadruplex database,10,N,N,
32074470,CoMPARA: Collaborative Modeling Project for Androgen Receptor Activity.,False,N,medium,Project collecting modeling data; uncertain,CoMPARA,Collaborative Modeling Project for Androgen Receptor Activity,10,N,N,
25882753,The PLORAS Database: A data repository for Predicting Language Outcome and Recovery After Stroke.,False,N,high,Database keyword + repository,PLORAS,language outcome and recovery database,10,N,N,
23390370,SurfaceomeDB: a cancer-orientated database for genes encoding cell surface proteins.,False,N,high,DB suffix + database keyword,SurfaceomeDB,cell surface proteins database,10,N,N,
32966035,Pain Chemogenomics Knowledgebase (Pain-CKB) for Systems Pharmacology Target Mapping and Physiologically Based Pharmacokinetic Modeling Investigation of Opioid Drug-Drug Interactions.,False,N,high,Knowledgebase keyword,Pain-CKB,Pain Chemogenomics Knowledgebase,10,N,N,
32661247,"""TAASRAD19, a high-resolution weather radar reflectivity dataset for precipitation nowcasting.""",False,N,high,Dataset indicates database,TAASRAD19,weather radar reflectivity dataset,10,N,N,
25422781,"""Remodeling Cildb, a popular database for cilia and links for ciliopathies.""",False,N,high,Database keyword + db suffix,Cildb,cilia database,10,N,N,
32117445,CHG: A Systematically Integrated Database of Cancer Hallmark Genes.,False,N,high,Database keyword,CHG,Cancer Hallmark Genes Database,10,N,N,
"""27144897"," 30963486"",STarMirDB: A database of microRNA binding sites.",True,N,high,DB suffix + database keyword,STarMirDB,microRNA binding sites database,10,N,N,
26209310,SHIELD: an integrative gene expression database for inner ear research.,False,N,high,Database keyword,SHIELD,inner ear gene expression database,10,N,N,
35011609,KANPHOS: A Database of Kinase-Associated Neural Protein Phosphorylation in the Brain.,False,N,high,Database keyword,KANPHOS,Kinase-Associated Neural Protein Phosphorylation Database,10,N,N,
28906116,"""PhID: An Open-Access Integrated Pharmacology Interactions Database for Drugs, Targets, Diseases, Genes, Side-Effects, and Pathways.""",False,N,high,Database keyword,PhID,Pharmacology Interactions Database,10,N,N,
22805179,"""EvolMarkers: a database for mining exon and intron markers for evolution, ecology and conservation studies.""",False,N,high,Database keyword,EvolMarkers,exon and intron markers database,10,N,N,
28475590,Benchmarking desktop and mobile handwriting across COTS devices: The e-BioSign biometric database.,False,N,high,Database keyword,e-BioSign,biometric handwriting database,10,N,N,
27807468,The FARSEEING real-world fall repository: a large-scale collaborative database to collect and share sensor signals from real-world falls.,False,N,high,Repository + database keywords,FARSEEING,real-world fall sensor signals repository,10,N,N,
31511901,regBase: whole genome base-wise aggregation and functional prediction for human non-coding regulatory variants.,False,N,high,Base suffix indicates database,regBase,non-coding regulatory variants database,10,N,N,
34806976,A 3D adult zebrafish brain atlas (AZBA) for the digital age.,False,N,high,Atlas is a database resource,AZBA,3D Adult Zebrafish Brain Atlas,11,N,N,
33205230,Celebrating INVAM: 35 years of the largest living culture collection of arbuscular mycorrhizal fungi.,False,N,medium,Living culture collection is a biological resource,INVAM,International Culture Collection of Arbuscular Mycorrhizal Fungi,11,N,N,
24495746,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data.,False,N,medium,Repository for sequencing data storage,DRUMS,Disk Repository with Update Management and Select,11,N,N,
30644852,"""GFPLAIN250m, a global high-resolution dataset of Earth's floodplains.""",False,N,medium,Dataset of floodplains is a data resource,GFPLAIN250m,Global Floodplain Dataset,11,N,N,
29775405,The Mouse Heart Attack Research Tool 1.0 database.,False,N,high,Database keyword in title,Mouse Heart Attack Research Tool,Mouse Heart Attack Research Tool Database,11,N,N,
31236561,SeQuery: an interactive graph database for visualizing the GPCR superfamily.,False,N,medium,Database keyword - interactive database for GPCR visualization,SeQuery,GPCR Superfamily Database,11,N,N,
35386979,"""The COMPARE Database: A Public Resource for Allergen Identification, Adapted for Continuous Improvement.""",False,N,high,Database keyword in title,COMPARE,Allergen Identification Database,11,N,N,
33543124,ConsHMM Atlas: conservation state annotations for major genomes and human genetic variation.,False,N,high,Atlas contains curated annotations,ConsHMM Atlas,Conservation State Annotations Atlas,11,N,N,
32844169,LAMP2: a major update of the database linking antimicrobial peptides.,False,N,high,Database keyword with version number,LAMP2,Linking Antimicrobial Peptides Database,11,N,N,
27438180,The Resistome: A Comprehensive Database of Escherichia coli Resistance Phenotypes.,False,N,high,Database keyword in title,Resistome,Escherichia coli Resistance Database,11,N,N,
21924793,Macrophages.com: an on-line community resource for innate immunity research.,False,N,medium,Online community resource for research,Macrophages.com,Macrophages Research Resource,11,N,N,
26311590,"""The MR2: A multi-racial, mega-resolution database of facial stimuli.""",False,N,high,Database keyword - database of facial stimuli,MR2,Multi-Racial Facial Stimuli Database,11,N,N,
21063945,Tranche distributed repository and ProteomeCommons.org.,False,N,medium,Repository for proteome data,Tranche,Tranche Distributed Repository,11,N,N,
31169291,Endometriosis Knowledgebase: a gene-based resource on endometriosis.,False,N,high,Knowledgebase is a database,Endometriosis Knowledgebase,Endometriosis Knowledgebase,11,N,N,
27268205,"""The SBOL Stack: A Platform for Storing, Publishing, and Sharing Synthetic Biology Designs.""",False,N,medium,Platform for storing and sharing designs,SBOL Stack,Synthetic Biology Open Language Stack,11,N,N,
30525664,ComPIL 2.0: An Updated Comprehensive Metaproteomics Database.,False,N,high,Database keyword with version number,ComPIL,Comprehensive Metaproteomics Database,11,N,N,
33408850,"""<i>Vf</i>ODB: a comprehensive database of ESTs, EST-SSRs, mtSSRs, microRNA-target markers and genetic maps in <i>Vicia faba</i>.""",False,N,high,DB suffix and database keyword,VfODB,Vicia faba Omics Database,11,N,N,
31744903,"""The <i>C. elegans</i> 3' UTRome v2 resource for studying mRNA cleavage and polyadenylation, 3'-UTR biology, and miRNA targeting.""",False,N,high,Resource for studying UTRs with version number,C. elegans 3' UTRome,C. elegans 3' UTR Resource,11,N,N,
30620343,"""The CHRS Data Portal, an easily accessible public repository for PERSIANN global satellite precipitation data.""",False,N,medium,Portal described as repository for precipitation data,CHRS Data Portal,Precipitation Data Repository,11,N,N,
29888049,"""CDISC SHARE, a Global, Cloud-based Resource of Machine-Readable CDISC Standards for Clinical and Translational Research.""",False,N,medium,Resource of standards,CDISC SHARE,CDISC Standards Resource,11,N,N,
22639657,"""The Rice Proteogenomics Database OryzaPG-DB: Development, Expansion, and New Features.""",False,N,high,DB suffix and database keyword,OryzaPG-DB,Rice Proteogenomics Database,11,N,N,
31758445,ToxoDB: Functional Genomics Resource for Toxoplasma and Related Organisms.,False,N,high,DB suffix - genomics resource database,ToxoDB,Toxoplasma Genomics Database,11,N,N,
24966540,NeeMDB: Convenient Database for Neem Secondary Metabolites.,False,N,high,DB suffix and database keyword,NeeMDB,Neem Metabolites Database,11,N,N,
34966754,IDbSV: An Open-Access Repository for Monitoring SARS-CoV-2 Variations and Evolution.,False,N,high,Repository for SARS-CoV-2 variations,IDbSV,SARS-CoV-2 Variations Repository,11,N,N,
30689845,EnhancerDB: a resource of transcriptional regulation in the context of enhancers.,False,N,high,DB suffix - enhancer regulation resource,EnhancerDB,Enhancer Database,11,N,N,
28079125,Establishment of a integrative multi-omics expression database CKDdb in the context of chronic kidney disease (CKD).,False,N,high,DB suffix and database keyword,CKDdb,Chronic Kidney Disease Database,11,N,N,
30531985,"""ZuCo, a simultaneous EEG and eye-tracking resource for natural sentence reading.""",False,N,medium,Resource of EEG and eye-tracking data,ZuCo,EEG Eye-Tracking Resource,11,N,N,
25753710,JCGGDB: Japan Consortium for Glycobiology and Glycotechnology Database.,False,N,high,DB suffix and database keyword,JCGGDB,Japan Glycobiology Database,11,N,N,
33765498,"""CyanoMetDB, a comprehensive public database of secondary metabolites from cyanobacteria.""",False,N,high,DB suffix and database keyword,CyanoMetDB,Cyanobacteria Metabolites Database,11,N,N,
32405169,CpGDB : A Comprehensive Database of Chloroplast Genomes.,False,N,high,DB suffix and database keyword,CpGDB,Chloroplast Genomes Database,11,N,N,
29531295,TryTransDB: A web-based resource for transport proteins in Trypanosomatidae.,False,N,high,DB suffix - web-based resource database,TryTransDB,Trypanosomatidae Transport Proteins Database,11,N,N,
30376049,RTPDB: a database providing associations between genetic variation or expression and cancer prognosis with radiotherapy-based treatment.,False,N,high,DB suffix and database keyword,RTPDB,Radiotherapy Prognosis Database,11,N,N,
32983411,"""RVDB-prot, a reference viral protein database and its HMM profiles.""",False,N,high,DB suffix and database keyword - reference database,RVDB-prot,Reference Viral Protein Database,11,N,N,
33767193,"""EORNA, a barley gene and transcript abundance database.""",False,N,high,Database keyword - transcript abundance database,EORNA,Barley Gene Abundance Database,11,N,N,
30105186,ADNCD: a compendious database on anti-diabetic natural compounds focusing on mechanism of action.,False,N,high,Database keyword - anti-diabetic compounds database,ADNCD,Anti-Diabetic Natural Compounds Database,11,N,N,
27163938,"""MycoDB, a global database of plant response to mycorrhizal fungi.""",False,N,high,DB suffix and database keyword,MycoDB,Mycorrhizal Response Database,11,N,N,
26549805,CSIOVDB: a microarray gene expression database of epithelial ovarian cancer subtype.,False,N,high,DB suffix and database keyword,CSIOVDB,Ovarian Cancer Expression Database,11,N,N,
22576174,MicrobeDB: a locally maintainable database of microbial genomic sequences.,False,N,high,DB suffix and database keyword,MicrobeDB,Microbial Genomic Database,11,N,N,
32929271,MassIVE.quant: a community resource of quantitative mass spectrometry-based proteomics datasets.,False,N,high,Community resource of proteomics datasets,MassIVE.quant,Quantitative Proteomics Resource,11,N,N,
30053271,PharmacoDB: an integrative database for mining in vitro anticancer drug screening studies.,False,N,high,DB suffix and database keyword,PharmacoDB,Anticancer Drug Screening Database,11,N,N,
30581775,MDAD: A Special Resource for Microbe-Drug Associations.,False,N,high,Resource for microbe-drug associations,MDAD,Microbe-Drug Association Database,11,N,N,
30789283,CuMiDa: An Extensively Curated Microarray Database for Benchmarking and Testing of Machine Learning Approaches in Cancer Research.,False,N,high,Database keyword - curated microarray database,CuMiDa,Curated Microarray Database,11,N,N,
24244550,C-PAmP: large scale analysis and database construction containing high scoring computationally predicted antimicrobial peptides for all the available plant species.,False,N,medium,Database construction containing predicted peptides,C-PAmP,Computationally Predicted Antimicrobial Peptides Database,11,N,N,
30717653,MIGREW: database on molecular identification of genes for resistance in wheat.,False,N,high,Database keyword - genes for resistance database,MIGREW,Wheat Resistance Genes Database,11,N,N,
34898255,ProCanBio: A Database of Manually Curated Biomarkers for Prostate Cancer.,False,N,high,Database keyword - curated biomarkers database,ProCanBio,Prostate Cancer Biomarkers Database,11,N,N,
33742448,COMBINE: a coalesced mammal database of intrinsic and extrinsic traits.,False,N,high,Database keyword - mammal traits database,COMBINE,Mammal Traits Database,11,N,N,
30722040,ZincBind-the database of zinc binding sites.,False,N,high,Database keyword in title,ZincBind,Zinc Binding Sites Database,11,N,N,
32849792,MicroHapDB: A Portable and Extensible Database of All Published Microhaplotype Marker and Frequency Data.,False,N,high,DB suffix and database keyword,MicroHapDB,Microhaplotype Database,11,N,N,
34278269,SISTEMA: A large and standardized collection of transcriptome data sets for human pluripotent stem cell research.,False,N,high,Collection of transcriptome datasets,SISTEMA,Stem Cell Transcriptome Collection,11,N,N,
33612398,LegionellaDB - A Database on Legionella Outbreaks.,False,N,high,DB suffix and database keyword,LegionellaDB,Legionella Outbreaks Database,11,N,N,
25833954,CHOPIN: a web resource for the structural and functional proteome of Mycobacterium tuberculosis.,False,N,medium,Web resource for proteome data,CHOPIN,Mycobacterium tuberculosis Proteome Resource,11,N,N,
34720783,TuLeD (Tupían lexical database): introducing a database of a South American language family.,False,N,high,Database keyword - lexical database,TuLeD,Tupían Lexical Database,11,N,N,
28095648,AmphiBase: A new genomic resource for non-model amphibian species.,False,N,high,Base suffix - genomic resource database,AmphiBase,Amphibian Genomic Database,11,N,N,
32619700,CORDITE: The Curated CORona Drug InTERactions Database for SARS-CoV-2.,False,N,high,Database keyword - curated drug interactions database,CORDITE,Corona Drug Interactions Database,11,N,N,
27623536,SPNsim: A database of simulated solitary pulmonary nodule PET/CT images facilitating computer aided diagnosis.,False,N,high,Database keyword - simulated images database,SPNsim,Pulmonary Nodule Simulation Database,11,N,N,
33319644,PseudoBase: a genomic visualization and exploration resource for the <i>Drosophila pseudoobscura</i> subgroup.,False,N,high,Base suffix - genomic resource,PseudoBase,Drosophila Genomic Resource,11,N,N,
22205159,Brainpeps: the blood-brain barrier peptide database.,False,N,high,Database keyword in title,Brainpeps,Blood-Brain Barrier Peptide Database,11,N,N,
31032837,PlantMP: a database for moonlighting plant proteins.,False,N,high,Database keyword - moonlighting proteins database,PlantMP,Plant Moonlighting Proteins Database,11,N,N,
24205506,CpGislandEVO: a database and genome browser for comparative evolutionary genomics of CpG islands.,False,N,high,Database and genome browser for CpG islands,CpGislandEVO,CpG Islands Database,11,N,N,
33216895,GPCR-PEnDB: a database of protein sequences and derived features to facilitate prediction and classification of G protein-coupled receptors.,False,N,high,DB suffix and database keyword,GPCR-PEnDB,GPCR Protein Sequences Database,11,N,N,
"""33432321"," 33735949"",Bioinformatics resources facilitate understanding and harnessing clinical research of SARS-CoV-2.",True,N,medium,Resources for SARS-CoV-2 clinical research,SARS-CoV-2 Resources,SARS-CoV-2 Clinical Research Resources,11,N,N,
32142370,OncoMX: A Knowledgebase for Exploring Cancer Biomarkers in the Context of Related Cancer and Healthy Data.,False,N,high,Knowledgebase is a database,OncoMX,Cancer Biomarkers Knowledgebase,11,N,N,
34495802,MedNar: Free Specialty Database for Accessing the Deep Web.,False,N,medium,Database keyword - specialty database,MedNar,Medical Deep Web Database,11,N,N,
34702185,piRNA-IPdb: a PIWI-bound piRNAs database to mining NGS sncRNA data and beyond.,False,N,high,DB suffix and database keyword,piRNA-IPdb,PIWI-bound piRNAs Database,11,N,N,
31249436,MAPKDB: A MAP kinase database for signal transduction element identification.,False,N,high,DB suffix and database keyword,MAPKDB,MAP Kinase Database,11,N,N,
25170026,Limbform: a functional ontology-based database of limb regeneration experiments.,False,N,high,Database keyword - ontology-based database,Limbform,Limb Regeneration Database,11,N,N,
28596516,mTFkb: a knowledgebase for fundamental annotation of mouse transcription factors.,False,N,high,KB suffix - knowledgebase,mTFkb,Mouse Transcription Factors Knowledgebase,11,N,N,
27288497,RTFBSDB: an integrated framework for transcription factor binding site analysis.,False,N,high,DB suffix - integrated framework database,RTFBSDB,Transcription Factor Binding Site Database,11,N,N,
33758194,"""WOODIV, a database of occurrences, functional traits, and phylogenetic data for all Euro-Mediterranean trees.""",False,N,high,Database keyword - tree traits database,WOODIV,Euro-Mediterranean Trees Database,11,N,N,
26130661,Drug-Path: a database for drug-induced pathways.,False,N,high,Database keyword in title,Drug-Path,Drug-Induced Pathways Database,11,N,N,
22545727,T3DB: an integrated database for bacterial type III secretion system.,False,N,high,DB suffix and database keyword,T3DB,Type III Secretion System Database,11,N,N,
32629608,"""ZEAMAP, a Comprehensive Database Adapted to the Maize Multi-Omics Era.""",False,N,high,MAP suffix and database keyword,ZEAMAP,Maize Multi-Omics Database,11,N,N,
33241989,"""SCAN360: A Resource for a 360-Degree View of Cancer Prevention, Risk, and Survival.""",False,N,medium,Resource for cancer prevention data,SCAN360,Cancer Prevention Resource,11,N,N,
26187044,CoagVDb: a comprehensive database for coagulation factors and their associated SAPs.,False,N,high,DB suffix and database keyword,CoagVDb,Coagulation Factors Database,11,N,N,
31160582,"""CFTI5Med, the new release of the catalogue of strong earthquakes in Italy and in the Mediterranean area.""",False,N,medium,Catalogue is a database resource,CFTI5Med,Mediterranean Earthquakes Catalogue,11,N,N,
24434222,FaceWarehouse: a 3D facial expression database for visual computing.,False,N,high,Database keyword - facial expression database,FaceWarehouse,Facial Expression Database,11,N,N,
31676967,"""MorphoLex-FR: A derivational morphological database for 38,840 French words.""",False,N,high,Database keyword - morphological database,MorphoLex-FR,French Morphological Database,11,N,N,
31839973,MGeND: an integrated database for Japanese clinical and genomic information.,False,N,high,Database keyword - integrated database,MGeND,Japanese Clinical Genomic Database,11,N,N,
32269478,SquamataBase: a natural history database and R package for comparative biology of snake feeding habits.,False,N,high,Base suffix and database keyword,SquamataBase,Snake Natural History Database,11,N,N,
24303294,SysBioCube: A Data Warehouse and Integrative Data Analysis Platform Facilitating Systems Biology Studies of Disorders of Military Relevance.,False,N,medium,Data warehouse is a database,SysBioCube,Systems Biology Data Warehouse,11,N,N,
29327992,DigitalHub: A Repository Focused on the Future.,False,N,medium,Repository for digital content,DigitalHub,Digital Repository,11,N,N,
26282054,SCUBIDOO: A Large yet Screenable and Easily Searchable Database of Computationally Created Chemical Compounds Optimized toward High Likelihood of Synthetic Tractability.,False,N,high,Database keyword - chemical compounds database,SCUBIDOO,Synthetic Chemical Compounds Database,11,N,N,
30219838,"""WaspBase: a genomic resource for the interactions among parasitic wasps, insect hosts and plants.""",False,N,high,Base suffix - genomic resource database,WaspBase,Parasitic Wasp Genomics Database,11,N,N,
34423335,IncluSet: A Data Surfacing Repository for Accessibility Datasets.,False,N,medium,Repository for accessibility datasets,IncluSet,Accessibility Datasets Repository,11,N,N,
26264053,StressMicrobesInfo: Database of Microorganisms Responsive to Stress Conditions.,False,N,high,Database keyword in title,StressMicrobesInfo,Stress-Responsive Microorganisms Database,11,N,N,
27307005,HLAsupE: an integrated database of HLA supertype-specific epitopes to aid in the development of vaccines with broad coverage of the human population.,False,N,high,Database keyword - integrated database,HLAsupE,HLA Supertype Epitopes Database,11,N,N,
23930710,MetIDB: a publicly accessible database of predicted and experimental 1H NMR spectra of flavonoids.,False,N,high,DB suffix and database keyword,MetIDB,Flavonoid NMR Database,11,N,N,
30242919,PlantFAdb: a resource for exploring hundreds of plant fatty acid structures synthesized by thousands of plants and their phylogenetic relationships.,False,N,high,DB suffix - resource for plant fatty acids,PlantFAdb,Plant Fatty Acid Database,11,N,N,
22768184,BiofOmics: a Web platform for the systematic and standardized collection of high-throughput biofilm data.,False,N,medium,Platform for collection of biofilm data,BiofOmics,Biofilm Data Platform,11,N,N,
21778530,MADMAX - Management and analysis database for multiple ~omics experiments.,False,N,high,Contains 'database' keyword and describes data management system,MADMAX,Management and analysis database for multiple omics experiments,12,N,N,
33938875,TBase - an Integrated Electronic Health Record and Research Database for Kidney Transplant Recipients.,False,N,high,TBase = Base suffix + 'database' keyword for health records,TBase,Kidney Transplant Research Database,12,N,N,
27189114,Wordbank: an open repository for developmental vocabulary data.,False,N,high,"""'Repository' keyword + Bank suffix, stores developmental data""",Wordbank,Developmental vocabulary data repository,12,N,N,
33045728,iModulonDB: a knowledgebase of microbial transcriptional regulation derived from machine learning.,False,N,high,DB suffix + knowledgebase keyword for transcriptional regulation data,iModulonDB,Microbial Transcriptional Regulation Knowledgebase,12,N,N,
22233419,MetRxn: a knowledgebase of metabolites and reactions spanning metabolic models and databases.,False,N,high,Knowledgebase of metabolites and reactions data,MetRxn,Metabolite and Reaction Knowledgebase,12,N,N,
26601758,"""VenomKB, a new knowledge base for facilitating the validation of putative venom therapies.""",False,N,high,KB suffix + knowledge base for venom therapy data,VenomKB,Venom Knowledge Base,12,N,N,
31796752,"""TOFF, a database of traits of fish to promote advances in fish aquaculture.""",False,N,high,"""'Database' keyword, stores fish trait data""",TOFF,Traits of Fish Database,12,N,N,
34677393,MSCAT: A Machine Learning Assisted Catalog of Metabolomics Software Tools.,False,N,medium,Catalog of software tools - acts as a curated collection/reference,MSCAT,Machine Learning Assisted Catalog of Metabolomics Software Tools,12,N,N,
22100666,Aging-kb: a knowledge base for the study of the aging process.,False,N,high,KB suffix + knowledge base for aging data,Aging-kb,Aging Knowledge Base,12,N,N,
30753479,RiceMetaSysB: a database of blast and bacterial blight responsive genes in rice and its utilization in identifying key blast-resistant WRKY genes.,False,N,high,"""'Database' keyword, stores rice gene data""",RiceMetaSysB,Rice Metabolic Systems Biology Database,12,N,N,
33430205,CPE-DB: An Open Database of Chemical Penetration Enhancers.,False,N,high,DB suffix + 'database' keyword for chemical data,CPE-DB,Chemical Penetration Enhancers Database,12,N,N,
27984824,ARCPHdb: A comprehensive protein database for SF1 and SF2 helicase from archaea.,False,N,high,DB suffix + 'database' keyword for protein data,ARCPHdb,Archaeal Protein Helicase Database,12,N,N,
26200754,G4RNA: an RNA G-quadruplex database.,False,N,high,"""'Database' keyword, stores RNA structure data""",G4RNA,RNA G-Quadruplex Database,12,N,N,
32082621,FibroAtlas: A Database for the Exploration of Fibrotic Diseases and Their Genes.,False,N,high,"""'Database' + 'Atlas' keywords, stores disease/gene data""",FibroAtlas,Fibrotic Disease Atlas Database,12,N,N,
22738131,The EPILEPSIAE database: an extensive electroencephalography database of epilepsy patients.,False,N,high,"""'Database' keyword twice, stores EEG data""",EPILEPSIAE,Epilepsy EEG Database,12,N,N,
26842767,g2pDB: A Database Mapping Protein Post-Translational Modifications to Genomic Coordinates.,False,N,high,DB suffix + 'database' keyword for PTM mapping data,g2pDB,Genomic to Protein Database,12,N,N,
32329672,MedGen: NCBI's Portal to Information on Medical Conditions with a Genetic Component.,False,N,high,Portal to medical genetics information (NCBI database),MedGen,Medical Genetics Portal,12,N,N,
"""26410588"," 27508249"",""AlloRep: A Repository of Sequence, Structural and Mutagenesis Data for the LacI/GalR Transcription Regulators.""",True,N,high,"""'Repository' keyword, stores transcription regulator data""",AlloRep,Allosteric Regulation Repository,12,N,N,
28186632,NorWood: a gene expression resource for evo-devo studies of conifer wood development.,False,N,high,"""'Resource' keyword, stores gene expression data""",NorWood,Norwegian Wood Gene Expression Resource,12,N,N,
