pmid,title,has_fulltext,fulltext_length,urls_count
25404643,"""The RD5000 database: facilitating clinical, genetic, and therapeutic studies on inherited retinal diseases.""",False,0,0
32012179,The Complex Emotion Expression Database: A validated stimulus set of trained actors.,True,42519,0
30582189,ACCDB: A collection of chemistry databases for broad computational purposes.,False,0,0
26585775,Allele Frequencies Net Database: Improvements for storage of individual genotypes and analysis of existing data.,False,0,0
24417251,SUBTLEX-UK: a new and improved word frequency database for British English.,False,0,0
33140413,Technical note: A report on the Forensic Anthropology Database for Assessing Methods Accuracy.,False,0,0
25646545,Ring-Hydroxylating Oxygenase database: a database  of bacterial aromatic ring-hydroxylating oxygenases in  the management of bioremediation and biocatalysis of  aromatic compounds.,False,0,0
21280038,Flybrain neuron database: a comprehensive database system of the Drosophila brain neurons.,False,0,0
28632398,The Mitochondrial Protein Atlas: A Database of Experimentally Verified Information on the Human Mitochondrial Proteome.,False,0,0
23929679,CONFECT: conformations from an expert collection of torsion patterns.,False,0,0
33099010,ERP CORE: An open resource for human event-related potential research.,False,0,0
34727496,The Open Reaction Database.,False,0,0
26624108,Making future taxonomy of Niphargus (Crustacea: Amphipoda: Niphargidae) in the Middle East easier: DELTA database of Middle East species with description of four new species from Iran.,False,0,0
29785463,The North American Forest Database: going beyond national-level forest resource assessment statistics.,False,0,0
32823674,The Bristol Sponge Microbiome Collection: A Unique Repository of Deep-Sea Microorganisms and Associated Natural Products.,True,46946,0
29170835,Entomopathogen ID: a curated sequence resource for entomopathogenic fungi.,False,0,0
28507049,Models in Translational Oncology: A Public Resource Database for Preclinical Cancer Research.,False,0,0
23085876,The UCSF-FDA TransPortal: a public drug transporter database.,False,0,0
32236975,The Adolescent Data Hub: The Largest Catalog of Open Access Data on Adolescents Living in Low- and Middle-Income Countries.,False,0,0
24572313,Brillouin-zone database on the Bilbao Crystallographic Server.,False,0,0
29444388,The virtual microscopy database-sharing digital microscope images for research and education.,False,0,0
33975779,SchistoCyte Atlas: A Single-Cell Transcriptome Resource for Adult Schistosomes.,False,0,0
25330480,The LISS--a public database of common imaging signs of lung diseases for computer-aided detection and diagnosis research and medical education.,False,0,0
29034288,The TNO Multiband Image Data Collection.,True,5051,0
30375473,A new cerebral vessel benchmark dataset (CAPUT) for validation of image-based aneurysm deformation estimation algorithms.,True,34554,0
30797940,"""Unioverse: A phylogenomic resource for reconstructing the evolution of freshwater mussels (Bivalvia, Unionoida).""",False,0,0
22321436,"""Construction of a robust, large-scale, collaborative database for raw data in computational chemistry: the Collaborative Chemistry Database Tool (CCDBT).""",False,0,0
29092945,"""The Digital Slide Archive: A Software Platform for Management, Integration, and Analysis of Histology for Cancer Research.""",False,0,0
25840117,The Philadelphia Neurodevelopmental Cohort: A publicly available resource for the study of normal and abnormal brain development in youth.,False,0,0
28529710,Introducing the Brassica Information Portal: Towards integrating genotypic and phenotypic Brassica crop data.,True,37391,0
25891375,The Center for Integrated Molecular Brain Imaging (Cimbi) database.,False,0,0
29473246,Variant pathogenicity evaluation in the community-driven Inherited Neuropathy Variant Browser.,False,0,0
31629530,The Veterans Precision Oncology Data Commons: Transforming VA data into a national resource for research in precision oncology.,False,0,0
29782006,Neurovascular Network Explorer 2.0: A Simple Tool for Exploring and Sharing a Database of Optogenetically-evoked Vasomotion in Mouse Cortex In Vivo.,False,0,0
27933521,GeneNetwork: A Toolbox for Systems Genetics.,False,0,0
30835466,DAKB-GPCRs: An Integrated Computational Platform for Drug Abuse Related GPCRs.,False,0,0
31600445,"""New Basis Set Exchange: An Open, Up-to-Date Resource for the Molecular Sciences Community.""",False,0,0
26318051,Open Science CBS Neuroimaging Repository: Sharing ultra-high-field MR images of the brain.,False,0,0
32877456,PHND: Pashtu Handwritten Numerals Database and deep learning benchmark.,True,49325,0
26526709,"""FERN Ethnomedicinal Plant Database: Exploring Fern Ethnomedicinal Plants Knowledge for Computational Drug Discovery.""",False,0,0
30940663,"""Hemap: An Interactive Online Resource for Characterizing Molecular Phenotypes across Hematologic Malignancies.""",False,0,0
27195106,"""Introducing BASE: the Biomes of Australian Soil Environments soil microbial diversity database.""",False,0,0
28273333,"""Global Mammal Parasite Database version 2.0.""",False,0,0
22882331,The Aarhus Neuromodulation Database.,False,0,0
25753700,"""GlycoBase and autoGU: resources for interpreting HPLC-glycan data.""",False,0,0
34475412,"""Gutenberg Gait Database, a ground reaction force database of level overground walking in healthy individuals.""",True,37218,0
29660498,"""Morphinome Database - The database of proteins altered by morphine administration - An update.""",False,0,0
29235071,"""Computationally constructing a repository of compound remote associates test items in American English with comRAT-G.""",False,0,0
28638141,"""al mena: a comprehensive resource of human genetic variants integrating genomes and exomes from Arab, Middle Eastern and North African populations.""",False,0,0
"""22315102"," 22435687"",[Pathowiki. A free expert database for pathology].",False,0,0
"""27899567"," 30395331"",""Expansion of the Gene Ontology knowledgebase and resources.""",False,0,0
"""28049469"," 28795533"",""DISCONTOOLS: a database to identify research gaps on vaccines, pharmaceuticals and diagnostics for the control of infectious diseases of animals.""",False,0,0
28633344,"""Pheno4J: a gene to phenotype graph database.""",False,0,0
22797043,"""The ENSAT registry: a digital repository supporting adrenal cancer research.""",False,0,0
29092943,"""The Mouse Tumor Biology Database: A Comprehensive Resource for Mouse Models of Human Cancer.""",False,0,0
33481094,"""Ratpost: a searchable database of protein-inactivating sequence variations in 40 sequenced rat-inbred strains.""",False,0,0
27633797,"""BRCA Share: A Collection of Clinical BRCA Gene Variants.""",False,0,0
29944838,"""Comprehensive Toxic Plants-Phytotoxins Database and Its Application in Assessing Aquatic Micropollution Potential.""",False,0,0
33382980,"""The cancer microbiome atlas: a pan-cancer comparative analysis to distinguish tissue-resident microbiota from contaminants.""",False,0,0
29420682,"""GCevobase: an evolution-based database for GC content in eukaryotic genomes.""",False,0,0
26010663,The peptaibiotics database--a comprehensive online resource.,False,0,0
24357675,"""EEG Database of Seizure Disorders for Experts and Application Developers.""",False,0,0
"""24036287"," 30335683"",PainNetworks: a web-based resource for the visualisation of pain-related genes in the context of their network associations.",False,0,0
24234915,A neuroinformatics of brain modeling and its implementation in the Brain Operation Database BODB.,False,0,0
24070789,The STEP (Safety and Toxicity of Excipients for Paediatrics) database: part 2 - the pilot version.,False,0,0
24904401,Neurovascular Network Explorer 1.0: a database of 2-photon single-vessel diameter measurements with MATLAB(®) graphical user interface.,True,19682,0
28680911,Ziehl-Neelsen sputum smear microscopy image database: a resource to facilitate automated bacilli detection for tuberculosis diagnosis.,False,0,0
"""28587637"," 33196847"",Literature evidence in open targets - a target validation platform.",False,0,0
23371251,The LUCAS topsoil database and derived information on the regional variability of cropland topsoil properties in the European Union.,False,0,0
31967818,<i>Tautobase</i>: An Open Tautomer Database.,False,0,0
27898834,The Triticeae Toolbox: Combining Phenotype and Genotype Data to Advance Small-Grains Breeding.,False,0,0
24407224,MAGIC: access portal to a cross-platform gene expression compendium for maize.,False,0,0
28966897,New DMSP Database of Precipitating Auroral Electrons and Ions.,False,0,0
29961270,Jaguar movement database: a GPS-based movement dataset of an apex predator in the Neotropics.,False,0,0
"""26015534"," 26500249"",The atlas of mouse development eHistology resource.",False,0,0
32069199,Global Health Observatory Data Repository.,False,0,0
31338646,A database of amphibian karyotypes.,False,0,0
26455807,The Brainomics/Localizer database.,False,0,0
29166537,Database of Absorption and Fluorescence Spectra of >300 Common Compounds for use in PhotochemCAD.,False,0,0
21412250,"""Fabry-database.org: database of the clinical phenotypes, genotypes and mutant α-galactosidase A structures in Fabry disease.""",False,0,0
26364863,The Function Biomedical Informatics Research Network Data Repository.,False,0,0
28961353,The evolution of a Web resource: The Galactosemia Proteins Database 2.0.,False,0,0
23289674,Development of an integrated transcript sequence database and a gene expression atlas for gene discovery and analysis in switchgrass (Panicum virgatum L.).,False,0,0
31439762,The Malaria Cell Atlas: Single parasite transcriptomes across the complete &lt;i&gt;Plasmodium&lt;/i&gt; life cycle.,False,0,0
33833022,The Polyomavirus Episteme: A Database for Researchers.,True,9114,0
28587458,The U.S. Dairy Forage Research Center (USDFRC) Condensed Tannin NMR Database.,False,0,0
31064191,Encyclopedia of CLL Subsets - a Unique Bioinformatics Tool and Database for Analysis of Subsets of Stereotypical B-Cell Receptors in CLL.,False,0,0
33442066,Direct Numerical Simulation Database for Hypersonic Turbulent Boundary Layers.,False,0,0
32540400,Introducing www.axolotl-omics.org - an integrated -omics data portal for the axolotl research community.,False,0,0
26087141,The Caltech Tomography Database and Automatic Processing Pipeline.,False,0,0
28315753,PlantcircBase: A Database for Plant Circular RNAs.,False,0,0
27928059,"""JET2 Viewer: a database of predicted multiple, possibly overlapping, protein-protein interaction sites for PDB structures.""",True,254,0
"""24103152"," 24499703"",""The clinical measurement, measurement method and experimental condition ontologies: expansion, improvements and new applications.""",False,0,0
"""27158451"," 27158452"",A compendium of monocyte transcriptome datasets to foster biomedical knowledge discovery.",False,0,0
32416265,VitisGDB: The Multifunctional Database for Grapevine Breeding and Genetics.,False,0,0
33962062,PlantscRNAdb: A database for plant single-cell RNA analysis.,False,0,0
22743998,miRDeathDB: a database bridging microRNAs and the programmed cell death.,False,0,0
32876441,Heavy-Element Reactions Database (HERDB): Relativistic ab Initio Geometries and Energies for Actinide Compounds.,False,0,0
34455096,RiceENCODE: A comprehensive epigenomic database as a rice Encyclopedia of DNA Elements.,False,0,0
21684188,AuxV: a database of auxin transport velocities.,False,0,0
34783225,Tartary buckwheat database (TBD): an integrative platform for gene analysis of and biological information on Tartary buckwheat.,False,0,0
21617028,AtIPD: a curated database of Arabidopsis isoprenoid pathway models and genes for isoprenoid network analysis.,False,0,0
31416858,"""gndDb, a Database of Partial <i>gnd</i> Sequences To Assist with Analysis of Escherichia coli Communities Using High-Throughput Sequencing.""",True,7256,0
32357248,"""Sex-chrom, a database on plant sex chromosomes.""",False,0,0
27684579,DoCM: a database of curated mutations in cancer.,False,0,0
29220440,MGFD: the maize gene families database.,True,143,0
22467909,DADP: the database of anuran defense peptides.,False,0,0
21487441,Cancer GAMAdb: database of cancer genetic associations from meta-analyses and genome-wide association studies.,False,0,0
30886412,FPbase: a community-editable fluorescent protein database.,False,0,0
25991711,Data Resource Profile: Accessible Resource for Integrated Epigenomic Studies (ARIES).,False,0,0
29524650,HMOD: An Omics Database for Herbal Medicine Plants.,False,0,0
28122127,CLO-PLA: a database of clonal and bud-bank traits of the Central European flora.,False,0,0
32333443,The EAHAD blood coagulation factor VII variant database.,False,0,0
25637569,HEpD: a database describing epigenetic differences between Thoroughbred and Jeju horses.,False,0,0
21632774,"""IMGT/3Dstructure-DB: querying the IMGT database for 3D structures in immunology and immunoinformatics (IG or antibodies, TR, MH, RPI, and FPIA).""",False,0,0
33797755,InsectChange: a global database of temporal changes in insect and arachnid assemblages.,False,0,0
31211397,ChlamBase: a curated model organism database for the Chlamydia research community.,True,94,0
30877740,RIBOi: a database for ribosome-interacting proteins.,False,0,0
22887982,FlowRepository: a resource of annotated flow cytometry datasets associated with peer-reviewed publications.,False,0,0
28529079,VirusMap: A visualization database for the influenza A virus.,False,0,0
34248529,The Stroke Neuro-Imaging Phenotype Repository: An Open Data Science Platform for Stroke Research.,True,33476,0
32341633,The Multiple Sclerosis Surveillance Registry: A Novel Interactive Database Within the Veterans Health Administration.,False,0,0
28113723,IsAProteinDB: An Indexed Database of Trypsinized Proteins for Fast Peptide Mass Fingerprinting.,False,0,0
31380568,FragSAD: A database of diversity and species abundance distributions from habitat fragments.,False,0,0
23719696,The generalized invariom database (GID).,False,0,0
21515685,"""The GreenCut2 resource, a phylogenomically derived inventory of proteins specific to the plant lineage.""",False,0,0
23239073,Diphones-fr: a French database of diphone positional frequency.,False,0,0
27683069,PeptideTracker: A knowledge base for collecting and storing information on protein concentrations in biological tissues.,False,0,0
28742254,"""B-chrom: a database on B-chromosomes of plants, animals and fungi.""",False,0,0
29017328,The Tolerome: A Database of Transcriptome-Level Contributions to Diverse Escherichia coli Resistance and Tolerance Phenotypes.,False,0,0
28605775,Biocuration in the structure-function linkage database: the anatomy of a superfamily.,True,161,0
26307380,"""Chlamydomonas Genome Resource for Laboratory Strains Reveals a Mosaic of Sequence Variation, Identifies True Strain Histories, and Enables Strain-Specific Studies.""",False,0,0
34473958,ASGCT's new landscape reports: A comprehensive data resource.,False,0,0
24519495,The Brussels Mood Inductive Audio Stories (MIAS) database.,False,0,0
23900247,mentha: a resource for browsing integrated protein-interaction networks.,False,0,0
23784980,LearnLab's DataShop: a data repository and analytics tool set for cognitive science.,False,0,0
32572234,The GlyCosmos Portal: a unified and comprehensive web resource for the glycosciences.,False,0,0
27197945,"""The Flint Animal Cancer Center (FACC) Canine Tumour Cell Line Panel: a resource for veterinary drug discovery, comparative oncology and translational medicine.""",False,0,0
21749716,iAB-RBC-283: A proteomically derived knowledge-base of erythrocyte metabolism that can be used to simulate its physiological and patho-physiological states.,True,52171,0
30368842,Quantal Risk Assessment Database: A Database for Exploring Patterns in Quantal Dose-Response Data in Risk Assessment and its Application to Develop Priors for Bayesian Dose-Response Analysis.,False,0,0
34140656,Resource profile and user guide of the Polygenic Index Repository.,False,0,0
31743893,"""The International Atomic Energy Agency International Doubly Labelled Water Database: Aims, Scope and Procedures.""",False,0,0
29206222,"""Corrigendum: The Coral Trait Database, a curated database of trait information for coral species from the global oceans.""",True,724,0
24074636,The National Institutes of Health Neurobiobank: a federated national network of human brain and tissue repositories.,False,0,0
23978324,A platform for discovery: The University of Pennsylvania Integrated Neurodegenerative Disease Biobank.,False,0,0
36578315,Spectral trends in GC-EI-MS data obtained from the SWGDRUG mass spectral library and literature: A resource for the identification of unknown compounds.,False,0,0
33749162,Barcode UK: A complete DNA barcoding resource for the flowering plants and conifers of the United Kingdom.,False,0,0
21082442,Phosphoproteome resource for systems biology research.,False,0,0
32111150,The Thyrotropin Receptor Mutation Database Update.,False,0,0
30832757,The Global Catalogue of Microorganisms (GCM) 10K type strain sequencing project: providing services to taxonomists for standard genome sequencing and annotation.,False,0,0
22641476,Construction of an insertion marker collection of Sz. japonicus (IMACS) for genetic mapping and a fosmid library covering its genome.,False,0,0
22870860,Database of DNA polymerases.,False,0,0
"""21996254"," 27139435, 27624619, 29705949, 30191398"",A comprehensive curated resource for follicle stimulating hormone signaling.",False,0,0
28616931,Database for Rapid Dereplication of Known Natural Products Using Data from MS and Fast NMR Experiments.,False,0,0
33773387,An annotation database for chemicals of emerging concern in exposome research.,False,0,0
30563849,A Curated Resource for Phosphosite-specific Signature Analysis.,False,0,0
26727486,Generating a geospatial database of U.S. regional feedstock production for use in evaluating the environmental footprint of biofuels.,False,0,0
27412509,A New Cytogenetic Biodosimetry Image Repository for the Dicentric Assay.,False,0,0
31378711,A Genome-wide Functional Signature Ontology Map and Applications to Natural Product Mechanism of Action Discovery.,False,0,0
22336709,Non-coding transcription characterization and annotation: a guide and web resource for non-coding RNA databases.,False,0,0
26093644,Genomic-associated Markers and comparative Genome Maps of Xanthomonas oryzae pv. oryzae and X. oryzae pv. oryzicola.,False,0,0
25267602,A glycogene mutation map for discovery of diseases of glycosylation.,False,0,0
23443684,Protein complex-based analysis framework for high-throughput data sets.,False,0,0
32602538,Biomedical named entity recognition and linking datasets: survey and our recent development.,False,0,0
29985971,Computational analysis of kinase inhibitor selectivity using structural knowledge.,False,0,0
28859252,Open access database of raw ultrasonic signals acquired from malignant and benign breast lesions.,False,0,0
32979565,A Collinearity-Incorporating Homology Inference Strategy for Connecting Emerging Assemblies in the Triticeae Tribe as a Pilot Practice in the Plant Pangenomic Era.,False,0,0
24952961,A high-resolution spatiotemporal atlas of gene expression of the developing mouse brain.,False,0,0
21755952,Construction and test of ligand decoy sets using MDock: community structure-activity resource benchmarks for binding mode prediction.,False,0,0
31432473,Open Source Tools for Biological Image Analysis.,False,0,0
30465691,Database establishment for the secondary fungal DNA barcode <i>translational elongation factor 1α</i> (<i>TEF1α</i>) <sup>1</sup>.,False,0,0
27125735,"""The RNA 3D Motif Atlas: Computational methods for extraction, organization and evaluation of RNA motifs.""",False,0,0
"""22970177"," 28776320, 32003691, 34969046"",""The study of HIV and antenatal care integration in pregnancy in Kenya: design, methods, and baseline results of a cluster-randomized controlled trial.""",False,0,0
"""28873092"," 28934265, 33663077"",Effect of cervical cancer education and provider recommendation for screening on screening rates: A systematic review and meta-analysis.",False,0,0
"""26132000"," 28578176, 33905618"",Using the PhenX Toolkit to Add Standard Measures to a Study.",False,0,0
"""23920826"," 29295221"",Analyses of medical data models - identifying common concepts and items in a repository of medical forms.",False,0,0
"""26807157"," 28802948"",The development of models to predict melting and pyrolysis point data associated with several hundred thousand compounds mined from PATENTS.",False,0,0
"""22334387"," 22968136"",The androgen receptor gene mutations database: 2012 update.",False,0,0
"""26540668"," 31568974"",A Dataset for Breast Cancer Histopathological Image Classification.",False,0,0
"""27899665"," 30462303"",Open Targets: a platform for therapeutic target identification and validation.",False,0,0
