pmid,source,ling_score,setfit_confidence
38112483,setfit_only,,0.7178285
38194403,setfit_only,,0.63092136
36310247,setfit_only,,0.60275906
38702315,setfit_only,,0.6962341
35654892,setfit_only,,0.716371
35835118,setfit_only,,0.6181943
36621552,linguistic_only,3.5,
39652598,setfit_only,,0.7094527
36130040,setfit_only,,0.68548995
35654905,linguistic_only,3.0,
36834553,setfit_only,,0.69629246
39423226,setfit_only,,0.6982971
38161664,setfit_only,,0.70919156
39030018,setfit_only,,0.66539717
36162821,linguistic_only,4.5,
36883717,linguistic_only,3.0,
36130056,linguistic_only,4.5,
39243017,linguistic_only,3.0,
38063370,linguistic_only,3.0,
37129482,setfit_only,,0.7135771
35245325,setfit_only,,0.70364696
37997848,setfit_only,,0.717871
37932314,setfit_only,,0.7033094
36474140,linguistic_only,3.5,
35147037,linguistic_only,4.5,
39832863,setfit_only,,0.6591212
37850400,linguistic_only,4.0,
38030629,linguistic_only,3.0,
39963945,setfit_only,,0.6446928
39095595,linguistic_only,3.0,
37932332,setfit_only,,0.70753795
39193902,setfit_only,,0.68934536
40357167,setfit_only,,0.6860978
38571312,linguistic_only,3.0,
35933489,linguistic_only,3.5,
38898990,setfit_only,,0.66931736
38997300,linguistic_only,3.5,
38800693,setfit_only,,0.64191943
38096184,linguistic_only,3.0,
38030650,setfit_only,,0.66007596
35523906,linguistic_only,4.0,
39587138,setfit_only,,0.66688526
37129543,linguistic_only,4.0,
35933515,setfit_only,,0.68578756
38063437,setfit_only,,0.67609334
37031247,setfit_only,,0.65947616
39898450,linguistic_only,4.0,
35671383,linguistic_only,3.5,
39423319,linguistic_only,4.0,
39423320,linguistic_only,4.5,
39963994,linguistic_only,4.5,
39980379,setfit_only,,0.64399827
40308064,linguistic_only,4.0,
39718242,setfit_only,,0.6638431
38243693,linguistic_only,3.0,
37932399,setfit_only,,0.65760636
40193392,linguistic_only,4.0,
36736370,linguistic_only,3.5,
37473653,setfit_only,,0.65087354
39030136,setfit_only,,0.67945415
37145977,linguistic_only,4.0,
36441467,setfit_only,,0.68547195
37014908,linguistic_only,3.0,
38538624,setfit_only,,0.70170647
34606466,setfit_only,,0.68168616
40471940,setfit_only,,0.6841114
35753349,setfit_only,,0.6841847
38538633,setfit_only,,0.6924417
37391755,linguistic_only,4.0,
40537483,setfit_only,,0.6984251
37162382,linguistic_only,4.0,
39849360,linguistic_only,5.0,
40226196,setfit_only,,0.71339995
37850517,setfit_only,,0.70622826
38538648,setfit_only,,0.6208364
36949401,linguistic_only,3.0,
39390620,setfit_only,,0.685373
38505885,setfit_only,,0.69639194
40537502,setfit_only,,0.6209787
35196325,linguistic_only,3.0,
35016101,setfit_only,,0.6202907
39374247,setfit_only,,0.7003542
39472552,setfit_only,,0.7057743
39030186,linguistic_only,3.0,
39030190,setfit_only,,0.68482864
40029615,setfit_only,,0.7210763
37555633,linguistic_only,4.0,
38997427,setfit_only,,0.69775945
40521139,setfit_only,,0.66371757
39341494,linguistic_only,3.0,
40471991,linguistic_only,3.5,
36736440,linguistic_only,5.5,
40471992,linguistic_only,3.5,
39046587,setfit_only,,0.62376606
37457340,linguistic_only,3.5,
35622332,setfit_only,,0.6868468
37293503,linguistic_only,3.0,
35474880,linguistic_only,3.0,
40521155,setfit_only,,0.71336824
34999748,linguistic_only,5.0,
35622340,setfit_only,,0.71063566
35622342,setfit_only,,0.64150697
38718922,linguistic_only,4.0,
38702538,setfit_only,,0.61581725
34983371,setfit_only,,0.6705154
39538127,linguistic_only,3.0,
34999761,linguistic_only,4.5,
40193489,linguistic_only,3.5,
35524055,setfit_only,,0.7212238
37981656,linguistic_only,3.5,
38129112,linguistic_only,3.0,
36130266,linguistic_only,4.0,
34999771,setfit_only,,0.7087946
39210467,setfit_only,,0.71045506
38997477,setfit_only,,0.6969804
40177126,setfit_only,,0.710505
40537574,setfit_only,,0.6994279
36572655,linguistic_only,3.0,
40390127,setfit_only,,0.70039135
35818996,linguistic_only,3.5,
39407093,linguistic_only,3.0,
38768124,setfit_only,,0.66378
40144382,linguistic_only,3.5,
39964163,setfit_only,,0.6795213
36572676,setfit_only,,0.70239335
35999235,setfit_only,,0.6722606
36572678,linguistic_only,3.0,
38309384,linguistic_only,4.0,
39521802,setfit_only,,0.7103735
36965899,linguistic_only,3.0,
37850635,linguistic_only,5.5,
39210507,setfit_only,,0.64209735
37850638,linguistic_only,4.5,
38424077,setfit_only,,0.63879377
39521807,setfit_only,,0.6388996
37850641,linguistic_only,4.0,
37850642,linguistic_only,4.0,
39226898,linguistic_only,4.5,
36916756,linguistic_only,3.5,
40422930,setfit_only,,0.7175159
34606614,linguistic_only,5.5,
34606615,linguistic_only,3.0,
34606616,linguistic_only,5.5,
37850649,linguistic_only,3.0,
40439320,linguistic_only,3.5,
40521234,setfit_only,,0.68677485
36507160,setfit_only,,0.7122086
39702046,setfit_only,,0.6002775
37850657,linguistic_only,4.0,
35524130,setfit_only,,0.7017079
35294761,linguistic_only,3.5,
39259689,linguistic_only,3.0,
36572713,setfit_only,,0.67536366
37883436,linguistic_only,3.0,
39554603,setfit_only,,0.69351095
39013933,setfit_only,,0.7195689
37604913,setfit_only,,0.63313925
38653491,linguistic_only,4.5,
34508353,linguistic_only,4.5,
34508354,linguistic_only,4.5,
36408900,linguistic_only,3.5,
35524165,linguistic_only,4.0,
35016262,linguistic_only,3.0,
40635974,linguistic_only,3.0,
36556360,setfit_only,,0.6050059
36769353,setfit_only,,0.6762413
36408909,linguistic_only,3.0,
35524174,linguistic_only,5.0,
39718483,setfit_only,,0.6209464
39013972,setfit_only,,0.67682487
39997013,setfit_only,,0.6392294
35343960,setfit_only,,0.6091234
36408920,setfit_only,,0.7228817
37604955,setfit_only,,0.7007049
39095899,setfit_only,,0.65975165
40078943,setfit_only,,0.6526235
34999909,setfit_only,,0.6998937
36474475,linguistic_only,3.5,
36884076,linguistic_only,3.5,
39849579,setfit_only,,0.6983365
38162030,setfit_only,,0.6182831
38768239,setfit_only,,0.6927056
38866550,setfit_only,,0.720544
39292536,linguistic_only,3.5,
39439992,setfit_only,,0.7159207
39276156,linguistic_only,3.5,
39276157,linguistic_only,4.0,
39833218,setfit_only,,0.617147
35655307,linguistic_only,4.0,
40226443,setfit_only,,0.7146937
36441742,setfit_only,,0.6825889
36441743,setfit_only,,0.6512056
35458710,setfit_only,,0.72103816
40062614,setfit_only,,0.6988551
37244568,linguistic_only,5.0,
40455832,setfit_only,,0.69035083
35737246,setfit_only,,0.67441386
38555295,setfit_only,,0.67827654
37981856,linguistic_only,5.0,
35049120,setfit_only,,0.64267665
39898792,setfit_only,,0.7210015
38801081,linguistic_only,4.5,
40095417,linguistic_only,3.0,
40275641,setfit_only,,0.7166608
40341180,setfit_only,,0.6919775
38063803,setfit_only,,0.62340635
40177343,setfit_only,,0.69363934
37080771,linguistic_only,3.5,
36015814,setfit_only,,0.66917473
36703942,setfit_only,,0.6290045
35475145,linguistic_only,4.0,
40013513,setfit_only,,0.6989566
35589837,setfit_only,,0.71707886
34672337,linguistic_only,4.0,
39374546,linguistic_only,3.5,
40341210,setfit_only,,0.6880412
35753693,linguistic_only,4.0,
35704543,setfit_only,,0.705432
35753697,linguistic_only,3.5,
40537825,setfit_only,,0.71610874
39341795,linguistic_only,5.0,
39522019,setfit_only,,0.65552914
37637860,setfit_only,,0.6724347
39407342,linguistic_only,3.5,
40341230,linguistic_only,4.0,
39341808,setfit_only,,0.7093417
36261617,setfit_only,,0.6937781
34918130,linguistic_only,3.5,
35524337,setfit_only,,0.65719885
38702834,setfit_only,,0.6359515
37457653,setfit_only,,0.6201495
36146935,linguistic_only,4.5,
37342968,setfit_only,,0.718877
36065018,setfit_only,,0.6441468
39522045,setfit_only,,0.6326327
37162753,linguistic_only,4.0,
40341255,setfit_only,,0.6881288
38129422,setfit_only,,0.63669264
38244111,linguistic_only,3.0,
40472336,setfit_only,,0.7102974
38522645,linguistic_only,4.5,
39259934,setfit_only,,0.6185418
39341859,setfit_only,,0.6340283
37490468,setfit_only,,0.7131225
38457127,setfit_only,,0.71096635
40963881,linguistic_only,3.0,
40111914,linguistic_only,3.5,
37965610,setfit_only,,0.6805101
35163948,linguistic_only,3.0,
34950955,setfit_only,,0.7163934
39669549,setfit_only,,0.6147694
37310261,linguistic_only,4.5,
37965622,setfit_only,,0.7241935
38113079,setfit_only,,0.7088366
39128887,setfit_only,,0.6825623
38850360,setfit_only,,0.62302697
36884279,setfit_only,,0.6196067
39948093,setfit_only,,0.61452985
39079742,setfit_only,,0.7048589
39030592,linguistic_only,3.5,
38129478,linguistic_only,3.5,
37900105,setfit_only,,0.7196557
38555474,linguistic_only,3.0,
38227799,linguistic_only,4.5,
37572440,linguistic_only,4.0,
37769048,linguistic_only,3.0,
37572442,linguistic_only,3.0,
40259416,linguistic_only,3.0,
36622170,setfit_only,,0.65249294
40259421,linguistic_only,3.5,
40259418,setfit_only,,0.60349846
39587678,setfit_only,,0.6883316
40996704,linguistic_only,3.0,
40996703,setfit_only,,0.7249054
40996706,linguistic_only,3.0,
37130083,linguistic_only,3.0,
40996707,linguistic_only,3.5,
40996708,linguistic_only,4.5,
40996709,linguistic_only,4.5,
40996710,setfit_only,,0.635135
40996714,linguistic_only,6.0,
40996715,linguistic_only,4.0,
40996717,linguistic_only,3.5,
40996718,linguistic_only,3.5,
36015982,setfit_only,,0.6728576
37867380,linguistic_only,4.5,
40439670,linguistic_only,3.0,
35049334,setfit_only,,0.7044996
40439671,setfit_only,,0.7116901
39784310,setfit_only,,0.6335994
35131258,setfit_only,,0.6319961
38424443,setfit_only,,0.6269944
36196222,setfit_only,,0.7207259
38162307,linguistic_only,3.0,
40324996,linguistic_only,3.0,
38489989,linguistic_only,4.0,
35393411,setfit_only,,0.7113295
38866820,setfit_only,,0.70416886
35622787,setfit_only,,0.6961039
39636867,setfit_only,,0.6815771
35393418,setfit_only,,0.69938314
35819403,setfit_only,,0.6503375
35164045,setfit_only,,0.6489209
36081550,linguistic_only,4.5,
37556115,linguistic_only,3.0,
38522772,linguistic_only,3.0,
37031828,setfit_only,,0.654111
37425046,linguistic_only,4.0,
37080986,setfit_only,,0.6816649
37080987,linguistic_only,3.5,
37080990,setfit_only,,0.7147634
39260065,setfit_only,,0.6011545
39341994,linguistic_only,4.0,
40538029,linguistic_only,3.0,
39325614,setfit_only,,0.67838645
37195695,setfit_only,,0.7110332
37195696,linguistic_only,3.0,
39358398,setfit_only,,0.63440853
37081024,linguistic_only,3.0,
36458437,linguistic_only,4.0,
35229639,linguistic_only,3.0,
38440907,linguistic_only,5.0,
39145419,setfit_only,,0.69998604
35524557,linguistic_only,5.5,
39915473,linguistic_only,3.0,
35524563,linguistic_only,4.0,
36966359,setfit_only,,0.6748323
35524568,linguistic_only,3.0,
37507033,setfit_only,,0.64350575
35524571,linguistic_only,3.5,
35524573,linguistic_only,4.0,
38195165,linguistic_only,3.0,
40013795,setfit_only,,0.60424
38686696,setfit_only,,0.6868299
35934186,setfit_only,,0.62038696
35295213,linguistic_only,4.0,
38637551,setfit_only,,0.71179926
39931895,linguistic_only,4.0,
39915513,setfit_only,,0.7246308
36851706,linguistic_only,3.0,
39342076,linguistic_only,4.0,
39047165,setfit_only,,0.6717519
36114445,linguistic_only,3.0,
36376589,linguistic_only,3.0,
35311639,linguistic_only,3.0,
39702552,linguistic_only,4.0,
39637015,setfit_only,,0.62358505
37179420,setfit_only,,0.6959028
37589022,linguistic_only,4.5,
38162465,linguistic_only,3.5,
38637602,setfit_only,,0.694517
38752292,linguistic_only,4.0,
35639335,setfit_only,,0.70150036
40095784,linguistic_only,3.0,
39800874,linguistic_only,3.5,
36409390,linguistic_only,4.5,
38572078,setfit_only,,0.72693455
36360242,setfit_only,,0.7184017
34918453,linguistic_only,3.0,
37244984,linguistic_only,4.5,
39358521,setfit_only,,0.7050714
36671545,setfit_only,,0.6520665
40407102,setfit_only,,0.60537887
37818431,setfit_only,,0.70623815
39489606,linguistic_only,3.5,
38064200,linguistic_only,3.5,
38506570,linguistic_only,4.0,
37867598,setfit_only,,0.69891536
39702608,linguistic_only,3.0,
40161362,setfit_only,,0.70490533
38686803,linguistic_only,4.0,
35328082,setfit_only,,0.6390236
38686808,linguistic_only,5.0,
36950105,linguistic_only,3.5,
37343324,linguistic_only,3.0,
39440482,setfit_only,,0.6901036
37556324,linguistic_only,3.5,
39932005,linguistic_only,4.5,
39014503,linguistic_only,3.0,
35491948,setfit_only,,0.68170494
36638829,setfit_only,,0.6015665
39843467,setfit_only,,0.69025147
35754095,linguistic_only,4.5,
38129777,linguistic_only,4.5,
40013940,setfit_only,,0.70758545
36950143,linguistic_only,3.0,
38260865,setfit_only,,0.6870951
37671046,setfit_only,,0.7064029
38113416,linguistic_only,3.5,
38490248,linguistic_only,3.5,
38572168,setfit_only,,0.6936656
36130953,setfit_only,,0.6597698
39391372,setfit_only,,0.7094036
38506636,setfit_only,,0.6790346
38490256,linguistic_only,3.5,
39178387,linguistic_only,3.5,
40177811,setfit_only,,0.6210372
39719064,linguistic_only,4.0,
39162009,linguistic_only,4.5,
38588573,linguistic_only,5.0,
37245087,linguistic_only,3.0,
39325859,linguistic_only,4.5,
35950759,setfit_only,,0.71315837
40046760,linguistic_only,4.0,
35950764,linguistic_only,3.0,
36376761,linguistic_only,3.5,
36933822,linguistic_only,4.0,
35786947,setfit_only,,0.6307052
36245702,linguistic_only,5.0,
35459273,linguistic_only,3.5,
40210637,setfit_only,,0.71117383
39112918,linguistic_only,4.0,
35639514,linguistic_only,4.5,
37523674,linguistic_only,4.5,
37474522,setfit_only,,0.6567181
35213533,linguistic_only,3.0,
35639517,linguistic_only,4.5,
36622559,linguistic_only,3.0,
34459872,linguistic_only,5.0,
37196000,linguistic_only,3.5,
38244574,linguistic_only,3.5,
39604449,setfit_only,,0.7145913
38752486,linguistic_only,4.5,
39833831,linguistic_only,4.0,
36327654,setfit_only,,0.66409135
38605036,setfit_only,,0.7221457
40259822,linguistic_only,3.0,
37097710,setfit_only,,0.6880949
37097713,setfit_only,,0.6462133
38605048,setfit_only,,0.71028084
38310137,setfit_only,,0.70935905
38277370,linguistic_only,4.0,
39866619,linguistic_only,3.5,
38277376,setfit_only,,0.7088762
38719747,linguistic_only,5.0,
38605060,linguistic_only,3.0,
36425989,setfit_only,,0.7139169
37671181,setfit_only,,0.7253181
40341774,setfit_only,,0.725118
36655375,linguistic_only,3.0,
35606797,setfit_only,,0.65444255
37851409,linguistic_only,3.5,
40128788,setfit_only,,0.71377784
40014103,setfit_only,,0.70854807
40276250,linguistic_only,4.5,
35508507,linguistic_only,3.5,
40571162,linguistic_only,3.5,
38097182,linguistic_only,3.5,
38605088,setfit_only,,0.6374894
39866666,linguistic_only,3.5,
39817516,linguistic_only,3.0,
37736750,setfit_only,,0.6940638
36458799,setfit_only,,0.7064584
36196656,linguistic_only,4.0,
38064432,linguistic_only,3.0,
36704562,linguistic_only,3.0,
35672378,setfit_only,,0.6455375
37589308,setfit_only,,0.71215564
35377469,setfit_only,,0.72828597
36852030,setfit_only,,0.69975126
39080256,setfit_only,,0.7120499
35639618,linguistic_only,3.5,
36426050,setfit_only,,0.69530153
37507396,setfit_only,,0.66990554
37310789,setfit_only,,0.7123706
35524941,setfit_only,,0.6622796
36950350,linguistic_only,4.0,
35180879,linguistic_only,3.0,
39571792,setfit_only,,0.623323
39473492,linguistic_only,5.0,
34918744,linguistic_only,4.0,
37507417,linguistic_only,3.5,
35361112,setfit_only,,0.6827327
35361119,linguistic_only,3.5,
35066208,linguistic_only,3.5,
35443040,linguistic_only,3.5,
36917599,linguistic_only,4.0,
39227745,setfit_only,,0.69442314
35672420,linguistic_only,3.0,
37441893,linguistic_only,3.5,
37114214,linguistic_only,3.0,
37704037,setfit_only,,0.71596766
37540201,linguistic_only,4.0,
35361129,setfit_only,,0.71496826
37605747,linguistic_only,5.5,
40063348,setfit_only,,0.71960646
36639093,linguistic_only,3.0,
37572981,setfit_only,,0.65869546
39899510,setfit_only,,0.66912174
39653747,setfit_only,,0.62268376
39522681,setfit_only,,0.70929587
36131199,linguistic_only,3.5,
39227781,linguistic_only,5.0,
35148171,linguistic_only,4.5,
40046987,setfit_only,,0.6690528
38113679,linguistic_only,4.0,
39555474,setfit_only,,0.7059574
39080339,setfit_only,,0.6654066
38113684,setfit_only,,0.67288154
36737439,linguistic_only,3.0,
38769056,setfit_only,,0.70125455
38769057,linguistic_only,4.0,
38834597,setfit_only,,0.70800745
40391087,setfit_only,,0.7085629
37917105,setfit_only,,0.7040076
35639733,setfit_only,,0.7026347
35639735,linguistic_only,4.5,
38310330,linguistic_only,4.0,
39653819,linguistic_only,3.0,
35688892,linguistic_only,3.5,
36016573,linguistic_only,3.0,
40210874,linguistic_only,3.0,
36262334,setfit_only,,0.7176562
38736322,setfit_only,,0.6600837
34951622,linguistic_only,4.5,
37867975,linguistic_only,3.5,
38965703,linguistic_only,4.5,
38015436,linguistic_only,4.5,
38769103,setfit_only,,0.6594716
38736337,setfit_only,,0.7051697
36147666,linguistic_only,4.0,
35869138,setfit_only,,0.67891496
35639770,linguistic_only,4.0,
39211484,setfit_only,,0.6705867
37851613,linguistic_only,3.0,
36934110,linguistic_only,3.0,
37982688,linguistic_only,3.5,
37949921,setfit_only,,0.6590245
38326757,setfit_only,,0.6631707
39277030,setfit_only,,0.65090203
37818860,linguistic_only,4.5,
41128428,linguistic_only,3.0,
40341999,setfit_only,,0.68374187
37458416,linguistic_only,3.0,
38982129,linguistic_only,3.0,
39883249,linguistic_only,4.0,
38834674,setfit_only,,0.627547
35246582,setfit_only,,0.6479168
38769143,setfit_only,,0.7224628
37589496,linguistic_only,4.0,
37933562,setfit_only,,0.65504026
35164668,linguistic_only,3.5,
39801345,setfit_only,,0.605867
36098562,linguistic_only,3.0,
39817732,linguistic_only,3.5,
36622853,setfit_only,,0.7285361
38507015,linguistic_only,3.0,
35820040,linguistic_only,3.0,
39227914,linguistic_only,4.0,
40538637,linguistic_only,3.0,
37261838,linguistic_only,3.0,
39719439,linguistic_only,3.5,
40210957,setfit_only,,0.6808572
35918351,setfit_only,,0.6938775
38441487,setfit_only,,0.69281745
39375378,setfit_only,,0.70464784
39113237,setfit_only,,0.69516706
35066390,setfit_only,,0.6718678
38834712,setfit_only,,0.68458325
38212124,linguistic_only,3.5,
35918364,setfit_only,,0.6826358
38834718,setfit_only,,0.6953347
35787295,linguistic_only,4.5,
35328546,linguistic_only,3.0,
37835298,setfit_only,,0.62621385
38507044,setfit_only,,0.7080334
38392357,setfit_only,,0.7041981
35115560,setfit_only,,0.7156413
39899688,setfit_only,,0.673303
39375404,setfit_only,,0.6666975
35197484,setfit_only,,0.6437066
40456751,setfit_only,,0.6553201
40129074,linguistic_only,3.0,
39670335,setfit_only,,0.7034401
37507650,setfit_only,,0.7120857
40112707,linguistic_only,3.0,
39539268,linguistic_only,3.5,
35197510,setfit_only,,0.696707
40718923,setfit_only,,0.61459845
38048333,setfit_only,,0.7100471
36016718,linguistic_only,4.0,
40456783,linguistic_only,3.5,
36541006,setfit_only,,0.69832456
39932497,linguistic_only,3.5,
40456784,setfit_only,,0.6626399
35082835,linguistic_only,3.0,
37605971,linguistic_only,4.5,
39031379,linguistic_only,3.0,
39850579,linguistic_only,3.5,
39965271,linguistic_only,3.5,
35820117,setfit_only,,0.6077087
37589594,linguistic_only,3.5,
37540443,setfit_only,,0.69995385
35508828,linguistic_only,4.5,
36311644,linguistic_only,4.0,
38261340,setfit_only,,0.6882359
39080539,setfit_only,,0.674412
39817820,setfit_only,,0.63683146
36508259,setfit_only,,0.7247695
40456805,setfit_only,,0.6833401
36459116,linguistic_only,3.5,
37638765,linguistic_only,4.5,
37769837,linguistic_only,3.0,
39080561,linguistic_only,5.5,
37540469,setfit_only,,0.7107136
36688502,linguistic_only,3.0,
35639928,linguistic_only,3.5,
38326906,setfit_only,,0.7247342
38179456,setfit_only,,0.64922947
35426945,linguistic_only,4.0,
38228610,setfit_only,,0.7051729
38310531,linguistic_only,3.0,
40292995,setfit_only,,0.6705267
37360262,linguistic_only,3.0,
37753479,setfit_only,,0.7217548
36835976,linguistic_only,3.0,
37999241,setfit_only,,0.68551844
35639952,linguistic_only,4.0,
36655761,linguistic_only,5.0,
37229202,linguistic_only,4.5,
38982288,linguistic_only,3.0,
35328657,setfit_only,,0.6370974
37819028,setfit_only,,0.70992744
37819033,linguistic_only,4.0,
37130913,linguistic_only,4.5,
37819042,linguistic_only,4.5,
37950115,linguistic_only,4.0,
38228642,linguistic_only,3.0,
40489639,linguistic_only,4.0,
34951848,linguistic_only,3.0,
39441065,linguistic_only,3.5,
38785706,setfit_only,,0.62925553
39441067,linguistic_only,4.5,
37311148,linguistic_only,4.0,
37311149,linguistic_only,4.0,
39441070,linguistic_only,5.0,
39441071,linguistic_only,3.5,
39441072,linguistic_only,4.5,
40211116,setfit_only,,0.66734594
37753522,setfit_only,,0.6290645
39441075,linguistic_only,4.5,
39621301,setfit_only,,0.6875978
38802101,setfit_only,,0.6431522
40293056,setfit_only,,0.6638336
35672769,linguistic_only,4.0,
37294786,linguistic_only,3.5,
37180100,setfit_only,,0.7093694
35132103,setfit_only,,0.6955352
37475018,setfit_only,,0.684097
34837195,setfit_only,,0.6096903
36950735,setfit_only,,0.6866912
35672784,setfit_only,,0.69301367
35115730,setfit_only,,0.64611053
36328151,linguistic_only,4.5,
35230424,linguistic_only,5.0,
37294807,linguistic_only,4.0,
40800985,linguistic_only,3.0,
35230423,setfit_only,,0.704641
35066586,setfit_only,,0.6521301
37376732,setfit_only,,0.7201883
36999902,linguistic_only,5.5,
38015708,setfit_only,,0.66481125
34837217,setfit_only,,0.61858565
37180131,linguistic_only,3.0,
35508965,linguistic_only,4.5,
35132134,linguistic_only,3.5,
37016293,linguistic_only,3.5,
37688042,setfit_only,,0.69543403
38097650,linguistic_only,3.0,
40424178,linguistic_only,4.0,
38769397,setfit_only,,0.71009964
38966006,linguistic_only,3.5,
39686909,linguistic_only,3.5,
38523647,linguistic_only,3.0,
36049666,linguistic_only,4.5,
39097091,setfit_only,,0.67784923
39047941,linguistic_only,3.5,
38408974,setfit_only,,0.61716425
39359251,setfit_only,,0.62459654
38703894,linguistic_only,3.5,
38277912,linguistic_only,3.0,
39424793,linguistic_only,4.0,
39080729,setfit_only,,0.66092384
37933852,setfit_only,,0.71508056
35771165,linguistic_only,3.0,
37933854,linguistic_only,3.0,
37933855,linguistic_only,3.0,
38441756,setfit_only,,0.6965289
37933857,linguistic_only,4.0,
37933860,linguistic_only,4.5,
38736683,linguistic_only,4.5,
35803947,setfit_only,,0.7197162
37131052,setfit_only,,0.6521888
39981873,setfit_only,,0.70014507
37278513,setfit_only,,0.6296856
40424247,setfit_only,,0.6931587
35803960,setfit_only,,0.71074235
36688700,linguistic_only,5.5,
39244605,setfit_only,,0.69517535
36688702,linguistic_only,4.0,
36688705,linguistic_only,4.0,
35869511,linguistic_only,4.0,
36311883,setfit_only,,0.6001133
39424844,setfit_only,,0.69413716
41014096,linguistic_only,4.5,
37491536,setfit_only,,0.66380095
38179668,linguistic_only,4.5,
39244629,setfit_only,,0.7174197
39424853,setfit_only,,0.6885225
40588120,setfit_only,,0.7063143
39080795,linguistic_only,4.5,
36016994,setfit_only,,0.72616297
35263335,linguistic_only,3.0,
38490983,setfit_only,,0.6481774
39424885,setfit_only,,0.70830095
39506806,linguistic_only,3.5,
37131131,linguistic_only,3.5,
37884796,setfit_only,,0.71474093
36180861,setfit_only,,0.6676779
35099519,linguistic_only,3.5,
38916991,setfit_only,,0.6975675
34657153,linguistic_only,3.0,
38785923,setfit_only,,0.65890235
39703430,linguistic_only,5.0,
36934538,linguistic_only,6.0,
37131148,setfit_only,,0.64960974
35148686,setfit_only,,0.72338605
38261648,linguistic_only,4.0,
37393296,setfit_only,,0.7187038
38622098,linguistic_only,5.0,
39588754,linguistic_only,3.5,
39719828,linguistic_only,3.0,
38425493,linguistic_only,3.0,
38310806,linguistic_only,3.0,
38900628,setfit_only,,0.6993045
38343575,setfit_only,,0.6040423
40424346,linguistic_only,3.0,
39588765,linguistic_only,4.5,
37360543,setfit_only,,0.6768847
37802917,linguistic_only,3.5,
39424937,setfit_only,,0.67890966
39588778,linguistic_only,5.0,
39883690,setfit_only,,0.67342913
35525549,setfit_only,,0.7204506
35673005,setfit_only,,0.63095754
40211375,linguistic_only,3.0,
37098414,setfit_only,,0.6237532
35673010,linguistic_only,5.0,
37114803,linguistic_only,3.0,
37114804,linguistic_only,3.0,
40063927,linguistic_only,3.5,
36819896,setfit_only,,0.69643664
37376953,setfit_only,,0.69678104
36819898,setfit_only,,0.65623564
38867901,linguistic_only,4.0,
38376382,linguistic_only,3.5,
39932865,linguistic_only,4.0,
36787138,setfit_only,,0.6532223
35705797,linguistic_only,3.5,
36344773,linguistic_only,3.0,
38867910,linguistic_only,3.0,
39310279,setfit_only,,0.67514807
39310281,linguistic_only,4.0,
36656075,linguistic_only,5.0,
38867915,linguistic_only,3.0,
36918221,linguistic_only,3.0,
35951566,linguistic_only,3.5,
38392784,setfit_only,,0.67899436
37524436,linguistic_only,3.0,
38556628,linguistic_only,3.0,
38015956,setfit_only,,0.7085527
39998433,setfit_only,,0.7012409
37835747,setfit_only,,0.68105304
36475880,setfit_only,,0.6316
38933486,linguistic_only,5.0,
39179250,setfit_only,,0.68598676
35361782,setfit_only,,0.6776379
40424440,setfit_only,,0.686579
40522748,setfit_only,,0.7189622
37082111,linguistic_only,3.0,
38671360,linguistic_only,3.0,
38327295,setfit_only,,0.65967464
36541440,setfit_only,,0.64309496
36344834,setfit_only,,0.7209189
40621063,linguistic_only,4.0,
36426767,setfit_only,,0.67745274
37721104,setfit_only,,0.66678137
38491157,linguistic_only,3.0,
39425047,linguistic_only,4.0,
35853340,linguistic_only,3.0,
38933532,linguistic_only,5.0,
35181599,linguistic_only,4.0,
38327327,setfit_only,,0.60892236
38097955,linguistic_only,3.0,
37917732,setfit_only,,0.6564634
38720552,linguistic_only,3.0,
40145964,linguistic_only,4.0,
38163502,linguistic_only,3.0,
35345455,linguistic_only,3.0,
40113206,linguistic_only,4.5,
40899639,linguistic_only,4.0,
39621686,setfit_only,,0.6474072
38556728,setfit_only,,0.68731654
38327356,linguistic_only,4.0,
39113788,setfit_only,,0.70299244
38900798,setfit_only,,0.7205944
38409278,setfit_only,,0.62400687
35640384,linguistic_only,3.5,
38442048,setfit_only,,0.6289039
35181636,linguistic_only,3.0,
37884999,setfit_only,,0.70505136
38327368,linguistic_only,3.0,
38327367,setfit_only,,0.6511773
38327374,setfit_only,,0.6216435
34935889,linguistic_only,5.5,
38442065,setfit_only,,0.6901588
37672022,linguistic_only,4.5,
38327382,setfit_only,,0.6189766
35869783,setfit_only,,0.63096076
40473689,setfit_only,,0.6641132
35673179,setfit_only,,0.67011714
36607068,linguistic_only,3.5,
36017244,setfit_only,,0.6788341
35394655,setfit_only,,0.7193359
35607649,setfit_only,,0.6621673
35738723,linguistic_only,3.0,
35411045,linguistic_only,4.0,
37033061,linguistic_only,3.0,
34935911,linguistic_only,4.0,
37672040,setfit_only,,0.72720474
36852842,linguistic_only,3.5,
36508783,setfit_only,,0.66694415
36066416,linguistic_only,3.5,
38491248,linguistic_only,3.5,
35165298,setfit_only,,0.70493835
36426870,linguistic_only,4.0,
37114999,linguistic_only,3.0,
35558518,setfit_only,,0.7072999
38540411,setfit_only,,0.6847378
38065275,setfit_only,,0.68010616
40326271,setfit_only,,0.6510824
38507648,linguistic_only,3.5,
35181703,setfit_only,,0.64257175
35886221,linguistic_only,3.0,
37672078,setfit_only,,0.60095835
37590163,linguistic_only,3.0,
39392404,linguistic_only,4.0,
35804309,linguistic_only,4.0,
40211606,setfit_only,,0.6745129
