pmid,source,setfit_confidence
35368074,setfit,0.7064844
37361153,setfit,0.70647734
35920326,setfit,0.70647633
35871228,setfit,0.7064749
39563064,setfit,0.7064729
36458799,setfit,0.7064584
40007160,setfit,0.70644987
36420889,setfit,0.7064306
38773111,setfit,0.7064302
39354313,setfit,0.7064075
37671046,setfit,0.7064029
38816403,setfit,0.7063982
36182102,setfit,0.70638394
40515393,setfit,0.7063699
38951917,setfit,0.7063281
37853023,setfit,0.7063193
40588120,setfit,0.7063143
39202407,setfit,0.706301
35264663,setfit,0.70627826
37818431,setfit,0.70623815
37850517,setfit,0.70622826
40188222,setfit,0.70620173
38854754,setfit,0.70619965
40323945,setfit,0.7061822
36347868,setfit,0.7060836
37819797,setfit,0.7060812
39843903,setfit,0.7060603
35895741,setfit,0.7060135
36367334,setfit,0.7060099
39831966,setfit,0.70600194
37738400,setfit,0.7059968
39905013,setfit,0.7059794
39226356,setfit,0.7059708
39555474,setfit,0.7059574
37828771,setfit,0.705907
38302497,setfit,0.7058886
37537999,setfit,0.7058467
37224027,setfit,0.705837
36892110,setfit,0.7058164
39472552,setfit,0.7057743
40577285,setfit,0.70576626
36659921,setfit,0.7057232
36037090,setfit,0.7057172
38155575,setfit,0.7057136
35883181,setfit,0.70570946
38443673,setfit,0.70570153
35715423,setfit,0.70569265
40102232,setfit,0.7056771
37951952,setfit,0.70566964
36219580,setfit,0.70562637
35218297,setfit,0.7056248
38900906,setfit,0.7056221
38516293,setfit,0.70560896
38962207,setfit,0.70559824
36243975,setfit,0.7055945
37758508,setfit,0.7055565
38548261,setfit,0.7055558
40235703,setfit,0.7055345
39122730,setfit,0.7055323
35668110,setfit,0.7055089
40189200,setfit,0.70549935
39283925,setfit,0.7054581
39097645,setfit,0.7054426
35704543,setfit,0.705432
39213277,setfit,0.7054289
40467694,setfit,0.70541626
37053159,setfit,0.7053638
38575650,setfit,0.70536083
40195405,setfit,0.705344
40584559,setfit,0.70528305
38228610,setfit,0.7051729
38736337,setfit,0.7051697
40136077,setfit,0.70515394
40204792,setfit,0.705091
39358521,setfit,0.7050714
38437255,setfit,0.7050618
37884999,setfit,0.70505136
40493136,setfit,0.70502514
37941138,setfit,0.7050227
40148331,setfit,0.70501
38242438,setfit,0.7049963
36631981,setfit,0.70497143
36502369,setfit,0.70495284
39536999,setfit,0.70494384
35165298,setfit,0.70493835
40392751,setfit,0.70492977
40161362,setfit,0.70490533
39049932,setfit,0.70489615
39079742,setfit,0.7048589
40496743,setfit,0.70483077
35913976,setfit,0.7048194
40057378,setfit,0.70480114
36124789,setfit,0.70476276
38581418,setfit,0.7047441
40548541,setfit,0.7047434
36456623,setfit,0.70473754
39297317,setfit,0.70472836
39097663,setfit,0.7047277
39657811,setfit,0.70470905
37645315,setfit,0.7046708
39375378,setfit,0.70464784
36385044,setfit,0.70464706
35230423,setfit,0.704641
37418393,setfit,0.70459956
39968831,setfit,0.70456076
38811613,setfit,0.70455396
37696836,setfit,0.70454985
39949805,setfit,0.7045378
37357231,setfit,0.70453775
35998814,setfit,0.70453763
40404775,setfit,0.70452946
39660955,setfit,0.70451945
35049334,setfit,0.7044996
39709504,setfit,0.7044827
34472587,setfit,0.70447254
35042854,setfit,0.7044525
39028299,setfit,0.70437545
39820608,setfit,0.7043598
39872495,setfit,0.70434207
39747823,setfit,0.70433474
39402285,setfit,0.70432395
37684262,setfit,0.7043229
34718559,setfit,0.70429856
37717016,setfit,0.7042915
38816689,setfit,0.7042758
40364349,setfit,0.7042162
36385198,setfit,0.70421386
36085868,setfit,0.7042033
36670373,setfit,0.70419896
38392357,setfit,0.7041981
38866820,setfit,0.70416886
39098889,setfit,0.7041448
36421086,setfit,0.7041356
38710697,setfit,0.7041102
39095466,setfit,0.7040959
36305825,setfit,0.7040694
38400367,setfit,0.7040429
37917105,setfit,0.7040076
35446428,setfit,0.7039965
38886444,setfit,0.70397586
38152493,setfit,0.70389014
37208401,setfit,0.7038717
39334272,setfit,0.70385826
36253139,setfit,0.70384693
40307272,setfit,0.70384645
36963395,setfit,0.7038235
36399503,setfit,0.70381856
39127782,setfit,0.70373124
35338253,setfit,0.7037229
38862525,setfit,0.7037196
36823158,setfit,0.70369494
35245325,setfit,0.70364696
38679191,setfit,0.70364076
35583789,setfit,0.70362705
35407001,setfit,0.70361626
40155413,setfit,0.7036125
37722101,setfit,0.70358294
35488032,setfit,0.70354265
39641894,setfit,0.70346963
35773214,setfit,0.7034634
37018156,setfit,0.7034549
39814026,setfit,0.7034459
39670335,setfit,0.7034401
40170958,setfit,0.70343405
38593404,setfit,0.70342946
38235435,setfit,0.7034009
39526391,setfit,0.7033876
37932314,setfit,0.7033094
40860433,setfit,0.70328873
36761695,setfit,0.703275
36291748,setfit,0.703244
39044911,setfit,0.7032216
37691964,setfit,0.70319647
39288643,setfit,0.7031797
36875148,setfit,0.7031491
37674236,setfit,0.7031383
36836616,setfit,0.70312953
40102456,setfit,0.7030925
38413613,setfit,0.703092
40157936,setfit,0.70304465
39113788,setfit,0.70299244
37699009,setfit,0.7029377
39414802,setfit,0.70292294
39436594,setfit,0.7029156
38438913,setfit,0.70290387
38123582,setfit,0.7029007
37340506,setfit,0.7028787
37805667,setfit,0.702849
38252659,setfit,0.70280147
39809781,setfit,0.70275354
39487529,setfit,0.7027188
37995287,setfit,0.70270884
35354824,setfit,0.70270425
39530237,setfit,0.7026774
35042806,setfit,0.7026679
35893052,setfit,0.7026458
35639733,setfit,0.7026347
35759515,setfit,0.70263255
36139041,setfit,0.7026135
34751405,setfit,0.70258564
38079567,setfit,0.7025418
37023121,setfit,0.7024906
38724536,setfit,0.7024581
36207580,setfit,0.70245504
35965308,setfit,0.70241195
36922507,setfit,0.7023982
36572676,setfit,0.70239335
35227887,setfit,0.70237535
35444212,setfit,0.70236224
40479047,setfit,0.7023365
38098783,setfit,0.70231783
39556563,setfit,0.7022967
35659771,setfit,0.7022784
38104057,setfit,0.70227623
39695251,setfit,0.70224744
36658342,setfit,0.7022389
36991084,setfit,0.70223224
37431591,setfit,0.7022273
37331497,setfit,0.70222026
40502934,setfit,0.7022177
40316571,setfit,0.70220745
39039085,setfit,0.7021623
39952954,setfit,0.70215946
38733216,setfit,0.70215577
36400030,setfit,0.70215255
37208404,setfit,0.7020779
39724242,setfit,0.70207167
35758811,setfit,0.70204586
36008656,setfit,0.70202476
36575445,setfit,0.702023
36764575,setfit,0.7020196
35649342,setfit,0.7020119
38040823,setfit,0.7020015
35805979,setfit,0.70199776
37069152,setfit,0.70198905
35586258,setfit,0.70198816
38776430,setfit,0.7019183
36274122,setfit,0.70188725
37041187,setfit,0.701881
37030713,setfit,0.7018318
37333841,setfit,0.7017701
38744887,setfit,0.70176584
36610676,setfit,0.70173705
36433966,setfit,0.7017315
37306951,setfit,0.701716
35524130,setfit,0.7017079
38538624,setfit,0.70170647
39798891,setfit,0.70166576
40108153,setfit,0.7016449
37208349,setfit,0.70163256
36755230,setfit,0.7015776
38649677,setfit,0.70150816
35639335,setfit,0.70150036
39701476,setfit,0.7014527
39038936,setfit,0.70144045
40436975,setfit,0.7014398
38665640,setfit,0.7014339
37953308,setfit,0.70142853
37529914,setfit,0.7014218
38127855,setfit,0.70139146
35418183,setfit,0.70137274
38769056,setfit,0.70125455
37251529,setfit,0.7012427
39998433,setfit,0.7012409
36792716,setfit,0.7012359
39373514,setfit,0.7011857
34166198,setfit,0.70116526
38478526,setfit,0.7011607
40383374,setfit,0.7011068
38328285,setfit,0.70107204
36651308,setfit,0.70105124
36576129,setfit,0.70103455
36793705,setfit,0.70103437
36482886,setfit,0.7010181
40247189,setfit,0.70100766
36576131,setfit,0.7009832
40064907,setfit,0.7009137
40630734,setfit,0.70090884
36624665,setfit,0.7009078
37794208,setfit,0.7009049
39487448,setfit,0.7008361
40021691,setfit,0.700834
36088548,setfit,0.70082915
37935696,setfit,0.7007873
38361019,setfit,0.7007412
39466872,setfit,0.70073265
37604955,setfit,0.7007049
37369715,setfit,0.70070165
37897348,setfit,0.7006867
35388048,setfit,0.7006782
38300515,setfit,0.7006734
39700498,setfit,0.7006664
34424339,setfit,0.700664
38582952,setfit,0.7006527
36050312,setfit,0.7006169
38774242,setfit,0.70059633
39927895,setfit,0.70058763
35255810,setfit,0.7005618
35680885,setfit,0.7005522
37567397,setfit,0.7005394
38627434,setfit,0.70050365
38550240,setfit,0.70050126
38365793,setfit,0.700494
39989012,setfit,0.7004249
38789504,setfit,0.70041037
36026437,setfit,0.7003917
40390127,setfit,0.70039135
39374247,setfit,0.7003542
39134412,setfit,0.70027983
36599892,setfit,0.70022
40513557,setfit,0.7001494
39981873,setfit,0.70014507
37735262,setfit,0.7001312
38296997,setfit,0.7001013
36929085,setfit,0.70007104
39720205,setfit,0.7000596
39565895,setfit,0.700053
39346622,setfit,0.700037
36316345,setfit,0.7000313
39145419,setfit,0.69998604
37540443,setfit,0.69995385
39285337,setfit,0.6999449
37647318,setfit,0.6999422
34999909,setfit,0.6998937
39715863,setfit,0.69988924
36495445,setfit,0.6998855
39402640,setfit,0.69983953
40316599,setfit,0.69983566
37202401,setfit,0.69983053
36641473,setfit,0.6998217
37666946,setfit,0.69980186
38404138,setfit,0.69979066
39955285,setfit,0.6997737
36852030,setfit,0.69975126
36357557,setfit,0.6997204
36923950,setfit,0.6997072
33226952,setfit,0.6996989
35708612,setfit,0.69966877
38213701,setfit,0.69964576
36410953,setfit,0.69964534
37758930,setfit,0.69963497
38377053,setfit,0.6996183
39205227,setfit,0.6996071
36906700,setfit,0.69957453
35915099,setfit,0.69956875
36921458,setfit,0.6995641
37956160,setfit,0.69955504
37468574,setfit,0.6995504
35957077,setfit,0.69951785
37010293,setfit,0.69951093
40373107,setfit,0.69948643
38913305,setfit,0.69947505
34755885,setfit,0.699454
35538580,setfit,0.69944793
39885165,setfit,0.6994457
37953324,setfit,0.69944495
36824516,setfit,0.699442
38300514,setfit,0.69944024
40537574,setfit,0.6994279
36922515,setfit,0.6994212
37075357,setfit,0.6994109
39101983,setfit,0.69939053
35393418,setfit,0.69938314
37076856,setfit,0.6993619
37666897,setfit,0.6993415
40393240,setfit,0.69933796
38608311,setfit,0.6993269
38900628,setfit,0.6993045
34755868,setfit,0.6992678
35161692,setfit,0.6992653
38819560,setfit,0.69926184
36513667,setfit,0.6992203
37841229,setfit,0.69920486
40011529,setfit,0.6991929
36182914,setfit,0.69918454
39617279,setfit,0.69915754
38710786,setfit,0.6991137
39154033,setfit,0.6990902
40280939,setfit,0.6990878
40050634,setfit,0.6990799
36370099,setfit,0.6990752
37863925,setfit,0.6990347
35768777,setfit,0.6990296
40013513,setfit,0.6989566
37867598,setfit,0.69891536
38137911,setfit,0.69890773
39364092,setfit,0.69887733
40062614,setfit,0.6988551
39528678,setfit,0.69885427
39333090,setfit,0.69884807
36670117,setfit,0.698836
36463884,setfit,0.6988255
39048591,setfit,0.6988039
37203516,setfit,0.69874066
39314890,setfit,0.6987137
40268962,setfit,0.6987023
37528731,setfit,0.6987017
38878854,setfit,0.6986793
39830620,setfit,0.6986037
36658147,setfit,0.698597
39929845,setfit,0.6985967
37723201,setfit,0.6985185
34875068,setfit,0.6985041
38812215,setfit,0.69849074
40316178,setfit,0.6984384
40537483,setfit,0.6984251
36045644,setfit,0.6984093
40044718,setfit,0.69840133
35050849,setfit,0.69839954
39056885,setfit,0.69839424
37225767,setfit,0.6983369
39849579,setfit,0.6983365
40500266,setfit,0.6983305
36541006,setfit,0.69832456
39423226,setfit,0.6982971
39458764,setfit,0.69829607
35183229,setfit,0.6982882
36648443,setfit,0.69824123
40315689,setfit,0.69823945
38168632,setfit,0.6982393
38704422,setfit,0.69822645
40253434,setfit,0.6982122
39656704,setfit,0.69819707
39820425,setfit,0.69816995
38871800,setfit,0.69816595
39379460,setfit,0.69815785
36113157,setfit,0.6981285
37971258,setfit,0.6980891
40437567,setfit,0.6980514
37092397,setfit,0.69804764
37992195,setfit,0.6980246
38383746,setfit,0.69798905
36848584,setfit,0.6979875
39376084,setfit,0.69798374
40359222,setfit,0.69798267
36398911,setfit,0.69798124
39181910,setfit,0.6979582
38104272,setfit,0.6979579
39289369,setfit,0.6979577
39794362,setfit,0.69794685
37291876,setfit,0.69791263
37681418,setfit,0.6979108
35369609,setfit,0.6978803
40435368,setfit,0.6978705
37123530,setfit,0.6978573
34718735,setfit,0.6977876
38997427,setfit,0.69775945
37612327,setfit,0.6977555
39085892,setfit,0.69774157
35891416,setfit,0.6977182
37986230,setfit,0.6975954
38520725,setfit,0.69759387
37369643,setfit,0.69758755
37962425,setfit,0.6975825
37747415,setfit,0.6975775
38916991,setfit,0.6975675
39957731,setfit,0.69755125
38594221,setfit,0.697539
35659292,setfit,0.697534
39477968,setfit,0.69750184
40038324,setfit,0.69749504
38485954,setfit,0.69746435
39774603,setfit,0.6974448
36071107,setfit,0.69742197
37612031,setfit,0.6973999
40779104,setfit,0.6973906
37644066,setfit,0.6973686
35386279,setfit,0.6973462
39156665,setfit,0.6972834
35864125,setfit,0.69726723
36715173,setfit,0.6972603
40133389,setfit,0.69724077
38469247,setfit,0.6972262
40645675,setfit,0.6972089
35799226,setfit,0.6971701
39658207,setfit,0.69715047
39823405,setfit,0.69709516
39712867,setfit,0.6970709
38816458,setfit,0.6970315
39050029,setfit,0.69701636
39774385,setfit,0.6969883
38997477,setfit,0.6969804
38793917,setfit,0.6969461
39143966,setfit,0.69692135
35536809,setfit,0.6969161
39191783,setfit,0.696891
39397202,setfit,0.6968617
37376953,setfit,0.69678104
36333292,setfit,0.6967809
40307255,setfit,0.69678044
38012190,setfit,0.6967711
37236985,setfit,0.6967445
40098526,setfit,0.6967256
36529979,setfit,0.69672155
35197510,setfit,0.696707
36428233,setfit,0.6966938
39715757,setfit,0.69669336
37570979,setfit,0.69665223
39101690,setfit,0.6966398
35142269,setfit,0.69663864
38284491,setfit,0.6966029
39631034,setfit,0.69659483
38441756,setfit,0.6965289
40545618,setfit,0.69648427
38265399,setfit,0.6964633
37519196,setfit,0.6964632
36460689,setfit,0.69644976
36819896,setfit,0.69643664
39511198,setfit,0.6963932
38505885,setfit,0.69639194
38941305,setfit,0.69639057
38909057,setfit,0.6963291
38091315,setfit,0.6963263
39123237,setfit,0.69630826
36834553,setfit,0.69629246
39455682,setfit,0.6962543
38702315,setfit,0.6962341
35831309,setfit,0.6962277
38664818,setfit,0.6961506
40307549,setfit,0.69610614
35622787,setfit,0.6961039
36266295,setfit,0.69609934
35944232,setfit,0.6960882
36270040,setfit,0.69604236
35680954,setfit,0.69602954
36927359,setfit,0.6960138
36401161,setfit,0.6959947
38370917,setfit,0.695952
38071220,setfit,0.69593525
40000685,setfit,0.6959119
37179420,setfit,0.6959028
37899390,setfit,0.69589746
36127375,setfit,0.69588166
36388767,setfit,0.695879
40379636,setfit,0.6958663
40240372,setfit,0.6958386
39206221,setfit,0.69583845
36555185,setfit,0.6958364
37500662,setfit,0.6958219
35676300,setfit,0.69577736
40234497,setfit,0.6957542
35476708,setfit,0.6957095
39066514,setfit,0.6957035
37612336,setfit,0.6956989
40514368,setfit,0.69569844
36107335,setfit,0.69564915
36371407,setfit,0.69564384
35562172,setfit,0.695611
37127747,setfit,0.6955691
37816350,setfit,0.69554675
40176120,setfit,0.6955364
35132103,setfit,0.6955352
39657122,setfit,0.6955009
39134549,setfit,0.69547963
37128589,setfit,0.6954454
37688042,setfit,0.69543403
35296941,setfit,0.6954299
34674164,setfit,0.6954204
40372478,setfit,0.6953765
34850820,setfit,0.6953646
38834718,setfit,0.6953347
39137905,setfit,0.69531626
36426050,setfit,0.69530153
39972080,setfit,0.6952973
40461520,setfit,0.69527394
39415970,setfit,0.6952685
35579553,setfit,0.69525576
40671090,setfit,0.6952327
37257197,setfit,0.6952321
39244605,setfit,0.69517535
39113237,setfit,0.69516706
35477703,setfit,0.69513696
38702300,setfit,0.6950035
39593080,setfit,0.6950032
38778773,setfit,0.69498366
35356543,setfit,0.6949273
35904158,setfit,0.69489473
34643213,setfit,0.6948923
37659415,setfit,0.6948124
37037149,setfit,0.6948084
39566552,setfit,0.6948074
35712605,setfit,0.6948038
35771893,setfit,0.69476205
39994292,setfit,0.69470215
39547804,setfit,0.6946825
38567644,setfit,0.6946738
36437921,setfit,0.6946608
38635686,setfit,0.6946468
35669006,setfit,0.6946468
38708311,setfit,0.6946188
39574222,setfit,0.69454813
38812536,setfit,0.694535
38637602,setfit,0.694517
38658632,setfit,0.69451386
35402671,setfit,0.6945056
39819733,setfit,0.6944782
39227745,setfit,0.69442314
40503884,setfit,0.6943398
39402042,setfit,0.694335
35962559,setfit,0.6943237
38733474,setfit,0.694307
40038328,setfit,0.6942928
37813916,setfit,0.69427717
40021934,setfit,0.69422895
37385326,setfit,0.6942035
35724625,setfit,0.6941808
38744841,setfit,0.6941794
37646947,setfit,0.69416887
40199863,setfit,0.69415915
39424844,setfit,0.69413716
40425649,setfit,0.69413245
39638794,setfit,0.69412744
38167525,setfit,0.6941195
37018671,setfit,0.69411504
37609115,setfit,0.6941035
35561203,setfit,0.69407886
37736750,setfit,0.6940638
40157926,setfit,0.6940585
40121539,setfit,0.6940529
38325367,setfit,0.6940105
40163043,setfit,0.6940048
35915104,setfit,0.693942
35438356,setfit,0.6939299
35918351,setfit,0.6938775
38037471,setfit,0.6938621
37504166,setfit,0.6938128
39003916,setfit,0.6937795
36261617,setfit,0.6937781
37647283,setfit,0.69376713
36332724,setfit,0.693759
39788105,setfit,0.69371575
38730023,setfit,0.69369626
37714454,setfit,0.6936936
35592315,setfit,0.6936785
38572168,setfit,0.6936656
40177343,setfit,0.69363934
35444689,setfit,0.6936088
37024499,setfit,0.6935546
35186016,setfit,0.6935473
40582613,setfit,0.6935258
38217287,setfit,0.6935203
39477949,setfit,0.69351614
39554603,setfit,0.69351095
36723605,setfit,0.6934389
38626392,setfit,0.6934272
39746987,setfit,0.693425
38092796,setfit,0.69342047
36484479,setfit,0.69333464
39241561,setfit,0.69332784
37468830,setfit,0.6932942
38787331,setfit,0.6932493
38079441,setfit,0.6932387
36312900,setfit,0.693215
37819930,setfit,0.6931805
40424247,setfit,0.6931587
35259160,setfit,0.69315445
38172163,setfit,0.6931356
35672784,setfit,0.69301367
35883475,setfit,0.6930105
38413601,setfit,0.69298154
39417483,setfit,0.69288313
36174933,setfit,0.6928829
37225853,setfit,0.69288117
37372123,setfit,0.6928293
39567529,setfit,0.69282496
38441487,setfit,0.69281745
35061704,setfit,0.69279236
40133382,setfit,0.692778
37646946,setfit,0.6927398
36129923,setfit,0.6927335
39339826,setfit,0.6927297
38768239,setfit,0.6927056
36788257,setfit,0.6926967
38581422,setfit,0.692696
40064898,setfit,0.6926933
37537536,setfit,0.6926915
39632886,setfit,0.69266653
40070411,setfit,0.6926612
35676295,setfit,0.6926347
37307303,setfit,0.69256216
38635650,setfit,0.69255835
39442633,setfit,0.6925429
37787535,setfit,0.69252694
38538633,setfit,0.6924417
37956405,setfit,0.69241846
35348662,setfit,0.6924129
39209880,setfit,0.69239146
39900957,setfit,0.69238216
36702059,setfit,0.6923511
37095326,setfit,0.69234693
38161244,setfit,0.69227934
35736155,setfit,0.6922626
38398771,setfit,0.69224685
37493333,setfit,0.6920624
39939638,setfit,0.69205713
36267181,setfit,0.69204473
35684619,setfit,0.6920355
39498263,setfit,0.6920275
37715446,setfit,0.69202137
35416792,setfit,0.6920124
40341180,setfit,0.6919775
35861448,setfit,0.69194746
37468728,setfit,0.6919065
39053644,setfit,0.69188184
40036254,setfit,0.6918357
39550625,setfit,0.6918022
39198483,setfit,0.69178665
35669712,setfit,0.69175947
37436815,setfit,0.69175285
40481322,setfit,0.6917478
37137931,setfit,0.6917078
38040041,setfit,0.69169015
35909855,setfit,0.6915847
37930544,setfit,0.69154954
38000387,setfit,0.6915369
39341246,setfit,0.6914744
40354347,setfit,0.6914579
35627437,setfit,0.6914345
38486039,setfit,0.6914107
39548096,setfit,0.6914024
38928396,setfit,0.69138545
38805433,setfit,0.691366
38554132,setfit,0.691355
40268945,setfit,0.69133955
39413799,setfit,0.6913195
37460600,setfit,0.69128615
40475080,setfit,0.6912252
35948551,setfit,0.69117296
37414823,setfit,0.69111973
39103649,setfit,0.6911076
35904776,setfit,0.6910966
35701399,setfit,0.69109434
40279252,setfit,0.69107854
36447388,setfit,0.6910556
38729991,setfit,0.6910366
36373660,setfit,0.6910223
38942755,setfit,0.69093615
36765128,setfit,0.6909227
40299468,setfit,0.69091797
36773138,setfit,0.6909163
40417484,setfit,0.69090056
34664659,setfit,0.69088334
34762316,setfit,0.6908815
37337836,setfit,0.6908515
37501720,setfit,0.6908252
36073082,setfit,0.69078153
38972916,setfit,0.6907328
39328063,setfit,0.6907328
40164648,setfit,0.6906969
36746023,setfit,0.69068724
35280732,setfit,0.6906584
35145087,setfit,0.6906393
39197056,setfit,0.69057226
35143083,setfit,0.6905304
40252918,setfit,0.6905204
38724597,setfit,0.6905173
37349340,setfit,0.6905162
40328803,setfit,0.690516
40410207,setfit,0.6904866
40380921,setfit,0.6903858
39787917,setfit,0.69037545
40175056,setfit,0.69036806
40455832,setfit,0.69035083
38032941,setfit,0.6903176
39447942,setfit,0.69028884
39690313,setfit,0.69027334
36494323,setfit,0.6902708
39843467,setfit,0.69025147
39381845,setfit,0.6902191
38166563,setfit,0.6901927
35858958,setfit,0.6901839
35363306,setfit,0.69017345
40239308,setfit,0.69016737
38442065,setfit,0.6901588
40109352,setfit,0.6901483
37537200,setfit,0.6901283
36350640,setfit,0.69011223
39440482,setfit,0.6901036
38302570,setfit,0.6900937
36930285,setfit,0.6900741
36678678,setfit,0.6900657
37553832,setfit,0.69002646
35239700,setfit,0.6899777
35915959,setfit,0.6899475
40316513,setfit,0.68989414
39433728,setfit,0.68987364
36170114,setfit,0.6898404
36004795,setfit,0.6898372
38427684,setfit,0.6898332
37497729,setfit,0.6897792
38262912,setfit,0.6897475
38840452,setfit,0.68974215
37537202,setfit,0.6897098
38102159,setfit,0.68967265
35179286,setfit,0.6896597
36795011,setfit,0.68964756
40514586,setfit,0.6896465
40181055,setfit,0.68958783
40188496,setfit,0.6895841
38600587,setfit,0.6895748
36470968,setfit,0.6894979
36299999,setfit,0.6894757
37889039,setfit,0.6894644
37960750,setfit,0.68944705
36971993,setfit,0.6894126
35495710,setfit,0.6893866
39193902,setfit,0.68934536
39362911,setfit,0.6892983
39858555,setfit,0.68925893
37275529,setfit,0.68925804
39333635,setfit,0.6892373
37726809,setfit,0.68916
38075619,setfit,0.68914187
40000654,setfit,0.68914014
37668974,setfit,0.6890732
34751162,setfit,0.68907094
36415136,setfit,0.6890528
36084380,setfit,0.6890398
39994432,setfit,0.6890289
38263280,setfit,0.6889931
38907525,setfit,0.6888686
40500292,setfit,0.6888668
35717401,setfit,0.6888663
38001318,setfit,0.68884426
37640843,setfit,0.68882596
35758822,setfit,0.68877816
35796460,setfit,0.68877375
37187003,setfit,0.6887415
36964864,setfit,0.68873495
35137167,setfit,0.6886877
37305293,setfit,0.68868214
35108094,setfit,0.68867797
35440731,setfit,0.6886134
38608321,setfit,0.6886069
35417349,setfit,0.688575
36762475,setfit,0.68856645
36495189,setfit,0.68854874
39966414,setfit,0.6885432
39424853,setfit,0.6885225
40378355,setfit,0.68848515
34907805,setfit,0.68845093
38722233,setfit,0.68844664
37407787,setfit,0.6883918
36913423,setfit,0.688388
37859287,setfit,0.68836635
37349483,setfit,0.688349
39587678,setfit,0.6883316
38844775,setfit,0.6882744
38261340,setfit,0.6882359
40021698,setfit,0.688194
36825752,setfit,0.6881526
38663031,setfit,0.68813485
40341255,setfit,0.6881288
37097710,setfit,0.6880949
36980868,setfit,0.6880548
37516760,setfit,0.688048
38518843,setfit,0.6880479
40341210,setfit,0.6880412
35080120,setfit,0.68801516
39497067,setfit,0.687984
38217648,setfit,0.68796456
39780493,setfit,0.6879482
36370112,setfit,0.68794703
38714759,setfit,0.68793064
35088925,setfit,0.68792987
35188644,setfit,0.6879089
40318372,setfit,0.6878861
38917789,setfit,0.68782413
37553326,setfit,0.6877741
35260777,setfit,0.68776685
37726365,setfit,0.68771195
40032869,setfit,0.6877072
39609443,setfit,0.68769497
36321973,setfit,0.68765146
39621301,setfit,0.6875978
38987117,setfit,0.6875732
39443503,setfit,0.6875615
37537174,setfit,0.6875498
36625162,setfit,0.6875325
38206557,setfit,0.6875166
36478084,setfit,0.6875089
40057526,setfit,0.68747
37566049,setfit,0.687456
38907008,setfit,0.68743163
39924558,setfit,0.68740803
40442085,setfit,0.68740106
38913855,setfit,0.68738854
40118902,setfit,0.6873857
35177756,setfit,0.6873682
38199998,setfit,0.6873572
38556728,setfit,0.68731654
38781237,setfit,0.6873034
36920090,setfit,0.68728864
36358981,setfit,0.6872639
39622905,setfit,0.68723375
39994539,setfit,0.68718195
38275308,setfit,0.6871194
40513293,setfit,0.6871122
40498850,setfit,0.68710375
38260865,setfit,0.6870951
40347915,setfit,0.68708026
37863902,setfit,0.68692124
40388544,setfit,0.68688166
35622332,setfit,0.6868468
37696845,setfit,0.6868438
36861131,setfit,0.68684375
38686696,setfit,0.6868299
39209542,setfit,0.68679494
40521234,setfit,0.68677485
37287133,setfit,0.686763
39910077,setfit,0.686715
36950735,setfit,0.6866912
36265142,setfit,0.68664604
35007277,setfit,0.68662316
38287124,setfit,0.68660384
40424440,setfit,0.686579
36039080,setfit,0.6865537
37822561,setfit,0.68652004
36266291,setfit,0.6865045
38264265,setfit,0.6865042
38845042,setfit,0.686481
37198193,setfit,0.68646413
37322090,setfit,0.6864269
35867230,setfit,0.6863963
39820437,setfit,0.6863954
37968560,setfit,0.68636215
38820435,setfit,0.68632776
35780180,setfit,0.6863058
39579797,setfit,0.68627274
36043400,setfit,0.686262
40044705,setfit,0.6862443
39149720,setfit,0.68621033
35731221,setfit,0.68618035
37758906,setfit,0.68615794
40357167,setfit,0.6860978
35870891,setfit,0.6860784
36513026,setfit,0.68603
40050312,setfit,0.68600327
39179250,setfit,0.68598676
39514846,setfit,0.68587977
37853038,setfit,0.6858483
40234471,setfit,0.68582624
39646391,setfit,0.68581814
38923481,setfit,0.68581694
35933515,setfit,0.68578756
36366073,setfit,0.68578
38241422,setfit,0.6857475
39563471,setfit,0.6856784
35853958,setfit,0.68556774
37280537,setfit,0.6855658
37999241,setfit,0.68551844
36130040,setfit,0.68548995
36596792,setfit,0.68548954
36441467,setfit,0.68547195
38443579,setfit,0.68545884
37616549,setfit,0.6854578
37723446,setfit,0.6854546
37285215,setfit,0.6854024
39390620,setfit,0.685373
35064165,setfit,0.6853066
39172982,setfit,0.6852975
39078833,setfit,0.68524736
34889452,setfit,0.6852243
36329384,setfit,0.6851993
38040858,setfit,0.68516105
37931382,setfit,0.6851592
38976665,setfit,0.68514824
37973853,setfit,0.68508345
35957333,setfit,0.6850165
36496448,setfit,0.68497664
39622400,setfit,0.6848482
40256918,setfit,0.6848312
39030190,setfit,0.68482864
39840476,setfit,0.68481505
36370350,setfit,0.6847795
38540411,setfit,0.6847378
37680688,setfit,0.6846921
37447820,setfit,0.684641
39300134,setfit,0.68460256
38834712,setfit,0.68458325
36761561,setfit,0.6845238
39095383,setfit,0.68448687
40121504,setfit,0.6844812
39607697,setfit,0.6844547
36792822,setfit,0.6844474
36932084,setfit,0.6844253
36113052,setfit,0.6843968
39352375,setfit,0.6843882
39235268,setfit,0.6843307
39225779,setfit,0.68432194
40723810,setfit,0.68432146
35468755,setfit,0.6842982
36962988,setfit,0.6842291
38856904,setfit,0.6842193
35753349,setfit,0.6841847
35650381,setfit,0.68417424
35651694,setfit,0.68414736
40296452,setfit,0.68414354
37583258,setfit,0.68413
36326108,setfit,0.68412906
40471940,setfit,0.6841114
37475018,setfit,0.684097
37770457,setfit,0.6840612
