pmid,source,ling_score
36399496,linguistic,3.0
36399497,linguistic,5.0
36399502,linguistic,5.5
36399505,linguistic,3.5
36400569,linguistic,5.0
36401306,linguistic,3.0
36401317,linguistic,5.5
36402034,linguistic,3.0
36402891,linguistic,3.5
36403184,linguistic,3.0
36407792,linguistic,3.0
36408900,linguistic,3.5
36408909,linguistic,3.0
36409390,linguistic,4.5
36411285,linguistic,3.0
36412325,linguistic,4.0
36416193,linguistic,3.5
36416261,linguistic,4.0
36416266,linguistic,3.5
36416273,linguistic,5.0
36418335,linguistic,4.0
36419334,linguistic,4.0
36420165,linguistic,4.0
36420167,linguistic,3.0
36420168,linguistic,3.5
36420896,linguistic,3.0
36421454,linguistic,3.0
36423555,linguistic,3.5
36426870,linguistic,4.0
36427009,linguistic,3.0
36433993,linguistic,4.0
36436153,linguistic,3.0
36436489,linguistic,3.5
36437603,linguistic,3.5
36440758,linguistic,4.5
36443666,linguistic,4.5
36444142,linguistic,3.0
36448715,linguistic,3.5
36453831,linguistic,4.5
36453861,linguistic,3.0
36453866,linguistic,6.0
36453872,linguistic,4.5
36453996,linguistic,4.0
36454018,linguistic,4.0
36454444,linguistic,3.0
36456919,linguistic,3.5
36458437,linguistic,4.0
36459116,linguistic,3.5
36460623,linguistic,3.5
36463386,linguistic,3.5
36464489,linguistic,3.5
36464731,linguistic,3.0
36464767,linguistic,3.5
36467575,linguistic,4.0
36467581,linguistic,5.0
36469362,linguistic,3.5
36473868,linguistic,3.0
36474016,linguistic,3.5
36474140,linguistic,3.5
36474475,linguistic,3.5
36476851,linguistic,3.0
36477791,linguistic,5.0
36477806,linguistic,5.0
36477976,linguistic,4.5
36478271,linguistic,3.5
36479579,linguistic,4.5
36480100,linguistic,3.0
36480578,linguistic,3.5
36483087,linguistic,3.0
36483202,linguistic,5.0
36484697,linguistic,5.0
36494486,linguistic,4.5
36494623,linguistic,5.0
36495218,linguistic,4.0
36495883,linguistic,3.5
36495921,linguistic,5.5
36496501,linguistic,3.0
36499269,linguistic,3.0
36499696,linguistic,3.0
36503126,linguistic,4.5
36503436,linguistic,3.0
36509753,linguistic,4.0
36509942,linguistic,3.5
36512929,linguistic,4.5
36513375,linguistic,3.5
36515263,linguistic,3.0
36515985,linguistic,4.0
36518292,linguistic,3.0
36518520,linguistic,3.5
36519267,linguistic,4.0
36519835,linguistic,5.0
36520398,linguistic,3.0
36522346,linguistic,3.0
36525367,linguistic,5.5
36526638,linguistic,3.0
36526881,linguistic,3.5
36526955,linguistic,3.5
36532379,linguistic,3.0
36532870,linguistic,3.0
36533143,linguistic,3.5
36537804,linguistic,3.0
36539202,linguistic,4.0
36542312,linguistic,3.0
36542404,linguistic,3.0
36544722,linguistic,4.0
36545703,linguistic,3.5
36548389,linguistic,5.5
36548962,linguistic,4.0
36549175,linguistic,4.5
36549590,linguistic,3.0
36558536,linguistic,3.0
36562325,linguistic,3.0
36564505,linguistic,3.0
36565302,linguistic,3.5
36567525,linguistic,3.0
36568962,linguistic,3.5
36571479,linguistic,5.0
36572655,linguistic,3.0
36572678,linguistic,3.0
36576353,linguistic,3.0
36579886,linguistic,4.0
36581374,linguistic,3.5
36582435,linguistic,3.5
36587232,linguistic,4.5
36592044,linguistic,4.5
36596370,linguistic,3.0
36598340,linguistic,3.5
36601119,linguistic,3.0
36602030,linguistic,3.0
36604610,linguistic,3.5
36607068,linguistic,3.5
36608843,linguistic,3.5
36609142,linguistic,3.0
36609461,linguistic,3.0
36610216,linguistic,3.0
36617168,linguistic,3.0
36620582,linguistic,3.0
36621552,linguistic,3.5
36622559,linguistic,3.0
36624664,linguistic,4.5
36624667,linguistic,4.5
36627305,linguistic,3.5
36630461,linguistic,4.0
36630702,linguistic,3.5
36634041,linguistic,3.0
36635305,linguistic,3.0
36637201,linguistic,4.0
36639093,linguistic,3.0
36640825,linguistic,5.0
36640942,linguistic,3.0
36641216,linguistic,3.5
36644825,linguistic,3.5
36646374,linguistic,5.0
36650904,linguistic,3.0
36652461,linguistic,4.0
36653322,linguistic,4.0
36655375,linguistic,3.0
36655761,linguistic,5.0
36656075,linguistic,5.0
36658229,linguistic,3.0
36662691,linguistic,3.0
36675199,linguistic,3.5
36675905,linguistic,4.0
36676869,linguistic,3.0
36680080,linguistic,3.0
36688502,linguistic,3.0
36688700,linguistic,5.5
36688702,linguistic,4.0
36688705,linguistic,4.0
36693629,linguistic,4.5
36693874,linguistic,3.0
36693896,linguistic,4.5
36694725,linguistic,3.0
36696595,linguistic,4.5
36698975,linguistic,4.0
36699350,linguistic,4.5
36700083,linguistic,4.0
36702456,linguistic,4.0
36703003,linguistic,3.0
36704562,linguistic,3.0
36707765,linguistic,3.0
36707995,linguistic,5.0
36710629,linguistic,3.0
36710661,linguistic,4.0
36713195,linguistic,4.0
36713829,linguistic,4.5
36715855,linguistic,3.0
36717789,linguistic,4.0
36719094,linguistic,3.0
36723167,linguistic,5.0
36723815,linguistic,3.5
36724634,linguistic,4.5
36727945,linguistic,3.0
36728891,linguistic,4.0
36732606,linguistic,3.5
36736370,linguistic,3.5
36736440,linguistic,5.5
36737439,linguistic,3.0
36739282,linguistic,3.0
36744907,linguistic,4.0
36747011,linguistic,3.5
36747479,linguistic,4.0
36750521,linguistic,4.0
36750720,linguistic,3.0
36751910,linguistic,3.0
36755570,linguistic,4.5
36757087,linguistic,4.0
36758122,linguistic,3.0
36758962,linguistic,3.0
36759590,linguistic,3.5
36760999,linguistic,3.5
36761627,linguistic,3.0
36761658,linguistic,3.0
36761837,linguistic,3.5
36764355,linguistic,4.0
36772292,linguistic,3.5
36772980,linguistic,3.5
36773775,linguistic,3.0
36774895,linguistic,3.5
36775056,linguistic,3.5
36776141,linguistic,3.0
36776991,linguistic,3.0
36777178,linguistic,3.5
36779038,linguistic,3.5
36787439,linguistic,3.0
36789226,linguistic,3.0
36790055,linguistic,3.5
36790087,linguistic,3.5
36792372,linguistic,3.0
36796796,linguistic,3.5
36797409,linguistic,3.5
36799723,linguistic,3.5
36799778,linguistic,4.0
36803795,linguistic,4.0
36804047,linguistic,5.0
36806329,linguistic,3.0
36806692,linguistic,5.0
36806894,linguistic,3.0
36817105,linguistic,4.5
36822264,linguistic,3.0
36823221,linguistic,3.0
36823331,linguistic,3.0
36824504,linguistic,3.0
36828269,linguistic,4.5
36830638,linguistic,3.0
36835976,linguistic,3.0
36840404,linguistic,3.5
36840614,linguistic,3.5
36846778,linguistic,3.0
36847334,linguistic,3.0
36847398,linguistic,3.5
36847450,linguistic,4.0
36847544,linguistic,3.0
36847572,linguistic,3.0
36847716,linguistic,4.0
36848718,linguistic,3.0
36849471,linguistic,3.5
36850877,linguistic,3.0
36851706,linguistic,3.0
36852842,linguistic,3.5
36856688,linguistic,4.0
36857197,linguistic,3.5
36857575,linguistic,4.0
36862304,linguistic,3.5
36862460,linguistic,3.5
36864613,linguistic,4.5
36864624,linguistic,4.5
36864926,linguistic,3.0
36869285,linguistic,3.0
36869836,linguistic,4.0
36869839,linguistic,3.5
36871033,linguistic,3.0
36871844,linguistic,3.0
36874981,linguistic,3.5
36875146,linguistic,3.5
36879236,linguistic,3.5
36882164,linguistic,4.5
36882166,linguistic,4.0
36882183,linguistic,5.0
36883717,linguistic,3.0
36884076,linguistic,3.5
36890446,linguistic,3.5
36890882,linguistic,3.5
36892166,linguistic,3.0
36894999,linguistic,5.0
36895025,linguistic,3.5
36896476,linguistic,5.0
36910986,linguistic,4.5
36912077,linguistic,3.0
36912284,linguistic,3.5
36913438,linguistic,3.5
36916756,linguistic,3.5
36917599,linguistic,4.0
36918221,linguistic,3.0
36918816,linguistic,3.0
36922546,linguistic,4.0
36924495,linguistic,3.0
36927193,linguistic,3.5
36928108,linguistic,3.0
36928528,linguistic,3.0
36929177,linguistic,4.0
36929933,linguistic,5.5
36930729,linguistic,4.0
36930969,linguistic,4.0
36932341,linguistic,4.0
36933822,linguistic,4.0
36934110,linguistic,3.0
36934538,linguistic,6.0
36941275,linguistic,3.0
36941620,linguistic,3.0
36941625,linguistic,3.0
36941644,linguistic,3.0
36941659,linguistic,3.0
36941668,linguistic,3.0
36941681,linguistic,3.0
36941694,linguistic,3.0
36941711,linguistic,3.0
36941722,linguistic,3.0
36941729,linguistic,3.0
36944655,linguistic,4.5
36944675,linguistic,3.5
36947346,linguistic,4.0
36949095,linguistic,3.5
36949401,linguistic,3.0
36950105,linguistic,3.5
36950143,linguistic,3.0
36950350,linguistic,4.0
36960290,linguistic,3.5
36961332,linguistic,4.0
36961337,linguistic,3.5
36964722,linguistic,3.5
36965899,linguistic,3.0
36968016,linguistic,4.5
36969452,linguistic,4.0
36971243,linguistic,4.5
36973309,linguistic,4.0
36973698,linguistic,3.5
36978122,linguistic,3.5
36978419,linguistic,3.5
36980819,linguistic,3.5
36986961,linguistic,3.5
36988831,linguistic,3.5
36991341,linguistic,4.5
36993866,linguistic,4.0
36993970,linguistic,5.5
36995916,linguistic,4.5
36999902,linguistic,5.5
37000408,linguistic,5.0
37001349,linguistic,4.0
37001506,linguistic,3.0
37002681,linguistic,4.5
37003963,linguistic,3.5
37004080,linguistic,3.0
37004189,linguistic,4.0
37005691,linguistic,5.0
37010519,linguistic,4.5
37010521,linguistic,4.0
37012284,linguistic,3.5
37014365,linguistic,5.0
37014908,linguistic,3.0
37016293,linguistic,3.5
37018146,linguistic,5.0
37018393,linguistic,3.0
37019916,linguistic,3.0
37023843,linguistic,3.0
37024650,linguistic,3.0
37026389,linguistic,4.0
37030102,linguistic,3.5
37033061,linguistic,3.0
37039735,linguistic,3.0
37042467,linguistic,4.0
37042720,linguistic,5.5
37052519,linguistic,5.5
37054878,linguistic,5.0
37055538,linguistic,3.0
37055660,linguistic,3.0
37067413,linguistic,3.5
37069540,linguistic,3.5
37069545,linguistic,4.0
37069644,linguistic,3.5
37070190,linguistic,4.0
37076509,linguistic,5.0
37079066,linguistic,3.0
37079979,linguistic,3.0
37080771,linguistic,3.5
37080987,linguistic,3.5
37081024,linguistic,3.0
37082111,linguistic,3.0
37084387,linguistic,4.5
37086947,linguistic,4.5
37091248,linguistic,4.0
37092604,linguistic,3.0
37093804,linguistic,3.0
37093824,linguistic,3.0
37093842,linguistic,4.0
37099369,linguistic,3.5
37099501,linguistic,3.0
37101150,linguistic,4.5
37106367,linguistic,4.0
37112801,linguistic,5.5
37112988,linguistic,3.0
37114214,linguistic,3.0
37114803,linguistic,3.0
37114804,linguistic,3.0
37114999,linguistic,3.0
37119813,linguistic,4.5
37123454,linguistic,5.0
37124321,linguistic,4.0
37125646,linguistic,4.0
37127596,linguistic,4.0
37127601,linguistic,3.5
37129543,linguistic,4.0
37130083,linguistic,3.0
37130913,linguistic,4.5
37131131,linguistic,3.5
37137934,linguistic,3.0
37139553,linguistic,3.5
37140053,linguistic,3.0
37140058,linguistic,3.5
37142846,linguistic,3.0
37143483,linguistic,3.0
37143876,linguistic,4.5
37144459,linguistic,4.0
37145977,linguistic,4.0
37149650,linguistic,3.5
37149676,linguistic,3.0
37151295,linguistic,3.0
37154702,linguistic,6.0
37158271,linguistic,3.5
37158278,linguistic,4.5
37158829,linguistic,3.0
37159238,linguistic,4.0
37159240,linguistic,4.0
37159241,linguistic,3.5
37161375,linguistic,3.5
37162382,linguistic,4.0
37162753,linguistic,4.0
37165197,linguistic,4.0
37166951,linguistic,3.5
37166973,linguistic,3.5
37167092,linguistic,4.5
37167319,linguistic,3.0
37167423,linguistic,3.0
37167657,linguistic,3.5
37168598,linguistic,3.5
37169224,linguistic,4.5
37170752,linguistic,3.5
37171844,linguistic,4.0
37171896,linguistic,5.5
37171899,linguistic,4.0
37173739,linguistic,3.5
37173796,linguistic,3.0
37177997,linguistic,3.0
37177999,linguistic,3.5
37178003,linguistic,4.0
37178209,linguistic,3.0
37180131,linguistic,3.0
37181287,linguistic,3.5
37181487,linguistic,3.0
37181657,linguistic,4.5
37183449,linguistic,4.5
37183478,linguistic,4.0
37184204,linguistic,3.0
37184712,linguistic,3.0
37184881,linguistic,3.5
37184925,linguistic,3.5
37191557,linguistic,3.0
37194023,linguistic,4.5
37194693,linguistic,3.5
37194699,linguistic,3.0
37194944,linguistic,3.0
37195696,linguistic,3.0
37196000,linguistic,3.5
37202560,linguistic,3.0
37202885,linguistic,3.0
37203577,linguistic,3.0
37204441,linguistic,3.0
37204950,linguistic,3.5
37205123,linguistic,4.0
37207327,linguistic,4.0
37207333,linguistic,3.5
37207338,linguistic,4.0
37207341,linguistic,3.5
37207350,linguistic,4.5
37207351,linguistic,3.5
37208467,linguistic,3.0
37208471,linguistic,3.0
37208611,linguistic,3.0
37210383,linguistic,3.5
37214420,linguistic,3.0
37216588,linguistic,4.0
37216609,linguistic,5.0
37218990,linguistic,3.0
37221042,linguistic,3.5
37221043,linguistic,4.5
37221343,linguistic,4.0
37222748,linguistic,3.0
37223317,linguistic,5.0
37224178,linguistic,3.0
37224727,linguistic,3.0
37225696,linguistic,4.5
37227514,linguistic,4.5
37229202,linguistic,4.5
37230405,linguistic,3.5
37233759,linguistic,3.0
37236629,linguistic,4.5
37237065,linguistic,3.0
37237416,linguistic,3.0
37238122,linguistic,3.5
37244568,linguistic,5.0
37244984,linguistic,4.5
37245087,linguistic,3.0
37246642,linguistic,5.0
37246709,linguistic,3.5
37248202,linguistic,4.5
37248747,linguistic,3.0
37249645,linguistic,3.0
37253405,linguistic,4.0
37253748,linguistic,3.0
37254048,linguistic,4.0
37254060,linguistic,4.5
37258913,linguistic,4.5
37258914,linguistic,4.0
37258923,linguistic,3.5
37259264,linguistic,3.5
37260077,linguistic,4.5
37261838,linguistic,3.0
37264011,linguistic,3.0
37266406,linguistic,3.5
37267208,linguistic,4.0
37267256,linguistic,4.5
37268643,linguistic,3.0
37269845,linguistic,3.5
37270525,linguistic,3.5
37270659,linguistic,3.0
37275273,linguistic,4.5
37276105,linguistic,3.5
37279138,linguistic,5.0
37279743,linguistic,5.5
37279783,linguistic,5.0
37285317,linguistic,6.0
37289843,linguistic,4.0
37290059,linguistic,4.0
37291174,linguistic,4.5
37291214,linguistic,3.5
37291365,linguistic,4.5
37293503,linguistic,3.0
37294786,linguistic,3.5
37294807,linguistic,4.0
37296383,linguistic,4.5
37296454,linguistic,3.5
37308034,linguistic,4.5
37308855,linguistic,3.0
37310261,linguistic,4.5
37311148,linguistic,4.0
37311149,linguistic,4.0
37312031,linguistic,3.0
37312940,linguistic,3.5
37316673,linguistic,3.5
37317043,linguistic,4.5
37319212,linguistic,3.0
37322495,linguistic,5.0
37328705,linguistic,3.5
37329484,linguistic,4.5
37331049,linguistic,3.5
37332502,linguistic,3.5
37332681,linguistic,4.0
37337236,linguistic,4.5
37340239,linguistic,3.5
37340940,linguistic,4.0
37343324,linguistic,3.0
37344699,linguistic,3.0
37347557,linguistic,4.0
37350907,linguistic,3.0
37351774,linguistic,4.0
37352252,linguistic,3.0
37356898,linguistic,5.5
37356899,linguistic,3.0
37356903,linguistic,4.5
37356904,linguistic,4.5
37356905,linguistic,4.0
37356913,linguistic,3.0
37360262,linguistic,3.0
37363274,linguistic,3.0
37367491,linguistic,3.5
37368656,linguistic,3.5
37372118,linguistic,3.0
37377956,linguistic,4.0
37378342,linguistic,3.0
37382560,linguistic,5.5
37384809,linguistic,3.5
37386732,linguistic,5.5
37387129,linguistic,4.0
37387139,linguistic,3.5
37387142,linguistic,4.0
37387152,linguistic,4.5
37387170,linguistic,5.0
37387524,linguistic,4.0
37389723,linguistic,4.5
37391755,linguistic,4.0
37395631,linguistic,4.0
37396399,linguistic,3.5
37399096,linguistic,4.0
37399102,linguistic,5.5
37401008,linguistic,3.5
37402625,linguistic,3.5
37402718,linguistic,3.0
37407670,linguistic,3.0
37410916,linguistic,4.0
37410917,linguistic,3.0
37415108,linguistic,3.5
37415807,linguistic,3.5
37425046,linguistic,4.0
37427797,linguistic,4.5
37427977,linguistic,3.5
37428248,linguistic,4.5
37429152,linguistic,4.0
37433304,linguistic,3.5
37435612,linguistic,4.0
37438390,linguistic,3.0
37440307,linguistic,3.5
37440581,linguistic,3.0
37441893,linguistic,3.5
37443790,linguistic,3.5
37448726,linguistic,4.0
37448872,linguistic,4.0
37449459,linguistic,3.0
37449883,linguistic,4.0
37450287,linguistic,3.0
37450416,linguistic,5.0
37454191,linguistic,4.0
37457340,linguistic,3.5
37458416,linguistic,3.0
37459339,linguistic,3.5
37459573,linguistic,3.5
37460827,linguistic,3.0
37462540,linguistic,4.0
37463622,linguistic,3.0
37463925,linguistic,4.0
37464277,linguistic,3.0
37464285,linguistic,3.0
37464885,linguistic,3.0
37465397,linguistic,5.0
37465917,linguistic,4.0
37467208,linguistic,3.5
37468182,linguistic,4.5
37468455,linguistic,3.0
37476211,linguistic,3.0
37478157,linguistic,3.0
37478350,linguistic,4.5
37483082,linguistic,3.5
37484460,linguistic,4.5
37486750,linguistic,4.5
37489036,linguistic,4.0
37489459,linguistic,3.0
37497545,linguistic,3.5
37498561,linguistic,4.0
37499897,linguistic,4.5
37503835,linguistic,3.0
37507417,linguistic,3.5
37508506,linguistic,3.0
37510385,linguistic,4.5
37516737,linguistic,3.5
37520074,linguistic,3.0
37522378,linguistic,4.5
37523674,linguistic,4.5
37524436,linguistic,3.0
37526283,linguistic,5.0
37526995,linguistic,5.5
37527005,linguistic,4.0
37527270,linguistic,3.5
37527763,linguistic,3.0
37528293,linguistic,4.5
37528331,linguistic,4.0
37529934,linguistic,3.0
37530436,linguistic,4.0
37531635,linguistic,4.5
37535671,linguistic,4.0
37539027,linguistic,3.0
37540201,linguistic,4.0
37542408,linguistic,4.0
37543663,linguistic,3.0
37544661,linguistic,4.5
37547083,linguistic,5.5
37549162,linguistic,4.0
37550316,linguistic,3.5
37550757,linguistic,3.0
37550758,linguistic,3.0
37551617,linguistic,3.0
37551911,linguistic,3.0
37552222,linguistic,3.5
37554180,linguistic,3.0
37555633,linguistic,4.0
37556115,linguistic,3.0
37556324,linguistic,3.5
37561047,linguistic,3.0
37561107,linguistic,3.5
37562062,linguistic,3.0
37566336,linguistic,4.0
37569821,linguistic,3.0
37572440,linguistic,4.0
37572442,linguistic,3.0
37580331,linguistic,4.5
37581491,linguistic,3.5
37584946,linguistic,3.5
37587443,linguistic,3.5
37587836,linguistic,4.0
37589022,linguistic,4.5
37589496,linguistic,4.0
37589594,linguistic,3.5
37590163,linguistic,3.0
37594311,linguistic,3.0
37594855,linguistic,3.0
37596696,linguistic,3.0
37596918,linguistic,3.5
37599593,linguistic,4.5
37600845,linguistic,6.0
37602392,linguistic,4.0
37602408,linguistic,4.5
37602697,linguistic,3.0
37602732,linguistic,3.0
37605747,linguistic,5.5
37605971,linguistic,4.5
37609633,linguistic,3.5
37610325,linguistic,5.0
37610350,linguistic,4.0
37620325,linguistic,3.0
37620744,linguistic,3.5
37620754,linguistic,5.5
37623730,linguistic,3.0
37623798,linguistic,3.0
37624781,linguistic,3.5
37624922,linguistic,4.0
37624923,linguistic,6.0
37624924,linguistic,4.0
37624931,linguistic,3.0
37625584,linguistic,4.0
37636128,linguistic,3.5
37637211,linguistic,3.5
37638765,linguistic,4.5
37639797,linguistic,4.0
37644119,linguistic,3.0
37646935,linguistic,3.5
37646936,linguistic,4.5
37646937,linguistic,4.0
37646939,linguistic,3.0
37646941,linguistic,3.0
37646949,linguistic,4.0
37646950,linguistic,3.0
37647638,linguistic,3.5
37649366,linguistic,4.0
37649967,linguistic,3.5
37650649,linguistic,4.0
37651445,linguistic,4.5
37651464,linguistic,5.0
37657924,linguistic,4.0
37658122,linguistic,3.0
37665017,linguistic,5.0
37666818,linguistic,4.0
37668527,linguistic,3.0
37669275,linguistic,4.5
37670009,linguistic,3.0
37672022,linguistic,4.5
37673902,linguistic,3.5
37676328,linguistic,3.0
37676599,linguistic,4.5
37678708,linguistic,5.0
37681739,linguistic,5.5
37682478,linguistic,3.5
37682529,linguistic,3.0
37682956,linguistic,3.5
37684259,linguistic,3.0
37684260,linguistic,4.0
37686313,linguistic,3.5
37689762,linguistic,3.5
37695921,linguistic,4.5
37697055,linguistic,3.0
37697439,linguistic,4.0
37699323,linguistic,4.5
37710163,linguistic,4.5
37712601,linguistic,3.0
37713619,linguistic,3.0
37715141,linguistic,3.5
37715195,linguistic,3.5
37716955,linguistic,3.0
37717042,linguistic,3.5
37725369,linguistic,3.5
37725485,linguistic,3.0
37727687,linguistic,3.0
37730114,linguistic,4.5
37731725,linguistic,3.0
37732505,linguistic,4.0
37733481,linguistic,3.5
37733731,linguistic,4.0
37735266,linguistic,3.5
37735613,linguistic,4.0
37737859,linguistic,3.0
37738401,linguistic,4.5
37739405,linguistic,3.5
37739414,linguistic,3.5
37743473,linguistic,4.0
37749421,linguistic,3.5
37750380,linguistic,3.5
37757861,linguistic,4.0
37759106,linguistic,4.0
37768281,linguistic,3.5
37769048,linguistic,3.0
37769837,linguistic,3.0
37770956,linguistic,3.5
37773106,linguistic,3.0
37776561,linguistic,4.0
37778093,linguistic,3.0
37779250,linguistic,3.5
37781674,linguistic,3.5
37789571,linguistic,4.5
37791426,linguistic,3.5
37791879,linguistic,4.0
37791883,linguistic,4.5
37791884,linguistic,5.0
37791887,linguistic,4.0
37797858,linguistic,3.0
37802917,linguistic,3.5
37805704,linguistic,4.0
37806555,linguistic,5.0
37810343,linguistic,3.5
37811141,linguistic,3.5
37811478,linguistic,3.0
37811871,linguistic,4.5
37811874,linguistic,4.0
37811890,linguistic,4.0
37811892,linguistic,4.0
37812255,linguistic,4.0
37812646,linguistic,3.0
37815256,linguistic,4.5
37815872,linguistic,4.0
37816770,linguistic,3.5
37817115,linguistic,3.0
37818860,linguistic,4.5
37819033,linguistic,4.0
37819042,linguistic,4.5
37819683,linguistic,3.0
37820365,linguistic,5.0
37821750,linguistic,3.0
37823596,linguistic,3.5
37823598,linguistic,4.5
37823705,linguistic,4.5
37828369,linguistic,3.5
37828501,linguistic,4.5
37829020,linguistic,3.5
37831073,linguistic,5.0
37831083,linguistic,4.0
37831087,linguistic,5.0
37831097,linguistic,4.5
37831118,linguistic,4.5
37831137,linguistic,5.0
37833498,linguistic,3.0
37833838,linguistic,3.5
37838689,linguistic,3.0
37839865,linguistic,3.5
37840639,linguistic,3.0
37840988,linguistic,3.5
37841327,linguistic,4.0
37843103,linguistic,5.0
37843123,linguistic,4.5
37843152,linguistic,4.5
37845361,linguistic,3.5
37845745,linguistic,4.0
37846039,linguistic,4.5
37846051,linguistic,4.5
37846545,linguistic,3.5
37847663,linguistic,3.5
37848601,linguistic,3.0
37848896,linguistic,3.0
37849251,linguistic,3.0
37850400,linguistic,4.0
37850635,linguistic,5.5
37850638,linguistic,4.5
37850641,linguistic,4.0
37850642,linguistic,4.0
37850649,linguistic,3.0
37850657,linguistic,4.0
37851409,linguistic,3.5
37851613,linguistic,3.0
37853076,linguistic,3.0
37855663,linguistic,4.5
37855672,linguistic,4.0
37855686,linguistic,4.0
37855690,linguistic,3.0
37856524,linguistic,3.0
37856620,linguistic,4.0
37859652,linguistic,3.5
37860104,linguistic,5.5
37860605,linguistic,4.5
37861121,linguistic,4.5
37863915,linguistic,4.0
37864911,linguistic,3.5
37867380,linguistic,4.5
37867975,linguistic,3.5
37869681,linguistic,4.0
37870433,linguistic,5.0
37870437,linguistic,4.5
37870452,linguistic,5.0
37870454,linguistic,5.0
37870462,linguistic,3.5
37870463,linguistic,4.0
37870473,linguistic,3.5
37870478,linguistic,4.0
37870486,linguistic,4.0
37871106,linguistic,3.5
37871298,linguistic,4.5
37871773,linguistic,5.0
37872185,linguistic,3.0
37875136,linguistic,3.5
37876351,linguistic,4.5
37876810,linguistic,3.0
37878411,linguistic,3.0
37878789,linguistic,3.5
37878810,linguistic,4.0
37880351,linguistic,3.0
37881887,linguistic,3.5
37883436,linguistic,3.0
37887673,linguistic,3.0
37888340,linguistic,3.0
37889020,linguistic,3.0
37889038,linguistic,5.5
37889041,linguistic,4.0
37889051,linguistic,4.5
37889053,linguistic,4.0
37889074,linguistic,5.5
37889076,linguistic,4.0
37889077,linguistic,4.0
37890424,linguistic,4.0
37891423,linguistic,3.5
37891497,linguistic,3.5
37891644,linguistic,3.5
37895859,linguistic,3.5
37896470,linguistic,3.0
37897338,linguistic,4.0
37897341,linguistic,3.0
37897342,linguistic,4.0
37897352,linguistic,4.0
37897355,linguistic,4.0
37897356,linguistic,4.5
37897357,linguistic,4.0
37897359,linguistic,4.5
37897364,linguistic,3.5
37902900,linguistic,3.5
37904256,linguistic,3.5
37904585,linguistic,3.0
37904589,linguistic,4.5
37904591,linguistic,4.5
37904598,linguistic,4.0
37904608,linguistic,3.5
37904617,linguistic,5.0
37907498,linguistic,4.5
37910423,linguistic,4.5
37919434,linguistic,4.0
37919660,linguistic,4.0
37924118,linguistic,4.5
37925080,linguistic,3.0
37925911,linguistic,4.5
37929927,linguistic,3.0
37930022,linguistic,3.0
37930838,linguistic,4.0
37930842,linguistic,4.5
37930866,linguistic,5.5
37931111,linguistic,3.0
37933854,linguistic,3.0
37933855,linguistic,3.0
37933857,linguistic,4.0
37933860,linguistic,4.5
37935582,linguistic,4.0
37935583,linguistic,3.0
37935585,linguistic,4.0
37935586,linguistic,4.5
37940882,linguistic,4.0
37941143,linguistic,4.0
37941147,linguistic,4.0
37941148,linguistic,5.0
37941154,linguistic,4.0
37941657,linguistic,3.5
37943830,linguistic,4.0
37947313,linguistic,5.0
37947320,linguistic,4.5
37950115,linguistic,4.0
37951712,linguistic,4.0
37951713,linguistic,4.5
37952162,linguistic,4.0
37952182,linguistic,4.0
37952226,linguistic,5.0
37953313,linguistic,4.5
37953323,linguistic,4.5
37953328,linguistic,5.0
37953337,linguistic,3.5
37953341,linguistic,4.5
37953349,linguistic,5.0
37953362,linguistic,5.5
37953365,linguistic,4.0
37953380,linguistic,4.0
37953384,linguistic,5.0
37956310,linguistic,3.0
37956313,linguistic,4.5
37956315,linguistic,3.5
37956324,linguistic,4.0
37956338,linguistic,4.5
37956888,linguistic,3.0
37957256,linguistic,3.0
37957291,linguistic,3.0
37962356,linguistic,3.5
37962376,linguistic,3.0
37962385,linguistic,4.5
37971293,linguistic,3.5
37971305,linguistic,5.0
37971316,linguistic,4.0
37971328,linguistic,4.0
37971353,linguistic,4.5
37974081,linguistic,4.0
37975878,linguistic,4.5
37975879,linguistic,4.0
37977136,linguistic,3.5
37979962,linguistic,3.5
37981176,linguistic,3.5
37981656,linguistic,3.5
37981856,linguistic,5.0
37982688,linguistic,3.5
37983749,linguistic,4.5
37985457,linguistic,3.0
37986215,linguistic,4.5
37986218,linguistic,4.5
37988145,linguistic,3.5
37988212,linguistic,3.5
37990302,linguistic,3.5
37991246,linguistic,3.5
37993672,linguistic,3.5
37994699,linguistic,4.5
37994706,linguistic,4.0
37995293,linguistic,5.0
37995844,linguistic,3.5
37996697,linguistic,3.0
38000324,linguistic,3.0
38000385,linguistic,4.5
38000386,linguistic,4.5
38000392,linguistic,5.0
38006335,linguistic,3.0
38007482,linguistic,3.0
38010338,linguistic,3.0
38010728,linguistic,3.5
38011649,linguistic,4.5
38011719,linguistic,4.5
38011720,linguistic,4.0
38015436,linguistic,4.5
38016694,linguistic,4.0
38017550,linguistic,5.0
38018256,linguistic,3.0
38018911,linguistic,4.0
38022524,linguistic,4.5
38025697,linguistic,4.0
38028612,linguistic,4.0
38029199,linguistic,3.5
38030339,linguistic,3.0
38030629,linguistic,3.0
38035367,linguistic,4.5
38038272,linguistic,4.5
38040713,linguistic,3.0
38041202,linguistic,3.5
38041858,linguistic,3.0
38042076,linguistic,3.0
38043216,linguistic,4.5
38045645,linguistic,3.0
38049850,linguistic,3.5
38050352,linguistic,4.5
38050974,linguistic,3.0
38052819,linguistic,3.0
38054369,linguistic,3.0
38054441,linguistic,3.5
38055832,linguistic,3.0
