name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles
"CAPITALIZED,TITLE_CAPITALIZED",25267794,CGHub,0.9966273,cghub,0.9966273,,0.9966273,1,https://cghub.ucsc.edu,"HTTPSConnectionPool(host='cghub.ucsc.edu', port=443): Max retries exceeded with url: / (Caused by Na",,,http://web.archive.org/web/20180909102104/http://cghub.ucsc.edu:80/,2014-09-29,"Biomolecular Engineering, School of Engineering, University of California Santa Cruz, Santa Cruz, CA, USA, Center for Biomolecular Science and Engineering, School of Engineering, University of California Santa Cruz (UCSC), Santa Cruz, CA 95064, USA, Annai Systems Inc., 2100 Palomar Airport Road, Suite 210 Carlsbad, California 92011, USA, Cardinal Peak, LLC, 1380 Forest Park Circle, Suite 202 Lafayette, CO 80026, USA and Information Technology Services, University of California Santa Cruz (UCSC), Santa Cruz, CA 95064, USA cwilks@soe.ucsc.edu.","Ainsworth M, Allen P, Black J, Cline MS, Craft B, Diehkans M, Groboske J, Hatton T, Haussler D, Litzinger B, Maltbie D, Maltbie L, Martin C, Mitchell E, Murphy D, Nelson D, Pierce H, Rosewood L, Sanford B, Schmidt H, Smith B, Telc H, Warner J, Weiler E, Wilks C, Wilson D","U24 CA143858, U54 HG007990","NCI NIH HHS, NHGRI NIH HHS",108.0,"Andorra, United States",cghub,ok,The Cancer Genomics Hub (CGHub): overcoming cancer through the power of torrential data.
TITLE_CAPITALIZED,28721381,SEARCHBreast,0.99658084,,0.99658084,searchbreast,0.99658084,1,https://searchbreast.org,"HTTPSConnectionPool(host='searchbreast.org', port=443): Max retries exceeded with url: / (Caused by ",,,http://web.archive.org/web/20240927071518/https://searchbreast.org/,2016-06-29,"Leeds Institute of Cancer and Pathology, University of Leeds, Leeds, UK.","Blyth K, Carter P, Chelala C, Holen I, Jones L, Morrissey B, Speirs V",NC/L001004/1,"National Centre for the Replacement, Refinement and Reduction of Animals in Research",1.0,"Andorra, United Kingdom",searchbreast,ok,Introducing SEARCHBreast: a virtual resource to facilitate sharing of surplus animal material developed for breast cancer research.
TITLE_CAPITALIZED,32934016,TheCellVision.org,0.99648094,,0.99648094,thecellvision.org,0.99648094,1,https://thecellvision.org/tools,200,Canada,"(43.7064,-79.3986)",,2020-11-05,"The Donnelly Centre, University of Toronto, Ontario, M5S 3E1, Canada.","Andrews BJ, Boone C, Masinas MPD, Usaj M, Usaj MM","FDN-143264, FDN143265, R01 HG005853","CIHR, NHGRI NIH HHS",7.0,Canada,thecellvision.org,ok,TheCellVision.org: A Database for Visualizing and Mining High-Content Cell Imaging Projects.
TITLE_CAPITALIZED,33305317,HMPDACC,0.9964038,hmpdacc,0.9964038,,0.9964038,1,http://www.hmpdacc.org,200,United States,"(39.2404,-76.8394)",,2021-01-01,"Institute for Genome Sciences, University of Maryland School of Medicine, Baltimore, MD 21201, USA.","Aluvathingal J, Crabtree J, Creasy HH, Felix V, Giglio M, Ifeonu O, Mahurkar A, Matsumura J, McCracken C, Nickel L, Orvis J, Schor M, White O","OT3 OD025459, OT3OD025459, R24 DK110499, U01 HG004866, U01HG004866, U54 DK102556, U54 DK102557, U54 HD080784, U54DK102556, U54DK102557, U54HD080784","NHGRI NIH HHS, NICHD NIH HHS, NIDDK NIH HHS, NIH HHS, National Institutes of Health",19.0,United States,hmpdacc,ok,HMPDACC: a Human Microbiome Project Multi-omic data resource.
"CAPITALIZED,TITLE_CAPITALIZED",22787465,GabiPD,0.99635226,gabipd,0.99635226,,0.99635226,1,http://www.gabipd.org/projects/Arabidopsis_Proteomics/,200,Germany,"(50.9215,6.3627)",,2012-07-09,"Max Planck Institute of Molecular Plant Physiology, Potsdam, Germany.","Kersten B, Nagel A, Schwacke R, Usadel B",,,12.0,Germany,gabipd,ok,GabiPD - The GABI Primary Database integrates plant proteomic data with gene-centric information.
TITLE_CAPITALIZED,22537014,EuFishBioMed,0.99632215,,0.99632215,eufishbiomed,0.99632215,1,http://www.cost.esf.org/,403,,,http://web.archive.org/web/20181010022151/http://www.cost.esf.org:80/,2012-04-26,"Institute of Toxicology and Genetics, Karlsruhe Institute of Technology, Eggenstein-Leopoldshafen, Germany. uwe.straehle@kit.edu","Bally-Cuif L, Beis D, Brösamle C, Figueras A, Geisler R, Gothilf Y, Kelsh R, Knedlitschek G, Mione M, Panula P, Strähle U",FP7_242048,European Commission FP7,6.0,"Andorra, Germany",eufishbiomed,ok,EuFishBioMed (COST Action BM0804): a European network to promote the use of small fishes in biomedical research.
"CAPITALIZED,TITLE_CAPITALIZED",31829415,GUcal,0.9963105,gucal,0.9963105,,0.9963105,1,https://www.gucal.hu,403,,,http://web.archive.org/web/20250313125527/https://www.gucal.hu/,2020-05-01,"Translational Glycomics Group, Research Institute of Biomolecular and Chemical Engineering, University of Pannonia, 10 Egyetem, Veszprem 8200, Hungary.","Campbell MP, Guttman A, Jarvas G, Szigeti M","2018-2.1.17-TÉT-KR-2018-00010, BIONANO_GINOP-2.3.2-15-2016-00017, NN127062","Hungarian Academy of Sciences, Institute for Glycomics, Ministry for Innovation and Technology, National Research Development and Innovation Office",5.0,"Andorra, Hungary",gucal,ok,Expanding the capillary electrophoresis-based glucose unit database of the GUcal app.
TITLE_CAPITALIZED,23710289,NRF2-ome,0.9962886,,0.9962886,nrf2-ome,0.9962886,1,http://nrf2.elte.hu/,"HTTPConnectionPool(host='nrf2.elte.hu', port=80): Max retries exceeded with url: / (Caused by Connec",,,http://web.archive.org/web/20210517211903/http://nrf2.elte.hu/,2013-04-17,"Department of Genetics, Eötvös Loránd University, Pázmány P. s. 1C, H-1117, Budapest, Hungary.","Csermely P, Fazekas D, Földvári-Nagy L, Korcsmáros T, Lenti K, Módos D, Papp D, Türei D","OTKA K83314, TAMOP-4.2.1/B-09/1/KMR-2010-0003, TAMOP-4.2.2/B-10/1-2010-0013","European Social Fund, Hungarian Scientific Research Fund",42.0,Hungary,nrf2-ome,ok,NRF2-ome: an integrated web resource to discover protein interaction and regulatory networks of NRF2.
"CAPITALIZED,TITLE_CAPITALIZED",33074335,mMGE,0.9962406,mmge,0.9962406,,0.9962406,1,https://mgedb.comp-sysbio.org,502,,,http://web.archive.org/web/20210924083547/http://mgedb.comp-sysbio.org/,2021-01-01,"Institute of Science and Technology for Brain-Inspired Intelligence, Fudan University, Shanghai 200433, China.","Chen WH, Dong Y, Jia L, Lai S, Pan S, Subramanian B, Zhang J, Zhao XM","19511101404, 2018SHZDZX01, 2018YFC0910502, 2018YFC0910503, 2019YFA0905601, 61772368, 61932008","National Key Research and Development Program of China, National Natural Science Foundation of China, Shanghai Municipal Science and Technology Major Project, Shanghai Science and Technology Innovation Fund",30.0,"Andorra, China",mmge,ok,mMGE: a database for human metagenomic extrachromosomal mobile genetic elements.
"CAPITALIZED,TITLE_CAPITALIZED",33233537,HumiR,0.9961086,humir,0.9961086,,0.9961086,1,https://www.ccb.uni-saarland.de/humir/,200,Germany,"(49.2770,7.1167)",,2020-11-20,"Chair for Clinical Bioinformatics, Saarland University, 66123 Saarbrücken, Germany.","Fehlmann T, Keller A, Kern F, Meese E, Solomon J",,,6.0,Germany,humir,ok,"HumiR: Web Services, Tools and Databases for Exploring Human microRNA Data."
CAPITALIZED,30522456,OMCD,0.9960853,omcd,0.9960853,,0.9960853,1,http://www.oncomir.umn.edu/omcd/,200,United States,"(44.9800,-93.2638)",,2018-12-06,"Institute of Health Informatics, University of Minnesota, Minneapolis, MN, USA. sarver@umn.edu.","Sarver AE, Sarver AL, Subramanian S, Yuan C","Healthy Foods Healthy Lives Institute Graduate and Professional Student Research Grant, Norman Wells Memorial Colorectal Cancer Fellowship, R03CA219129, R50 CA211249, T32 CA099936","Masonic Cancer Center, NCI NIH HHS, National Cancer Institute, University of Minnesota",42.0,United States,omcd,ok,OMCD: OncomiR Cancer Database.
TITLE_CAPITALIZED,22693220,CellBase,0.99591863,,0.99591863,cellbase,0.99591863,1,http://docs.bioinfo.cipf.es/projects/cellbase,503,,,http://web.archive.org/web/20170723141329/http://docs.bioinfo.cipf.es:80/projects/cellbase,2012-06-12,"Department of Bioinformatics and Genomics, Centro de Investigación Príncipe Felipe (CIPF), 46012 Valencia, Spain.","Bleda M, Celma M, Dopazo J, Garcia-Alonso L, Martin A, Medina I, Salavert F, Tarraga J, de Maria A",,,27.0,"Andorra, Spain",cellbase,ok,"CellBase, a comprehensive collection of RESTful web services for retrieving relevant biological information from heterogeneous sources."
TITLE_CAPITALIZED,25150822,LRRsearch,0.9958465,,0.9958465,lrrsearch,0.9958465,1,http://www.lrrsearch.com/,200,United Kingdom,"(51.5085,-0.1257)",,2014-07-31,"Fish Health Management Division, Central Institute of Freshwater Aquaculture (CIFA), Kausalyaganga, Bhubaneswar, Odisha 751002, India.","Basu M, Bej A, Jayasankar P, Sahoo BR, Samanta M, Swain B",NAIP-C4-C30018,National Agricultural Innovation Project,31.0,India,lrrsearch,ok,LRRsearch: An asynchronous server-based application for the prediction of leucine-rich repeat motifs and an integrative database of NOD-like receptors.
TITLE_CAPITALIZED,29800320,PaintOmics 3,0.9958048,,0.9958048,paintomics 3,0.9958048,1,http://www.paintomics.org,200,Germany,"(50.1155,8.6842)",,2018-07-01,"Genomics of Gene Expression Lab, Centro de Investigación Príncipe Felipe, Valencia, Spain.","Balzano-Nogueira L, Conesa A, Furió-Tarí P, Hernández-de-Diego R, Martínez-Mira C, Pappas GJ Jr, Tarazona S","306000-STATegra, 612583-DEANN, BIO2012-40244, PT17/0009/0015","INB, Marie Curie International Research Staff Exchange Scheme, Seventh Framework Programme, Spanish MINECO",111.0,Spain,paintomics 3,ok,PaintOmics 3: a web resource for the pathway analysis and visualization of multi-omics data.
TITLE_CAPITALIZED,25797062,PTGBase,0.9956222,,0.9956222,ptgbase,0.9956222,1,http://ocri-genomics.org/PTGBase/,"HTTPConnectionPool(host='ocri-genomics.org', port=80): Max retries exceeded with url: /PTGBase/ (Cau",,,http://web.archive.org/web/20240805115634/http://ocri-genomics.org/PTGBase,2015-03-22,"The Key Laboratory of Biology and Genetic Improvement of Oil Crops, Ministry of Agriculture, Oil Crops Research Institute, Chinese Academy of Agricultural Sciences, Wuhan 430062, China and Department of Life Science and Technology, Nanyang Normal University, Wolong Road, Nanyang 473061, China.","Hua W, Ke T, Liao B, Sun F, Tehrim S, Yu J",,,41.0,"Andorra, China",ptgbase,ok,PTGBase: an integrated database to study tandem duplicated genes in plants.
CAPITALIZED,23479348,EDAM,0.99556345,edam,0.99556345,,0.99556345,1,http://edamontology.org/EDAM.obo,200,Norway,"(60.3930,5.3242)",,2013-03-11,"EMBL European Bioinformatics Institute, Hinxton, Cambridge CB10 1SD, UK. jison@ebi.ac.uk","Bolser D, Ison J, Jonassen I, Kalas M, Lopez R, Malone J, McWilliam H, Pettifer S, Rice P, Uludag M",,,145.0,United Kingdom,edam,ok,"EDAM: an ontology of bioinformatics operations, types of data and identifiers, topics and formats."
"CAPITALIZED,TITLE_CAPITALIZED",29860391,CASTp,0.99529976,castp,0.99529976,,0.99529976,1,http://sts.bioe.uic.edu/castp/,200,United States,"(41.8500,-87.6500)",,2018-07-01,"Department of Bioengineering, University of Illinois at Chicago, Chicago, IL 60607, USA.","Chen C, Lei X, Liang J, Tian W, Zhao J","R01 CA204962, R01CA204962","NCI NIH HHS, National Institutes of Health",1261.0,United States,castp,ok,CASTp 3.0: computed atlas of surface topography of proteins.
"CAPITALIZED,TITLE_CAPITALIZED",22505817,Vaxjo,0.9952475,vaxjo,0.9952475,,0.9952475,1,http://www.violinet.org/vaxjo/,200,United States,"(42.2776,-83.7409)",,2012-03-13,"Unit for Laboratory Animal Medicine, University of Michigan Medical School, Ann Arbor, MI 48109, USA.","He Y, Sayers S, Ulysse G, Xiang Z","R01 AI081062, R01AI081062","NIAID NIH HHS, National Institute of Allergy and Infectious Diseases",41.0,United States,vaxjo,ok,Vaxjo: a web-based vaccine adjuvant database and its application for analysis of vaccine adjuvants and their uses in vaccine development.
"CAPITALIZED,TITLE_CAPITALIZED",34418567,IMProv,0.9949086,improv,0.9949086,,0.9949086,1,http://www.integrativemodeling.org,200,United States,"(37.7749,-122.4194)",,2021-08-19,"Department of Biochemistry and Molecular Biology, University of Calgary, Calgary, Alberta, Canada; Robson DNA Science Centre, Arnie Charbonneau Cancer Institute, University of Calgary, Calgary, Alberta, Canada.","Crowder DA, Hepburn M, Pells T, Sali A, Saltzberg D, Schriemer DC, Schräder C, Ziemianowicz DS","P41 GM109824, P41GM109824, R01 GM083960, R01GM083960, RGPIN-2017-04879, RS-326","CANARIE, NIGMS NIH HHS, NIH, NSERC, National Institute of General Medical Sciences",10.0,"Andorra, Canada",improv,ok,IMProv: A Resource for Cross-link-Driven Structure Modeling that Accommodates Protein Dynamics.
"CAPITALIZED,TITLE_CAPITALIZED",28212856,ProBiS,0.9948602,probis,0.9948602,,0.9948602,1,http://probis.nih.gov,200,United States,"(38.9807,-77.1003)",,2017-02-15,"National Institute of Chemistry, Hajdrihova 19, SI-1000 Ljubljana, Slovenia; Faculty of Mathematics, Natural Sciences and Information Technologies, University of Primorska, Glagoljaška 8, SI-6000, Koper, Slovenia.","Janežič D, Konc J",,Javna Agencija za Raziskovalno Dejavnost RS,16.0,"Andorra, Slovenia",probis,ok,"ProBiS tools (algorithm, database, and web servers) for predicting and modeling of biologically interesting proteins."
TITLE_CAPITALIZED,27632579,MetaStorm,0.9947459,,0.9947459,metastorm,0.9947459,1,http://bench.cs.vt.edu/MetaStorm/,"HTTPConnectionPool(host='bench.cs.vt.edu', port=80): Max retries exceeded with url: /MetaStorm/ (Cau",,,http://web.archive.org/web/20220330051342/https://bench.cs.vt.edu/MetaStorm/,2016-09-15,"Department of Computer Science, Virginia Tech, Blacksburg, Virginia, United States of America.","Arango-Argoty G, Heath LS, Pruden A, Singh G, Xiao W, Zhang L","R01 HL080789, R01 HL084381, R01 HL114152",NHLBI NIH HHS,43.0,United States,metastorm,ok,MetaStorm: A Public Resource for Customizable Metagenomics Annotation.
TITLE_CAPITALIZED,34940189,Alientoma,0.9946154,,0.9946154,alientoma,0.9946154,1,https://www.inaturalist.org/projects/alien-insects-of-greece,200,United States,"(47.1301,-119.2781)",,2021-12-08,"Sylvius Laboratory, Institute of Biology, Faculty of Science, Leiden University, 2333 Leiden, The Netherlands.","Avtzis DN, Demetriou J, Georgiadis C, Kalaentzis K, Kazilas C, Koutsoukos E",,,5.0,Netherlands,alientoma,ok,"Alientoma, a Dynamic Database for Alien Insects in Greece and Its Use by Citizen Scientists in Mapping Alien Species."
TITLE_CAPITALIZED,33839304,NLM-Gene,0.9944088,,0.9944088,nlm-gene,0.9944088,1,ftp://ftp.ncbi.nlm.nih.gov/pub/lu/NLMGene,No connection adapters were found for 'ftp://ftp.ncbi.nlm.nih.gov/pub/lu/NLMGene',,,http://web.archive.org/web/20250429080334/https://ftp.ncbi.nlm.nih.gov/pub/lu/NLMGene/,2021-04-09,"National Library of Medicine, National Institutes of Health, Bethesda, MD, USA.","Cissel D, Islamaj R, Lu Z, Miliaras N, Printseva O, Rodionov O, Sekiya K, Ward J, Wei CH",Z99 LM999999,"Intramural NIH HHS, National Institutes of Health, U.S. National Library of Medicine",20.0,United States,nlm-gene,ok,"NLM-Gene, a richly annotated gold standard dataset for gene entities that addresses ambiguity and multi-species gene recognition."
TITLE_CAPITALIZED,26051157,WormGUIDES,0.9940058,,0.9940058,wormguides,0.9940058,1,http://www.wormguides.org/open-source-software,404,,,http://web.archive.org/web/20160818002202/http://www.wormguides.org/open-source-software,2015-06-09,"Developmental Biology Program, Sloan-Kettering Institute, New York, NY, USA. santella@mskcc.org.","Bao Z, Catena R, Colón-Ramos D, Kovacevic I, Kumar A, Marquina-Solis J, Mohler WA, Santella A, Schaff J, Shah P, Shroff H, Wu Y, Yu Z","P30 CA008748, R01 NS076558, R24 OD016474, R24OD016474, U01 HD075602","Intramural NIH HHS, NCI NIH HHS, NICHD NIH HHS, NIH HHS, NINDS NIH HHS",33.0,United States,wormguides,ok,WormGUIDES: an interactive single cell developmental atlas and tool for collaborative multidimensional data exploration.
TITLE_CAPITALIZED,30367585,Arena-Idb,0.99381936,,0.99381936,arena-idb,0.99381936,1,http://arenaidb.ba.itb.cnr.it,200,Italy,"(41.1207,16.8698)",,2018-10-15,"Department of Computer Science,University of Verona, Strada Le Grazie, Verona, Italy.","Bombieri N, Bonnici V, Caro G, Constantino G, D'Elia D, Giugno R, Licciulli F, Liuni S",,,13.0,Italy,arena-idb,ok,Arena-Idb: a platform to build human non-coding RNA interaction networks.
TITLE_CAPITALIZED,27185890,QuadBase2,0.99355674,,0.99355674,quadbase2,0.99355674,1,quadbase.igib.res.in,Invalid URL 'quadbase.igib.res.in': No scheme supplied. Perhaps you meant https://quadbase.igib.res.,,,http://web.archive.org/web/20211022150428/https://quadbase.igib.res.in/,2016-05-16,"GNR Knowledge Center for Genome Informatics, CSIR-Institute of Genomics and Integrative Biology, New Delhi 110 025, India.","Chowdhury S, Dhapola P","500127-Z-09-Z, 500127/Z/09/Z","DBT/Wellcome Trust India Alliance, Wellcome Trust",63.0,"Andorra, India",quadbase2,ok,QuadBase2: web server for multiplexed guanine quadruplex mining and visualization.
TITLE_CAPITALIZED,32074470,CoMPARA,0.9935196,,0.9935196,compara,0.9935196,1,https://comptox.epa.gov/dashboard/dsstoxdb/batch_search,200,United States,"(36.0512,-78.8577)",,2020-02-07,"National Center for Computational Toxicology, Office of Research and Development, U.S. Environmental Protection Agency (U.S. EPA), Research Triangle Park, North Carolina, USA.","Abdelaziz AM, Alberga D, Alves VM, Andersson PL, Andrade CH, Bai F, Balabin I, Ballabio D, Benfenati E, Bhhatarai B, Boyer S, Chen J, Consonni V, Farag S, Fourches D, García-Sosa AT, Gramatica P, Grisoni F, Grulke CM, Hong H, Horvath D, Hu X, Huang R, Jeliazkova N, Judson RS, Kleinstreuer N, Li J, Li X, Liu H, Manganelli S, Mangiatordi GF, Mansouri K, Maran U, Marcou G, Martin T, Muratov E, Nguyen DT, Nicolotti O, Nikolov NG, Norinder U, Papa E, Petitjean M, Piir G, Pogodin P, Poroikov V, Qiao X, Richard AM, Roncaglioni A, Ruiz P, Rupakheti C, Sakkiah S, Sangion A, Schramm KW, Selvaraj C, Shah I, Sild S, Sun L, Taboureau O, Tang Y, Tetko IV, Todeschini R, Tong W, Trisciuzzi D, Tropsha A, Van Den Driessche G, Varnek A, Wang Z, Wedebye EB, Williams AJ, Xie H, Zakharov AV, Zheng Z",HHSN273201500010C,NIEHS NIH HHS,120.0,"Andorra, United States",compara,ok,CoMPARA: Collaborative Modeling Project for Androgen Receptor Activity.
CAPITALIZED,25882753,PLORAS,0.9935076,ploras,0.9935076,,0.9935076,1,http://www.ucl.ac.uk/ploras,200,United States,"(37.7621,-122.3971)",,2015-04-14,"Wellcome Trust Centre for Neuroimaging, Institute of Neurology, UCL, London, UK.","Browne R, Ezekiel D, Haigh Z, Hope TMH, Leff AP, Lim L, Patel E, Prejawa S, Price CJ, Rae J, Ramsden S, Seghier ML, Selmer A","091593, 097720, MR/M023672/1, TSA2014/02","Medical Research Council, Stroke Association, Wellcome Trust",82.0,United Kingdom,ploras,ok,The PLORAS Database: A data repository for Predicting Language Outcome and Recovery After Stroke.
TITLE_CAPITALIZED,25632109,PhenoMiner,0.9934682,,0.9934682,phenominer,0.9934682,1,http://rgd.mcw.edu,403,,,http://web.archive.org/web/20251003173656/https://rgd.mcw.edu/,2015-01-28,"Human and Molecular Genetics Center, Medical College of Wisconsin, Department of Physiology, Medical College of Wisconsin and Department of Surgery, Medical College of Wisconsin, 8701 Watertown Plank Road, Milwaukee, WI53226, USA sjwang@mcw.edu.","Dwinell MR, Hayman GT, Laulederkind SJ, Liu W, Nigam R, Petri V, Shimoyama M, Smith JR, Wang SJ","HL64541, R01 HL064541",NHLBI NIH HHS,12.0,"Andorra, United States",phenominer,ok,"PhenoMiner: a quantitative phenotype database for the laboratory rat, Rattus norvegicus. Application in hypertension and renal disease."
CAPITALIZED,22486148,WDME,0.99316895,wdme,0.99316895,,0.99316895,1,http://medirectory.org,"HTTPConnectionPool(host='medirectory.org', port=80): Max retries exceeded with url: / (Caused by Nam",,,http://web.archive.org/web/20170717112543/http://www.medirectory.org/,2012-01-01,"Medical Education Research Center, Isfahan University of Medical Sciences, Isfahan, Iran.","Changiz T, Haghani F, Masoomi R",,,,,wdme,ok,Design and implementation of a web directory for medical education (WDME): a tool to facilitate research in medical education.
TITLE_CAPITALIZED,24170806,SporeWeb,0.9931303,,0.9931303,sporeweb,0.9931303,1,http://sporeweb.molgenrug.nl,"HTTPSConnectionPool(host='sporeweb.molgenrug.nl', port=443): Max retries exceeded with url: / (Cause",,,http://web.archive.org/web/20250623132618/https://sporeweb.molgenrug.nl/,2013-10-28,"Top Institute Food and Nutrition (TIFN), Nieuwe Kanaal 9A, 6709 PA Wageningen, The Netherlands and Department of Molecular Genetics, Groningen Biomolecular Sciences and Biotechnology Institute, University of Groningen, 9747 AG Groningen, The Netherlands.","Eijlander RT, Holsappel S, Krawczyk AO, Kuipers OP, de Jong A",,,32.0,"Andorra, Netherlands",sporeweb,ok,SporeWeb: an interactive journey through the complete sporulation cycle of Bacillus subtilis.
CAPITALIZED,24599084,CORD,0.9927929,cord,0.9927929,,0.9927929,1,http://cord-db.org,"HTTPConnectionPool(host='cord-db.org', port=80): Max retries exceeded with url: / (Caused by Connect",,,http://web.archive.org/web/20230329035121/http://cord-db.org/,2014-03-05,"Department of Medicine, The University of Chicago, Chicago, Illinois, United States of America.","Andrade J, Fahrenbach JP, McNally EM","AR052646, F31 HL097587, F32 HL097587, HL61322, NS072027, P01 NS072027, P50 AR052646, R01 HL061322, U54 AR052646","NHLBI NIH HHS, NIAMS NIH HHS, NINDS NIH HHS",10.0,United States,cord,ok,The CO-Regulation Database (CORD): a tool to identify coordinately expressed genes.
"CAPITALIZED,TITLE_CAPITALIZED",25422781,Cildb,0.9927799,cildb,0.9927799,,0.9927799,1,http://cildb.cgm.cnrs-gif.fr/,"HTTPConnectionPool(host='cildb.cgm.cnrs-gif.fr', port=80): Max retries exceeded with url: / (Caused ",,,http://web.archive.org/web/20210308115443/http://cildb.cgm.cnrs-gif.fr/,2014-11-17,"Centre de Génétique Moléculaire, CNRS, Avenue de la Terrasse, Gif sur Yvette, 91198, France.","Arnaiz O, Cohen J, Koll F, Tassin AM",,,40.0,"France, Suriname",cildb,ok,"Remodeling Cildb, a popular database for cilia and links for ciliopathies."
CAPITALIZED,32117445,CHG,0.9925537,chg,0.9925537,,0.9925537,1,http://www.bio-bigdata.com/CHG/index.html,502,,,http://web.archive.org/web/20250803112915/http://www.bio-bigdata.com/CHG/index.html,2020-02-05,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, China.","Chen X, Huo D, Jin Q, Liu L, Wu L, Xie H, Zhang D, Zhang J",,National Natural Science Foundation of China,41.0,"Andorra, China",chg,ok,CHG: A Systematically Integrated Database of Cancer Hallmark Genes.
TITLE_CAPITALIZED,32735679,Planet Microbe,0.9924558,,0.9924558,planet microbe,0.9924558,1,https://www.planetmicrobe.org/,200,United States,"(32.2217,-110.9265)",,2021-01-01,"Department of Biosystems Engineering, University of Arizona, Tucson, AZ, USA.","Blumberg K, Bomhoff M, Delong EF, Herz NM, Hurwitz BL, Ponsero AJ, Wood-Charlson EM, Youens-Clark K","329108, 481471, CISE-1640775, GBMF 3777, GBMF 8751, OCE-1639614","Gordon and Betty Moore Foundation, NSF, Simons Foundation",10.0,United States,planet microbe,ok,Planet Microbe: a platform for marine microbiology to discover and analyze interconnected 'omics and environmental data.
CAPITALIZED,24829450,PRISM,0.99240685,prism,0.99240685,,0.99240685,1,http://cosbi.ku.edu.tr/prism,"HTTPSConnectionPool(host='cosbi.ku.edu.tr', port=443): Max retries exceeded with url: /prism (Caused",,,http://web.archive.org/web/20250123213340/https://cosbi.ku.edu.tr/prism/,2014-05-14,"Center for Computational Biology and Bioinformatics and College of Engineering, Koc University, 34450 Istanbul, Turkey.","Baspinar A, Cukuroglu E, Gursoy A, Keskin O, Nussinov R",HHSN261200800001E,PHS HHS,148.0,Andorra,prism,ok,PRISM: a web server and repository for prediction of protein-protein interactions and modeling their 3D complexes.
TITLE_CAPITALIZED,28025337,SlideBase,0.99224985,,0.99224985,slidebase,0.99224985,1,http://slidebase.binf.ku.dk,"HTTPConnectionPool(host='slidebase.binf.ku.dk', port=80): Max retries exceeded with url: / (Caused b",,,http://web.archive.org/web/20240527014104/https://slidebase.binf.ku.dk/,2016-12-26,"Department of Biology, The Bioinformatics Centre, University of Copenhagen, Ole Maaloes Vej 5, Copenhagen N, DK2200, Denmark.","Andersson R, Bornholdt J, Boyd M, Carninci P, Chen Y, Forrest AR, Hayashizaki Y, Ienasescu H, Kawaji H, Lagoni E, Lassmann T, Li K, Rennie S, Sandelin A, Vitezic M, Vitting-Seerup K, de Hoon MJ","NNF10SA1016550, R82-2010-6779","Lundbeck Foundation, Novo Nordisk Fonden",23.0,Denmark,slidebase,ok,"On-the-fly selection of cell-specific enhancers, genes, miRNAs and proteins across the human body using SlideBase."
TITLE_CAPITALIZED,"27144897, 30963486",STarMirDB,0.9919921,,0.9919921,starmirdb,0.9919921,2,http://sfold.wadsworth.org/starmirDB.php,200,United Kingdom,"(51.5085,-0.1257)",,2016-06-01,"a Wadsworth Center, New York State Department of Health , Center for Medical Science , Albany , NY , USA.; New York State Department of Health, Wadsworth Center, Center for Medical Science, Albany, NY, USA.","Carmack CS, Ding Y, Kanoria S, Liu C, Long D, Lu J, Mallick B, Rennie W, Wolenc A","R01 GM099811, R01 GM116855",NIGMS NIH HHS,50.0,United States,starmirdb,ok,STarMirDB: A database of microRNA binding sites. | Sfold Tools for MicroRNA Target Prediction.
"CAPITALIZED,TITLE_CAPITALIZED",27903890,Pharos,0.99194664,pharos,0.99194664,,0.99194664,1,https://pharos.nih.gov,403,,,http://web.archive.org/web/20250828112817/https://pharos.nih.gov/,2016-11-29,"National Center for Advancing Translational Science, 9800 Medical Center Drive, Rockville, MD 20850, USA.","Bologa C, Brunak S, Fernandez N, Gaulton A, Guha R, Hersey A, Holmes J, Jadhav A, Jensen LJ, Karlsson A, Liu G, Ma'ayan A, Mandava G, Mani S, Mathias S, Mehta S, Nguyen DT, Oprea TI, Overington J, Patel J, Rouillard AD, Schürer S, Sheils T, Simeonov A, Sklar LA, Southall N, Ursu O, Vidovic D, Waller A, Yang J","P30 CA118100, PI Lars Juhl Jensen, PI Søren Brunak, T32 HL007824, U54 CA189201, U54 CA189205","NCI NIH HHS, NHLBI NIH HHS, Novo Nordisk Foundation Center for Protein Research",219.0,United States,pharos,ok,Pharos: Collating protein information to shed light on the druggable genome.
"CAPITALIZED,TITLE_CAPITALIZED",31092193,PathMe,0.99187326,pathme,0.99187326,,0.99187326,1,https://pathme.scai.fraunhofer.de/,200,Germany,"(50.1155,8.6842)",,2019-05-15,"Department of Bioinformatics, Fraunhofer Institute for Algorithms and Scientific Computing, 53754, Sankt Augustin, Germany. daniel.domingo.fernandez@scai.fraunhofer.de.","Domingo-Fernández D, Hofmann-Apitius M, Hoyt CT, Marín-Llaó J, Mubeen S",115568,Innovative Medicines Initiative,35.0,"Andorra, Germany",pathme,ok,PathMe: merging and exploring mechanistic pathway knowledge.
