pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
32392342,"EnzymeMiner: automated mining of soluble enzymes with diverse structures, catalytic properties and stabilities.",True,Y,high,Tool for mining enzymes not a database,,,
33156877,MAVSCOT: A fuzzy logic-based HIV diagnostic system with indigenous multi-lingual interfaces for rural Africa.,False,Y,high,Diagnostic system tool not a database,,,
29873706,SPRENO: a BioC module for identifying organism terms in figure captions.,True,Y,high,Module for identifying terms not a database,,,
30219840,SMMDB: a web-accessible database for small molecule modulators and their targets involved in neurological diseases.,True,N,high,DB suffix and database keyword indicate bioresource,SMMDB,Small Molecule Modulator Database
28053114,FEELnc: a tool for long non-coding RNA annotation and its application to the dog transcriptome.,False,Y,high,Tool for RNA annotation not a database,,,
26155959,iVAX: An integrated toolkit for the selection and optimization of antigens and the design of epitope-driven vaccines.,False,Y,high,Integrated toolkit for vaccine design not a database,,,
32122303,GenomeQC: a quality assessment tool for genome assemblies and gene structure annotations.,True,Y,high,Quality assessment tool not a database,,,
31199464,CoCoScore: context-aware co-occurrence scoring for text mining applications using distant supervision.,False,Y,high,Tool for text mining not a database,,,
26297754,The INDEPTH Data Repository: An International Resource for Longitudinal Population and Health Data From Health and Demographic Surveillance Systems.,False,N,high,Data repository resource is a bioresource,INDEPTH Data Repository,International Network for the Demographic Evaluation of Populations and Their Health Data Repository
23197657,H-InvDB in 2013: an omics study platform for human functional gene and transcript discovery.,True,N,high,DB suffix and platform for discovery indicate database,H-InvDB,Human Invitational Database
22084200,AH-DB: collecting protein structure pairs before and after binding.,True,N,high,DB suffix and collecting structures indicate database,AH-DB,After-Hydration Database
22689645,PBSword: a web server for searching similar protein-protein binding sites.,True,Y,high,Web server for searching not a database,,,
27401413,COMODI: an ontology to characterise differences in versions of computational models in biology.,True,N,high,Ontology resource for characterizing model differences is a bioresource,COMODI,Computational Model Differences Ontology
30891576,LasDB: A collective database for laboratory animal strain resources.,False,N,high,DB suffix and database keyword indicate bioresource,LasDB,Laboratory Animal Strain Database
30458802,BioGraph: a web application and a graph database for querying and analyzing bioinformatics resources.,True,N,high,Graph database keyword indicates bioresource,BioGraph,Bioinformatics Graph Database
34415997,The Breeding Information Management System (BIMS): an online resource for crop breeding.,True,N,high,Online resource for breeding information is a bioresource,BIMS,Breeding Information Management System
34240464,Ligand Binding Site Comparison - LiBiSCo - a web-based tool for analyzing interactions between proteins and ligands to explore amino acid specificity within active sites.,True,Y,high,Web-based tool for analyzing interactions not a database,,,
25977294,DIANA-miRPath v3.0: deciphering microRNA function with experimental support.,True,Y,high,Tool for deciphering function not a database,,,
22268964,ProBiS-database: precalculated binding site similarities and local pairwise alignments of PDB structures.,True,N,high,Database keyword indicates bioresource,ProBiS,Protein Binding Sites Database
30788499,FairBase: a comprehensive database of fungal A-to-I RNA editing.,False,N,high,Base suffix and database keyword indicate bioresource,FairBase,Fungal A-to-I RNA Editing Database
24519378,SurvMicro: assessment of miRNA-based prognostic signatures for cancer clinical outcomes by multivariate survival analysis.,True,Y,high,Tool for assessment by analysis not a database,,,
33441136,AlzGPS: a genome-wide positioning systems platform to catalyze multi-omics for Alzheimer's drug discovery.,True,Y,medium,Platform for catalyzing drug discovery is likely a tool though GPS naming unusual,,,
26861659,ScaleNet: a literature-based model of scale insect biology and systematics.,True,N,high,Literature-based model serves as data resource,ScaleNet,Scale Insect Biology Database
29696732,"Seshat: A Web service for accurate annotation, validation, and analysis of TP53 variants generated by conventional and next-generation sequencing.",True,Y,high,Web service for annotation and validation is a tool,,,
29070035,SaVanT: a web-based tool for the sample-level visualization of molecular signatures in gene expression profiles.,True,Y,high,Web-based tool for visualization not a database,,,
30321373,KinaMetrix: a web resource to investigate kinase conformations and inhibitor space.,True,N,high,Web resource to investigate kinase data is a bioresource,KinaMetrix,Kinase Metrics Resource
28486666,CSTEA: a webserver for the Cell State Transition Expression Atlas.,True,N,high,Atlas indicates map of expression data is a bioresource,CSTEA,Cell State Transition Expression Atlas
28541490,GLANET: genomic loci annotation and enrichment tool.,True,Y,high,Tool for annotation and enrichment not a database,,,
29725591,The Mu.Ta.Lig. Chemotheca: A Community-Populated Molecular Database for Multi-Target Ligands Identification and Compound-Repurposing.,True,N,high,Molecular database keyword indicates bioresource,Mu.Ta.Lig. Chemotheca,Multi-Target Ligand Chemotheca
31032840,rPredictorDB: a predictive database of individual secondary structures of RNAs and their formatted plots.,False,N,high,DB suffix and predictive database indicate bioresource,rPredictorDB,RNA Predictor Database
32402084,MISCAST: MIssense variant to protein StruCture Analysis web SuiTe.,True,Y,high,Web suite for analysis is a tool not a database,,,
29669592,GGDonto ontology as a knowledge-base for genetic diseases and disorders of glycan metabolism and their causative genes.,False,N,high,Ontology as knowledge-base indicates bioresource,GGDonto,Genetic Glycan Disease Ontology
23468041,Management and dissemination of MS proteomic data with PROTICdb: example of a quantitative comparison between methods of protein extraction.,True,N,high,DB suffix indicates database for proteomic data,PROTICdb,Proteomic Database
26425409,Experiences in supporting the structured collection of cancer nanotechnology data using caNanoLab.,False,Y,high,Paper about supporting data collection not the database itself,,,
22369265,i-rDNA: alignment-free algorithm for rapid in silico detection of ribosomal gene fragments from metagenomic sequence data sets.,True,Y,high,Algorithm for detection not a database,,,
32134472,iMRM: a platform for simultaneously identifying multiple kinds of RNA modifications.,True,Y,high,Platform for identifying modifications is a tool,,,
22743224,GO-Elite: a flexible solution for pathway and ontology over-representation.,True,Y,high,Tool for pathway analysis not a database,,,
29558135,"PACOM: A Versatile Tool for Integrating, Filtering, Visualizing, and Comparing Multiple Large Mass Spectrometry Proteomics Data Sets.",False,Y,high,Tool for integrating and comparing data not a database,,,
26391627,Pcetk: A pDynamo-based Toolkit for Protonation State Calculations in Proteins.,False,Y,high,Toolkit for calculations not a database,,,
21989112,"FluReF, an automated flu virus reassortment finder based on phylogenetic trees.",True,Y,high,Finder tool based on phylogenetic analysis not a database,,,
27990826,X!TandemPipeline: A Tool to Manage Sequence Redundancy for Protein Inference and Phosphosite Identification.,True,Y,high,Pipeline tool for managing redundancy not a database,,,
26047590,Visual annotation display (VLAD): a tool for finding functional themes in lists of genes.,True,Y,high,Tool for finding functional themes not a database,,,
31760951,TS-GOEA: a web tool for tissue-specific gene set enrichment analysis based on gene ontology.,True,Y,high,Web tool for enrichment analysis not a database,,,
31449516,CNEr: A toolkit for exploring extreme noncoding conservation.,True,Y,high,Toolkit for exploring conservation not a database,,,
29490010,SECLAF: a webserver and deep neural network design tool for hierarchical biological sequence classification.,True,Y,high,Webserver and design tool for classification not a database,,,
34325658,Taxallnomy: an extension of NCBI Taxonomy that produces a hierarchically complete taxonomic tree.,True,N,high,Extension of taxonomy producing complete tree serves as reference resource,Taxallnomy,Taxonomic Tree Extension
28389638,IMGMD: A platform for the integration and standardisation of In silico Microbial Genome-scale Metabolic Models.,True,N,high,Platform for integration that houses metabolic models is a bioresource,IMGMD,In silico Microbial Genome-scale Metabolic Models Database
31317185,VariED: the first integrated database of gene annotation and expression profiles for variants related to human diseases.,False,N,high,Integrated database keyword indicates bioresource,VariED,Variant Expression Database
26454874,BaMBa: towards the integrated management of Brazilian marine environmental data.,True,N,high,Resource for managing marine environmental data is a bioresource,BaMBa,Brazilian Marine Biodiversity
24258321,"PyGaze: an open-source, cross-platform toolbox for minimal-effort programming of eyetracking experiments.",False,Y,high,Toolbox for programming experiments not a database,,,
27131362,miEAA: microRNA enrichment analysis and annotation.,True,Y,high,Tool for enrichment analysis and annotation not a database,,,
34233619,Sequoia: an interactive visual analytics platform for interpretation and feature extraction from nanopore sequencing datasets.,False,Y,high,Platform for visual analytics and interpretation not a database,,,
31714620,PEATmoss (Physcomitrella Expression Atlas Tool): a unified gene expression atlas for the model plant Physcomitrella patens.,True,N,high,Atlas indicates map of expression data is a bioresource,PEATmoss,Physcomitrella Expression Atlas Tool
28498994,ThreaDomEx: a unified platform for predicting continuous and discontinuous protein domains by multiple-threading and segment assembly.,True,Y,high,Platform for prediction is a tool not a database,,,
26302176,Finding mouse models of human lymphomas and leukemia's using the Jackson laboratory mouse tumor biology database.,True,N,high,Database keyword and resource for mouse models indicate bioresource,Mouse Tumor Biology Database,Jackson Laboratory Mouse Tumor Biology Database
29854184,SpindleSphere: A Web-based Platform for Large-scale Sleep Spindle Analysis and Visualization.,False,Y,high,Platform for analysis and visualization not a database,,,
27825033,VirusDetect: An automated pipeline for efficient virus discovery using deep sequencing of small RNAs.,True,Y,high,Automated pipeline for virus discovery not a database,,,
28410642,iPSCORE: A Resource of 222 iPSC Lines Enabling Functional Characterization of Genetic Variation across a Variety of Cell Types.,False,N,high,Resource of cell lines is a bioresource,iPSCORE,Induced Pluripotent Stem Cell Resource
30864657,"MitoZ: a toolkit for animal mitochondrial genome assembly, annotation and visualization.",False,Y,high,Toolkit for genome assembly and annotation not a database,,,
23029291,ThioFinder: a web-based tool for the identification of thiopeptide gene clusters in DNA sequences.,True,Y,high,Web-based tool for identification not a database,,,
25636267,MaxMod: a hidden Markov model based novel interface to MODELLER for improved prediction of protein 3D models.,True,Y,high,Interface for prediction tool not a database,,,
29325066,Toppar: an interactive browser for viewing association study results.,True,Y,high,Browser tool for viewing results not a database,,,
31853227,GBDTCDA: Predicting circRNA-disease Associations Based on Gradient Boosting Decision Tree with Multiple Biological Data Fusion.,True,Y,high,Prediction tool not a database,,,
30517749,ORTHOSCOPE: An Automatic Web Tool for Phylogenetically Inferring Bilaterian Orthogroups with User-Selected Taxa.,True,Y,high,Web tool for phylogenetic inference not a database,,,
29135934,UltraPse: A Universal and Extensible Software Platform for Representing Biological Sequences.,False,Y,high,Software platform for representing sequences not a database,,,
33720028,"HOPES: An Integrative Digital Phenotyping Platform for Data Collection, Monitoring, and Machine Learning.",False,Y,high,Platform for data collection and monitoring is a tool,,,
24210098,Metadata-driven comparative analysis tool for sequences (meta-CATS): an automated process for identifying significant sequence variations that correlate with virus attributes.,True,Y,high,Analysis tool for identifying variations not a database,,,
32898474,SYLARAS: A Platform for the Statistical Analysis and Visual Display of Systemic Immunoprofiling Data and Its Application to Glioblastoma.,False,Y,high,Platform for statistical analysis and display not a database,,,
"23160414, 23703206",Accelerating literature curation with text-mining tools: a case study of using PubTator to curate genes in PubMed abstracts.,True,Y,high,Paper about using text-mining tool not the tool itself,,,
21450055,Rice-Map: a new-generation rice genome browser.,True,Y,high,Genome browser tool not a database,,,
27986896,easyGWAS: A Cloud-Based Platform for Comparing the Results of Genome-Wide Association Studies.,False,Y,high,Cloud platform for comparing results is a tool,,,
30657872,AllerCatPro-prediction of protein allergenicity potential from the protein sequence.,True,Y,high,Tool for prediction not a database,,,
32421835,InterPred: a webtool to predict chemical autofluorescence and luminescence interference.,True,Y,high,Webtool for prediction not a database,,,
24758335,EndoNet: an information resource about the intercellular signaling network.,False,N,high,Information resource about signaling network is a bioresource,EndoNet,Endocrine Network Resource
34783553,COVID-19 Knowledge Extractor (COKE): A Curated Repository of Drug-Target Associations Extracted from the CORD-19 Corpus of Scientific Publications on COVID-19.,True,N,high,Curated repository of associations is a bioresource,COKE,COVID-19 Knowledge Extractor
23060433,Dr. PIAS 2.0: an update of a database of predicted druggable protein-protein interactions.,True,N,high,Explicit database keyword indicates bioresource,Dr. PIAS,Druggable Protein-Protein Interactions Database
27829362,CASTIN: a system for comprehensive analysis of cancer-stromal interactome.,False,Y,high,System for comprehensive analysis is a tool,,,
32503988,"HISTOBREAST, a collection of brightfield microscopy images of Haematoxylin and Eosin stained breast tissue.",False,N,high,Collection of images is a data resource,HISTOBREAST,Histological Breast Tissue Image Collection
29692801,"iCN718, an Updated and Improved Genome-Scale Metabolic Network Reconstruction of <i>Acinetobacter baumannii</i> AYE.",False,Y,high,Metabolic network reconstruction is a model not a database,,,
33341884,Pyfastx: a robust Python package for fast random access to sequences from plain and gzipped FASTA/Q files.,True,Y,high,Python package for file access not a database,,,
29688366,BioDataome: a collection of uniformly preprocessed and automatically annotated datasets for data-driven biology.,True,N,high,Collection of datasets is a bioresource,BioDataome,Biological Dataome
33509180,CardioNet: a manually curated database for artificial intelligence-based research on cardiovascular diseases.,False,N,high,Manually curated database keyword indicates bioresource,CardioNet,Cardiovascular Disease Database
24674136,TSSAR: TSS annotation regime for dRNA-seq data.,True,Y,high,Annotation regime/tool not a database,,,
26983021,"GeneAnalytics: An Integrative Gene Set Analysis Tool for Next Generation Sequencing, RNAseq and Microarray Data.",False,Y,high,Gene set analysis tool not a database,,,
26691694,Dintor: functional annotation of genomic and proteomic data.,True,Y,high,Tool for functional annotation not a database,,,
34023887,DomainViz: intuitive visualization of consensus domain distributions across groups of proteins.,True,Y,high,Visualization tool not a database,,,
"28472511, 31114916","WebGestalt 2017: a more comprehensive, powerful, flexible and interactive gene set enrichment analysis toolkit.",True,Y,high,Enrichment analysis toolkit not a database,,,
31477007,SalMotifDB: a tool for analyzing putative transcription factor binding sites in salmonid genomes.,True,N,high,DB suffix overrides tool description indicates database,SalMotifDB,Salmonid Motif Database
22717648,wANNOVAR: annotating genetic variants for personal genomes via the web.,True,Y,high,Tool for annotating variants not a database,,,
30052959,eModel-BDB: a database of comparative structure models of drug-target interactions from the Binding Database.,False,N,high,DB suffix and database keyword indicate bioresource,eModel-BDB,Comparative Structure Models Database
26779400,AURA 2: Empowering discovery of post-transcriptional networks.,True,Y,high,Tool for empowering discovery not a database,,,
23895370,Confero: an integrated contrast data and gene set platform for computational analysis and biological interpretation of omics data.,False,Y,high,Platform for computational analysis is a tool,,,
24091140,Fast automated protein NMR data collection and assignment by ADAPT-NMR on Bruker spectrometers.,True,Y,high,Tool for automated data collection and assignment not a database,,,
28268841,AMP: A platform for managing and mining data in the treatment of Autism Spectrum Disorder.,False,Y,high,Platform for managing and mining data is a tool,,,
22583488,3DMolNavi: a web-based retrieval and navigation tool for flexible molecular shape comparison.,True,Y,high,Retrieval and navigation tool not a database,,,
28967166,"VariantValidator: Accurate validation, mapping, and formatting of sequence variation descriptions.",True,Y,high,Tool for validation and formatting not a database,,,
24949426,"Tools and databases of the KOMICS web portal for preprocessing, mining, and dissemination of metabolomics data.",False,Y,high,Portal with tools and databases is infrastructure not a single database,,,
29189001,Searching Online Chemical Data Repositories via the ChemAgora Portal.,False,Y,high,Portal for searching repositories is a tool,,,
30096176,BioPS: System for screening and assessment of biofuel-production potential of cyanobacteria.,True,Y,high,System for screening and assessment is a tool,,,
31612721,"SAAVpedia: Identification, Functional Annotation, and Retrieval of Single Amino Acid Variants for Proteogenomic Interpretation.",False,N,high,Pedia suffix indicates encyclopedia of variants,SAAVpedia,Single Amino Acid Variant Encyclopedia
34075103,"KAUST Metagenomic Analysis Platform (KMAP), enabling access to massive analytics of re-annotated metagenomic data.",True,N,high,Platform enabling access to metagenomic data is a bioresource,KMAP,KAUST Metagenomic Analysis Platform
24225062,CoMAGC: a corpus with multi-faceted annotations of gene-cancer relations.,True,N,high,Corpus of annotations is a data resource,CoMAGC,Corpus of Multi-faceted Annotations of Gene-Cancer relations
22715306,Database for vegetable phytochemicals and their mechanism of action.,True,N,high,Explicit database keyword indicates bioresource,Vegetable Phytochemicals Database,Database for Vegetable Phytochemicals
28535294,HGVA: the Human Genome Variation Archive.,False,N,high,Archive keyword indicates data repository,HGVA,Human Genome Variation Archive
29272359,"BioSeq-Analysis: a platform for DNA, RNA and protein sequence analysis based on machine learning approaches.",True,Y,high,Platform for sequence analysis is a tool,,,
32330179,EasyParallel: A GUI platform for parallelization of STRUCTURE and NEWHYBRIDS analyses.,False,Y,high,GUI platform for parallelization is a tool,,,
26384541,mpdcm: A toolbox for massively parallel dynamic causal modeling.,False,Y,high,Toolbox for causal modeling not a database,,,
33258965,RegulomePA: a database of transcriptional regulatory interactions in Pseudomonas aeruginosa PAO1.,True,N,high,Explicit database keyword indicates bioresource,RegulomePA,Pseudomonas aeruginosa Regulome Database
24022982,LTMap: a web server for assessing the potential liver toxicity by genome-wide transcriptional expression data.,True,Y,high,Web server for assessing toxicity is a tool,,,
26860211,ksRepo: a generalized platform for computational drug repositioning.,False,Y,high,Platform for computational drug repositioning is a tool,,,
29106469,DFAST: a flexible prokaryotic genome annotation pipeline for faster genome publication.,True,Y,high,Annotation pipeline tool not a database,,,
29528364,iFeature: a Python package and web server for features extraction and selection from protein and peptide sequences.,True,Y,high,Package and web server for feature extraction not a database,,,
24408217,"DevMouse, the mouse developmental methylome database and analysis tools.",True,N,high,Explicit database keyword indicates bioresource,DevMouse,Mouse Developmental Methylome Database
31690272,MoMI-G: modular multi-scale integrated genome graph browser.,False,Y,high,Genome graph browser tool not a database,,,
30719103,RepetDB: a unified resource for transposable element references.,True,N,high,DB suffix and unified resource indicate bioresource,RepetDB,Repetitive Element Database
23281853,FastAnnotator--an efficient transcript annotation web tool.,True,Y,high,Annotation web tool not a database,,,
"26669964, 29322439",CircInteractome: A web tool for exploring circular RNAs and their interacting proteins and microRNAs.,True,Y,medium,Web tool for exploring though may contain interaction data,,,
32449938,PseudoChecker: an integrated online platform for gene inactivation inference.,True,Y,high,Platform for inference is a tool,,,
26258475,"pGenN, a gene normalization tool for plant genes and proteins in scientific literature.",False,Y,high,Gene normalization tool not a database,,,
22610856,GENIES: gene network inference engine based on supervised analysis.,True,Y,high,Network inference engine tool not a database,,,
34814330,Purimeth: an integrated web-based tool for estimating and accounting for tumor purity in cancer DNA methylation studies.,True,Y,high,Web-based tool for estimating purity not a database,,,
29280990,DPMIND: degradome-based plant miRNA-target interaction and network database.,True,N,high,Explicit database keyword indicates bioresource,DPMIND,Degradome-based Plant miRNA-target Interaction Network Database
30979097,MoleGear: A Java-Based Platform for Evolutionary De Novo Molecular Design.,False,Y,high,Platform for molecular design is a tool,,,
31395072,MLMDA: a machine learning approach to predict and validate MicroRNA-disease associations by integrating of heterogenous information sources.,True,Y,high,Machine learning approach for prediction not a database,,,
31077305,Entrezpy: a Python library to dynamically interact with the NCBI Entrez databases.,True,Y,high,Python library to interact with databases not a database itself,,,
21672955,PHAST: a fast phage search tool.,True,Y,high,Search tool not a database,,,
29699486,Integrative analysis and machine learning on cancer genomics data using the Cancer Systems Biology Database (CancerSysDB).,False,Y,high,Paper about using database not the database itself,,,
31790389,CDSeq: A novel complete deconvolution method for dissecting heterogeneous samples using gene expression data.,False,Y,high,Deconvolution method not a database,,,
30010738,HRPDviewer: human ribosome profiling data viewer.,True,Y,high,Data viewer tool not a database,,,
34001879,A global resource for genomic predictions of antimicrobial resistance and surveillance of Salmonella Typhi at pathogenwatch.,False,N,high,Global resource for genomic predictions and surveillance is a bioresource,Pathogenwatch,Pathogen Genomic Surveillance Resource
28296354,CATTLE (CAncer treatment treasury with linked evidence): An integrated knowledge base for personalized oncology research and practice.,False,N,high,Knowledge base keyword indicates bioresource,CATTLE,Cancer Treatment Treasury with Linked Evidence
32383756,TeamTat: a collaborative text annotation tool.,True,Y,high,Collaborative annotation tool not a database,,,
28365735,AnnoSys-implementation of a generic annotation system for schema-based data using the example of biodiversity collection data.,True,Y,high,Annotation system tool not a database,,,
31306428,ParaDB: A manually curated database containing genomic annotation for the human pathogenic fungi Paracoccidioides spp.,False,N,high,DB suffix and database keyword indicate bioresource,ParaDB,Paracoccidioides Database
22621612,C-GATE - catalogue of genes affected by transposable elements.,False,N,high,Catalogue of genes is a data resource,C-GATE,Catalogue of Genes Affected by Transposable Elements
30201843,Geppetto: a reusable modular open platform for exploring neuroscience data and models.,False,Y,high,Platform for exploring data is a tool,,,
32568373,CandiMeth: Powerful yet simple visualization and quantification of DNA methylation at candidate genes.,False,Y,high,Tool for visualization and quantification not a database,,,
33676929,GeneCaRNA: A Comprehensive Gene-centric Database of Human Non-coding RNAs in the GeneCards Suite.,False,N,high,Comprehensive gene-centric database keyword indicates bioresource,GeneCaRNA,Gene-centric RNA Database
29944754,iReceptor: A platform for querying and analyzing antibody/B-cell and T-cell receptor repertoire data across federated repositories.,False,Y,high,Platform for querying federated repositories is a tool,,,
30949694,OrganellarGenomeDRAW (OGDRAW) version 1.3.1: expanded toolkit for the graphical visualization of organellar genomes.,True,Y,high,Toolkit for visualization not a database,,,
22419842,GIST: Genomic island suite of tools for predicting genomic islands in genomic sequences.,True,Y,high,Suite of tools for prediction not a database,,,
27485446,HiPub: translating PubMed and PMC texts to networks for knowledge discovery.,True,Y,high,Tool for translating texts to networks not a database,,,
21984475,NAPP: the Nucleic Acid Phylogenetic Profile Database.,True,N,high,Explicit database keyword indicates bioresource,NAPP,Nucleic Acid Phylogenetic Profile Database
24336809,NeuroPID: a predictor for identifying neuropeptide precursors from metazoan proteomes.,True,Y,high,Predictor tool not a database,,,
24727366,"'In silico expression analysis', a novel PathoPlant web tool to identify abiotic and biotic stress conditions associated with specific cis-regulatory sequences.",True,Y,high,Web tool for analysis not a database,,,
21696594,BioGraph: unsupervised biomedical knowledge discovery via automated hypothesis generation.,True,Y,high,Tool for knowledge discovery and hypothesis generation not a database,,,
25061374,"CracidMex1: a comprehensive database of global occurrences of cracids (Aves, Galliformes) with distribution in Mexico.",False,N,high,Comprehensive database keyword indicates bioresource,CracidMex1,Cracid Distribution Database
26858636,BrainLiner: A Neuroinformatics Platform for Sharing Time-Aligned Brain-Behavior Data.,False,N,high,Platform for sharing data is a bioresource,BrainLiner,Brain-Behavior Data Platform
26407127,miRTex: A Text Mining System for miRNA-Gene Relation Extraction.,True,Y,high,Text mining system for extraction not a database,,,
22102585,GenomeView: a next-generation genome browser.,False,Y,high,Genome browser tool not a database,,,
29970001,Plant organelle RNA editing and its specificity factors: enhancements of analyses and new database features in PREPACT 3.0.,False,N,high,Database features indicates bioresource,PREPACT,Plant RNA Editing Prediction and Analysis Computational Tool
21375730,"MIR@NT@N: a framework integrating transcription factors, microRNAs and their targets to identify sub-network motifs in a meta-regulation network model.",True,Y,high,Framework for identifying network motifs is a tool,,,
26328606,Pan-Tetris: an interactive visualisation for Pan-genomes.,True,Y,high,Interactive visualization tool not a database,,,
29961849,KREAP: an automated Galaxy platform to quantify in vitro re-epithelialization kinetics.,False,Y,high,Automated platform for quantification is a tool,,,
30566501,A survey of digitized data from U.S. fish collections in the iDigBio data aggregator.,False,Y,high,Paper about data survey not a database,,,
24923820,Egas: a collaborative and interactive document curation platform.,True,Y,high,Document curation platform is a tool,,,
26398231,Pulotu: Database of Austronesian Supernatural Beliefs and Practices.,False,N,high,Explicit database keyword indicates bioresource,Pulotu,Austronesian Supernatural Beliefs Database
29300482,Chemotext: A Publicly Available Web Server for Mining Drug-Target-Disease Relationships in PubMed.,True,Y,high,Web server for mining literature not a database,,,
"26442528, 28460067",Genomes to natural products PRediction Informatics for Secondary Metabolomes (PRISM).,True,Y,high,Prediction informatics tool not a database,,,
33062585,The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded <i>Chytridiomyceta</i> and <i>Blastocladiomycota</i> cultures.,False,N,high,Collection repository of cultures is a bioresource,CZEUM,Collection of Zoosporic Eufungi University of Michigan
31805063,SparkGA2: Production-quality memory-efficient Apache Spark based genome analysis framework.,False,Y,high,Genome analysis framework is a tool,,,
29987232,NTyroSite: Computational Identification of Protein Nitrotyrosine Sites Using Sequence Evolutionary Features.,True,Y,high,Computational identification tool not a database,,,
31315562,MCtandem: an efficient tool for large-scale peptide identification on many integrated core (MIC) architecture.,False,Y,high,Tool for peptide identification not a database,,,
31741225,AGONOTES: A Robot Annotator for Argonaute Proteins.,True,Y,high,Robot annotator tool not a database,,,
23577215,Molecular Optical Simulation Environment (MOSE): a platform for the simulation of light propagation in turbid media.,True,Y,high,Simulation platform tool not a database,,,
32897080,METATRYP v 2.0: Metaproteomic Least Common Ancestor Analysis for Taxonomic Inference Using Specialized Sequence Assemblies-Standalone Software and Web Servers for Marine Microorganisms and Coronaviruses.,True,Y,high,Software for taxonomic inference not a database,,,
21992659,MedEval - A Swedish medical test collection with doctors and patients user groups.,False,N,high,Test collection is a data resource,MedEval,Swedish Medical Test Collection
30497372,PanoromiX: a time-course network medicine platform integrating molecular assays and pathophenotypic data.,False,Y,high,Network medicine platform is a tool,,,
28583068,lncRNA-screen: an interactive platform for computationally screening long non-coding RNAs in large genomics datasets.,False,Y,high,Interactive platform for screening is a tool,,,
30052770,MR4Cancer: a web server prioritizing master regulators for cancer.,True,Y,high,Web server for prioritizing regulators is a tool,,,
23145153,CREST--classification resources for environmental sequence tags.,True,N,high,Classification resources indicate data resource,CREST,Classification Resources for Environmental Sequence Tags
22255823,MEET: motif elements estimation toolkit.,True,Y,high,Estimation toolkit not a database,,,
29618732,"KoVariome: Korean National Standard Reference Variome database of whole genomes with comprehensive SNV, indel, CNV, and SV analyses.",False,N,high,Reference variome database keyword indicates bioresource,KoVariome,Korean National Standard Reference Variome
25311246,trieFinder: an efficient program for annotating Digital Gene Expression (DGE) tags.,True,Y,high,Program for annotating is a tool not a database,,,
30553813,CellMinerCDB for Integrative Cross-Database Genomics and Pharmacogenomics Analyses of Cancer Cell Lines.,True,N,high,Database for integrative analyses indicates bioresource,CellMinerCDB,Cell Miner Cross-Database
27565795,mRAISE: an alternative algorithmic approach to ligand-based virtual screening.,True,Y,high,Algorithmic approach for screening is a tool,,,
23884480,OncodriveCLUST: exploiting the positional clustering of somatic mutations to identify cancer genes.,True,Y,high,Tool for exploiting clustering to identify genes not a database,,,
27515514,COMAN: a web server for comprehensive metatranscriptomics analysis.,True,Y,high,Web server for analysis not a database,,,
23435658,BLIND: a set of semantic feature norms from the congenitally blind.,True,N,high,Set of semantic feature norms is a data resource,BLIND,Blindness Induced Semantic Norms Dataset
33657805,LM-GlycomeAtlas Ver. 2.0: An Integrated Visualization for Lectin Microarray-based Mouse Tissue Glycome Mapping Data with Lectin Histochemistry.,True,N,high,Atlas indicates map of glycome data is a bioresource,LM-GlycomeAtlas,Lectin Microarray Glycome Atlas
31106371,CHOPCHOP v3: expanding the CRISPR web toolbox beyond genome editing.,True,Y,high,CRISPR web toolbox not a database,,,
32821910,reconCNV: interactive visualization of copy number data from high-throughput sequencing.,True,Y,high,Visualization tool not a database,,,
25881313,ANDSystem: an Associative Network Discovery System for automated literature mining in the field of biology.,False,Y,high,System for automated literature mining is a tool,,,
33174596,MitoCarta3.0: an updated mitochondrial proteome now with sub-organelle localization and pathway annotations.,True,N,high,Carta suffix and mitochondrial proteome collection indicate bioresource,MitoCarta,Mitochondrial Protein Catalog
26078786,ChemDIS: a chemical-disease inference system based on chemical-protein interactions.,True,Y,high,Inference system tool not a database,,,
23130999,mGOASVM: Multi-label protein subcellular localization based on gene ontology and support vector machines.,True,Y,high,Method for protein localization not a database,,,
30903186,BrAPI-an application programming interface for plant breeding applications.,True,Y,high,Application programming interface not a database,,,
24423189,gsGator: an integrated web platform for cross-species gene set analysis.,True,Y,high,Web platform for gene set analysis is a tool,,,
33214792,ANSH: Multimodal Neuroimaging Database Including MR Spectroscopic Data From Each Continent to Advance Alzheimer's Disease Research.,False,N,high,Multimodal neuroimaging database keyword indicates bioresource,ANSH,Alzheimer Neuroimaging Spectroscopic Hub
29603631,dinoref: A curated dinoflagellate (Dinophyceae) reference database for the 18S rRNA gene.,False,N,high,Curated reference database keyword indicates bioresource,dinoref,Dinoflagellate Reference Database
28843534,SalivaPRINT Toolkit - Protein profile evaluation and phenotype stratification.,False,Y,high,Toolkit for evaluation and stratification not a database,,,
29539190,"MSeqDR mvTool: A mitochondrial DNA Web and API resource for comprehensive variant annotation, universal nomenclature collation, and reference genome conversion.",True,N,high,Web resource for comprehensive variant annotation is a bioresource,MSeqDR mvTool,Mitochondrial Sequence Data Resource Variant Tool
24735413,ngs.plot: Quick mining and visualization of next-generation sequencing data by integrating genomic databases.,False,Y,high,Tool for mining and visualization not a database,,,
