pmid,title,has_url,is_false_positive,confidence,reason
23185043,DoBISCUIT: a database of secondary metabolite biosynthetic gene clusters.,True,N,high,Title explicitly contains 'database' keyword
"23826631, 26249811",Unlocking the potential of survival data for model organisms through a new database and online analysis platform: SurvCurv.,True,N,high,Title explicitly contains 'database' keyword
28365739,GrTEdb: the first web-based database of transposable elements in cotton (Gossypium raimondii).,True,N,high,Title explicitly contains 'database' keyword
32986829,CMNPD: a comprehensive marine natural products database towards facilitating drug discovery from the ocean.,True,N,high,Title explicitly contains 'database' keyword
26503248,dbMAE: the database of autosomal monoallelic expression.,True,N,high,Title explicitly contains 'database' keyword
29069510,Lnc2Meth: a manually curated database of regulatory relationships between long non-coding RNAs and DNA methylation associated with human disease.,True,N,high,Title explicitly contains 'database' keyword
30247677,AmtDB: a database of ancient human mitochondrial genomes.,True,N,high,Title explicitly contains 'database' keyword
29069459,OverGeneDB: a database of 5' end protein coding overlapping genes in human and mouse genomes.,True,N,high,Title explicitly contains 'database' keyword
31611909,SCDevDB: A Database for Insights Into Single-Cell Gene Expression Profiles During Human Developmental Processes.,True,N,high,Title explicitly contains 'Database' keyword
27899579,SNP2TFBS - a database of regulatory SNPs affecting predicted transcription factor binding site affinity.,True,N,high,Title explicitly contains 'database' keyword
30010730,RabGTD: a comprehensive database of rabbit genome and transcriptome.,True,N,high,Title explicitly contains 'database' keyword
26055100,dbHiMo: a web-based epigenomics platform for histone-modifying enzymes.,True,N,medium,Web-based platform suggests database resource
32422927,HDVdb: A Comprehensive Hepatitis D Virus Database.,True,N,high,Title explicitly contains 'Database' keyword
30357356,CMAUP: a database of collective molecular activities of useful plants.,True,N,high,Title explicitly contains 'database' keyword
27242036,CoopTFD: a repository for predicted yeast cooperative transcription factor pairs.,True,N,high,Title explicitly contains 'repository' keyword
23203982,SINEBase: a database and tool for SINE analysis.,True,N,high,Title explicitly contains 'database' keyword
28641017,NANPDB: A Resource for Natural Products from Northern African Sources.,True,N,high,Title contains 'Resource' indicating data collection
31665454,ChlamDB: a comparative genomics database of the phylum Chlamydiae and other members of the Planctomycetes-Verrucomicrobiae-Chlamydiae superphylum.,True,N,high,Title explicitly contains 'database' keyword
31949184,PulmonDB: a curated lung disease gene expression database.,True,N,high,Title explicitly contains 'database' keyword
24526713,The 3DGD: a database of genome 3D structure.,True,N,high,Title explicitly contains 'database' keyword
32351388,TCMIO: A Comprehensive Database of Traditional Chinese Medicine on Immuno-Oncology.,True,N,high,Title explicitly contains 'Database' keyword
32727974,TEMPURA: Database of Growth TEMPeratures of Usual and RAre Prokaryotes.,True,N,high,Title explicitly contains 'Database' keyword
26527728,SATPdb: a database of structurally annotated therapeutic peptides.,True,N,high,Title explicitly contains 'database' keyword
26433228,RPFdb: a database for genome wide information of translated mRNA generated from ribosome profiling.,True,N,high,Title explicitly contains 'database' keyword
32055857,"An update on the Symbiotic Genomes Database (SymGenDB): a collection of metadata, genomic, genetic and protein sequences, orthologs and metabolic networks of symbiotic organisms.",True,N,high,Title explicitly contains 'Database' keyword
23650583,"GeneSetDB: A comprehensive meta-database, statistical and visualisation framework for gene set analysis.",True,N,high,Title explicitly contains 'database' keyword
26376976,KGCAK: a K-mer based database for genome-wide phylogeny and complexity evaluation.,True,N,high,Title explicitly contains 'database' keyword
31642488,ExonSkipDB: functional annotation of exon skipping event in human.,True,N,high,Database indicated by name pattern ending in 'DB' and has URL
26322066,ReprOlive: a database with linked data for the olive tree (Olea europaea L.) reproductive transcriptome.,True,N,high,Title explicitly contains 'database' keyword
23284086,TreeTFDB: an integrative database of the transcription factors from six economically important tree crops for functional predictions and comparative and functional genomics.,True,N,high,Title explicitly contains 'database' keyword
24194591,LenVarDB: database of length-variant protein domains.,True,N,high,Title explicitly contains 'database' keyword
26516187,SynLethDB: synthetic lethality database toward discovery of selective and sensitive anticancer drug targets.,True,N,high,Title explicitly contains 'database' keyword
22809392,CIDeR: multifactorial interaction networks in human diseases.,True,N,medium,Networks suggests curated data resource with URL
33196814,"RBP2GO: a comprehensive pan-species database on RNA-binding proteins, their interactions and functions.",True,N,high,Title explicitly contains 'database' keyword
29087479,STCRDab: the structural T-cell receptor database.,True,N,high,Title explicitly contains 'database' keyword
28968812,MetSigDis: a manually curated resource for the metabolic signatures of diseases.,True,N,high,Title contains 'resource' indicating data collection
22139933,IGDB.NSCLC: integrated genomic database of non-small cell lung cancer.,True,N,high,Title explicitly contains 'database' keyword
25489177,RiceQTLPro: an integrated database for quantitative trait loci marker mapping in rice plant.,True,N,high,Title explicitly contains 'database' keyword
25392410,RaftProt: mammalian lipid raft proteome database.,True,N,high,Title explicitly contains 'database' keyword
23161692,SchistoDB: an updated genome resource for the three key schistosomes of humans.,True,N,high,Title contains 'resource' indicating data collection
22080560,MIPModDB: a central resource for the superfamily of major intrinsic proteins.,True,N,high,Title contains 'resource' indicating data collection
31725858,PlantCircNet: a database for plant circRNA-miRNA-mRNA regulatory networks.,True,N,high,Title explicitly contains 'database' keyword
23125365,HBVdb: a knowledge database for Hepatitis B Virus.,True,N,high,Title explicitly contains 'database' keyword
27192119,dbCPG: A web resource for cancer predisposition genes.,True,N,high,Title contains 'resource' indicating data collection
33186585,PolarProtDb: A Database of Transmembrane and Secreted Proteins showing Apical-Basal Polarity.,True,N,high,Title explicitly contains 'Database' keyword
25157689,STATdb: a specialised resource for the STATome.,True,N,high,Title contains 'resource' indicating data collection
27742821,HieranoiDB: a database of orthologs inferred by Hieranoid.,True,N,high,Title explicitly contains 'database' keyword
32120139,"FRCD: A comprehensive food risk component database with molecular scaffold, chemical diversity, toxicity, and biodegradability analysis.",True,N,high,Title explicitly contains 'database' keyword
26980519,PhyloPro2.0: a database for the dynamic exploration of phylogenetically conserved proteins and their domain architectures across the Eukarya.,True,N,high,Title explicitly contains 'database' keyword
27081555,iJGVD: an integrative Japanese genome variation database based on whole-genome sequencing.,True,N,high,Title explicitly contains 'database' keyword
24302579,DPRP: a database of phenotype-specific regulatory programs derived from transcription factor binding data.,True,N,high,Title explicitly contains 'database' keyword
26363021,LncReg: a reference resource for lncRNA-associated regulatory networks.,True,N,high,Title contains 'resource' indicating data collection
22086949,doRiNA: a database of RNA interactions in post-transcriptional regulation.,False,N,medium,Title explicitly contains 'database' but lacks URL
33655207,TMSNP: a web server to predict pathogenesis of missense mutations in the transmembrane region of membrane proteins.,True,Y,high,Web server to predict suggests analysis tool
22563442,MycoRRdb: a database of computationally identified regulatory regions within intergenic sequences in mycobacterial genomes.,True,N,high,Title explicitly contains 'database' keyword
27242836,VESPUCCI: Exploring Patterns of Gene Expression in Grapevine.,True,N,medium,Exploring patterns suggests database resource with URL
25269378,Streptococcus pneumoniae Genome Database (SPGDB): a database for strain specific comparative analysis of Streptococcus pneumoniae genes and proteins.,True,N,high,Title explicitly contains 'Database' keyword
34907423,iCAV: an integrative database of cancer-associated viruses.,True,N,high,Title explicitly contains 'database' keyword
32349124,VirusCircBase: a database of virus circular RNAs.,True,N,high,Title explicitly contains 'database' keyword
29036590,TissGDB: tissue-specific gene database in cancer.,True,N,high,Title explicitly contains 'database' keyword
21541042,"FurinDB: A database of 20-residue furin cleavage site motifs, substrates and their associated drugs.",True,N,high,Title explicitly contains 'database' keyword
25652745,CLIPdb: a CLIP-seq database for protein-RNA interactions.,True,N,high,Title explicitly contains 'database' keyword
24271386,OnTheFly: a database of Drosophila melanogaster transcription factors and their binding sites.,True,N,high,Title explicitly contains 'database' keyword
31691819,CAUSALdb: a database for disease/trait causal variants identified using summary statistics of genome-wide association studies.,True,N,high,Title explicitly contains 'database' keyword
26582925,Start2Fold: a database of hydrogen/deuterium exchange data on protein folding and stability.,True,N,high,Title explicitly contains 'database' keyword
33053178,"DNAmoreDB, a database of DNAzymes.",True,N,high,Title explicitly contains 'database' keyword
24466021,CoryneBase: Corynebacterium genomic resources and analysis tools at your fingertips.,True,N,medium,Genomic resources suggests database with some analysis tools
22965133,RhesusBase: a knowledgebase for the monkey research community.,True,N,high,Title explicitly contains 'knowledgebase' keyword
27527702,HCVIVdb: The hepatitis-C IRES variation database.,True,N,high,Title explicitly contains 'database' keyword
21337704,GPDE: A biological proteomic database for biomarker discovery and evaluation.,False,Y,high,Title explicitly contains 'database' but lacks URL which is suspicious
34762703,CicerSpTEdb: A web-based database for high-resolution genome-wide identification of transposable elements in Cicer species.,True,N,high,Title explicitly contains 'database' keyword
30357342,CoevDB: a database of intramolecular coevolution among protein-coding genes of the bony vertebrates.,True,N,high,Title explicitly contains 'database' keyword
24214991,EKPD: a hierarchical database of eukaryotic protein kinases and protein phosphatases.,True,N,high,Title explicitly contains 'database' keyword
25324314,The TTSMI database: a catalog of triplex target DNA sites associated with genes and regulatory elements in the human genome.,True,N,high,Title explicitly contains 'database' keyword
29982280,PepBDB: a comprehensive structural database of biological peptide-protein interactions.,True,N,high,Title explicitly contains 'database' keyword
28365761,PhagesDB: the actinobacteriophage database.,True,N,high,Title explicitly contains 'database' keyword
27276067,DREMECELS: A Curated Database for Base Excision and Mismatch Repair Mechanisms Associated Human Malignancies.,True,N,high,Title explicitly contains 'Database' keyword
29961817,LncCeRBase: a database of experimentally validated human competing endogenous long non-coding RNAs.,True,N,high,Title explicitly contains 'database' keyword
25361966,ADReCS: an ontology database for aiding standardization and hierarchical classification of adverse drug reaction terms.,True,N,high,Title explicitly contains 'database' keyword
25252782,Renal Gene Expression Database (RGED): a relational database of gene expression profiles in kidney disease.,True,N,high,Title explicitly contains 'database' keyword
27651464,LNCediting: a database for functional effects of RNA editing in lncRNAs.,True,N,high,Title explicitly contains 'database' keyword
24253302,MultitaskProtDB: a database of multitasking proteins.,True,N,high,Title explicitly contains 'database' keyword
33245779,PheLiGe: an interactive database of billions of human genotype-phenotype associations.,True,N,high,Title explicitly contains 'database' keyword
33035346,tRFtarget: a database for transfer RNA-derived fragment targets.,True,N,high,Title explicitly contains 'database' keyword
32436932,miRactDB characterizes miRNA-gene relation switch between normal and cancer tissues across pan-cancer.,True,N,high,Database indicated by name pattern ending in 'DB' and has URL
32527280,DDIEM: drug database for inborn errors of metabolism.,True,N,high,Title explicitly contains 'database' keyword
"22110026, 22309468",Phytozome: a comparative platform for green plant genomics.,True,N,medium,Platform for genomics suggests database resource
27478368,PIMADb: A Database of Protein-Protein Interactions in Huge Macromolecular Assemblies.,True,N,high,Title explicitly contains 'Database' keyword
26818131,siRNAmod: A database of experimentally validated chemically modified siRNAs.,True,N,high,Title explicitly contains 'database' keyword
33247931,"KiMoSys 2.0: an upgraded database for submitting, storing and accessing experimental data for kinetic modeling.",True,N,high,Title explicitly contains 'database' keyword
28984188,ScaPD: a database for human scaffold proteins.,True,N,high,Title explicitly contains 'database' keyword
31725860,HisgAtlas 1.0: a human immunosuppression gene database.,True,N,high,Title explicitly contains 'database' keyword
23658631,MabsBase: a Mycobacterium abscessus genome and annotation database.,True,N,high,Title explicitly contains 'database' keyword
31511885,SNP2APA: a database for evaluating effects of genetic variants on alternative polyadenylation in human cancers.,True,N,high,Title explicitly contains 'database' keyword
26708986,LymPHOS 2.0: an update of a phosphosite database of primary human T cells.,True,N,high,Title explicitly contains 'database' keyword
29985970,BrainEXP: a database featuring with spatiotemporal expression variations and co-expression organizations in human brains.,True,N,high,Title explicitly contains 'database' keyword
30335862,miRWalk: An online resource for prediction of microRNA binding sites.,True,N,high,Title contains 'resource' indicating data collection
26578597,HGTree: database of horizontally transferred genes determined by tree reconciliation.,True,N,high,Title explicitly contains 'database' keyword
25378328,MyMpn: a database for the systems biology model organism Mycoplasma pneumoniae.,True,N,high,Title explicitly contains 'database' keyword
23161675,ChIPBase: a database for decoding the transcriptional regulation of long non-coding RNA and microRNA genes from ChIP-Seq data.,True,N,high,Title explicitly contains 'database' keyword
23095257,"IBDsite: a Galaxy-interacting, integrative database for supporting inflammatory bowel disease high throughput data analysis.",True,N,high,Title explicitly contains 'database' keyword
29126202,ActiveDriverDB: human disease mutations and genome variation in post-translational modification sites of proteins.,True,N,high,Database indicated by name pattern ending in 'DB' and has URL
29688375,CITGeneDB: a comprehensive database of human and mouse genes enhancing or suppressing cold-induced thermogenesis validated by perturbation experiments in mice.,True,N,high,Title explicitly contains 'database' keyword
27789704,KERIS: kaleidoscope of gene responses to inflammation between species.,True,N,medium,Kaleidoscope suggests visual database resource with URL
33003203,QSIdb: quorum sensing interference molecules.,True,N,high,Database indicated by name pattern ending in 'db' and has URL
31648087,AdditiveChem: A comprehensive bioinformatics knowledge-base for food additive chemicals.,True,N,high,Title contains 'knowledge-base' keyword
25228593,RADB: a database of rheumatoid arthritis-related polymorphisms.,True,N,high,Title explicitly contains 'database' keyword
28533016,DRodVir: a resource for exploring the virome diversity in rodents.,True,N,high,Title contains 'resource' indicating data collection
23904744,ASRDb: A comprehensive resource for archaeal stress response genes.,True,N,high,Title contains 'resource' indicating data collection
31352145,"MMRdb: Measles, mumps, and rubella viruses database and analysis resource.",True,N,high,Title explicitly contains 'database' keyword
34259866,CNVIntegrate: the first multi-ethnic database for identifying copy number variations associated with cancer.,True,N,high,Title explicitly contains 'database' keyword
32090262,dbPepNeo: a manually curated database for human tumor neoantigen peptides.,True,N,high,Title explicitly contains 'database' keyword
22712730,PeanutDB: an integrated bioinformatics web portal for Arachis hypogaea transcriptomics.,True,N,medium,Web portal for transcriptomics suggests database resource
26519912,eHALOPH a Database of Salt-Tolerant Plants: Helping put Halophytes to Work.,True,N,high,Title explicitly contains 'Database' keyword
24213601,EPITRANS: a database that integrates epigenome and transcriptome data.,True,N,high,Title explicitly contains 'database' keyword
23951158,FmMDb: a versatile database of foxtail millet markers for millets and bioenergy grasses research.,True,N,high,Title explicitly contains 'database' keyword
23193296,LUCApedia: a database for the study of ancient life.,True,N,high,Title explicitly contains 'database' keyword
23118488,HEXEvent: a database of Human EXon splicing Events.,True,N,high,Title explicitly contains 'database' keyword
22139939,ccPDB: compilation and creation of data sets from Protein Data Bank.,True,N,high,Database indicated by name pattern ending in 'PDB' and has URL
22917656,dbDiarrhea: the database of pathogen proteins and vaccine antigens from diarrheal pathogens.,True,N,high,Title explicitly contains 'database' keyword
29625201,saRNAdb: Resource of Small Activating RNAs for Up-regulating the Gene Expression.,True,N,high,Title contains 'Resource' indicating data collection
23793747,Linc2GO: a human LincRNA function annotation resource based on ceRNA hypothesis.,True,N,high,Title contains 'resource' indicating data collection
34085038,"EyeDiseases: an integrated resource for dedicating to genetic variants, gene expression and epigenetic factors of human eye diseases.",True,N,high,Title contains 'resource' indicating data collection
26586805,COLOMBOS v3.0: leveraging gene expression compendia for cross-species analyses.,True,N,medium,Gene expression compendia suggests database resource
23044550,SemMedDB: a PubMed-scale repository of biomedical semantic predications.,True,N,high,Title explicitly contains 'repository' keyword
33693668,CMBD: a manually curated cancer metabolic biomarker knowledge database.,True,N,high,Title explicitly contains 'database' keyword
29036324,PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types.,True,N,medium,Systematic identification suggests database resource with URL
26578693,TENOR: Database for Comprehensive mRNA-Seq Experiments in Rice.,True,N,high,Title explicitly contains 'Database' keyword
32227657,dbMTS: A comprehensive database of putative human microRNA target site SNVs and their functional predictions.,True,N,high,Title explicitly contains 'database' keyword
28529078,HCSGD: An integrated database of human cellular senescence genes.,True,N,high,Title explicitly contains 'database' keyword
23813641,GoSynthetic database tool to analyse natural and engineered molecular processes.,True,N,high,Title explicitly contains 'database' keyword
30371888,HmtVar: a new resource for human mitochondrial variations and pathogenicity data.,True,N,high,Title contains 'resource' indicating data collection
35694152,EnhFFL: A database of enhancer mediated feed-forward loops for human and mouse.,True,N,high,Title explicitly contains 'database' keyword
33002112,EnzyMine: a comprehensive database for enzyme function annotation with enzymatic reaction chemical feature.,True,N,high,Title explicitly contains 'database' keyword
22847935,GlycoCD: a repository for carbohydrate-related CD antigens.,True,N,high,Title explicitly contains 'repository' keyword
24150944,HRaP: database of occurrence of HomoRepeats and patterns in proteomes.,True,N,high,Title explicitly contains 'database' keyword
33104790,"PhycoCosm, a comparative algal genomics resource.",True,N,high,Title contains 'resource' indicating data collection
23203877,NPACT: Naturally Occurring Plant-based Anti-cancer Compound-Activity-Target database.,True,N,high,Title explicitly contains 'database' keyword
23516335,DEBDOM: Database Exploring Banana Diversity of Manipur.,True,N,high,Title explicitly contains 'Database' keyword
21729256,RASOnD-a comprehensive resource and search tool for RAS superfamily oncogenes from various species.,True,N,high,Title contains 'resource' indicating data collection
22080564,AnimalTFDB: a comprehensive animal transcription factor database.,True,N,high,Title explicitly contains 'database' keyword
22140101,MethylomeDB: a database of DNA methylation profiles of the brain.,True,N,high,Title explicitly contains 'database' keyword
31231773,MepmiRDB: a medicinal plant microRNA database.,True,N,high,Title explicitly contains 'database' keyword
"27899596, 31747015",ChiTaRS-3.1-the enhanced chimeric transcripts and RNA-seq database matched with protein-protein interactions.,True,N,high,Title explicitly contains 'database' keyword
30053237,HDncRNA: a comprehensive database of non-coding RNAs associated with heart diseases.,True,N,high,Title explicitly contains 'database' keyword
31665430,ENdb: a manually curated database of experimentally supported enhancers for human and mouse.,True,N,high,Title explicitly contains 'database' keyword
28961690,ncDR: a comprehensive resource of non-coding RNAs involved in drug resistance.,True,N,high,Title contains 'resource' indicating data collection
28280852,TANTIGEN: a comprehensive database of tumor T cell antigens.,True,N,high,Title explicitly contains 'database' keyword
26673694,GtRNAdb 2.0: an expanded database of transfer RNA genes identified in complete and draft genomes.,True,N,high,Title explicitly contains 'database' keyword
31831861,TRANSNAP: a web database providing comprehensive information on Japanese pear transcriptome.,True,N,high,Title explicitly contains 'database' keyword
24608172,YTRP: a repository for yeast transcriptional regulatory pathways.,True,N,high,Title explicitly contains 'repository' keyword
23180783,"SwissRegulon, a database of genome-wide annotations of regulatory sites: recent updates.",True,N,high,Title explicitly contains 'database' keyword
34349127,"MiREDiBase, a manually curated database of validated and putative editing events in microRNAs.",True,N,high,Title explicitly contains 'database' keyword
26989155,dbWGFP: a database and web server of human whole-genome single nucleotide variants and their functional predictions.,True,N,high,Title explicitly contains 'database' keyword
29905762,LeptoDB: an integrated database of genomics and proteomics resource of Leptospira.,True,N,high,Title explicitly contains 'database' keyword
30548723,CropSNPdb: a database of SNP array data for Brassica crops and hexaploid bread wheat.,True,N,high,Title explicitly contains 'database' keyword
33399824,BnaGVD: A genomic variation database of rapeseed (Brassica napus).,True,N,high,Title explicitly contains 'database' keyword
29036719,ChannelsDB: database of biomacromolecular tunnels and pores.,True,N,high,Title explicitly contains 'database' keyword
21593080,ParkDB: a Parkinson's disease gene expression database.,True,N,high,Title explicitly contains 'database' keyword
23203866,FlyAtlas: database of gene expression in the tissues of Drosophila melanogaster.,True,N,high,Title explicitly contains 'database' keyword
"21936816, 21948594, 24214965, 25348214, 27899562",Collation and data-mining of literature bioactivity data for drug discovery.,True,N,medium,Collation of bioactivity data suggests database resource
34559210,QSDB-a graphical Quorum Sensing Database.,True,N,high,Title explicitly contains 'Database' keyword
29739837,NvERTx: a gene expression database to compare embryogenesis and regeneration in the sea anemone <i>Nematostella vectensis</i>.,True,N,high,Title explicitly contains 'database' keyword
30223042,TSNAdb: A Database for Tumor-specific Neoantigens from Immunogenomics Data Analysis.,True,N,high,Title explicitly contains 'Database' keyword
31586392,APAatlas: decoding alternative polyadenylation across human tissues.,True,N,high,Title explicitly contains 'atlas' keyword
22140107,"SNPedia: a wiki supporting personal genome annotation, interpretation and analysis.",True,N,medium,Wiki for genome annotation suggests collaborative database
27010073,dbPAF: an integrative database of protein phosphorylation in animals and fungi.,True,N,high,Title explicitly contains 'database' keyword
25324312,EpilepsyGene: a genetic resource for genes and mutations related to epilepsy.,True,N,high,Title contains 'resource' indicating data collection
28438579,The BRENDA enzyme information system-From a database to an expert system.,False,Y,high,Describes evolution from database to expert system; lacks URL
33423696,COCONUT online: Collection of Open Natural Products database.,True,N,high,Title explicitly contains 'database' keyword
24647629,DBatVir: the database of bat-associated viruses.,True,N,high,Title explicitly contains 'database' keyword
31738435,PMBD: a Comprehensive Plastics Microbial Biodegradation Database.,True,N,high,Title explicitly contains 'Database' keyword
25024350,OMICtools: an informative directory for multi-omic data analysis.,True,N,medium,Directory for data analysis tools suggests resource database
31428785,CFEA: a cell-free epigenome atlas in human diseases.,True,N,high,Title explicitly contains 'atlas' keyword
"26578586, 30945200",GREENC: a Wiki-based database of plant lncRNAs.,True,N,high,Title explicitly contains 'database' keyword
25392416,PubAngioGen: a database and knowledge for angiogenesis and related diseases.,True,N,high,Title explicitly contains 'database' keyword
21214365,DBCAT: database of CpG islands and analytical tools for identifying comprehensive methylation profiles in cancer cells.,True,N,high,Title explicitly contains 'database' keyword
25398901,MethHC: a database of DNA methylation and gene expression in human cancer.,True,N,high,Title explicitly contains 'database' keyword
22080563,CADRE: the Central Aspergillus Data REpository 2012.,True,N,high,Title explicitly contains 'REpository' keyword
30134653,PADFrag: A Database Built for the Exploration of Bioactive Fragment Space for Drug Discovery.,True,N,high,Title explicitly contains 'Database' keyword
31157825,MENDA: a comprehensive curated resource of metabolic characterization in depression.,True,N,high,Title contains 'resource' indicating data collection
34156446,MetamORF: a repository of unique short open reading frames identified by both experimental and computational approaches for gene and metagene analyses.,True,N,high,Title explicitly contains 'repository' keyword
23175603,HOCOMOCO: a comprehensive collection of human transcription factor binding sites models.,True,N,high,Title contains 'collection' indicating data resource
29401218,MutHTP: mutations in human transmembrane proteins.,True,N,high,Database indicated by name pattern and has URL for mutation data
27352859,SorghumFDB: sorghum functional genomics database with multidimensional network analysis.,True,N,high,Title explicitly contains 'database' keyword
30967897,croFGD: <i>Catharanthus roseus</i> Functional Genomics Database.,True,N,high,Title explicitly contains 'Database' keyword
24475134,ASDCD: antifungal synergistic drug combination database.,True,N,high,Title explicitly contains 'database' keyword
27577567,DDRprot: a database of DNA damage response-related proteins.,True,N,high,Title explicitly contains 'database' keyword
29036529,ITSoneDB: a comprehensive collection of eukaryotic ribosomal RNA Internal Transcribed Spacer 1 (ITS1) sequences.,True,N,high,Title contains 'collection' indicating data resource
28562632,DrugSig: A resource for computational drug repositioning utilizing gene expression signatures.,True,N,high,Title contains 'resource' indicating data collection
24918550,dbCerEx: a web-based database for the analysis of cervical cancer transcriptomes.,True,N,high,Title explicitly contains 'database' keyword
29036403,CSCD: a database for cancer-specific circular RNAs.,True,N,high,Title explicitly contains 'database' keyword
30239928,"UniLectin3D, a database of carbohydrate binding proteins with curated information on 3D structures and interacting ligands.",True,N,high,Title explicitly contains 'database' keyword
25262355,NrichD database: sequence databases enriched with computationally designed protein-like sequences aid in remote homology detection.,True,N,high,Title explicitly contains 'database' keyword
30759968,CDRgator: An Integrative Navigator of Cancer Drug Resistance Gene Signatures.,True,Y,medium,Navigator suggests analysis tool though may include data
26615197,StreptomeDB 2.0--an extended resource of natural products produced by streptomycetes.,True,N,high,Title contains 'resource' indicating data collection
33822911,MENSAdb: a thorough structural analysis of membrane protein dimers.,True,N,high,Database indicated by name pattern ending in 'db' and has URL
27903894,dbSAP: single amino-acid polymorphism database for protein variation detection.,True,N,high,Title explicitly contains 'database' keyword
23104376,SwissSidechain: a molecular and structural database of non-natural sidechains.,True,N,high,Title explicitly contains 'database' keyword
23674503,The PhosphoGRID Saccharomyces cerevisiae protein phosphorylation site database: version 2.0 update.,True,N,high,Title explicitly contains 'database' keyword
32061129,dEMBF v2.0: An Updated Database of Enzymes for Microalgal Biofuel Feedstock.,False,N,medium,Title explicitly contains 'Database' but lacks URL
25988315,"ImmuSort, a database on gene plasticity and electronic sorting for immune cells.",True,N,high,Title explicitly contains 'database' keyword
28960889,eSnail: A transcriptome-based molecular resource of the central nervous system for terrestrial gastropods.,True,N,high,Title contains 'resource' indicating data collection
23842462,DBATE: database of alternative transcripts expression.,True,N,high,Title explicitly contains 'database' keyword
34656056,SuperTCM: A biocultural database combining biological pathways and historical linguistic data of Chinese Materia Medica for drug development.,True,N,high,Title explicitly contains 'database' keyword
26727469,dEMBF: A Comprehensive Database of Enzymes of Microalgal Biofuel Feedstock.,True,N,high,Title explicitly contains 'Database' keyword
22075992,OGEE: an online gene essentiality database.,True,N,high,Title explicitly contains 'database' keyword
31696036,FlavoDb: a web-based chemical repository of flavonoid compounds.,True,N,high,Title explicitly contains 'repository' keyword
30967549,iFISH is a publically available resource enabling versatile DNA FISH to study genome architecture.,True,N,high,Title contains 'resource' indicating data collection
25300491,TrypanoCyc: a community-led biochemical pathways database for Trypanosoma brucei.,True,N,high,Title explicitly contains 'database' keyword
29059383,FlavorDB: a database of flavor molecules.,True,N,high,Title explicitly contains 'database' keyword
25399417,LncRNAWiki: harnessing community knowledge in collaborative curation of human long non-coding RNAs.,True,N,medium,Wiki for collaborative curation suggests database resource
31283070,"VIPdb, a genetic Variant Impact Predictor Database.",True,N,high,Title explicitly contains 'Database' keyword
33306802,NPBS database: a chemical data resource with relational data between natural products and biological sources.,True,N,high,Title explicitly contains 'database' keyword
32934277,StoneMod: a database for kidney stone modulatory proteins with experimental evidence.,True,N,high,Title explicitly contains 'database' keyword
"27515742, 31740966",EnhancerAtlas: a resource for enhancer annotation and analysis in 105 human cell/tissue types.,True,N,high,Title explicitly contains 'atlas' and 'resource' keywords
"28985416, 30945202",EVLncRNAs: a manually curated database for long non-coding RNAs validated by low-throughput experiments.,True,N,high,Title explicitly contains 'database' keyword
31524396,HybridMolDB: A Manually Curated Database Dedicated to Hybrid Molecules for Chemical Biology and Drug Discovery.,True,N,high,Title explicitly contains 'Database' keyword
23696792,ExtremeDB: a unified web repository of extremophilic archaea and bacteria.,True,N,high,Title explicitly contains 'repository' keyword
23271954,Vesiclepedia: a compendium for extracellular vesicles with continuous community annotation.,False,N,medium,Title contains 'compendium' but lacks URL
24340041,POGs2: a web portal to facilitate cross-species inferences about protein architecture and function in plants.,True,N,medium,Web portal suggests database resource with URL
30380119,SAGD: a comprehensive sex-associated gene database from transcriptomes.,True,N,high,Title explicitly contains 'database' keyword
23619930,MRIdb: medical image management for biobank research.,True,N,high,Database indicated by name pattern ending in 'db' and has URL
33417691,HGFDB: a collective database of helmeted guinea fowl genomics.,True,N,high,Title explicitly contains 'database' keyword
33084893,crisprSQL: a novel database platform for CRISPR/Cas off-target cleavage assays.,True,N,high,Title explicitly contains 'database' keyword
31612960,PhaSePro: the database of proteins driving liquid-liquid phase separation.,True,N,high,Title explicitly contains 'database' keyword
29897484,ILDgenDB: integrated genetic knowledge resource for interstitial lung diseases (ILDs).,True,N,high,Title contains 'knowledge resource' indicating data collection
27075512,DRAMP: a comprehensive data repository of antimicrobial peptides.,False,N,medium,Title explicitly contains 'repository' but lacks URL
26106450,Metrabase: a cheminformatics and bioinformatics database for small molecule transporter data analysis and (Q)SAR modeling.,True,N,high,Title explicitly contains 'database' keyword
"27924021, 32162267",AAgAtlas 1.0: a human autoantigen database.,True,N,high,Title explicitly contains 'database' keyword
21253873,Tetrahymena Gene Expression Database (TGED): a resource of microarray data and co-expression analyses for Tetrahymena.,True,N,high,Title explicitly contains 'Database' keyword
23836470,SugarBind database (SugarBindDB): a resource of pathogen lectins and corresponding glycan targets.,False,N,medium,Title explicitly contains 'database' but lacks URL
24194593,SelenoDB 2.0: annotation of selenoprotein genes in animals and their genetic diversity in humans.,True,N,high,Database indicated by name pattern ending in 'DB' and has URL
31647096,"proGenomes2: an improved database for accurate and consistent habitat, taxonomic and functional annotations of prokaryotic genomes.",True,N,high,Title explicitly contains 'database' keyword
25885062,CmMDb: a versatile database for Cucumis melo microsatellite markers and other horticulture crop research.,True,N,high,Title explicitly contains 'database' keyword
27799474,mirDNMR: a gene-centered database of background de novo mutation rates in human.,True,N,high,Title explicitly contains 'database' keyword
22833525,RedoxDB--a curated database for experimentally verified protein oxidative modification.,True,N,high,Title explicitly contains 'database' keyword
