name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
TITLE_CAPITALIZED,33978761,Dockstore,0.9972005,,0.9972005,dockstore,0.9972005,1,https://dockstore.org/,200,United States,"(39.0437,-77.4875)",,2021-07-01,"Adaptive Oncology, Ontario Institute for Cancer Research, Toronto, Ontario M5V 3S1, Canada.","Cabansay L, Cullion K, Duncan A, Hansen R, Hogue G, Luu G, O'Connor BD, O'Farrell A, Olunwa N, Overbeck C, Paten B, Perez N, Reid C, Shands W, Sheets E, Stein L, Steinberg D, Yuen D","1 OT3 HL142481-01-01, 1 U24 HG010262, 5R01HG009737-01, CDA 14-156, EP-W-17-011, OGI-168, OT3 HL142481, PA-14-156, R01 HG009737, RFA-HG-17-011, RFA-RM-17-026, U24 HG010262","EPA, Genome Canada, HSRD VA, NHGRI NIH HHS, NHLBI, NHLBI NIH HHS, NHLGRI, NIH HHS, National Institutes of Health, Ontario Genomics Institute",22,Canada,dockstore,ok,,The Dockstore: enhancing a community platform for sharing reproducible and accessible computational protocols.,2010-2022,,,,,False,Dockstore,Dockstore,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",30500839,AgroLD,0.9971386,agrold,0.9971386,,0.9971386,1,http://www.agrold.org,200,France,"(50.9865,2.1281)",,2018-11-30,"Institut de Biologie Computationnelle (IBC), Univ. of Montpellier, Montpellier, France.","Chentli I, Guignon V, Hassouni NE, Jonquet C, Larmande P, Ruiz M, Tagny Ngompe G, Venkatesan A","ANR-10-LABX-001-01, ANR-11-BINF-0002, ANR-11-INBS-0013","IBC, IFB, Labex AGRO",11,France,agrold,ok,,Agronomic Linked Data (AgroLD): A knowledge-based system to enable integrative biology in agronomy.,2010-2022,,,,,False,AgroLD,Agronomic Linked Data,HIGH,Explicit expansion: Full Name (NAME)
TITLE_CAPITALIZED,31052310,DynaStI,0.99712056,,0.99712056,dynasti,0.99712056,1,https://dynasti.vital-it.ch,200,Switzerland,"(46.5160,6.6328)",,2019-04-30,"School of Pharmaceutical Sciences, University of Geneva, University of Lausanne, 1206 Geneva, Switzerland. Santiago.Codesido@unige.ch.","Boccard J, Bridge A, Codesido S, García A, González-Ruiz V, Lehmann F, Liechti R, Randazzo GM, Rudaz S, Xenarios I","166658, 31003A_166658",Swiss National Science Foundation,13,Switzerland,dynasti,ok,,DynaStI: A Dynamic Retention Time Database for Steroidomics.,2010-2022,,,,,False,DynaStI,DynaStI,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",30943284,GenDiS,0.99706507,gendis,0.99706507,,0.99706507,1,http://caps.ncbs.res.in/gendis+/,200,India,"(12.9719,77.5937)",,2019-01-01,"National Centre for Biological Sciences, Tata Institute of Fundamental Research (TIFR), Gandhi Krishi, Vignana Kendra Campus, Bellary Road, Bangalore, Karnataka, India.","Bhargava K, Iyer MS, Pavalam M, Sowdhamini R",S2/JCB-071/2015,National Centre for Biological Sciences,1,India,gendis,ok,,GenDiS database update with improved approach and features to recognize homologous sequences of protein domain superfamilies.,2010-2022,,,,,True,GenDiS,GenDiS,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,32934016,TheCellVision.org,0.99648094,,0.99648094,thecellvision.org,0.99648094,1,https://thecellvision.org/tools,200,Canada,"(43.7064,-79.3986)",,2020-11-05,"The Donnelly Centre, University of Toronto, Ontario, M5S 3E1, Canada.","Andrews BJ, Boone C, Masinas MPD, Usaj M, Usaj MM","FDN-143264, FDN143265, R01 HG005853","CIHR, NHGRI NIH HHS",7,Canada,thecellvision.org,ok,,TheCellVision.org: A Database for Visualizing and Mining High-Content Cell Imaging Projects.,2010-2022,,,,,False,TheCellVision.org,TheCellVision.org,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,33305317,HMPDACC,0.9964038,hmpdacc,0.9964038,,0.9964038,1,http://www.hmpdacc.org,200,United States,"(39.2404,-76.8394)",,2021-01-01,"Institute for Genome Sciences, University of Maryland School of Medicine, Baltimore, MD 21201, USA.","Aluvathingal J, Crabtree J, Creasy HH, Felix V, Giglio M, Ifeonu O, Mahurkar A, Matsumura J, McCracken C, Nickel L, Orvis J, Schor M, White O","OT3 OD025459, OT3OD025459, R24 DK110499, U01 HG004866, U01HG004866, U54 DK102556, U54 DK102557, U54 HD080784, U54DK102556, U54DK102557, U54HD080784","NHGRI NIH HHS, NICHD NIH HHS, NIDDK NIH HHS, NIH HHS, National Institutes of Health",19,United States,hmpdacc,ok,,HMPDACC: a Human Microbiome Project Multi-omic data resource.,2010-2022,,,,,False,HMPDACC,HMPDACC,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",22787465,GabiPD,0.99635226,gabipd,0.99635226,,0.99635226,1,http://www.gabipd.org/projects/Arabidopsis_Proteomics/,200,Germany,"(50.9215,6.3627)",,2012-07-09,"Max Planck Institute of Molecular Plant Physiology, Potsdam, Germany.","Kersten B, Nagel A, Schwacke R, Usadel B",,,12,Germany,gabipd,ok,,GabiPD - The GABI Primary Database integrates plant proteomic data with gene-centric information.,2010-2022,,,,,False,GabiPD,GABI Primary Database,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",33233537,HumiR,0.9961086,humir,0.9961086,,0.9961086,1,https://www.ccb.uni-saarland.de/humir/,200,Germany,"(49.2770,7.1167)",,2020-11-20,"Chair for Clinical Bioinformatics, Saarland University, 66123 Saarbrücken, Germany.","Fehlmann T, Keller A, Kern F, Meese E, Solomon J",,,6,Germany,humir,ok,,"HumiR: Web Services, Tools and Databases for Exploring Human microRNA Data.",2010-2022,,,,,False,HumiR,HumiR,HIGH,No expansion in title - using short name
CAPITALIZED,30522456,OMCD,0.9960853,omcd,0.9960853,,0.9960853,1,http://www.oncomir.umn.edu/omcd/,200,United States,"(44.9800,-93.2638)",,2018-12-06,"Institute of Health Informatics, University of Minnesota, Minneapolis, MN, USA. sarver@umn.edu.","Sarver AE, Sarver AL, Subramanian S, Yuan C","Healthy Foods Healthy Lives Institute Graduate and Professional Student Research Grant, Norman Wells Memorial Colorectal Cancer Fellowship, R03CA219129, R50 CA211249, T32 CA099936","Masonic Cancer Center, NCI NIH HHS, National Cancer Institute, University of Minnesota",42,United States,omcd,ok,,OMCD: OncomiR Cancer Database.,2010-2022,,,,,False,OMCD,OMCD,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,25150822,LRRsearch,0.9958465,,0.9958465,lrrsearch,0.9958465,1,http://www.lrrsearch.com/,200,United Kingdom,"(51.5085,-0.1257)",,2014-07-31,"Fish Health Management Division, Central Institute of Freshwater Aquaculture (CIFA), Kausalyaganga, Bhubaneswar, Odisha 751002, India.","Basu M, Bej A, Jayasankar P, Sahoo BR, Samanta M, Swain B",NAIP-C4-C30018,National Agricultural Innovation Project,31,India,lrrsearch,ok,,LRRsearch: An asynchronous server-based application for the prediction of leucine-rich repeat motifs and an integrative database of NOD-like receptors.,2010-2022,,,,,False,LRRsearch,LRRsearch,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,29800320,PaintOmics 3,0.9958048,,0.9958048,paintomics 3,0.9958048,1,http://www.paintomics.org,200,Germany,"(50.1155,8.6842)",,2018-07-01,"Genomics of Gene Expression Lab, Centro de Investigación Príncipe Felipe, Valencia, Spain.","Balzano-Nogueira L, Conesa A, Furió-Tarí P, Hernández-de-Diego R, Martínez-Mira C, Pappas GJ Jr, Tarazona S","306000-STATegra, 612583-DEANN, BIO2012-40244, PT17/0009/0015","INB, Marie Curie International Research Staff Exchange Scheme, Seventh Framework Programme, Spanish MINECO",111,Spain,paintomics 3,ok,,PaintOmics 3: a web resource for the pathway analysis and visualization of multi-omics data.,2010-2022,,,,,False,PaintOmics 3,PaintOmics 3,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",29860391,CASTp,0.99529976,castp,0.99529976,,0.99529976,1,http://sts.bioe.uic.edu/castp/,200,United States,"(41.8500,-87.6500)",,2018-07-01,"Department of Bioengineering, University of Illinois at Chicago, Chicago, IL 60607, USA.","Chen C, Lei X, Liang J, Tian W, Zhao J","R01 CA204962, R01CA204962","NCI NIH HHS, National Institutes of Health",1261,United States,castp,ok,,CASTp 3.0: computed atlas of surface topography of proteins.,2010-2022,,,,,False,CASTp,CASTp,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",22505817,Vaxjo,0.9952475,vaxjo,0.9952475,,0.9952475,1,http://www.violinet.org/vaxjo/,200,United States,"(42.2776,-83.7409)",,2012-03-13,"Unit for Laboratory Animal Medicine, University of Michigan Medical School, Ann Arbor, MI 48109, USA.","He Y, Sayers S, Ulysse G, Xiang Z","R01 AI081062, R01AI081062","NIAID NIH HHS, National Institute of Allergy and Infectious Diseases",41,United States,vaxjo,ok,,Vaxjo: a web-based vaccine adjuvant database and its application for analysis of vaccine adjuvants and their uses in vaccine development.,2010-2022,,,,,False,Vaxjo,Vaxjo,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",34418567,IMProv,0.9949086,improv,0.9949086,,0.9949086,1,http://www.integrativemodeling.org,200,United States,"(37.7749,-122.4194)",,2021-08-19,"Department of Biochemistry and Molecular Biology, University of Calgary, Calgary, Alberta, Canada; Robson DNA Science Centre, Arnie Charbonneau Cancer Institute, University of Calgary, Calgary, Alberta, Canada.","Crowder DA, Hepburn M, Pells T, Sali A, Saltzberg D, Schriemer DC, Schräder C, Ziemianowicz DS","P41 GM109824, P41GM109824, R01 GM083960, R01GM083960, RGPIN-2017-04879, RS-326","CANARIE, NIGMS NIH HHS, NIH, NSERC, National Institute of General Medical Sciences",10,"Andorra, Canada",improv,ok,,IMProv: A Resource for Cross-link-Driven Structure Modeling that Accommodates Protein Dynamics.,2010-2022,,,,,False,IMProv,IMProv,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",28212856,ProBiS,0.9948602,probis,0.9948602,,0.9948602,1,http://probis.nih.gov,200,United States,"(38.9807,-77.1003)",,2017-02-15,"National Institute of Chemistry, Hajdrihova 19, SI-1000 Ljubljana, Slovenia; Faculty of Mathematics, Natural Sciences and Information Technologies, University of Primorska, Glagoljaška 8, SI-6000, Koper, Slovenia.","Janežič D, Konc J",,Javna Agencija za Raziskovalno Dejavnost RS,16,"Andorra, Slovenia",probis,ok,,"ProBiS tools (algorithm, database, and web servers) for predicting and modeling of biologically interesting proteins.",2010-2022,,,,,False,ProBiS,ProBiS,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,34940189,Alientoma,0.9946154,,0.9946154,alientoma,0.9946154,1,https://www.inaturalist.org/projects/alien-insects-of-greece,200,United States,"(47.1301,-119.2781)",,2021-12-08,"Sylvius Laboratory, Institute of Biology, Faculty of Science, Leiden University, 2333 Leiden, The Netherlands.","Avtzis DN, Demetriou J, Georgiadis C, Kalaentzis K, Kazilas C, Koutsoukos E",,,5,Netherlands,alientoma,ok,,"Alientoma, a Dynamic Database for Alien Insects in Greece and Its Use by Citizen Scientists in Mapping Alien Species.",2010-2022,,,,,False,Alientoma,Alientoma,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,30367585,Arena-Idb,0.99381936,,0.99381936,arena-idb,0.99381936,1,http://arenaidb.ba.itb.cnr.it,200,Italy,"(41.1207,16.8698)",,2018-10-15,"Department of Computer Science,University of Verona, Strada Le Grazie, Verona, Italy.","Bombieri N, Bonnici V, Caro G, Constantino G, D'Elia D, Giugno R, Licciulli F, Liuni S",,,13,Italy,arena-idb,ok,,Arena-Idb: a platform to build human non-coding RNA interaction networks.,2010-2022,,,,,False,Arena-Idb,Arena-Idb,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,32074470,CoMPARA,0.9935196,,0.9935196,compara,0.9935196,1,https://comptox.epa.gov/dashboard/dsstoxdb/batch_search,200,United States,"(36.0512,-78.8577)",,2020-02-07,"National Center for Computational Toxicology, Office of Research and Development, U.S. Environmental Protection Agency (U.S. EPA), Research Triangle Park, North Carolina, USA.","Abdelaziz AM, Alberga D, Alves VM, Andersson PL, Andrade CH, Bai F, Balabin I, Ballabio D, Benfenati E, Bhhatarai B, Boyer S, Chen J, Consonni V, Farag S, Fourches D, García-Sosa AT, Gramatica P, Grisoni F, Grulke CM, Hong H, Horvath D, Hu X, Huang R, Jeliazkova N, Judson RS, Kleinstreuer N, Li J, Li X, Liu H, Manganelli S, Mangiatordi GF, Mansouri K, Maran U, Marcou G, Martin T, Muratov E, Nguyen DT, Nicolotti O, Nikolov NG, Norinder U, Papa E, Petitjean M, Piir G, Pogodin P, Poroikov V, Qiao X, Richard AM, Roncaglioni A, Ruiz P, Rupakheti C, Sakkiah S, Sangion A, Schramm KW, Selvaraj C, Shah I, Sild S, Sun L, Taboureau O, Tang Y, Tetko IV, Todeschini R, Tong W, Trisciuzzi D, Tropsha A, Van Den Driessche G, Varnek A, Wang Z, Wedebye EB, Williams AJ, Xie H, Zakharov AV, Zheng Z",HHSN273201500010C,NIEHS NIH HHS,120,"Andorra, United States",compara,ok,,CoMPARA: Collaborative Modeling Project for Androgen Receptor Activity.,2010-2022,,,,,False,CoMPARA,CoMPARA,HIGH,No expansion in title - using short name
CAPITALIZED,25882753,PLORAS,0.9935076,ploras,0.9935076,,0.9935076,1,http://www.ucl.ac.uk/ploras,200,United States,"(37.7621,-122.3971)",,2015-04-14,"Wellcome Trust Centre for Neuroimaging, Institute of Neurology, UCL, London, UK.","Browne R, Ezekiel D, Haigh Z, Hope TMH, Leff AP, Lim L, Patel E, Prejawa S, Price CJ, Rae J, Ramsden S, Seghier ML, Selmer A","091593, 097720, MR/M023672/1, TSA2014/02","Medical Research Council, Stroke Association, Wellcome Trust",82,United Kingdom,ploras,ok,,The PLORAS Database: A data repository for Predicting Language Outcome and Recovery After Stroke.,2010-2022,,,,,False,PLORAS,PLORAS,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,32735679,Planet Microbe,0.9924558,,0.9924558,planet microbe,0.9924558,1,https://www.planetmicrobe.org/,200,United States,"(32.2217,-110.9265)",,2021-01-01,"Department of Biosystems Engineering, University of Arizona, Tucson, AZ, USA.","Blumberg K, Bomhoff M, Delong EF, Herz NM, Hurwitz BL, Ponsero AJ, Wood-Charlson EM, Youens-Clark K","329108, 481471, CISE-1640775, GBMF 3777, GBMF 8751, OCE-1639614","Gordon and Betty Moore Foundation, NSF, Simons Foundation",10,United States,planet microbe,ok,,Planet Microbe: a platform for marine microbiology to discover and analyze interconnected 'omics and environmental data.,2010-2022,,,,,False,Planet Microbe,Planet Microbe,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,"27144897, 30963486",STarMirDB,0.9919921,,0.9919921,starmirdb,0.9919921,2,http://sfold.wadsworth.org/starmirDB.php,200,United Kingdom,"(51.5085,-0.1257)",,2016-06-01,"a Wadsworth Center, New York State Department of Health , Center for Medical Science , Albany , NY , USA.; New York State Department of Health, Wadsworth Center, Center for Medical Science, Albany, NY, USA.","Carmack CS, Ding Y, Kanoria S, Liu C, Long D, Lu J, Mallick B, Rennie W, Wolenc A","R01 GM099811, R01 GM116855",NIGMS NIH HHS,50,United States,starmirdb,ok,,STarMirDB: A database of microRNA binding sites. | Sfold Tools for MicroRNA Target Prediction.,2010-2022,,,,,False,STarMirDB,STarMirDB,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",31092193,PathMe,0.99187326,pathme,0.99187326,,0.99187326,1,https://pathme.scai.fraunhofer.de/,200,Germany,"(50.1155,8.6842)",,2019-05-15,"Department of Bioinformatics, Fraunhofer Institute for Algorithms and Scientific Computing, 53754, Sankt Augustin, Germany. daniel.domingo.fernandez@scai.fraunhofer.de.","Domingo-Fernández D, Hofmann-Apitius M, Hoyt CT, Marín-Llaó J, Mubeen S",115568,Innovative Medicines Initiative,35,"Andorra, Germany",pathme,ok,,PathMe: merging and exploring mechanistic pathway knowledge.,2010-2022,,,,,False,PathMe,PathMe,HIGH,No expansion in title - using short name
CAPITALIZED,26209310,SHIELD,0.9917316,shield,0.9917316,,0.9917316,1,https://shield.hms.harvard.edu/viewgene.html?gene=,200,United States,"(37.5395,-122.2998)",,2015-07-24,"Department of Pathology, Brigham and Women's Hospital, Harvard Medical School Center for Hereditary Deafness, jshen5@partners.org.","Corey DP, Kwan KY, Scheffer DI, Shen J","R01-DC000304, R01-DC002281, R03 DC013866, R03-DC013866","Howard Hughes Medical Institute, NIDCD NIH HHS",109,Andorra,shield,ok,,SHIELD: an integrative gene expression database for inner ear research.,2010-2022,,,,,False,SHIELD,SHIELD,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,35011609,KANPHOS,0.99163175,kanphos,0.99163175,,0.99163175,1,https://kanphos.neuroinf.jp/,200,Japan,"(35.7894,139.6233)",,2021-12-24,"Department of Cell Pharmacology, Graduate School of Medicine, Nagoya University, 65 Tsurumai, Nagoya 466-8550, Japan.","Ahammad RU, Amano M, Faruk MO, Funahashi Y, Kaibuchi K, Kannon T, Nagai T, Nishioka T, Tsuboi D, Yamada K, Yamahashi Y, Yoshimoto J","JP16K18393, JP17H01380, JP17H02220, JP17H05561, JP17K07383, JP17K19483, JP18K14849, JP18dm0207005, JP19H05209 and JP21H00196, JP19K16370, JP21K06428 and JP21K06427, JP21dm0207075, JP21wm0425017 and JP21wm0425008","Culture, Japan Agency for Medical Research and Development, Japan Society for the Promotion of Science, Ministry of Education, Science and Technology, Sports",9,Japan,kanphos,ok,,KANPHOS: A Database of Kinase-Associated Neural Protein Phosphorylation in the Brain.,2010-2022,,,,,False,KANPHOS,KANPHOS,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,26400039,PathwaysWeb,0.99159235,,0.99159235,pathwaysweb,0.99159235,1,http://bioinformatics.mdanderson.org/main/PathwaysWeb:Overview,200,United States,"(29.7633,-95.3633)",,2015-09-23,Department of Bioinformatics and Computational Biology and.,"Broom BM, Melott JM, Weinstein JN","CA083639, CA143883, P30 CA016672, P50 CA083639, U24 CA143883, U24 CA199461",NCI NIH HHS,3,Andorra,pathwaysweb,ok,,"PathwaysWeb: a gene pathways API with directional interactions, expanded gene ontology, and versioning.",2010-2022,,,,,False,PathwaysWeb,PathwaysWeb,HIGH,No expansion in title - using short name
CAPITALIZED,27087305,PGP,0.99124384,pgp,0.99124384,,0.99124384,1,http://edal.ipk-gatersleben.de/repos/pgp/,200,Germany,"(52.5244,13.4105)",,2016-04-17,"Leibniz Institute for Plant Genetics and Crop Plant Research (IPK), OT Gatersleben, Corrensstraße 3, Stadt Seeland, 06466, Gatersleben, Germany arendd@ipk-gatersleben.de.","Arend D, Junker A, Lange M, Scholz U, Schüler D, Wylie J",,,65,"Andorra, Germany",pgp,ok,,PGP repository: a plant phenomics and genomics data publication infrastructure.,2010-2022,,,,,False,PGP,PGP,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,32399560,UniRule,0.9907459,,0.9907459,unirule,0.9907459,1,https://gitlab.ebi.ac.uk/uniprot-public/unifire,200,United Kingdom,"(51.8797,-0.4175)",,2020-11-01,"European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Arighi C, Auchincloss AH, Baratin D, Bolleman J, Chen C, Coudert E, Garavelli J, Hatton-Ellis E, Huang H, Hulo C, Joshi V, Laiho K, MacDougall A, Martin MJ, Masson P, Natale DA, O'Donovan C, Orchard S, Pedruzzi I, Pichler K, Poggioli D, Renaux A, Rivoire C, Saidi R, Vinayaka CR, Volynkin V, Wang Q, Yeh LS, Zellner H, de Castro E","ARUK-NAS2017A-1, BB/T010541/1, DBI-1062520, G-1307, G08 LM010720, G08LM010720, NIH, P20 GM103446, P20GM103446, R01 GM080646, R01GM080646, RG/13/5/30112, U24 HG007822, U24HG007822, U41 HG002273, U41HG02273","Alzheimer’s Research UK, Biotechnology and Biological Sciences Research Council, British Heart Foundation, NHGRI NIH HHS, NIGMS NIH HHS, NLM NIH HHS, National Cancer Institute (NCI) of the National Institutes of Health, National Institute of General Medical Sciences, National Science Foundation, Parkinson's UK, Parkinson’s Disease United Kingdom",50,United Kingdom,unirule,ok,,UniRule: a unified rule resource for automatic annotation in the UniProt Knowledgebase.,2010-2022,,,,,False,UniRule,UniRule,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",31106372,Yvis,0.9905094,yvis,0.9905094,,0.9905094,1,http://bioinfo.icb.ufmg.br/yvis/,200,Brazil,"(-19.9208,-43.9378)",,2019-07-01,"Laboratory of Synthetic Biology and Biomimetics, Departamento de Bioquímica e Imunologia, Universidade Federal de Minas Gerais, Belo Horizonte, Minas Gerais, 31270-901, Brazil.","Carvalho MB, Felicori LF, Molina F","APQ-01437-16, BioComputacional 51/2013, COFECUB 935/19, PVE 88887.125025/2014-00","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, FAPEMIG",4,"Andorra, Brazil",yvis,ok,,Yvis: antibody high-density alignment visualization and analysis platform with an integrated database.,2010-2022,,,,,False,Yvis,Yvis,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,30304355,LION LBD,0.9894788,lion lbd,0.9894788,,0.9894788,1,http://lbd.lionproject.net,200,United Kingdom,"(52.2000,0.1167)",,2019-05-01,"Language Technology Lab, Department of Theoretical and Applied Linguistics, University of Cambridge, Cambridge, UK.","Ali I, Baker S, Guo Y, Haselwimmer S, Högberg J, Korhonen A, Narita M, Pyysalo S, Shah T, Stenius U, Young A","15890, 24453, C14303/A17197, MR/M013049/1, MR/R010013/1","Cancer Research UK, Cancer Research UK Cambridge Institute Core, Medical Research Council, Research Councils UK",35,"Andorra, United Kingdom",lion lbd,ok,,LION LBD: a literature-based discovery system for cancer biology.,2010-2022,,,,,False,LION LBD,LION LBD,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",34710512,rpoB,0.98868513,rpob,0.98868513,,0.98868513,1,http://www.foodmicrobetracker.com,200,United States,"(42.4406,-76.4966)",,2021-10-25,"Department of Food Science, Cornell University, Ithaca, NY 14853, USA. Electronic address: ag67@cornell.edu.","Cheng RA, Gaballa A, Kent DJ, Kovac J, Martin NH, Trmcic A, Wiedmann M",,Cornell University,4,United States,rpob,ok,,Development of a database and standardized approach for rpoB sequence-based subtyping and identification of aerobic spore-forming Bacillales.,2010-2022,,,,,False,Food Microbe Tracker,Food Microbe Tracker,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,27807468,FARSEEING,0.98860097,farseeing,0.98860097,,0.98860097,1,http://www.farseeingresearch.eu,200,United States,"(37.7621,-122.3971)",,2016-10-30,"Department of Clinical Gerontology, Robert Bosch Hospital, Auerbachstr. 110, Stuttgart, Germany ; Institute of Epidemiology and Medical Biometry, Ulm University, Ulm, Germany.","Aminian K, Becker C, Bourke A, Chiari L, Hauer K, Helbostad JL, Ihlen EA, Kerse N, Klenk J, Maetzler W, Mellone S, Palmerini L, Pijnappels M, Schwickert L, Srulijes K, Synofzik M, Todd C, Zijlstra W",288940,Seventh Framework Programme,34,"Andorra, Germany",farseeing,ok,,The FARSEEING real-world fall repository: a large-scale collaborative database to collect and share sensor signals from real-world falls.,2010-2022,,,,,False,FARSEEING,FARSEEING,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,22879444,Phenol-Explorer,0.9878729,,0.9878729,phenol-explorer,0.9878729,1,http://www.phenol-explorer.eu,200,United States,"(40.7895,-74.0565)",,2012-08-09,"INRA, UMR1019, Unité Nutrition Humaine, CRNH Auvergne, Clermont-Ferrand F-63000, France.","Andres-Lacueva C, Boto-Ordoñez M, Cruz J, Eisner R, Knox C, Llorach R, Manach C, Neveu V, Rothwell JA, Scalbert A, Urpi-Sarda M, Wishart D",,,100,France,phenol-explorer,ok,,Phenol-Explorer 2.0: a major update of the Phenol-Explorer database integrating data on polyphenol metabolism and pharmacokinetics in humans and experimental animals.,2010-2022,,,,,True,Phenol-Explorer,Phenol-Explorer,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",24709941,TraV,0.9866588,trav,0.9866588,,0.9866588,1,http://appmibio.uni-goettingen.de/index.php?sec=serv,200,Germany,"(51.5344,9.9323)",,2014-04-07,"Abteilung für Angewandte und Genomische Mikrobiologie, Institut für Mikrobiologie und Genetik, Norddeutsches Zentrum für Mikrobielle Genomforschung, Georg-August-Universität Göttingen, Göttingen, Germany.","Dietrich S, Liesegang H, Wiegand S",,,19,Germany,trav,ok,1,TraV: a genome context sensitive transcriptome browser.,2010-2022,,,,,False,TraV,TraV,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,33175872,Breedbase,0.98654026,,0.98654026,breedbase,0.98654026,1,https://breedbase.org/,200,United States,"(42.4406,-76.4966)",,2020-11-11,"Plant Breeding and Genetics, Cornell University, Ithaca, NY, United States of America.","Bauchet GJ, Ellerbrock BJ, Morales N, Mueller LA, Powell AF, Tantikanjana T, Tecle IY","Cassava Source to Sink Project (CASS), NextGen Cassava Project",Bill and Melinda Gates Foundation,6,"Andorra, United States",breedbase,ok,,High density genotype storage for plant breeding in the Chado schema of Breedbase.,2010-2022,,,,,True,Breedbase,Breedbase,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",22285560,vHOG,0.9851899,vhog,0.9851899,,0.9851899,1,http://bgee.unil.ch/,200,Switzerland,"(46.5160,6.6328)",,2012-01-27,"Department of Ecology and Evolution, Biophore, University of Lausanne, Lausanne, Switzerland.","Bastian FB, Comte A, Niknejad A, Parmentier G, Robinson-Rechavi M, Roux J",133011,Swiss National Science Foundation,16,"Andorra, Switzerland",vhog,ok,1,"vHOG, a multispecies vertebrate ontology of homologous organs groups.",2010-2022,,,,,False,vHOG,vHOG,HIGH,No expansion in title - using short name
CAPITALIZED,24495746,DRUMS,0.9833764,drums,0.9833764,,0.9833764,1,http://mgledi.github.io/DRUMS,200,United States,"(37.7621,-122.3971)",,2014-02-04,,"Both A, Grosse I, Nettling M, Thieme N",,,1,,drums,review,,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data.,2010-2022,,,,,False,DRUMS,Disk Repository with Update Management and Select option,HIGH,Explicit expansion: 'DRUMS: Disk Repository with Update Management and Select option'
"CAPITALIZED,TITLE_CAPITALIZED",22002696,Pathos,0.98313606,pathos,0.98313606,,0.98313606,1,http://motif.gla.ac.uk/Pathos/,200,United Kingdom,"(55.9154,-4.3328)",,2011-11-01,"School of Life Sciences, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, G12 8QQ, UK. david.leader@glasgow.ac.uk","Barrett MP, Burgess K, Creek D, Leader DP",BB/I004599/1,Biotechnology and Biological Sciences Research Council,39,"Andorra, United Kingdom",pathos,ok,,Pathos: a web facility that uses metabolic maps to display experimental changes in metabolites identified by mass spectrometry.,2010-2022,,,,,False,Pathos,Pathos,HIGH,No explicit expansion in title
TITLE_CAPITALIZED,23220575,ChromoZoom,0.98119664,,0.98119664,chromozoom,0.98119664,1,http://chromozoom.org/,200,United States,"(34.0522,-118.2437)",,2012-12-06,"Donnelly Centre, University of Toronto, Toronto, ON M5S3E1, Canada.","Pak TR, Roth FP","HG004233, HL107440, P50 HG004233, U01 HL107440","NHGRI NIH HHS, NHLBI NIH HHS",12,Canada,chromozoom,ok,,"ChromoZoom: a flexible, fluid, web-based genome browser.",2010-2022,,,,,False,ChromoZoom,ChromoZoom,HIGH,No explicit expansion in title
