name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,33119075,Phosphomatics,0.9837726,,0.9837726,phosphomatics,0.9837726,1,https://phosphomatics.com,,Phosphomatics: interactive interrogation of substrate-kinase networks in global phosphoproteomics datasets.,Phosphomatics,Phosphomatics,200,Australia,"(-37.8140,144.9633)",,2021-07-01,"Melbourne Mass Spectrometry and Proteomics Facility, Bio21 Molecular Science & Biotechnology Institute, The University of Melbourne, Melbourne, VIC 3010, Australia.","Ameen S, Ang CS, Cheng HC, Iannuccelli M, Leeming MG, Licata L, Lo Surdo P, Micarelli E, Nie S, O'Callaghan S, Varshney S, Williamson NA",,The University of Melbourne Mass Spectrometry and Proteomics Facility and the Bio21 Molecular Science &amp; Biotechnology Institute,15.0,"Andorra, Australia",phosphomatics,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,29866037,Disbiome,0.9836964,,0.9836964,disbiome,0.9836964,1,https://disbiome.ugent.be,,Disbiome database: linking the microbiome to disease.,Disbiome,Disbiome,200,Belgium,"(50.8505,4.3488)",,2018-06-04,"Drug Quality and Registration (DruQuaR) Group, Faculty of Pharmaceutical Sciences, Ghent University, Ottergemsesteenweg 460, B-9000, Ghent, Belgium.","Bronselaer A, De Spiegeleer B, De Tré G, Debunne N, Janssens Y, Nielandt J, Van Immerseel F, Vandewynckel YP, Verbeke F, Wynendaele E","131356, 1S21017N","Agentschap voor Innovatie door Wetenschap en Technologie, Fonds Wetenschappelijk Onderzoek",144.0,"Andorra, Belgium",disbiome,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,28334266,Phenopolis,0.98209715,,0.98209715,phenopolis,0.98209715,1,https://phenopolis.github.io,,Phenopolis: an open platform for harmonization and analysis of genetic and phenotypic data.,Phenopolis,Phenopolis,200,United States,"(37.7621,-122.3971)",,2017-08-01,"UCL Genetics Institute, University College London, London WC1E 6BT, UK.","Arno G, Black GC, Blanco-Kelly F, Cipriani V, Clark T, Downes S, Fiorentino A, Greene D, Gregory DS, Halford S, Hardcastle AJ, Inglehearn CF, Jacobsen JOB, Moghul I, Murphy C, Nemeth AM, Plagnol V, Pontikos N, Vulliamy T, Webster AR, Withington L, Wong TLE, Yu J","1759459, 2063, CL-2017-06-001","Action Medical Research, Biotechnology and Biological Sciences Research Council, National Institute for Health Research (NIHR)",39.0,United Kingdom,phenopolis,review,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,True
TITLE_CAPITALIZED,25171179,SoilGrids1km,0.9816153,,0.9816153,soilgrids1km,0.9816153,1,http://soilgrids.org,,SoilGrids1km--global soil information based on automated mapping.,SoilGrids1km,SoilGrids1km,200,Netherlands,"(51.9700,5.6667)",,2014-08-29,"ISRIC - World Soil Information, Wageningen, the Netherlands.","Batjes NH, Gonzalez MR, Hengl T, Heuvelink GB, Kempen B, Leenaars JG, MacMillan RA, Ribeiro E, Samuel-Rosa A, Walsh MG, de Jesus JM",,,244.0,Netherlands,soilgrids1km,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,30371894,Virtual Metabolic Human,0.98086727,,0.98086727,virtual metabolic human,0.98086727,1,http://www.vmh.life,,The Virtual Metabolic Human database: integrating human and gut microbiome metabolism with nutrition and disease.,Virtual Metabolic Human,Virtual Metabolic Human,200,Germany,"(50.1155,8.6842)",,2019-01-01,"Luxembourg Centre for Systems Biomedicine, University of Luxembourg, Campus Belval, Esch-sur-Alzette L-4367, Luxembourg.","Daníelsdóttir AD, Fleming RMT, Friscioni L, Garcia B, Gawron P, Guerard E, Haraldsdóttir HS, Heinken A, Heirendt L, Jarosz Y, John E, Krecke M, Krueger M, Kuperstein I, Magnúsdóttir S, Merten D, Modamio J, Noronha A, Preciat G, Prendergast M, Puente A, Ravcheev DA, Rodrigues M, Rouquaya M, Roy A, Sahoo S, Schneider R, Sompairac N, Thiele I, Wiltgen L, Zinovyev A, Žagare A","668738, 757922, C16/BM/11332722, FNR/A12/01, FNR/O16/11402054","FNR CORE, FNR OPEN, Horizon 2020, Luxembourg National Research Fund",285.0,"Luxembourg, Suriname",virtual metabolic human,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,22134646,Greengenes,0.9733071,,0.9733071,greengenes,0.9733071,1,http://greengenes.lbl.gov/,,An improved Greengenes taxonomy with explicit ranks for ecological and evolutionary analyses of bacteria and archaea.,Greengenes,Greengenes,200,United States,"(37.7621,-122.3971)",,2011-12-01,"Department of Chemistry & Biochemistry and Biofrontiers Institute, University of Colorado, Boulder, CO, USA.","Andersen GL, DeSantis TZ, Goodrich J, Hugenholtz P, Knight R, McDonald D, Nawrocki EP, Price MN, Probst A","R01 HG004872, U01 HG004866, U01-HG004866, UH2/UH3CA140233","Howard Hughes Medical Institute, NCI NIH HHS, NHGRI NIH HHS",3508.0,"Andorra, United States",greengenes,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,30586411,BRCA Challenge,0.9709992,,0.9709992,brca challenge,0.9709992,1,http://www.brcaexchange.org,,BRCA Challenge: BRCA Exchange as a global resource for variants in BRCA1 and BRCA2.,BRCA Challenge,BRCA Challenge,200,United States,"(36.9741,-122.0308)",,2018-12-26,"University of California Santa Cruz Genomics Institute, University of California, Santa Cruz, California, United States of America.","Alquaddoomi F, Antoniou A, Baxter S, Brody L, Burn J, Chanock S, Cline MS, Coffin A, Cook-Deegan R, Couch FJ, Craft B, Currie R, Dlott CC, Dolman L, Domchek SM, Dyke SOM, Easton D, Fischmann Z, Foulkes WD, Garber J, Goldgar D, Goldman MJ, Goodhand P, Harrison S, Haussler D, Kato K, Knoppers B, Liao RG, Markello C, Nussbaum R, Offit K, Parsons MT, Paten B, Plon SE, Rashbass J, Rehm HL, Robson M, Rubinstein WS, Rätsch G, Spurdle AB, Stoppa-Lyonnet D, Tavtigian S, Thorogood A, Zhang C, Zimmermann M, den Dunnen JT","#141210, 1061779, 141210, 18PG0019, 1U41HG009649, 5U24CA180951-05, 5U24CA210974-02, FDN-148390, NF-SI-0515-10035, P30 CA008748, R01 HG 008918, R01 HG008918, U01 HG008676, U24 CA210999, U24CA210999, U41 HG006834, U41HG006834, U54 HG007990, U54HG007990","Basser Center for BRCA, Beau Biden Moonshot Act, Bowel Cancer UK, Breast Cancer Research Foundation and MSKCC Cancer Center, CIHR, Can-SHARE, Canadian Institutes of Health Research, ClinGen grant, ETH Zurich (core) funding, Educational Grant from Astra Zeneca, Intramural Research Program, NCI NIH HHS, NHGRI NIH HHS, NHMRC Senior Research Fellowship, National Cancer Institute, National Cancer Institute’s ITCR program, National Human Genome Research Institute, National Institute for Health Research (NIHR), n/a",149.0,United States,brca challenge,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,22208852,MotifMap,0.9700609,,0.9700609,motifmap,0.9700609,1,http://motifmap.igb.uci.edu/,,MotifMap: integrative genome-wide maps of regulatory motif sites for model species.,MotifMap,MotifMap,200,United States,"(33.6695,-117.8231)",,2011-12-30,"Department of Computer Science, University of California Irvine, Irvine, CA 92697, USA.","Baldi P, Daily K, Patel VR, Rigor P, Xie X","5T15LM007743, LM010235-01A1",NLM NIH HHS,146.0,United States,motifmap,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,34635675,SMAP-HydroBlocks,0.96865225,,0.96865225,smap-hydroblocks,0.96865225,1,https://waterai.earth/smaphb,,"SMAP-HydroBlocks, a 30-m satellite-based soil moisture dataset for the conterminous US.",SMAP-HydroBlocks,SMAP-HydroBlocks,200,Germany,"(50.1155,8.6842)",,2021-10-11,"Princeton University, Department of Civil and Environmental Engineering, Princeton, NJ, United States. noemi@princeton.edu.","Beck HE, Chaney NW, Ferguson CR, Pan M, Sadri S, Sheffield J, Torres-Rojas L, Vergopolan N, Wood EF","NA19OAR4310368, NA19OAR4590199, NNX14AH92G","National Aeronautics and Space Administration, National Aeronautics and Space Administration (NASA), United States Department of Commerce | National Oceanic and Atmospheric Administration, United States Department of Commerce | National Oceanic and Atmospheric Administration (NOAA)",10.0,"Andorra, United States",smap-hydroblocks,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,29092928,ISB Cancer Genomics Cloud,0.9652813,,0.9652813,isb cancer genomics cloud,0.9652813,1,http://www.isb-cgc.org,,The ISB Cancer Genomics Cloud: A Flexible Cloud-Based Platform for Cancer Genomics Research.,ISB Cancer Genomics Cloud,ISB Cancer Genomics Cloud,200,United States,"(39.0997,-94.5786)",,2017-11-01,"Institute for Systems Biology, Seattle, Washington. sreynolds@systemsbiology.org ilya.shmulevich@systemsbiology.org.","Backus M, Bingham J, Bookman M, Deflaux N, Dhankani V, Gibbs DL, Hahn A, Lee P, Leinonen K, Longabaugh WJ, Miller M, Paquette SM, Pihl T, Pot D, Reyes M, Reynolds SM, Rodebaugh Z, Shmulevich I, Slagel J",HHSN261201400007C,"NCI NIH, NCI NIH HHS",44.0,,isb cancer genomics cloud,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,30862647,GenTree,0.9651252,,0.9651252,gentree,0.9651252,1,http://gentree.ioz.ac.cn/,,"GenTree, an integrated resource for analyzing the evolution and function of primate-specific coding genes.",GenTree,GenTree,200,China,"(39.9075,116.3972)",,2019-03-12,"Key Laboratory of Zoological Systematics and Evolution and State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.","Chen C, Chen H, Chen X, Fu Y, Gao G, Gao Z, He BZ, Jiang S, Long M, Shao Y, Shen H, Yu D, Zhang YE, Zhao S, Zhu Z","106112016CDJXY290002, 2013CB531202, 2015CB943001, 31200941, 31500668, 31771410, 91731302, XDB13000000","Chinese Academy of Sciences, Fundamental Research Funds for the Central Universities, National Key Basic Research Program of China, National Natural Science Foundation of China",88.0,"Andorra, China",gentree,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"CAPITALIZED,TITLE_CAPITALIZED",29297289,dBBQs,0.9563275,dbbqs,0.9563275,,0.9563275,1,http://arc-gem.uams.edu/dbbqs,,dBBQs: dataBase of Bacterial Quality scores.,dBBQs,dBBQs,200,United States,"(34.7510,-92.3455)",,2017-12-28,"Arkansas Center for Genomic Epidemiology & Medicine and The Department of Biomedical Informatics, University of Arkansas for Medical Sciences, Little Rock, AR, 72205, USA.","Nookaew I, Patumcharoenpol P, Ussery D, Wanchai V",P20 GM121293,NIGMS NIH HHS,7.0,"Andorra, United States",dbbqs,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,22981871,Zebrafish Anatomy Portal,0.9560582,,0.9560582,zebrafish anatomy portal,0.9560582,1,http://www.zfap.org,,The Zebrafish Anatomy Portal: a novel integrated resource to facilitate zebrafish research.,Zebrafish Anatomy Portal,Zebrafish Anatomy Portal,200,Australia,"(-37.8140,144.9633)",,2012-09-08,"Australian Regenerative Medicine Institute, Monash University, Melbourne, Victoria 3800, Australia.","Bryson-Richardson RJ, Currie PD, Marcelle C, Salgado D",,,8.0,Australia,zebrafish anatomy portal,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,34348131,COVIDome,0.9497663,,0.9497663,covidome,0.9497663,1,https://medschool.cuanschutz.edu/covidome/,,The COVIDome Explorer researcher portal.,COVIDome,COVIDome,200,United States,"(42.5048,-71.1956)",,2021-07-28,"Linda Crnic Institute for Down Syndrome, University of Colorado Anschutz Medical Campus, Aurora, CO 80045, USA; Department of Pediatrics, Section of Developmental Biology, University of Colorado Anschutz Medical Campus, Aurora, CO 80045, USA.","Araya P, Bartsch KW, Baxter RM, Bennett TD, Cendali FI, D'Alessandro A, Dzieciatkowska ME, Espinosa JM, Galbraith MD, Gamboni F, Ghosh T, Granrath RE, Hansen KC, Hsieh EW, Jordan KR, Kinning KT, Levinsky NC, Miller MG, Monte AA, Reisz JA, Russell SA, Shaw JR, Smith KP, Sullivan KD","K23 AR070897, P30 CA046934, P30 DK048520, R01 AI150305, R01 HL146442, R01 HL148151, R01 HL149714, R21 HL150032, R35 GM124939, RM1 GM131968, UL1 TR002535","Boettcher Foundation, NCATS NIH HHS, NCI NIH HHS, NHLBI NIH HHS, NIAID NIH HHS, NIAMS NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS, National Institutes of Health",41.0,United States,covidome,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,32194971,Portal of Juglandaceae,0.9476939,,0.9476939,portal of juglandaceae,0.9476939,1,http://www.juglandaceae.net,,Portal of Juglandaceae: A comprehensive platform for Juglandaceae study.,Portal of Juglandaceae,Portal of Juglandaceae,200,China,"(39.9075,116.3972)",,2020-03-15,"State Key Laboratory of Subtropical Silviculture, Zhejiang A&F University, Lin'an District, 311300 Hangzhou, Zhejiang China.","Chen J, Guo W, Huang J, Li J, Lim KJ, Wang Z",,,21.0,China,portal of juglandaceae,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,29724079,Virtual Fly Brain,0.9344809,,0.9344809,virtual fly brain,0.9344809,1,http://www.virtualflybrain.org,,Virtual Fly Brain - Using OWL to support the mapping and genetic dissection of the &lt;i&gt;Drosophila&lt;/i&gt; brain.,Virtual Fly Brain,Virtual Fly Brain,200,United Kingdom,"(55.9521,-3.1965)",,2014-10-01,"European Bioinformatics Institute (EMBL-EBI) European Molecular Biology Laboratory Hinxton, Cams, UK.","Costa M, Court R, O'Kane CJ, Osumi-Sutherland D",BB/G02233X/1,"Biotechnology and Biological Sciences Research Council, Wellcome Trust",10.0,United Kingdom,virtual fly brain,ok,2010-2022,,,,,True,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,32463383,MycoDiversity DataBase,0.92851335,,0.92851335,mycodiversity database,0.92851335,1,https://mycodiversity.liacs.nl,,Fungal metabarcoding data integration framework for the MycoDiversity DataBase (MDDB).,MycoDiversity DataBase,MycoDiversity DataBase,200,Netherlands,"(52.1583,4.4931)",,2020-05-28,"Leiden Institute of Advanced Computer Science (LIACS), Leiden University, Leiden, The Netherlands.","Gomes SIF, Gultyaev AP, Helwerda LS, Kerkvliet J, Martorelli I, Merckx VSFT, Nuytinck J, Ramackers GJ, Verbeek FJ, van der Werff CRA",,,6.0,Netherlands,mycodiversity database,ok,2010-2022,,,,,True,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,28289699,CapriDB,0.9277908,,0.9277908,capridb,0.9277908,1,http://www.csc.kth.se/capridb/,,"A database for reproducible manipulation research: CapriDB - Capture, Print, Innovate.",CapriDB,CapriDB,200,Sweden,"(59.3294,18.0687)",,2017-02-12,"KTH Royal Institute of Technology, Sweden.","Bekiroglu Y, Butepage J, Kragic D, Pauwels K, Pokorny FT, Scherer C","279933, 288533, 644938, FP7-ERC-279933, FP7-ICT-288533","Alice Wallenberg Foundation, European Research Council, FLEXBOT, Knut, RoboHow.Cog, SARAFun, Swedish Research Council",,Sweden,capridb,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"CAPITALIZED,TITLE_CAPITALIZED",27899611,ExAC,0.92546207,exac,0.92546207,,0.92546207,1,http://exac.broadinstitute.org,,The ExAC browser: displaying reference data information from over 60 000 exomes.,ExAC,ExAC browser,200,United States,"(39.0997,-94.5786)",,2016-11-28,"Analytic and Translational Genetics Unit, Massachusetts General Hospital, Boston, MA, 02114, USA konradjkarczewski@gmail.com.","Birnbaum D, Cummings BB, Daly MJ, Hamamsy T, Karczewski KJ, Kavanagh D, Lek M, MacArthur DG, Ruderfer DM, Samocha KE, Solomonson M, Thomas B, Weisburd B","107469/Z/15/Z, F32 GM115208, MC_UP_1102/20, P30 DK043351, R01 GM104371, U54 DK105566","Medical Research Council, NIDDK NIH HHS, NIGMS NIH HHS, Wellcome Trust",529.0,"Andorra, Comoros, United States",exac,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,32893032,Atlas of Inflammation Resolution,0.9147842,,0.9147842,atlas of inflammation resolution,0.9147842,1,https://air.bio.informatik.uni-rostock.de,,The Atlas of Inflammation Resolution (AIR).,Atlas of Inflammation Resolution,Atlas of Inflammation Resolution,200,Germany,"(54.0887,12.1405)",,2020-08-01,"Center for Experimental Therapeutics and Reperfusion Injury, Department of Anesthesiology, Perioperative and Pain Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA, 02115, USA.","Azzi A, Brauer D, Brennan E, Cesnulevicius K, Chiurchiù V, Dubourdeau M, Filep JG, Gjorgevikj D, Godson C, Gupta SK, Gupta SS, Haeggström JZ, Hoch M, Khan FM, Kruse R, Lescheid D, Levy BD, Li Y, Perretti M, Repsilber D, Sala A, Schopohl P, Schultz M, Serhan CN, Shimizu T, Soehnlein O, Särndahl E, Tripathi A, Werz O, Wolkenhauer O","012X 1903B, 01ZX 1905B, 15/IA/3152, 2017/R/08, 21,274, 21274, 765274, GM038765, GR-2016-02362380, MOP-102619, MOP-97742, MR/K013068/1, P01 GM095467, P01-GM095467, R01 GM038765, R01 HL122531, R01-HL122531, SFB1127, SFB1278","AIR, Bundesministerium für Bildung und Forschung, CIHR, Canadian Institutes of Health Research, Deutsche Forschungsgemeinschaft, European Union&apos;s Horizon 2020, FISM, IT, Innovation programme under the Marie Skłodowska-Curie, JDRF Strategic Research Award, Medical Research Council, NHLBI NIH HHS, NIGMS NIH HHS, NIH, Science Foundation Ireland, UK, US, US-Ireland R&amp;D partnership award, USA, Versus Arthritis",113.0,"Andorra, United States",atlas of inflammation resolution,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,31064348,SYNBREED,0.91382927,synbreed,0.91382927,,0.91382927,1,http://www.synbreed.tum.de,,The SYNBREED chicken diversity panel: a global resource to assess chicken diversity at high genomic resolution.,SYNBREED,SYNBREED,200,Germany,"(48.1499,11.6175)",,2019-05-07,"Animal Breeding and Genetics Group, Department of Animal Sciences, University of Goettingen, 37075, Goettingen, Germany.","Malomane DK, Reimer C, Schmitt AO, Simianer H, Weigend A, Weigend S",FKZ 0315528E,German Federal Ministry of Education and Research,58.0,"Andorra, Germany",synbreed,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,22720055,Leukemia gene atlas,0.9079615,,0.9079615,leukemia gene atlas,0.9079615,1,http://www.leukemia-gene-atlas.org,,Leukemia gene atlas--a public platform for integrative exploration of genome-wide molecular data.,Leukemia gene atlas,Leukemia gene atlas,200,Germany,"(51.9624,7.6257)",,2012-06-14,"Institute of Medical Informatics, University of Muenster, Muenster. Germany.","Dugas M, Emden D, Gröttrup S, Hebestreit K, Klein HU, Müller-Tidow C, Ruckert C, Veerkamp J",,,46.0,Germany,leukemia gene atlas,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,30355619,Transcriptional Pharmacodynamics Workbench,0.90784246,,0.90784246,transcriptional pharmacodynamics workbench,0.90784246,1,https://tpwb.nci.nih.gov,,The NCI Transcriptional Pharmacodynamics Workbench: A Tool to Examine Dynamic Expression Profiling of Therapeutic Response in the NCI-60 Cell Line Panel.,NCI Transcriptional Pharmacodynamics Workbench,NCI Transcriptional Pharmacodynamics Workbench,200,United States,"(39.4926,-77.4612)",,2018-10-24,"Molecular Pharmacology Group, Frederick National Laboratory for Cancer Research sponsored by the NCI, Frederick, Maryland.","Connelly JW, Doroshow JH, Fang J, Fogli LK, Hamed H, Harris E, Hose C, Konaté MM, Krushkal J, Li MC, Miller SB, Monks A, Palmisano A, Polley EC, Rapisarda A, Simon R, Simpson MA, Sonkin D, Teicher BA, Voth AR, Wu X, Zhao Y","HHSN261200800001C, HHSN261200800001E, ZIA BC011078","CCR NIH HHS, Intramural NIH HHS, NCI NIH, NCI NIH HHS",47.0,,transcriptional pharmacodynamics workbench,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,28261261,Islet Regulome Browser,0.89503807,,0.89503807,islet regulome browser,0.89503807,1,http://www.isletregulome.com,,The Pancreatic Islet Regulome Browser.,Islet Regulome Browser,Islet Regulome Browser,200,Spain,"(41.3888,2.1590)",,2017-02-14,"Research Program on Biomedical Informatics, IMIM Hospital del Mar Medical Research Institute and Universitat Pompeu FabraBarcelona, Spain; Biomedical Genomics, Institute for Research in Biomedicine, The Barcelona Institute of Science and TechnologyBarcelona, Spain.","Mularoni L, Pasquali L, Ramos-Rodríguez M","BFU 2014-58150-R, RYC 2013-12864",Ministerio de Economía y Competitividad,28.0,"Andorra, Morocco, Spain",islet regulome browser,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,21216774,Physiome Model Repository,0.86070937,,0.86070937,physiome model repository,0.86070937,1,http://www.cellml.org/tools/pmr/,,The Physiome Model Repository 2.,Physiome Model Repository,Physiome Model Repository,200,United States,"(45.8399,-119.7006)",,2011-01-06,"Auckland Bioengineering Institute, The University of Auckland, Auckland, New Zealand. tommy.yu@auckland.ac.nz","Britten RD, Cooling MT, Garny A, Hunter PJ, Lawson J, Lloyd CM, Miller AK, Nickerson DP, Nielsen PM, Terkildsen JR, Yu T","G1000758, G1000758B, NF-SI-0508-10212","British Heart Foundation, Medical Research Council, National Institute for Health Research (NIHR), Wellcome Trust",94.0,New Zealand,physiome model repository,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"CAPITALIZED,TITLE_CAPITALIZED",27319307,Rhoton,0.8422861,rhoton,0.8422861,,0.8422861,1,http://rhoton.ineurodb.org,,The Rhoton Collection.,Rhoton,Rhoton,200,United States,"(47.6339,-122.3476)",,2016-06-16,"Department of Neurosurgery, University of Tennessee, Memphis, Tennessee, USA. Electronic address: jsorenson@semmes-murphey.com.","Couldwell W, Khan N, Robertson J, Sorenson J",,,14.0,"Comoros, United States",rhoton,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,32660827,EURL ECVAM,0.8342644,eurl ecvam,0.8342644,,0.8342644,1,http://data.europa.eu/89h/jrc-eurl-ecvam-genotoxicity-carcinogenicity-ames,,EURL ECVAM Genotoxicity and Carcinogenicity Database of Substances Eliciting Negative Results in the Ames Test: Construction of the Database.,EURL ECVAM,EURL ECVAM,200,United Kingdom,"(51.5085,-0.1257)",,2020-05-21,"European Commission Joint Research Centre, Ispra, Italy. Electronic address: federica.madia@ec.europa.eu.","Asturiol D, Corvi R, Kirkland D, Madia F, Morita T, White P",,,18.0,Italy,eurl ecvam,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"HTML_REMOVED,TITLE_CAPITALIZED",31756136,eContour,0.8342035,,0.8342035,i>econtour</i,0.8342035,1,http://econtour.org,,"Development and Usage of <i>eContour</i>, a Novel, Three-Dimensional, Image-Based Web Site to Facilitate Access to Contouring Guidelines at the Point of Care.",eContour,eContour,200,United States,"(37.3541,-121.9552)",,2019-10-01,"University of California San Diego, La Jolla, CA.","Gillespie EF, Lin D, Murphy JD, Panjwani N, Puri K, Sherer MV, Zhang Z","P30 CA008748, R25 CA020449",NCI NIH HHS,9.0,,i>econtour</i,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,33468706,Microbiome Search Engine 2,0.8331694,,0.8331694,microbiome search engine 2,0.8331694,1,http://mse.ac.cn,,Microbiome Search Engine 2: a Platform for Taxonomic and Functional Search of Global Microbiomes on the Whole-Microbiome Level.,Microbiome Search Engine 2,Microbiome Search Engine 2,200,China,"(39.9075,116.3972)",,2021-01-19,"Single-Cell Center, CAS Key Laboratory of Biofuels and Shandong Key Laboratory of Energy Genetics, Qingdao Institute of BioEnergy and Bioprocess Technology, Chinese Academy of Sciences, Qingdao, China.","Gao C, Jing G, Li M, Liu L, Liu X, Qian L, Su X, Wang Z, Xu J, Zhang M, Zhang Y, Zhang Z","31771463, 32070086, ZR2016QZ004, ZR201807060158, ZR2019BC087","National Natural Science Foundation of China, Natural Science Foundation of Shandong Province",16.0,"Andorra, China",microbiome search engine 2,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,26646737,Polish Genetic Database,0.8107087,,0.8107087,polish genetic database,0.8107087,1,http://www.pbgot.pl,,The Polish Genetic Database of Victims of Totalitarianisms.,Polish Genetic Database,Polish Genetic Database,200,Poland,"(52.2298,21.0118)",,2015-11-30,"Department of Forensic Medicine, Pomeranian Medical University in Szczecin, Szczecin, Poland.","Bykowska M, Jasiński ME, Kupiec T, Kuś M, March AL, Ossowski A, Zielińska G",,,13.0,Poland,polish genetic database,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
TITLE_CAPITALIZED,33547313,Human Brain Mapping Project,0.7964519,,0.7964519,human brain mapping project,0.7964519,1,https://chbmp-open.loris.ca,,"The Cuban Human Brain Mapping Project, a young and middle age population-based EEG, MRI, and cognition dataset.",Human Brain Mapping Project,Human Brain Mapping Project,200,Canada,"(45.5088,-73.5878)",,2021-02-05,"The Clinical Hospital of Chengdu Brain Sciences, University of Electronic Sciences and Technology of China, Chengdu, China. pedro.valdes@neuroinformatics-collaboratory.org.","Aubert-Vazquez E, Bosch-Bayard J, Bringas-Vega ML, Brown S, Das S, Evans AC, Galan-Garcia L, MacIntyre LC, Madjar C, Mohades Z, Rodriguez-Gil I, Rogers C, Valdes-Sosa MJ, Valdes-Sosa PA, Valdes-Urrutia L, Virues-Alba T","243030, 246117, 252428, 81861128001, Y0301902610100201","Fondation Brain Canada, Fondation Brain Canada (Fondation Neuro Canada), Fonds de Recherche du Québec - Nature et Technologies, Fonds de Recherche du Québec - Nature et Technologies (Quebec Fund for Research in Nature and Technology), Helmholtz Association, National Natural Science Foundation of China, National Natural Science Foundation of China (National Science Foundation of China), University of Electronic Science and Technology of China, University of Electronic Science and Technology of China (UESTC)",38.0,"Andorra, China",human brain mapping project,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
"CAPITALIZED,DISAMBIGUATED,QC_FIX_MEDIUM",27899667,Rice SNP,0.7704414,seek,0.7704414,,0.7704414,1,http://snp-seek.irri.org,,"Rice SNP-seek database update: new SNPs, indels, and queries.",Rice SNP,Rice SNP,200,Singapore,"(1.2897,103.8501)",,2016-11-29,"International Rice Research Institute, College, Los Baños, Laguna 4031, Philippines.","Abriol-Santos JM, Alexandrov N, Borja FN, Chebotarov D, Copetti D, Detras J, Dubchak I, Fuentes RR, Hamilton RS, Mansueto L, Mauleon R, McNally KL, Palis K, Poliakov A, Sanciangco M, Solovyev V, Wing RA",,,211.0,Philippines,seek,ok,2010-2022,,,,,False,HIGH,No explicit expansion found in title; using short name for both,
